太美了！
我不知道还羡慕这双手还是该羡慕这个不会抖的眼皮
奈何实在没文化，一句卧槽走天下。姐！卧槽！给宁跪下！
！！！！！！！巧手啊啊啊啊妈妈
巧手啊！！！！！妈妈
这是植眉新技术？？？？瞳孔地震
眼睑上画工笔
亿点点细节
老牛批了我天
亿点点细节
太牛了！！
真就亿点点细节
必须投币
牛B
卧槽
您
这不仅是手稳，这眼神也忒好了
？！！真的好厉害
我爱姐姐！！
卧槽
好家伙
太牛掰了
这也太厉害了
炫酷
眨眼了
是魔法
？？？？？！！！！！！！
眉笔是什么?
这个眉毛也太厉害了
up主美术专业的吧？太厉害了
好腻害！
太美了
真漂亮
教练：我也想学
画出了眉眼间距是正常人两倍的效果
这个妆就很飞天啊 牛哇牛哇
有笔没有手
疯了
？我的手做不到
眼影都化不好，居然画画
意思是我眼影都不会，up主居然能在方寸之地画画！
卧槽卧槽卧槽卧槽
牛皮
卧槽
发生甚么事了
绝了！！！！
怎么做到眼皮上面没有一个褶子的。。。。
咱们不卸妆了
皮肤好好
牛牛牛
五中生眉
我要这币有何用？
在眼睛上画人？卧槽
开始离谱
太美了
手也太稳了吧
so稳!!!慕了
逐渐离谱
麻了
直接在脸上作画
这还舍得卸妆吗
手真稳
这小人居然还有表情
这哪还舍得卸妆
有我这12年的绘画功底，我一定可以（狗头
给别人画可以，给自己不行
卧槽卧槽
沃
喔喔喔
我的天呐！太强了
？？？？？？？？
您
您
您
太厉害啦！
我惊了
好活
卧槽佩服
美术生吧
怎么做到不眨眼的
重新定义细节一般
好好看！太厉害了！
化妆真牛
离谱
好厉害，眼睛都不眨的，要是我都泪流满面了
目瞪狗呆的是我
这手也太稳了吧！
好稳的手！
求眉笔链接！
大家好我就是这只手
这到底什么眉笔
就这我可以画一天
这世界上竟然有我吃不了的这么多碗饭
好牛啊
bgw好吵
好牛哇好牛哇
《细节一般》
这手也太稳了吧
卧槽
太牛了
您
有杀气
鼻烟壶有被笑道hhh
收下我的膝盖
我去
太牛了姐妹
别洗了吧这是艺术
牛哇
太牛壁了
左手画的
有手真好
太牛逼了
九敏这就是人类的差距吗
哇塞
绝了
天呢
发生了啥
《细节一般》
绝
离谱
给哥哥整个小铃铛
真的好细节
简直离谱
绝了
岛啊
好牛
有被牛到
太绝了
神仙
我去~
天哪太牛逼了
眉笔链接
取消
现在，来，巴啦一下开始带美瞳！
哇
！！！！！
天啊
都不眨眼的吗好厉害
看傻了
我就眨了个眼
厉害了！
亿点细节
???
我要斜视了
好厉害
牛掰
牛啊牛啊太牛了
太牛了太牛了这是个高手
这是神握的手
这眉毛。。绝了
手真稳啊
您
强！
请问张艺兴干嘛了
您
我差的是化妆品吗？我差的是这双手好吗？
让你化妆没让你画画
好稳的眼皮
????
神仙啊
我去！
神仙吧，这是！！！
卧操？？？
太牛了，直接眼皮作画
一开始以为是别人画的好牛，后来知道是自己画的哇这也太牛了
眉笔 什么牌子
这眉毛画得……太厉害了啊啊啊啊啊
很少眨眼佩服佩服
无中生有
手的链接上一下
不光手稳，眼皮也稳……
不投币我都不好意思了
求全脸妆
皮肤太好了
好美
牛啊
？？？？
太牛了
更恨自己变近视了
卧槽
太牛啦！
这是我看了就能学会的吗？做大梦
是镜像画的啊
您
我的话，妆这辈子不可能卸的
禁止在麻瓜面前使用魔法
我去
这合理吗
徒手生眉
同样是人，我怎么这么拉啊
您
这个也太厉害了吧
果然白色部分一下就嘭起来了
您
人类什么时候进化到这种程度了？！
画妆师
画妆师
？？？？
离谱
太强了
太强了
眉笔！眉笔！眉笔！！求个链接
也太牛了吧
我一整个大震惊
请收下我的膝盖
太太太牛了吧
牛哭了呜呜呜
太牛了！！！
就卧槽啊，币留不住了
好牛
牛
太牛了
能上天
好牛啊
太厉害了
怎么在眼睛上封印飞天？
为什么她能画出根根分明的眉毛
离大谱！
我需要的是眉笔吗？不，我需要up的手
相信我你缺的不是笔，是手[狗头]
眉毛绝了
我连个眉毛都画不好。。。
真是牛叉得螺旋飞天
眼睛也好漂亮啊！！！
这是啥笔啊
用什么画的啊
卧槽
我就低头看了个评论！
这个眉毛！神了！！！
哇，太牛了
？？？？？？？？？？？
舍不得卸
嗯？？？？
离谱！！！
我天
太卷了太卷了
关键眼睛都能不眨怎么做到的
眼睛居然没有流泪
牛逼
?????卧槽
害我静止呼吸看
眉毛太欧美了…
美术生吧这是
太牛了
别说动手，这样对着镜子我会斗鸡眼~~小姐姐好腻害！
上身有飘带可好
好稳的眼皮
虽然牛逼，审美有点像我们小时候贴纸
离谱！！！
？？？？
离谱
惊了
这牛了
生而为人，我很抱歉
好美
突然？
我天真秀
这不是近视眼能画的吧
手稳 眼皮更稳！！
妈咪！可以把眼皮子邮过去给你吗！
这个眉毛我就服了
本业是微雕么
这是铅笔和纸吗
我去，震惊
我就低了个头看评论，发生了什么！
我的手不是手
这是在画素描么请问
卧槽？
哇哦，厉害
美爆
看封进
现在都这么内卷了吗！！
好绝！！
你们卷的太厉害了
是怎么忍住不眨眼的
亿点点细节
这是人能画出来的？
我只能说，我没有手！
厉害
妈妈开门，我是离谱
这是眼皮微雕啊好么
快进了一下。。离谱。。。。
太厉害了
事情开始不对劲
您！
这眉毛太厉害了
？？
离谱
我要这硬币有何用
求砍刀眉笔牌子
太累了感觉 绝……
这么卷？
up主好厉害
眼睛：我会了。手：我废了！
我就抬头看了一眼网课怎么就这样了
牛
太岛了啊啊啊
绝了
发生了什么
好漂亮啊啊啊
真的牛逼
我在纸上可能都画不出这韵味
这手！太稳了
发生了什么？
太厉害了！
您
心灵手巧
up眼里大概是有个显微镜
谢谢我拿显微镜画也画不了这个
牛逼我一开始都没看出来他画的是啥
厉害啊
手也稳眼皮也稳 我平时画个眼线眼皮都抖得像个啥似的
漂亮牛人
您
关于我来人间凑人数的那些事
您
歌儿是真好听 眼妆画的也是真的好
眼神好好，感觉盯着会流眼泪
？？？？？
艺高人胆大
牛逼
？？？？？她在化一个飞天诶！！！
学到啦！
？？？
手眼都好稳
太牛了
离谱
wocwocwoc太美啦
太厉害了！！！！好仙女！
真画眉
您
我就眨了一下眼睛……
牛逼
牛逼
手太巧了
太稳了
这个下睫毛也很绝
她不眨眨眼的么？
这是在脸上作画吧，我已经看出来了
人和人的差距并不相通，我只觉得她们牛逼
就离谱卧槽
静音看完
牛
这是化妆吗？这是作画呀
这哪是化妆啊，这是画画啊，真的6
厉害
眼睛好累
绝了！！！
厉害
卧槽
您
这瞳色好绝
牛逼
太厉害了
叹为观止
太强了家人们
牛啊牛啊！
这眉笔是怎么削的这么细的？
《细节一般》
这就是简介说的细节一般吗？
这河狸吗
好牛
我的天
眼睛就不会眨好厉害！
高手在民间
牛人在民间
第一次见在眼睛上画画的，震惊我妈
添加了亿点系列
我的老天爷哎
逐渐离谱
我才发现镜头是对着镜子
反正如果是我，连绿色打底都做不到
太稳了吧
太厉害了
贝壳闻声前来
手好稳
我好喜欢一根根的画眉毛
就离谱
这手包邮吗
好厉害啊
仅剩的一个币投给你了 牛逼
真的有这么稳的手吗
喔你！我勒个去
眉毛竟然可以这样画
合理吗？
求眉笔！！！！
大佬！！
眼:我会了，手呢？手:就离了个大谱
我的天啊啊啊啊啊啊
老实说别说手了，我眼皮都做不到…
想替她眨眼
？！！！太绝了吧
梦幻联动耶！
牛牛牛！
看到这里，感到手累，up好强
细节
太厉害了！！
卧槽牛皮
大佬啊
太牛了太牛了
这个眉毛就知道是高手
好牛啊
离大谱
我靠太牛了
好细致啊，技术活
眼睛，这回是不会了
牛！
您
卧槽
我不会搞，所以我大受震惊
手稳，眼睛也好配合
我服了
我天好好看！
姐姐这种人才就适合徒手画工图
眨眼都没事？
以前是画鼻烟壶的吧这！！！
牛逼
牛啊牛啊
哇塞  是个人
这是艺术家换了个地方作画吧
学完了从哪领老婆回家试？
卧槽您来了！第一次看到会动的您啊啊啊！莲井宝贝！
为什么美妆博主在纸上画不出来东西，但是在脸上画的牛逼死了
这手有多稳
牛逼
同样是女孩子，为啥差别咋那大呢
您
全程扶着下巴
?
离谱
咱就是说，手不是手
绝了卧槽
自己给自己画？？？？
绝了绝了
我天 这得画几个小时
您
逐渐离谱
离谱
开始施法
化妆时眼睛快累死了吧
逐渐离谱
点进来之前以为是化妆视频，是我天真了
离谱就
这就离谱
亿点点细节，直接三连
天哪
这是啥眉笔啊 感觉软硬刚刚好
哇奥，好漂亮！！！
绝了
我还以为标题写的是张忠兴…
画眉毛和涂眉毛终究是不同滴
卧槽这
眼皮上画画，真厉害
请问我为什么跪着看
我要这币有何用
我去，我还以为是贴纸呢，居然真是手绘
牛啊
绝了
无中生有太厉害啦！！！
太牛了
手太稳了吧
我在纸上都画不出来！！
逐渐离谱。。。
您
？
古有小核雕舟今有眼皮画仙
太厉害了
好牛逼
这画工也了得啊
画个眼影已经到这种程度了吗
你问弹幕为什么那么少因为都看呆了
太牛啦
卧槽？？？？
《魔法》
逐渐离谱
你这画的眉毛还没我不画的时候多
？？？？？？？！！！！！！
太厉害了
神仙
你舍得卸吗
很牛好厉害，不需要提明星
眉毛好立体
我已经不会说话了我已经
不是 这 这也太 太吊了吧我去
卧槽牛逼
我的妈呀
太好看了太牛逼了
天呐眼皮上画美女
您
这么说吧，在纸上都画不出来
能不能给张艺兴眼皮子上画这个
我觉得我在做梦
？人类进化又不叫我
这是人的手吗？
眉笔是什么牌子的？
神笔马良啊这是
已经卷成这样了吗？
厉害！
我在纸上都画不了这么好看
卧槽好美
太厉害了
好美啊！！
您
这嫦娥没穿衣服
手不会，眼也不会的程度
不眨眼。。。
我疯了我疯了我疯了我疯了我疯了我疯了我疯了
神仙姐姐！！！
牛牛牛
这是艺术
""
