加油up！
up治愈了多少人的思念啊
高手id
果断关注
加油！
我
朋友们，不要看评论。走吧走吧，别看。很难受的。
所有人陌生人啊，祝你幸福！
祝所有的人，都没有遗憾……
bgm留住了我
求bgm！
助力每一个梦想
他们都很美，就在天上，见证着星星，也被星星见证着
愿，天下愿望 一路生花。
这是什么墨水呀
求BGM
好可爱
哪有jojo？，说jojo的有病吧
别看评论区!
祝力每一个梦想
好像在慢慢灌注星河
助力每一个梦想
阿尼亚
看你们的故事，我会哭
不要看评论会难过的宝贝们
这个创意太棒了
baby in the dark show me where you are
这什么歌
《绘星者》
人死之后有想要要守护的人，就会化作天上的一颗星星，天上的马克星便是有无数爱的人。
人死后只要有想要守护或者想要爱的人，就会化作天上的一颗星，天上的满天星便是有一堆有爱的人。
这个很费时间的
不要看评论区会哭的
晚安！
这突然一黑晃的我眼睛痛
绿字麻烦你记住他不叫猪神他叫血神
bgm是什么
求bgm
希望所有人幸福安康
助力每一个梦想
坚持下去
是种星星的人！
赠你一物
啊我的眼睛
群星闪耀之时
How I miss you every single day when I see you on those streets.
"Oh love,tell me there is a river that I can"
that woll bring you back to me
'Cause I don't know how to love someone else
麻烦画一个猪神[敬礼]
种星星的人
上央视了
恭喜上央视
看评论哭死了
up主能换一个带着氧气面罩的老奶奶奶吗他是我的姥姥在一次意外中成了植物人后来病恶化再也没有醒过来
up可以画只风子吗
“天上的每一颗星星，都是爱过我们的人”
techno的别走！
BGM
评论区有好多伤感的故事 
助力每一个投稿的陌生人，要好好活下去，爱着每一颗星星呀
BGM
厉害了
求bgm
天上的每一颗星都是爱我们的人
Martin 
TMM的，为什么不能投那么多个币，怎么只能投两个币！
人类群星闪耀时
是你！
BGM
哇～好多乔家人啊
《绘星者》
每一颗星星都代表着一种思念
全场最佳
艺术家
See you again.
我有一个逝去的小猫，可以画吗？
Technoblade    never    dies
我要这币有何用！
真的很有意义
我要这币有何用(传下去)
那是一颗，属于我们的星星
求bgm！！！感谢！
于星空下相遇，是我的幸运
泪目
一直不敢看评论，唉，害怕
我先来：高手id…不好意思走错片场了
已经完成了好多人的梦想
助力每一个梦想
求BGM
罗元，你来B站了，等你很久了
一段时间不见，这么多了
背景音乐是什么
嘻嘻
谢谢
全场最拉！
助理每一个梦想
支持每一个追星者！！！！
他甚至上了我的英语阅读题
bgm:so
“我画的星星也许无法点亮星空，但可以点亮‘心空’  ”
九天之下是无尽的星空
问一下BGM
刚看完人生大事 感觉对星星挺有感触的
助力每一个梦想
这个评论区看的太难受了(╥﹏╥)
BGM:
记录今天遇到的美好2022-7-15
我的花也会开的 生活也会拥抱我的。
bgm是什么啊
BGM:never gonna give you up
BGM是什么？
突然好想哭
我献上我的膝盖和硬币！
兄弟谢谢你啊所有的陌生人都会感谢你的记录下这美好的一生
我要这币有何用！
BGM是什么
（此三连为增加热度）
助力每一个梦想
不要打开评论！哭死
！bgm是啥呀
里面还没我奶奶
最后两个币接好
愿天堂没有痛苦
天空上的每个星星都是爱过我们的人
想到人生大事里面的种星星了，蚌埠住了呜呜呜呜呜
上一次遇到这个视屏是好久前了，泪目ᵟຶᴖ ᵟຶ
谢谢你，温暖的人
原来是您
高手id
你的希望总会有成功
他完成了很多人的梦想
求bgm！
助力每一个梦想
接好运
其实Up主也是星星啊
每个人都有发光的权利
助理每一个梦想
可以画一只可爱的小狗吗？
哇！好漂亮！没想到哥哥还在画！
种星星的人
绘梦人
从此想念也有了光
感动哭了这么多星星
可能有点冒昧，但是抱着黑狗的老爷爷的腿后面的是星星吗，似乎没有涂上(笔芯)
我觉得这本画册是无价之宝
咱要不给个链接吧
愿逝者安息，也愿每个人被世界温柔以待
爱我们的人从未离去，他们只是变成了星星
助力每一个梦想
“我没有离开你呀，只是换了种方式陪在你身边~抬头看天上的星星，最亮的那一颗——就是我”
助力每一个梦想！！！！
每颗星星都会发光！！！！！！！！！！！！！！！！！！！！！！！！！
孩子:那是什么啊妈妈
妈妈:那是-星空
我先来：高手ID
希望结束的那颗星星，是你给自己留的天空
我要这币有何用
助力每一个梦想
好浪漫
这一个珍贵的币就投给你了
收下吧！我最后的硬币！！！
我要这币有何用？传下去
星空下我们一起幸福
我要这币有何用
助力每一个梦想
收下吧，这是我最后一个币了
我想回到老爷死之前想看看
我想回到老爷死之前想看看他
忍不住三连了
每一颗星星看着都不是完整的但都发着耀眼的光，仿佛我们的亲人有很多不足但也温暖着我们
星心
星心
功德无量
那些耀眼星星应该是他们亲人朋友满载的思念吧
求BGM
助力每一个梦想！！！！
BGM： so
够狠
有卖吗
助力每一个梦想
在《读者》里看到up的故事啦！！！
画星星的人
哇，好喜欢
太美了!
每个人都有自己的星星
世间的温柔总会相遇，祝你健康快乐
对不起这个必须三连
助力每一个梦想
种星星的人
好棒！
凑齐1万个星星。其中一个写上愿望。这个愿望就能实现。
英文歌      语作文素材      历史知识   
世上有很多玫瑰花，但她是属于我的那一朵
Up主，这是我最后的三连了！请你一定要收下！！！
你好我是你34.3万粉丝新加的一员
可以画一个老奶奶抱着一个小狗吗，小狗现在得了病，奶奶也不在了…
我记得这个up是在抖音的吧？
助力每个梦想
助力每一个梦想
陌生人，希望星光照进你的世界
第1830个星星爷爷腿中间好像没画到
助力每一个梦想
我要这币有何用！
我要这币有何用（传下去）
我要这币有何用（传下去）
天空上的每颗星星都是曾经爱过我们的人。
助力每一个梦想
Technoblade never dies！！！（传下去）Technoblade never dies！！！（传下去）Technoblade never dies！！！（传下去）Technoblad
请收下我最后的硬币吧
感动！太赞了！
真棒！
笔在哪里买的
我想我爸爸的祖宗祖宗祖宗祖宗祖宗祖宗祖宗祖宗的中，你帮我画出来吗
助力每一个梦想
助力每一个梦想
“为他人点亮星辉之人，终会被群星环绕”
说实话，我不敢关注up....但是这真的很有想法，很有意义
每颗星星都会发光！！！！！！！！！！！！！！！！！！！！！！！！！
Emm……可以帮我画一个有重度抑郁症的女生吗？
都说天上的星星是曾爱过你的人，但…为什么我的天空漆黑一片
于星空下相遇，是我的幸运
健健康康！
晚安
呜呜呜呜呜呜呜呜呜X﹏X
助力每一个梦想
我要这币有何用（传下去）
助力每一个梦想
请收下我的硬币和膝盖
ZHULI
upup可以画一个在做饭的老人吗，爷爷一周前食道癌去世，临走前一个月还说很快就能起来给我做饭了。
能感受到温暖的up主
B站用户助力每一个梦想
天上的每一个星星，都是我们日思夜想的人啊
助力每一个梦想
祝你每一个梦想
求bgm，有好心人回复赞我一下
助力每一个梦想
那只猫好像袁隆平的花花
我有一只小 博美它，9月1日因为青光眼没极时手术去世了我想让你帮我画我和它一起的时侯
助力每一个梦想
助力每个梦想
bgm：so
助力每一个温暖的梦想
n b
为你投币加油！
助力每一个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
不知不觉已经这么多了啊
我要这币有何用（传下去）
也祝你幸福
这些既有意义又可爱的画真的太宝贵了
助力每一个梦想
人生也是短暂的
我们终将重逢
助力每一个梦想
助力每一个梦想。
我留这币有何用 ？！（传下去）
赞up
助力每一个梦想
助力每一个梦想
助力每一个梦想
uP可以画一只我头像的猫咪吗，它因为猫瘟去世。​
哇
助力每一个梦想
猪神！！！！！
我要这币有何用！
助力每一个梦想
我要这币有何用！
种星星的人
助力每一个梦想
我和我的赞永远在等你！
必须为你点赞！
没错我就是对你无限看好！
我们是种星星的人
助力每一个梦想
船到桥头自然直
船到桥头自然直
助力每一个梦想
哇啊
助力每一个梦想
助力每一个梦想
助力每一个梦想
小马丁的bgm！！！
爱了爱了
助力每一个梦想
助力每一个梦想
Th
Then lighr
助力每个梦想
助力每一个梦想
现实中的另一片星空
总感觉有点冰但是我没证据。
助力每一个梦想
对不起我今天只有一颗币没有了
助力每一个梦想
助力每一个梦想
助力每个梦想
别看评论区
助力每一个梦想
祝力每一个梦想
天上每一颗星星都是由他绘制的
助力每一个梦想！！！！
助力每一个梦想
支持你
要不是币没
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
星星还少一个角没有涂色哦
助力每一个梦想
天哪我要哭了
但凡画错一笔……
助力每一个美好梦想
你害怕的每一个鬼都是别人朝思暮想的人
星猫
真的好棒
助力每一个梦想
助力每一个梦想
bgm:suger
bgm:suger
助力每一个梦想
助力每一个梦想
助力每一个梦想
虽然逝者已去，但他们将永远活在那片星空里
助力每一个梦想
来自星星的你
助力每一个梦想
那一颗颗闪闪发亮的星星可是曾经深爱过我们的人阿
火了踹我
助力每一个梦想
助力每一个梦想
助力每一个梦想
看着看着就哭了
我的两只小狗
up，能请你画一个手里捧着饺子的一个白发老人吗？胖胖的，笑起来很和蔼，她是我姥姥，疫情那年去世了，她知道家里我最喜欢吃她做的饺子，但其他人都吃腻了，可还是每周六包饺子，她几乎没享过福一辈子都在操劳儿女
这是我最后的币了 收下吧 UP
助力每一个梦想.
我有一只小狗狗，被车撞死了。去帮我画一画，谢谢。
助力每一个梦想
祝助力每一个梦想
助力每一个梦想
在传说中当其12000颗星星 的时候就是愿望完成的时候 
助力每一个梦想
助力每一个梦想
喔
助理每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
我在意林上看过这个
助力每一个梦想
助力每一个梦想
助力每一个梦想
高手
助力每一个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
助力每一个梦想
又刷到了
好厉害
助力每一个梦想
助力每一个梦想
抱歉，没币了
助力每一个梦想      助力每一个梦想         助力每一个梦想         助力每一个梦想
助力每一个梦想
助力每一个梦想
我养过一只走着走着就摔倒的狗和一循环球的狗。只不过他们都去了汪星
助力每一个梦想
两个账号都关注了
求BGM
唉！
我要这币有何用
[《每周必看》］
助力每个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想 
助力每一个梦想
助力每一个梦想
助力梦想
愿梦想成真
助力每一个梦想
好有意义！！！
很难不支持
助力每一个梦想
天上的星星是他们爱过我们的证明
全场最佳
王者ID
助力每一个梦想
能不能换一个带着很小的动物的人
大家好，我是新来的
助力每一个梦想
助力每一个梦想
助力每一个梦想
 助力每一个梦想
愿这颗璀璨之星永远在天空中闪烁着
助力每一个梦想
助力每一个梦想
助力每一个梦想
哇坚持一件事真的好酷啊
助力每一个梦想
---————————————————☆————————————————---
---————————————————☆————————————————---
助力每一个梦想n
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
最终2000个的目标。
助力每一个梦想
助力每一个梦想
Technoblade never dies！！！（传下去）
助力每一个梦想
助力每一个梦想
助力每一个梦想。
助力每一个梦想
助力每一个梦想
助力每一个梦想
Up主好暖心。
助力每一个梦想
助力每一个梦想
助力每一个梦想！
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助
助力每一个梦想
你必有了 
助力每一个梦想
助力每一个梦想
助力一个梦想
助力每一个梦想
助力每一个梦想
好有意义啊
助力每一个梦想
你的每一个愿望 ，都会在夜空中闪闪 发光
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每个梦想
好浪漫
晚安～
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助理每一个梦想
当你抬头看夜空时，因为我住在某颗星星上面，因为我会在某颗星星上面笑，所以对你来说就好像所有的星星都在笑。——《小王子》
我要这币有何用
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
你害怕的每个鬼，都是别人朝思暮想的人
助力每一个梦想
助力每一个梦想！
助力每一个梦想
助力每一个梦想
助力每一个梦想
新人报道
我想见一见十年前的自己
加油
嗯
助力梦想！
助力每一个梦想
所有人陌生人啊，祝你幸福！
助力每一个梦想
助力每一个美好的梦想
助力每一个梦想
求bgm（小声呜呜
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
bgm：shots
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
 助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想 
助力每一个梦想
助力每一个梦想。
助理每一个梦想
好棒
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
收下我的三连吧！
助力每一个梦想
我要这币有何用？（传下去。）
助力每一个梦想
三连我给了
助力每一个梦想
助力每一个梦想
助力每一个梦想
 助力每一个梦想
助力每一个梦想
好漂亮的星星，像回到了小时候第一次仰望星空
助力每一个梦想
太好看了
助力每一个梦想
助力每一个梦想
罗岩居然来b站了
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
 助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
求BGM
助力每一个梦想！！！
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
楼上的，也祝你永远幸福
助力每一个梦想
当星光闪耀每个夜晩，每个故事都会铭记于心
助力每一个梦想
助力每一个梦想
。
助力每一个梦想
助力每一个梦想
高手ID
助力每一个梦想
哇喔～
助力每一个梦想
助力每一个梦想
助力每一个梦
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想。
助力每一个梦想
加油
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
我也很喜欢星星
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想！！！！
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想！
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想！！！！
助力每一个梦想
助力每一个梦想
助力每一个梦想
 助力每一个梦想
看着看着就流泪了
助力每一个梦想
助力每一个梦想。
助为每一个梦想
当星星亮起，我的思念你也许能看到
助力每一个梦想
助力每一个梦想
助力这每一个梦想 
助力每个人的梦想 
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每－个梦想
助力每一个梦想
所有人陌生人啊，祝你幸福！
火钳刘明
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
我好羡慕你们有梦想
助力每一个梦想
助力每一个梦想
我们都是种星星的人。
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
注意每一个梦想。
助力每一个梦想
助力每一个梦想
卖荧光墨水的已经有房子了
助力每一个梦想
在网上看起了星星好亮啊
助力每一个梦想
助力每一个梦想
助力每一个梦想！加油
助力每一个梦想
助力每一个梦想
你币有了
助力每个梦想
助力每一个梦想
助力每一个梦想
哇我有同款笔
厉害了，助力每一个梦想
这是我最后一个币了 再白嫖就不礼貌了 
这是我最后一个币了 再白嫖就不礼貌了 
助力每一个梦想。
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
帮助每一个梦想
助力每一个梦想
助力每一个梦想
助理每一个梦想
助力每一个梦想！！！！
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
笔哪买的（注意力出错
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
每一个怀抱星星的人，都会伴随着流星，降临到爱者的梦中
助力每一个梦想
助力每一个梦想 
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
巜闪我眼睛》
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想。
这币不要也罢
助力每一个梦想
每一个图都是一个家庭的痛
助力每一个梦想
注意每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦
助力每一个梦想
助力每一个梦想成真
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
谢谢你
助力每一个梦想
助力每一个梦想
荧光笔
助力每个梦想
助力每一个梦想
助力每一个梦想
每一颗星星都是代表着每一个人的故事
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想。
助力每一个梦想。
助力每一个梦想
助力每一个梦想
祝你每一个梦想
助力每个梦想
助力每一个梦想！
助力每一个梦想
助力每一个梦想
祝力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
加油
助力每一个梦想
助力每一个梦想
祝你每个梦想
助力每一个梦想
助力每一个梦想
助
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想 
助力每一份梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
曲对赞有
助力每一个梦想
助力每一个梦想
哈哈哈
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每个梦想
助力每个梦想
助力每一个梦想
这是我最后一个币了，请收下吧！
助力每一个梦想
助力每一个梦想 
助力每一个梦想
三连走起
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
加油
 助力每一个梦想
助力每一个梦想
注入星光之力
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
助力每个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
加油
助力每一个梦想
于星空下相遇，是我的幸运
助力每一个梦想
"这让我想起来了一个人,猪神"
助力每个梦想
助力每一个梦想
助力每一个梦想
他们都在相互陪伴着
我要这币有何用
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
名场面打卡
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想！
我先来：每个人都是一颗星星
助力每一个梦想
明明不认识 却看哭了
加油啊，摘星星的人！
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
""
