不能看了，在外边了哭出来不好看
真感觉应该给配备一些火力和防护更强的装备
妈呀
我靠 父子英雄！
致敬英雄～
杀了毒贩
好眼熟
致敬英雄
看不下去了，致敬伟大的缉毒警
老了
纪录片里有这位英雄当年为牺牲战友流泪的镜头
中华之剑
人民永远记得你们
我认为武装无人机应该参与禁毒 反抗者格杀勿论
牙经
刚才为什么不打码？？？
致敬
能不能变声啊
缉毒警察真的让人佩服
这人不是在这吗，说些什么乱七八糟的
致敬
码请打重一点
缉毒要用重火力压制
手枪火力不足
把青春献给了禁毒工作，鲁老先生如今头发已经斑白了
和平时代的英雄
云南话
凡人之身，比肩神明
致敬
不打码的都懂！
牺牲太多太多了
致敬
我看过这个
不要再让英雄落泪好吗？
泪目
真不是滋味
我觉得应该给缉毒警察配备重武器和防护服
致敬
英雄
致敬
高级警司不上一线了，所以没打码，级别比较高，毒贩也不敢动。动了就是全面宣战
致敬英雄
上天保佑啊
难受
致敬
致敬英雄！
他们为什么为了那每个月几千块钱去拼命？原来真的不是钱的事
致敬！
英雄们！！！
致敬英雄
致敬缉毒英雄
致敬
我觉得他们每个人应该领2万以上的工资！！！
谁会已经不是工资高低的事了，再多的钱都换不回一条命
天天跟亡命之徒打交道，得有多大的勇气
致敬
致敬英雄
唉，哪有什么和平盛世，只不过有人在替我们负重前行，致敬！！
我觉得缉毒警。每破一个案就要奖励。都是拿命拼
对不起各位同志们我看不下去了，我真的忍不住，真的对不起
希望活着的传奇越来越多，毒贩越来越少
再多的钱都换不回一条命，从事这个工作的人真的伟大
致敬
为什么这个不上热门？？？为什么这个不上热门？？？
英雄一路走好
我的天哪
致敬！
前面的眼睛瞎了
致敬
想想美国，几乎天天都要经历
应该给缉毒警察更大权利，警告无效后有权直接开枪。
泪目
致敬
致敬！
致敬
致敬
泪目
没有你们就没有我们
说这位也牺牲了的认真讲的吗？名字一样长相一样都看不见吗？
这位警察没牺牲!没牺牲!!！
致敬缉毒英雄
当时他还哭，很年轻
信仰之坚定！品格高尚！
看错了看错了我的错
致敬
这个警官纪录片有！！！！
致敬
致敬
英雄
兄弟连bgm
不是声音怎么了，是方言
致敬
应该直接开枪，还等什么不许动
毒贩应该被制成肥皂！
前面说的那个英雄的儿子也走了
老警官也该戒烟了
泪目
请大幅提高缉毒民警的待遇。
谢谢你们!
漏脸的都牺牲了
没打玛估计是已经不在了吧
涉毒明星永远不能再复出，除非逝去的缉毒警察能复活!
致敬！
愿天下无毒
致敬英雄
英雄!
没打码的是已经走了的
忍不住了。。。
致敬
泪目
真的英雄
要是可以的话，能就地击毙就好了。。。愿警察同志平安
露脸的警察 都是牺牲的
致敬
致敬
我觉的声音也要处理一下，最大程度保护缉毒警察的隐私！
致敬
不敢看
这个框心疼死我了
真的勇士
致敬
致敬英雄
英雄 这币必投 
露脸很危险
惨剧
致敬英雄
杀无赦 
中华之剑
我家是临沧 谢谢你们
英雄母亲、
不看了，我血压已经上来了
致敬英雄！！
中华之剑
多少年了 那时候真年轻
向英雄致敬
看的浑身发抖，没啥可说，真的致敬缉毒英雄，请务必照顾好他们的家人。
以前缉毒警的待遇真的跟不上
致敬
没打码，表示已经牺牲……
致敬
露脸怎么回事？？？
没忍心看完。
致敬英雄
致敬啊
建议条件允许的情况下允许缉毒警装备和使用重型装备
白嫖失败
致敬
中华之剑纪录片里的这警察
不打码的应该都不会在一线了，
致敬！！！！
不敢看了卧槽
这个jiangc
致敬，感谢！
我记得这个大叔
英雄也是肉做的
人民英雄
看得难受 致敬
哭了
致敬英雄
致敬
致敬
人民英雄
英雄
干太难了一线的
真正的英雄
致敬
提高待遇提高待遇
致敬！你们的名字无人知晓，你们的功绩与世长存！
向缉毒警致敬
鸦片对中国人影响太严重了
张烈士若活到今天 也得是两杠三花吧
致敬
露脸？卧槽不会不在了吧
致敬
这是中华之剑上那个留守警员吧
致敬英雄！
简直天神下凡
怀慈悲心肠，行雷霆手段
致敬！
前面的，向你爹致敬
这次一定
我说这么露脸不危险吗
致敬
致敬英雄！
不要打真名啊
中华之剑里的那位警官
请把码打重点！！！泪目
致敬
致敬
他老了
致敬
致敬
致敬
为什么这些人明明更应该被记住！瞻仰！但人们只认识当下的（流量明星）
这不是之前看过的视频里哭的警察叔叔吗
涉毒艺人一概封杀
致敬
致敬
我的天可怕
致敬
致敬
致敬
致敬
致敬
致敬英雄
英雄
敬礼！
致敬
最可敬的人
不能原地击毙吗
致敬
94年的事
谢谢你们
这不得都发一等功
留脸了是不是不在了？
致敬英雄
牺牲的以及还在战斗的英雄们，谢谢！
泪目
听口音都是云南人
中华之剑！
他们是猎手， 他们应该隐藏在比猎物更深的黑暗中
我们缉毒警应该给最好的装备
难受
刚才那枚应该是防御手雷
致敬
致敬
致敬！！！
真英雄！！！！
致敬
猛汉英雄
致敬
感谢战斗在一线的缉毒警察们
这次一定
他的脸
给缉毒干警上点重甲重器
看不下去了，打心眼里难受。祝愿所有警察同志一生平安
致敬
致敬
致敬
致敬！
致敬
不打码应该是已经不干缉毒警察了
啊啊啊啊
英雄，却连脸都露不了，惋惜
真的是暗无天日 英雄却不能露脸
真·黑暗骑士
前面的，名字有方框的才是有牺牲的
敬礼
敬礼
不敢看了，怕哭
致敬
支持
中华之剑
谢谢你们啊
不敢看下去了…太难受了
致敬
请打重码！
致敬
天收了多少英雄。
他们才应该高薪
致敬
不忍心在看下去了，致敬
为什么不打码
这就是前面的年轻警察
致敬
这应该是退下线了在幕后的才不打玛
泪目
致敬
不光是牺牲了，退役后也没必要打码啊
飞虎队出动
不打码的，可能已经不在了
云南人为保住国门付出了很多，致敬！
致敬
我TM真想弄死他们！伤害我们英雄的狗蛋
致敬
哭了
哭死我了，心疼死我了
直接狙击啊这种情况当株连九族
致敬英雄
致敬！
敬礼
涉毒明星一生禁
敬礼
致敬
亡命之徒最容易不择手段
致敬
为什么不给他们打码？
英雄
泪都下来了
致敬
真的忍不住流泪了
看完以后这么多泪目，哽咽难言
满门忠烈
这次一定
露脸的应该是退下一线了！别乱说！名字加框的才是牺牲了。
致敬英雄
英雄
致敬
高？碰到的都是亡命徒啊！九死一伤啊！
别瞎说，前面不是有这位警官吗？
小鲜肉有这优秀?
不打码的还有一部分是已经转内勤了，不用露脸
致敬!
致敬
泪目
中国队长
致敬英雄
都不懂吗?打码的都是还健在的，不打码的都已经牺牲了
人民与黑暗间的最后一道防线
看了两遍哭了两遍
致敬!
致敬
致敬
致敬
这位也没了
不敢看
致敬英雄
致敬！！！！！！！！！！
唉
了不起！
真的是丧心病狂啊
心里难受
泪目
这个老警官在中华之剑那部纪录片里出现过
希望这类影片多发给现在的小年轻们看看
对毒贩当初场击毙格杀勿论吧！先斩后奏吧！
致敬英雄
没牺牲哦，好好看，别讨论这个
致敬
戍
泪目，致敬
白嫖失败
致敬英雄
这个口音都是我们镇康口音啊
辛苦你们了   真的很感恩你们的付出
致敬英雄！
保护人民的英雄战士们
想想为啥，一个是暴利，一个是有关系
致敬
致敬
可怕的经历
致敬
致敬英雄！
致敬！
影片中，还有这些人流失的青春
致敬
说这位警官也牺牲的是不是视力有问题啊
哎，难受，国家守护神
涉毒艺人永世不得复出
真的奇迹啊
致敬
这种无声的眼泪最悲恸了
应该是退休了
我们的人民警察还要打码，因为怕他们家庭受到威胁，太可悲了
谁不怕死
我好心疼
致敬英雄
安息
英雄
致敬
毒贩都死
没打码的都已经牺牲了
与穷凶极恶之徒斗争！
我好难受
这个警官我记得，致敬！
致敬！
致敬
英雄！！！
致敬英雄！
不打码的都已经牺牲了
太难了
致敬英雄
可恶的毒贩
致敬
致敬英雄
谢谢你们
致敬
敬礼
致敬
心疼
致敬
致敬
致敬！最可爱的人
直接击毙
他哭了，我记得他
太难受了
致敬英雄
他们永远活着！
人民的卫士！人民的英雄！致敬！
没打码是已经牺牲了
哭了
毒贩应该死光！
张子权已经是烈士了。。。
致敬
人民英雄永垂不朽！
人民英雄
致敬英雄！
太了不起了，致敬！
不打码的是不是都不在世了？
致敬英雄
泪目
给高点薪水不行吗？
云南人致敬所有缉毒警！
致敬
为什么不打码？
致敬
安息
我们的安逸因为他们的安息
能受采访的都是活下来的
致敬
某影视圈烂得一塌糊涂
真的看不下去了……
致敬
26年，英雄已满头白发
致敬
什么没打码的都牺牲了，刚才哭的就是现在这个警官啊，没看到都上年纪了吗
致敬
致敬！
致敬
致敬
致敬感恩
致敬
以凡人之肩比肩神明
致敬
提高待遇
我去我哭了
致敬所有缉毒警察，你们是英雄！
致敬！
致敬
致敬！
这是我的理想！
真的谢谢你们  你们都是最可爱的人
致敬英雄
能不能全身武装
致敬！英雄！
真的泪目
英雄永垂不朽
致敬
变声啊！！！ 
没打码的不一定牺牲了，是退休了或者调离一线了
向理想主义者致敬
致敬
致敬
天啊
所以那些明星有什么理由让他们复出？
向祖国的英雄致敬！
致敬
致敬
泪目
为什么不给这些英雄打码
致敬
致敬
 看手电筒照的 小腿真的炸成了骨架 致敬
露脸的都……
不上一线不打码，牺牲是名字加白框
他可能现在不做缉毒警了
白嫖失败
这个才叫警察 才叫英雄 戏子工资那么高关键时候有屁用
曾经那个少年
难受
对待毒贩就不要有任何的仁慈，只要证据充足，就要坚决打掉
向缉毒警致敬
这次一定
致敬
向所有缉毒警察同志们致敬！！！！
中華之劍
建议这些警察年薪六七十万
原来是他…看到过老片子
看到露脸的心里一紧，已经都不在了
致敬
致敬，英雄
致敬
这位已经不在了
当年全是年轻人可能三十左右
泪目，致敬！！！
致敬，为我们能有美好生活，真是鞠躬尽瘁
致敬致敬英雄
声纹打码呀！！
请注意！他叫石林，石林大爷挺好的
中国上一个王朝就此破灭
致敬
心疼
致敬！不容易啊！！
心疼啊
致敬英雄
泪目
致敬
致敬
露脸的都是已经牺牲的
只能说致敬，感谢，一生平安
在黑暗中行走的人
非常感谢他们的付出
如果可以定义英雄，那就是你们
致敬英雄
致敬
致敬
英雄走好!
千言万语 只能说致敬
致敬！
涉毒艺人永不复演
中华之剑
希望这个视频别沉，将来流量们的粉丝长大了，懂事了，回来缅怀一下英雄，把这些事迹传下去，也算对得起英雄们了。
致敬
牺牲的烈士名字是带框的，和露脸与否无关！
致敬
致敬英雄
致敬！！
致敬
仔细看这个蓝衣服的警官脸部有伤痕
致敬！！！
致敬
致敬！！！
致敬
为啥要抓，误导了直接当场击毙
谁特么老是在说石林也死了死了的，人家这不是好好的吗
谁卖给他们的？？？
致敬
致敬
致敬！！！
凡是缉毒相纪录片露面的缉毒警，大概率已经不在了……
云南加油
三连奉上！
中华之剑
致敬，坚决打击毒贩 
致敬
不打码
吸贩同罪
视死忽如归
致敬英雄，国家以你们为豪
致敬
致敬
致敬
致敬
致敬
致敬
真英雄
你们的名字无人知晓  你们的功绩与世长存  致敬  无名英雄
感谢有您们！
致敬
致敬
致敬
这码打的和没打似的码打的和没打一样
泪目
哽咽了
致敬
现在说话的不就是这位吗？还在那牺牲牺牲的
致敬
泪目
致敬
致敬
致敬
天呐
建议先打完弹夹再进行抓捕
为什么不直接杀
跑就直接爆头大残
致敬
英雄
致敬！！！
太不好管理了
思想穷成啥样才在哪都谈工资呀
真英雄！
致敬
毒贩就该杀光
需要重型武器呀。。。
涨工资
云南临沧人致敬！
说这位同志也牺牲的B友的眼睛可以捐给需要的人
这种就别抓，就地正法
致敬
中华之剑这部纪录片有报道过！
云南话听着有亲切又心疼
真英雄 
不打码的多半是有原因的
致敬
致敬！
致敬！！！！
感谢你们！
他的儿子也牺牲了
谢谢你们！英雄们！
致敬
希望给缉毒警加一个变声效果
崇敬
英雄不死
谢谢英雄
哭哭哭
好难受阿
为什么会有黄赌毒
致敬
这次一定
这位英雄的嘴有刀伤
名字上有框的是已经去世的
致敬
弹幕关了在看吧，心里好难受
致敬
英雄一路走好
致敬
人民英雄永垂不朽！
致敬
致敬
致敬
致敬
都是一线的英雄，这些才是我们应该追逐的明星。
英雄一路走好
中华之剑纪录片，第六集 剑之魂  两位干警牺牲，张从顺、王世洲！
致敬
致敬
致敬英雄
致敬
致敬
怕吗？怕？怕就不干这行了 走 兄弟 让我们送一最后一程！
作为云南人我很感谢警察的辛苦和努力
山泥若必须死
致敬！
这次一定
向英雄致敬
致敬英雄
致敬
致敬！
唉，真的，真的，不容易
杀无赦!!!
只有经历过生死的人才会对生命产生敬畏之情
父子都是英雄……
虽然我是有案底的人但还是为他们致敬，
我们现在的和平安宁，是有多少人在背后负重前行
别再刷什么没打码的就是牺牲了的，看名字字幕。打了框的才是牺牲的
唉
英雄啊
不是不敢露，是不能露，
致敬！
致敬！
致敬！
要陪发，最好的防护。
致敬
怕死，不可能来干警察，这句话说给整个警务人员了
致敬
敬礼！
英雄
对付毒贩，真该用重武器突突
Xintong 
致敬，英雄
致敬
致敬
致敬
致敬
致敬
白衬哇，大佬
黑暗骑士
名字公布出来的就是烈士了
对不起……看的太难受了
还没看先投币
致敬
用生命守护社会安宁
致敬！
命大 英雄
泪目了
露脸的可能是转岗了，不干禁毒这一块
致敬！
致敬
致敬英雄
人都麻了。致敬英雄
致敬
所以柯震东付出就是对国法的亵渎
360行，行行值得尊重，这个职业值得我们用生命和信仰致敬
哭了
谢谢
致敬
致敬
刚刚说话的大爷就是他呀
好家伙
不好意思，看不下去了！ 致敬英雄！
致敬
没打码的话  会不会。。。
每一位缉毒警察都值得尊敬，他们付出的一切都是为了我们每一个人的幸福生活。禁毒事业人人有责，向每一位缉毒警察致敬！
孟连边检前来致敬
致敬人民英雄
致敬
致敬！
我的妈呀
致敬，一路走好
那时候枪支弹药管的不严
缉毒警5万一个月不过分
再一次强调，这部片子里面所有露脸的人已经牺牲了。
必须提高缉毒警的工资待遇
为人民牺牲的也希望人民不让英雄寒心照顾好他们家人
英雄
致敬
致敬
致敬英雄
敬礼
人民英雄永垂不朽！
致敬
采访完之后牺牲了吗。。。。。
致敬
致敬
致敬
致敬
....
致敬
致敬
华夏第一剑！
确定是毒贩，就应该直接击毙
退休的警察也都要打码吧。
有一个杀一个
致敬！！！
顶上去
没拍脸是因为要保护身份
致敬
致敬。。
致敬
跟菲律宾一样直接打死！
天啊 好危险
英雄自有天佑
致敬
应该把声音也处理一下
致敬英雄
应该用军队去缉毒，毒贩都是豺狼
请给他们最好的装备！
能露脸的都已经牺牲了吗。。
是我心中最帅的男人
看不下去了，心里好难受
致敬
打码是为了保护，不知道别瞎说
看得到脸的都是不在了的
大家别说打码了，有的英雄一点脸也没漏，但有的露脸了，还不知道是什么意思吗 
致敬
致敬
致敬
敬礼！
提醒大家一下凡是露脸的都已经不再缉毒一线工作了，不露脸的都还是在一线工作的人员
这不拿高工资
致敬英雄
临沧真的很宜居，感谢你们感谢国家
致敬
致敬
向英雄致敬！！！
致敬
致敬！
致敬英雄
毒贩死！
致敬英雄
毒贩都该死
致敬
致敬
致敬
致敬
致敬
向您致敬！
致敬
致敬
敬礼！
致敬
致敬
致敬人民英雄
给他们打码保护他们啊
拿命换的 希望他们都能得到应有的待遇
致敬
民族英雄啊
致敬！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
抓捕是能直接开枪吗，不要给他们反抗的机会
天呐，致敬！
致敬
致敬
致敬
哭了，向英雄们敬礼！
英雄
敬礼
天哪
像边境缉毒警致敬
反坦克雷？！！！
平安 致敬
和亡命之徒殊死搏斗，我哭的呜呜哇哇的
致敬
请打码!!!!
致敬英雄
致敬
英雄
真的不是滋味，难过。致敬！
泪目
露脸的是不是都牺牲了？
听的心惊胆战
致敬人民英雄
直接扔汽油弹吧
伟大的缉毒警！有你们我们才安全
英雄
是毒贩都直接打死吧
致敬英雄
同志这词，我感受到了重量
致敬英雄
很心疼，这些杀千刀的毒贩，凌迟都是轻的
感谢你们负重前行。伟大祖国还好有你们！
看得满眼泪
致敬
要做像他们一样的真男人
希望厚待他们
致敬
泪目！！！
致敬
今天81192也无法返航了
感谢英雄们
致敬
毒贩一定不能留！能击杀就击杀！
致敬英雄
黄警官 我家堂哥
我一想到这些人是父亲，是儿子是兄弟，就心疼得不行
毒贩杀！
我记得他，当年那个视频的年轻人
现在都这么老了
致敬！
张家父亲牺牲了，张警官有个孩子也牺牲了，满门忠烈啊！
建议确定是毒贩应该马上清空弹夹，火力压制
致敬！
致敬！
英雄！
天哪
致敬
致敬
他们都说为我们而死的
忍不住泪目
致敬
我真特喵看不下去
致敬
可恶的毒贩，希望全世界的毒贩都不得好死
致敬
真心建议对毒贩绝不要手下留情，遇到了直接用炸弹轰，人不要追上去
致敬
致敬
致敬
致敬英雄
致敬
房祖名、柯震东进来挨打！
致敬英雄
感谢英雄守护家园
致敬
热血浸染这片深爱的土地
致敬
国家英雄 敬礼
致敬
多血腥都不应该打玛，也许能让想走错路的人和已经走错路的人看着看着良心发现迷途知返了
致敬
致敬
他应该就是刚刚那位吧
致敬！祖国和人民为你们骄傲！
致敬！祖国和人民为你们骄傲！
张家满门忠烈！致敬！！！
谢谢你们
致敬
致敬！！！！
致敬！
这个叫石林的警官在中华之剑里见过他，那是他很年轻，看到战友牺牲哭的像个孩子
一般露脸的都是调岗位了，不是缉毒，或者不在一线了，或者已经走了
致敬
致敬
致敬
天呐
致敬
涉毒明星绝不能复出！
中华之剑记录片里的真实场景
人民英雄永垂不朽
致敬
天啊啊
致敬
致敬！
我们云南方言嘛
英雄
致敬英雄
沾毒就该直接判死刑
泪目
敬礼！
致敬
致敬
致敬
致敬
建议给缉毒警察配火箭炮，遇到毒贩直接让他蒸发
致敬
致敬守护者
哦
张从顺的儿子张子权也是一个缉毒英雄
zijing
z致敬
最危险的就是缉毒警察，愿你们每次任务都能平平安安，一生都健健康康！
打码呀，轮廓还是很清楚
想当明星先体检头发
致敬
格杀勿论？你当这是句由美利坚
应该全民有防毒的意识，不要只靠警察，全民防毒也是保护我们的警察同志
致敬
致敬
必须要升级武装配置阿
没打码的说明已经不在一线了，没那么危险了，打码的还在一线战斗所以要保护。
中华之剑
致敬
致敬！！！！
英雄
致敬
希望变个声音，保护好我们的战士
致敬
露脸的警官不怕他们报复嘛
露脸的，可能已经…
泪目
我刚刚出生一天
夜视仪 配齐，致敬
牺牲的英雄名字上都有框框，露脸的英雄不代表牺牲了~
原来他没牺牲，真好
人民的守护者 致敬
致敬
伤心
致敬英们
直接就地枪毙
真正的隐形守护者，从不在我们身边，也时刻在我们身边
涉毒明星不允许复出！
致敬
不做声音处理和马赛克会不会有问题呀
牺牲了
致敬英雄
致敬
临沧人熟悉的方言
抱抱呜呜呜
抱抱保卫中国的英雄们
致敬
大爷我记得你
真正的英雄
不是露脸的就是牺牲了，别乱说！
希望他们平平安安，诅咒毒贩全都挂掉
致敬
这才是人民的英雄
云南缉毒警了不起！
硬汉哽咽
致敬
作为一个云南人我非常骄傲有这些英雄来为国家缉毒事业贡献力量
致敬
致敬
致敬
没打码的都是退二线或者烈士了？
致敬
英雄
致敬
有很多我们不知道黑暗
应该把武器装备再升级一些
致敬
致敬
躲在黑暗中的真英雄
退休了
致敬
这位也   去了。。。
致敬
致敬
说着说着眼泪就下来了
致敬
致敬
打不打玛用你们教官方吗？
致敬！
这处置方法有点问题啊。。。。他说别管我，你们就不管他了………这……
身上都是好好的。就是小腿被炸烂了，流血过多次了。
不打码应该是。。。
英雄
致敬
致敬
警察的脸要打码吧
致敬
请打上全码
现在装备应该好多了吧，不要再有牺牲了
心痛
哪有什么岁月静好，只因有人在为你负重前行
警察同志们装备再好，近距离抓捕还是很危险的
露脸的很可能已经牺牲了……
然后张从顺的儿子，前面出现过的，也牺牲了
致敬
行走于黑暗 服务于光明
这些没打玛的年轻警官已经牺牲了
致敬
致敬英雄
致敬
看不下去了
露脸的应该是已经从一线下来了吧
致敬英雄！
打码有原因，不打码也是有原因的明白吗？
上海
一次
上海
致敬
中华之剑
致敬！
致敬
为什么这些人不是明星？
满门忠烈
致敬人民英雄
泪
哭死
泪目，英雄走好。
respect
respect
致敬
满门忠烈
 保护英雄
向英雄致敬
还是哭了
致敬
致敬
致敬
太难过了！活生生的生命！！！
致敬我们的缉毒英雄
保护他们
致敬
致敬
这些还打码的还坚持在一线！
谢谢所有缉毒警察致敬
太难过了！！！！！！
致敬英雄
我觉得应该吧满清十大酷刑用在毒贩的身上
致敬
致敬
献完青春献子孙
希望他们的警车都是特制的防弹的，希望他们的装备是最好的，希望他们在执行任务时权利更大些，希望他们的家人全部隐姓埋名被保护好不留在当地。英雄们，你们是祖国的脊梁！
致敬
致敬
致敬
这种执法环境必须学老美，截停车辆后远处喊话，不听直接击毙。
致敬
英雄走好
框中名，心中志。走好，致敬！
致敬
致敬
向禁毒英雄们致敬
致敬
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
英雄们，谢谢您们
致敬！
这视频竟然不做变音处理？？？
致敬
天选之人
哭了
这码不够厚啊
怕也得硬着头皮干才是警察
致敬英雄
致敬
毒贩必须死！
我恨的呀
走好！
致敬
杀光毒贩！
致敬
致敬
唉
防爆装备影响行动力
弘扬英模精神
能不能这批毒贩公开斩首示众吗？震慑这批王八蛋
泪目
致敬
致敬
致敬
好眼熟
泪目
致敬
露脸的不全部是牺牲了的，有些是不上一线了的。名字有白框的是牺牲了的
x
向边防战士和缉毒战线的同志们致敬!!!!
唉，致敬！！！！！
菩萨心肠，要有雷霆手段！！！
这位还在，拜托看看竖着的字好不好。。。
致敬
致敬
露脸的应该不是缉毒或者说现在已经不是了吧
我恨
应该直接枪毙
满门英烈
致敬
刚刚那幕真的忍不住了
致敬
缉毒警察太了不起了，致敬！
致敬英雄们
致敬！
希望我们的缉毒警察们安安全全的！
致敬
感谢你们
心疼我们的警察
隐秘而伟大
致敬！
哭爆
我去！
致敬
心痛
致敬！
我坚持不住了！！！
致敬
致敬
为什么中国是最安全的国家？因为有无数人为我们守护安宁！
致敬
致敬
真的就是太恐怖了。 我看到他哭。我也忍不住了
为什么不把这些人打码呀
21座桥
致敬
致敬，为了人民为了群众百姓
这些东西要是假的就好了
谢谢你们守护我们
泪目
涉毒明星，永不复出！！！！
直接火力压制吧，别拼命了
英雄永存！
致敬英雄！
致敬英雄
对不起，看不去的
致敬
抓住就是死 都是亡命徒 
人家在拼命 就不能保护好他们家人 
前赴后继，换来朗朗晴空
不露脸是为了保护缉毒警察的安全
致敬
都是英雄
露脸的都是已经不在了的！！！
致敬
致敬
致敬
英雄老了
这个感觉客家话口音
向英雄致敬
致敬，不要放过任何一个涉毒人员
致敬
退二线的话依然是打码的
致敬
眼泪听的流下来了
致敬
毒贩直接击毙最好，别活捉
啊！中华之剑里的那个知道战友牺牲哭了的那个人！我记得，印象深刻！
哭崩了
致敬！
致敬
我觉得他们不是为了钱。一直说钱的事干嘛。给再多钱有的人也不会干
致敬英雄缉毒警
致敬英雄烈士
警察也有便衣的时候，不可能随身携带防弹衣
致敬
拘捕还是全部弄死好了！反正抓回来也是毙！
那个中华之剑还不打玛的，视觉冲击蛮大的
果然是一脸领导相
致敬
致敬
禁毒工作太难了 致敬英雄们 这帮毒贩全是丧心病狂
真正的英雄啊
好警察
露脸了是不是已经去世了啊？
你们在用生命守护我们，致敬！
名字也不建议打，缉毒警察的隐私必须要保护好
山东话？！
致敬
致敬
英雄!
这人年轻的时候还很青涩
致敬
下次建议遇到反抗直接击毙
致敬
建议抓到全部死刑
建议抓到全部死刑。
这样勇敢的人名字凭什么要加白框啊（泪）
致敬英雄
建议抓到全部死刑  建议抓到全部死刑  建议抓到全部死刑
建议抓到全部死刑   建议抓到全部死刑   建议抓到全部死刑
以凡人之躯，比肩神明
致敬
天啊
毒贩 都该死
致敬
致敬守护者
致敬
真警察！致敬！
.
向人民英雄致敬！
致敬
