小亚诺，你以后还会偷个更不得了的苹果
谈笑间一个天大的flag
牛B
真的牛逼
可惜没有亚诺复仇的情节
哇，这个我玩过
百岁山笑死哈哈H啊哈哈哈哈哈哈
3000+?
说英语是因为animus的翻译
雪姨正在路上
太美了
我记得养父是圣殿骑士里的友好派啊，和刺客组织有联系的
求法语
景深厉害
最适合跑酷的游戏
这一作完全是亚诺的成长史，所以说这本是亚诺三部曲的第一部我是完全相信的
康纳比亚诺大，当然已经出生了
阿萨辛和甜不辣的主和派都寄了
卧槽
卡是因为你开了4k但是你的设备带不动，要么换1080，要么换设备就可以解决
开局献给雪姨点个赞
都是谢伊的错
太赞了，打完游戏又来看，对味！
游戏业者7年来画面画质真的进步不大了 肉眼瓶颈了
X360可运行，敢信
小破站厉害了
雪姨：害嗨骇，来了来了
雪姨都怪你
雪姨你坏事做尽
爹没了，老婆也没了
心机育碧，法国的背景男女主角是最好看的
莽夫信条
雪姨杀了
我还没通关呢
反正刺客历史就是三十年河东三十年河西，谢伊辛苦一辈子最后又被康纳全毁了
这个圣殿大团长是真的好人
除了音画不同步外做的很棒嘛
锯齿差评
这么多刺客属实夸张，其实这些是玩家
蝙蝠侠直呼内行
4人合作模式
6666
三联啊兄弟们
烟中恶鬼  当年爷也是勇的一批
？？？？？？？？？
我去买几个橘子，你在此地不要走动
我都忘记剧情了，就顾着无双23333
育   碧   巨   献（
动漫里说日语，大片说英文
.
这是电影？
建筑太美了
一见误终生
画质、音乐、剧情，赞
这是她爹？？？
棒耶！
康师傅怎么没出生？独立战争都开打了
华为不卡
拿亚诺无双可太勇了
感觉头大身子小 比例不协调
哪里卡了搞不懂一直在说
纳尼
这个时候康纳都已经完成一半的主线了
弹幕？
不是这个时候雪姨刚过去么
这部本可以成为艾吉欧三部曲级别的
很多过场动画我在玩的时候没认真看，现在才发现原来做的这么优秀
这也有刀
你做的好啊
大片
导演剪辑版
应该是采集卡问题吧，还是阿育本来优化就不行
什么根本没想爱丽丝不让好吧
虽然没玩过但觉得是很厉害的程度哈哈哈哈
假如雪姨没有刺杀他爸
一眼误终生
的确是叛变的结局
我这是音画同步的 不同步可能是网络问题
导剪版
是的
说育碧优化不行的，你是没玩过对吧。育碧顶多bug多
无双？高等级胖胖把你打的不要不要的怎么无双？
原来我玩过
这配乐太棒了
感觉有点卡？
野心太大，结果没机器能流畅运行
这段是叛变里的吧
这代是烟雾战神
这种画质是我这集成显卡也能看的吗？这么看3090不用买了？
开幕放刀
红衣服的士兵我砍了无数个
啥意思
一语成谶
祖传跑步姿势
冲这个时长给三连
卧槽什么好东西！
1代入坑这部开始当初的笔记本带不动从此和刺客系列脱节
说没出生的你没通过叛变吧
阿西吧，我买的就是这个，推荐说便宜风景好结果不能开无双
叛变哈哈哈
这个版本不能无双其他都能吧？第一个图就卡关了我手残呜呜呜
爱丽丝离开之前，亚诺基本上对信条啥也不懂，就单纯地是一个为爱付出的纯爱战士
土豆巨献
流水的刺客，铁打的鹰
百岁山bgm响起来哇
谢伊啊
这声阿诺瞬间入戏
谢伊：任务开始
5
全面屏狂喜！
我焯
怕不是个傻子，嘿嘿嘿啥呢
左下角把我震惊了
育碧钜献
为什么没有熟悉的片头
准确的来说他不跑，他爸还可能不会死
天哪！宝藏up主
这画质
这里看见就没有悬念了
自由中维护秩序，谢伊才是艾吉奥的思想继承人
著名bug取景地
栓娃娃
1000+凌晨3点 太nb了
奉上三连
康纳这个时候应该成为刺客导师了吧
fy烟火fy
小亚诺好可爱啊，弯了弯了
随便立Buff等死吧
龙标呢？噔噔噔～呢
亚诺父亲的名字应该翻译成夏尔多里安吧
康纳也就比亚诺大十二岁好吧  雪伊比他们大二三十岁不过45岁就挂掉了 亚诺之后过七八十年就到后面的伦敦枭雄两姐弟
烟中恶鬼
康纳1756年就出生了，现在是1776年，，
硬件处理不了画面就卡顿了，不是视频的问题
我买光盘的时候还送了这款表
流水的刺客，铁打的鹰
芜湖!
矮幼拿破仑友情出演
测试
最讨厌伦敦场景
UP主666，已点赞投币
确实油车的油门相比电车有感官刺激
雪姨
找老公了
谢衣
我玩的就是英语版本
入坑作xw
当初玩的就是英文版，
两小时的剧情，我用了三天打完的
UBISOFT 钜 献
卧槽？
秒三连
大佬请收下我的膝盖
这双关
求法语
这个光线，真的牛逼
被圣殿骑士抚养长大的刺客
布鲁斯
4k卡是因为设备带不动，换成1060 60就行了
爱了，爱了
咱们国产动画，差距在面部表情啊
wc   刚刚居然是片头
甜不辣和啊煞星的故事都很不错
进度条
bgm像汉斯季默的一个
路易十六快乐门
好卡
2000+
哪有不能无双的刺客。好兄弟还需要多多练习呀
卡比卡了 卡了别叫
法国人讲英语？
这部的画质细节包括艺术成分很高
到处都是雕塑绘画
我玩时为什么没有这种画质
你逃他追，他插翅难飞
苹果传奇
我的问题吗？
“烟火声”
南无宝生如来
爷青回
育碧蒙特利尔出品
捅了一刀还不喊人？
这是我不付钱能看的吗
居然是21：9的
这是不付费能看的？
细节太细了
好家伙
谢伊！我要杀你一千遍也不够！！！！
我亚诺一挑6不是问题
唉
现在才发现，谢伊长得好像常威啊
刚玩完
...刀
时间永远不会前进了
？？？？？？
经典穿模
十年后
字幕也是扎到版的风格捏
2000+！！！
扬陆城开局
不卡
哇
不是德拉赛尔没想让亚诺加入圣殿，是爱丽丝的极力阻止使亚诺不受到圣殿骑士与刺客的影响
一语成谶..
要不是bug太多我就玩完了
最好的一部刺客信条、
这些红帽子坏得很，我见一个杀一个
小提一下，老康纳指拉顿哈给顿师傅
b站评分9.7
根据真实事件改编
从小不学好
穿模
为什么不喊人捉住他
你需要一把苏杰之鹰，然后就可以无双了
拿破仑来搞事了！
wco
先不说别的，三联先给了
支持一下
这bug全是游戏
老刺客信条的巅峰
卧槽这个画质
直接烟雾弹无锁打啊（笑）
6236599
有了苏杰之鹰照样无双
烟雾弹，苏杰之鹰，嘎嘎乱杀
不要立flag
育碧巨献
为啥我玩的时候画质好像没有这么好，是要调画质么？？
烟雾弹啊
刺客信条的沉浸感真的很好
大预言家
你是我的神
..
好看吗
牛逼牛逼
哈哈哈进我的收藏夹吃灰吧
他这个腿……
大哥命白金还需要线上，幸好当年我有个一起打的朋友
0.
原作的叙事顺序跟这个有点不一样
后期的一些画面也被加进来了
不同步是你设备支撑不了4K所以有卡顿
这时候美国发表独立宣言
蝙蝠侠.jpg
《根据真实事件改编》
亚诺---韦恩
法国人一股英腔
法国人一股英腔
前面的，谢姨今天本来就是专门来杀他的，不管亚诺跑不跑
坑爹孩子
很喜欢破案 这游戏是我第二个100完整通关的育碧游戏
好像是老外作品
好家伙，周四周三上网课看的时候，赞都没那么多
宝藏UO
有削熊嘛
事实说明，绝对不能让孩子独处
不止勾引
愿洞察之父指引我们
失去同步
三连支持
好家伙
进度条告诉我不简单
是我偷了【the apple】
6
满昏
回家了，兄弟们
法国人还是说法语听着舒服一点
老婆来了
大佬
搞得我想再玩一次了
玩家剪辑版
抗锯齿高点就完美了
为了法兰西！
007is me
白嫖作品
这辈子天天explore
停下！该换我操作了！
爷爷踩你
...
握草！！！
神仙up
怎么制作出来的呀？
雪姨：我来辣！
1000+阿萨辛
亚诺他爹的死，在座各位都有责任
进度条感人，鬼故事啊
756个朋友，你们好
是不是那个印第安人？
卡了别叫 华为p40不卡
你在原地不要走动
谢伊杀的
带制作
百岁山
可以开无双，只需一袋烟雾弹（）
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽我的记忆
注：按时间来算。拉顿哈给顿和亚诺是同时代的人
主要是当时育碧做的时候优化太拉了。这已经相当不错了
咋就不能了。亚诺可是烟中恶鬼啊
危
刺客名：谢依，是叛变的主角
无双不了只是你菜
牛逼，关注了
主角登场
就是因为去探险了导致父亲找了他很久
这块虚化是bug吗哈哈哈哈
因为这是电影化剪辑呀，所以就剪了
好的去探险
能冲
前排，亚诺最美
必须5好吧
要素，小巷子
音画不同步那个多半是加速过了
剧情党狂喜（一直没时间玩完 
路易16快乐台
还有这等好事儿？
眼泪都快流出来了
刺客信条：bug命
此时一位叫谢伊寇马克的甜不辣正在准备潜入凡尔赛宫。。。
完了，要出事
王党吉伦特雅各宾热月党波拿巴派
谢伊的剧情在叛变里，海尔森肯威的剧情在小说里
那根本是永远
即将被谢姨刺杀
卧槽！！！
这连30帧都没有
卡死了
这还是我当年用PS3玩的
去黑头（）
先赞后看
开场死爹
+
卧槽
剧情想起来了
不懂的去买个游戏van一van就知道了
卧槽，动画版的啊，还以为是真人版的呢
我叫海瑟姆 肯威，我是刺客，我并不以此为乐，只是精于此道罢了
NB
这段过长好评 有点硬那味了
完了，flag
谢谢预警
《育 碧 巨 献》
育碧？？？
卡的别叫，就你卡
回不去了
此时，康师傅正在北美大杀特杀
雪姨坏事做尽
welcome to your life
了解一下
当我看到叛变的剧情我真的不想让叛变继续下去。。
此时一只雪姨正在路上
从此入赘（bushi
这个死的是团长？
我还以为真出电影了（笑哭）
UP主牛逼
此时谢伊路过
10
最脆的刺客
没有长廊跑的画面感觉少了点什么
wcccc，感谢
为了玩这游戏买了大功率散热器
如果亚诺在这，我会连他一起杀了
吃瓜吃到自己家
雪姨即将谢幕
育碧巨献！
你们有音画不同步吗？
音画不同步
不看也得给你个三连
满满的回忆
弹幕应援
育碧蒙特利尔
按e跳过
火钳刘明
育 碧 钜 献
拿烟雾弹无双啊，很简单的
我愿称之为最好的刺客信条
雪姨怪你，我币没了
宫廷地面居然没有大小便
这一别，便是永远
玩过游戏，没想到能被up剪的这么有感觉
卧槽
表情好奇怪
色字头上一把刀 直接没了爹
牛啊牛啊
达里安？跟一代一个主角？
这里谢伊其实不该杀的这时的法国兄弟会和圣殿有联合的意思
好耶
无以言表
好家伙
开始景田百岁山的广告植入
你法兰西人怎么说英语呢
雪姨！！
你也不想想叛变配置要求低到什么地步了
做的太好了谢谢UP
晚来十分钟，爹没了
一语成却
一语成阙
路易十六快乐台
WOC?
流水的刺客，铁打的鹰
牛逼
？？？
bgm好像是达芬奇密码里的
这什么大佬
这部片有没有BUG
谢伊一般路过
画质好棒
一语成谶
嘿嘿嘿
为啥是英语？
一语成谶
1000＋！！！！！！！！！！
一语成谶
刚好买了
这个也是兄弟会的人
牛蛙牛蛙
听我说，谢谢您……
说是游戏的 因为就是游戏
可恶！别说英语啊！！！
蜘蛛侠：这我熟
太强了，不愧是刺客信条系列最强剧情。UP剪得也很好
开始游戏
然后刺客被骑士养大了……？
育碧巨献
叛变！！
跟叛变对上了
万物皆虚，万事皆允。
感觉想说些什么，无奈只会一声卧槽
《凡尔赛》
一块永远到不了的表
一语成谶
宝藏！！！！！！！！！！！！！！！
为聚集在这里的刺客们献上无名指！
怀表碎了这个地方，记忆特别深刻
不同步的建议刷新
土豆巨献
鸡皮疙瘩起来了
看不下去你们几个黄字了，一语成谶（chen）
雪姨马上就来做掉
狠狠地三连了
谢伊准备来了
这里说的是康师傅了，Old之后停顿了一下
理念无对错 疫情当下你们不觉得秩序更有用么 秩序和自由各有各的好 但是都有一个度
你现场拍的？
真的成为永远了
woc，真的假的？
就快要不敢相信了
想上游戏跑酷了
一语成谶
本来亚诺爹和爱丽丝爹打算两方何谈然后在法国结盟的
比较是育碧老家，堆料用心，但用心过头了，当时的普遍配置基本无法顺畅享受，更别提还有bug
现在  蒙特利尔
badman！
路易十六快乐台
这是凡尔赛宫啊，前面的打什么书名号
这么多年还能看到这，感动啊
这是刺客和圣殿骑士最接近和解的一次啊可惜了
刺客原本和圣殿骑士已经要和解了
卧槽
看看我发现了什么
吃瓜吃到自己家
g
雪姨闪亮登场
我两年都没打完新手教程
育碧巨献
谢姨坏事做尽
UBISOFT巨献
老星际穿越了
有感觉
亚诺只要一把苏杰之鹰 一打二十都不成问题
一语成谶
谢伊:我TM莱纳
怕不是因为b站自动开的4k导致的
处处伏笔
老康纳是拉顿哈给顿的导师，那个黑老头
配乐 孤勇者
雪姨：this is my  job
好希望刺客出电影 拔叔演雪姨
鳕鱼：我来了
梦开始的地方
该说不说，英语讲挺好。
以后你们都要成为我袖剑底下的亡魂
右上有点影响观感（讲真）
除了二最喜欢
爱丽丝呜呜呜呜呜
岳父大人
我曹，B站牛逼
Flag
h，。
嗨，山上的朋友，你们好，一起看哇doge
这个是动画片？
后期拿一个苏杰之鹰比狂战士还莽（doge）
谢伊去杀他爹的时候我记得看到他了，而且谢伊是不会滥杀无辜的，他叛变本身就是因为（以为）刺客滥杀无辜了
你的小可爱突然出现
高清
那个1点错了哈哈哈
今晚又可以熬夜了（Doge）
卧槽保障up主
宝藏
这一代可以卡bug无双，就是拿烟雾弹疯狂乱杀
应该是手机问题
嘿嘿嘿
英语没问题，但没有法国口语不够沉浸
韦恩和派克表示遗憾
育碧画质还是可以的
我玩到这就有bug了
但是不管什么配置几分钟必卡一次
我TM今年用3070TI都会卡
康师傅不开无双了
这就是游戏
那个说想杀谢伊的，先过了我这一关！！！  谢伊杀的人都该死！！！！！！
青梅竹马
2014年的画质，到今天也不算过时
谢伊寇马克
你爸7没了
你爸没了
我的入坑之作啊，当时玩的时候相当开心，一个人被一堆人追的老惨了，也不放烟雾弹，就是砍
上面的，三天打完算什么，我当初找不着主线剧情，硬生生在里面逛了一个月的街我说啥了（枯了）
英语差评，溜了溜了
叛变里面的剧情
意难平
这是我玩的第一个刺客信条
育碧祖传，买游戏送BUG
为什么没有人把cod做成电影
我记得哪一部里面这个刺客也是个主人公吧好像，因为我记得这是个任务。
育碧钜献
岳父
什么国区只有法语，我一直听的还是德语和俄语配音呢。在Uplay上买全语音都有
好像英语文艺作品的一个惯例是古装作品，不管是否架空，都要配英音，虽然这里配法语口音会更契合就是了
1650不卡
BVS既视感
前面想抓住雪姨的在想什么？雪姨把凡尔赛宫屠完都不成问题
育碧巨献
哎艾莉丝死了
育碧巨献
刺客信条叛变结尾
烟雾战神
父母双全还想当主角？
显示屏狂喜
路易十六快乐台
育碧巨献
谢伊！
路易十六:真让人摸不着头脑
这里开伪装很好过，找窗口就好
亚诺还真不是话痨，整个游戏下来话真的不多
列王陵剧情不多，解密很烦而已
这里亚诺没有给他盖眼睛
要是连亚诺一起杀，那基本上谢伊在我心里跟理念没啥关系了
看这个才看出来神话三部曲画面的进步是巨大的
太棒了
刚从奥德赛出来。。。画面比这个进步巨大
哗，新鲜的水煮土豆
有力气说话没力气喊一声
雪姨正在暗中观察
一语成谶
亚诺到死也不知道是谢伊杀了他爹吧
雪姨
太牛了
梦开始的地方
法语字幕在哪啊
雪姨出来挨打
赘婿什么鬼哈哈哈
听到这个forever就泪目
这个人好好
最强剧情不是黑旗？
康纳*36岁(应该)
育碧
北忆出品
英伟达
育碧蒙特利尔出品
北忆作品
配乐：克里斯.蒂尔顿 和 莎拉.沙赫纳
丹·珍诺特 阿诺·多里安
凯瑟琳·贝鲁贝 伊莉丝·德拉塞尔
安东尼·莱姆克  皮埃尔·贝莱克
基于 刺客信条 系列游戏改编
怀表：亚历山大
老婆
因为小亚诺跑去玩了，父亲出来后找了他半个小时，所以被雪姨找到机会了
后面的那位女士应该看得到才对啊
雪姨来了
谢伊来了
育碧yyds
这画面不次于大表哥
谁敢相信这是14年的游戏
不哭？是人？？
“老”是接前面的“旧账”，不是说康纳
我觉得蛮同步的啊
纳尼！还真的出了！
死去的青春开始袭击我
谢伊来咯谢伊来咯
这个倒是真话
蝙蝠侠既视感
谢伊还有三分钟到达战场
直接三连
""
Elise 太美了
这个运镜可以啊，学到了学到了
刚走过去了
米拉波
杰曼？
把当事人放走，很明显的包庇，这个养父确实很宠爱亚诺的，如果不谈立场的话
这里拍的好啊
真好啊
蓄力过长
这怎么弄的
这段太棒了
完成一次同步
良心作品
还吃了口药。我听见了。哈哈哈哈
好镜头
悲剧的开始
爱丽丝
哈哈哈哈哈可以
这里跳到腿就很棒！
好镜头
激活基因
当时玩到这的时候觉得没出人命这俩人命是真硬
刺客信条五赛高！！！！
舒尔曼？
艾吉奥：我有很多消遣的方式。妈妈：I meant besides virginas  .
二太爷：想学鹰眼吗？我教你啊
这里有个逻辑不太通啊，他不是在鸟瞰的时候看见爱丽丝了吗？
其实这老丈人对他挺好的，有些父母对自己孩子都不会这样护着
亚诺为了一块手表拼命我能理解他们为了一块手表拼命不值得
德拉希尔其实蛮好一人的
首脑会务
法兰西雾里剑圣
法兰西雾里剑圣
追逐戏影响看电影
玩刺客信条系列一直有个疑问，剑不带剑鞘不会割腿吗
追逐戏不能很好的兼容嘛
好像莎拉
镜头妙啊
雨果
这段剧情我怎么没看过呀
这就是刚开始的剧情啊，表输了
我这种领了游戏只玩了一会的都玩到这里。。。
法棍真的帅
这分镜我爱死了
是不是一些镜头得用到多人模式？
亚诺确实帅
紅髮小矮妹
5的剧情可比6号太多了，这才几个镜头，一句话就把之前的剧情交代了
官方小说有写爱丽丝和德拉赛尔的故事，亚诺的父亲和德拉赛尔是认识的且来往密切
笑死了这吐槽
一个发光的宝箱
刀没鞘安全吗
法兰西飞人
这运镜真的好舒适！
还运用了电影视角不错
这两货追了一路
帅
有点夸张了
这里就不真实了
如果这封信送到了，爱丽丝他爸就不会死了
法棍身材也好
头发是当时用的带物理引擎的头发，刚开始效果确实很不自然
杰曼这么早就出场了吗
这没开最高画质吗  怎么感觉衣服有点糊
舍曼？
好家伙 要杀人了
刚刚一直没印象，到这终于能回想起大致剧情了，哈哈
恐怖屠杀
哈哈哈哈有哲理的一句话
养父和他父亲虽然敌对势力但是是都是主和派
伏笔！
格挡三次，重击三次同步（
这……这是可以当众看的吗〃∀〃
掉帧
为什么铁匠可以进富豪家的客厅啊 
呦，这不杰曼吗，几天没见，这么拉了
德拉塞尔刚开始都和米拉波要合作了，结果师傅给德拉塞尔杀了
太美了
草
毕竟育碧的海飞丝技术
玩的时候这一段花了我好久
这落地，是超人！
光速逮捕
游戏里玩家实际操作的画面太多 反而不流畅
太吃配置了，没法全高玩。
感觉像四海兄弟1里面的大先生
维克多 雨果
中间跑酷都略过了啊
这是不是那个 日耳曼啊。。。。难道这个时候就出境了？
为什么在法国说英语dogo
处决
像奥德赛就能够全UI隐藏
就是配置不够，狂掉帧
维克多你的海克斯科技呢，给点作用啊
前面掉帧的可能是你们的观看设备不行
危
因为亚诺师傅过于激进了
第一次看，这偷表还杀死别人是什么意思？
这个路人刚加载出来。。
历史不会改变 送不到的
法国甜心
亚诺就是这里出事然后一系列连锁反应
我的洛天依啊
我的法官父亲
5的引擎的确有问题
刺客信条叛变主角是圣骑士吧
？？
真显老
赞许UB这个游戏免费的时候入了正版
按理说那种斜断头台第一个砍的不是路易十六吗
烟雾弹无双
游戏那繁中字幕看着太难受了
天降刺杀！
我一直想不明白这铁匠为什么会在市政厅
吓老子一跳
法国飞人的冒险要开始辣
鹰眼要开了
穿模了
目测36码
照这样说，没有爱丽丝他爸也不会死来
放在这个时候，手表可是精密物件吧
漏宝箱了
没看过说明你玩游戏跳过不看剧情
悬空手
这样制作可太不易了
这么血腥的么
这个学为什么是红色的
游戏不要计较这么多了
打屁屁bug出现
谢特
吓我一跳
找卡姐啊
为啥天生就会这些啊
一直以为是按杰克吉伦哈尔捏的亚诺
厉害的
UI可以关的
1/1
十三年就长这么成熟了！
从艾沃尔攻下巴黎之后，法国的圣殿和兄弟会关系一直很平稳
外国人过16岁就很长很老了
这没骨折（doge）
超人式落地nb
超人式落地
经典233333
难办？那就别办了
难办？那就别办了
这时候找到卡姐 想干啥不行啊  直接上天
这两个人没死是真的强
吓我一跳
好家伙，直接略过了中间跑的部分
记住这个人!
注意这人时
法兰西剑圣
悲剧的开始
这养父对他很好
这视角怎么录的
赌博害人
开始的看过的
为了一块表刀剑相向
拍马屁
银匠吗？
因为这是三级会议，各阶层的人都可以参加（猜的）
玩过游戏的别剧透啊，我真的服了
ac最帅男主角
3000人
啊啊啊啊就是这个图！不能开无双还潜入不进去
掉帧的兄弟试试把视频分辨率调低一点也可以
针就法国飞人
人都是要成长的
一去不回
烟雾弹剑圣
海飞丝
永远收不到的信件，一如当年的五分钟
无师自通
善用烟雾弹也是可以无双
烟雾弹就是无双模式，平常多半都是防反
突然回忆起来 原来我之前一直玩是这个版本的
一块手表至于吗
超人！
别剧透阿？
自由视角好评！！！up用心了
粤语：吊你老鼠？
最弱刺客
穿模之地
