这句话激励了中国人几千年
我大明天下无敌！！！
没有清朝，真的是赞了！！！
靖康耻，犹未雪，臣子恨，何时灭！
这是什么片子
王侯相将，宁有种乎？
挽狂澜之既倒，扶大厦之将倾!
愿生盛唐时
日月shsnh
霹雳火，你打得过谁
隋二世啊……
土木堡战神呢
现在是王侯将相确实有种
这才是千古一帝
让我想起了那个霸王别姬的歌。。
李白！
国士无双！！
嬴政秽土转生
这句话太提气了
没有清我可太喜欢了
就凭没有清，投个币
一米八的肌肉大汉带着他的三千社会弟子劝学
诸子百家
二爷！！！
啊啊啊啊啊，青莲剑仙。
戚继光呢？？？
武德充沛
魏晋南北朝不配留下哪怕一秒。。。。
汉征四夷
于少保
吸鼠霸王
让他来跳舞
晋国真的没有排面
洪武大帝
不能说两晋南北朝不好就跳过啊，不好的也是历史啊
结束的耐人寻味
还是王侯将相的历史
最强盛世
盲猜没清！！！
南北朝连个镜头都没有
康乾我不配拥有姓名？
赵氏孤儿
不知道能不能等到稼轩辛弃疾
南宋著名爱国将领——辛弃疾
两个皇帝都不如俩狗
攻守易型了
帝皇千百位，霸王只一人。
始皇千古！！！恭送始皇！！！
纪录片中国，快去看
环球长城！
吸鼠霸王
南北朝这么屈辱的历史好意思拿出来？
王侯将相令有种乎
好霸气
完颜构上线
位面之子刘秀
感觉应该再去一个元，铁木真生前死后都在蒙古
富老师双杀
力拔山兮气盖世
强则强！若则亡！
亡秦必楚
背嵬，身背山岳，名已许国，此身成鬼
不够魁梧啊
清朝  把武圣改成了二哥
瓦剌留学生
看到这结尾 投币了
鸡皮疙瘩
斯人已去，唯有点点思想星光灿烂千年
合纵
孔子与72名特种兵
大秦牛皮
公明哥哥！！
后来他的国号成了一个伟大民族永远的名字
王不过霸
云长
天选之子刘秀
孔丘 孔仲尼
从此，我们叫汉族！
史书上确实写的陨石啊
大风起兮云飞扬。威加海内兮归故乡。安得猛士兮守四方！
汉武帝刘彻！
我超喜欢刘彻
又没有冉闵？你这属于九年义务教育的漏网之鱼
千古一帝！
你老子还是你老子。
疯歌笑孔丘
官迷
是……是马弓手关云长！快逃！
封狼居胥
大司马骠骑将军
王侯将相，宁有种乎！
杨广的京杭大运河哈哈哈哈
眼神透漏出霸气
苏定方不配吗？
judy！
始皇千古！
好
岳武穆！武圣！
什么叫演技？
耻辱
武圣岳飞
魏晋南北朝就没有你在乎的人嘛哈哈哈哈哈哈哈哈哈
武圣
此心光明，亦复何言！
大风起兮云飞扬
元朝属于外族了
两晋南北朝呢？？
太史公
没有清朝好评！三连你有了！
up主这是在说两晋南北朝太拉跨了QWQ
最初etc
王阳明是真的强
天可汗！
重八现世 再造中华
就因为这，中华文化得以流传，因为大同才是王道
辛弃疾:我上我真行
刘秀发兵捕不道，卯金修德为天子。
明朝结束好评
冠军侯
这个演员的台词明显弱很多
也只有大唐才出得了李白
杀贼!杀贼!
刘秀的天下是打出来的
王学圻老师饰演的司马迁很棒啊
Judy老师
结局的恰到好处
天策：看我怎么把别人的皇帝拉到面前来跳舞
天可汗
大争之世，凡有血气，皆有争心
结束的恰到好处  你币有了
敬这大争之世，敬这小酌之时！
吸鼠霸王
酒尚温时斩华雄
韩信！
敢问哪国青史愿存张仪啊？秦！
大秦三部曲啊啊啊啊
关羽云长!!!!!!!
这句话影响了中国封建社会
大明
法家韩非子呢
西鼠霸王
都换成唐国强也行，哈哈哈哈
三十功名尘与土
中国现在也要一个稷下学宫了
日出峨眉
少年将军！意气风发！
王侯将相宁有种乎
风！风！风！
朱棣！
串台了。
公明哥哥
墨家墨家墨家！！！
我太喜欢王守仁了
宋朝是真拉
你这是放的杨家将的片段
因为我们都是华夏儿女啊
大唐，鸡皮疙瘩
给我看哭了都
建议改成猪骑朕
于谦三大爱好
死还要讲究一下
歷史由人編寫，卻不過也是寫人
我要这币有何用
于谦该死，朱祁镇也该死
于大爷冤屈啊！！！
二凤来喽
这个宋真拉跨
看成了泰国变法….
瓦剌留学生好评
东大人泪目
大明
没清，赞你。
寇可往，吾亦可往！
我的大明啊！
王侯将相宁有种乎
再看一遍
墨子1!!
还有清朝，好评
我大宋天下无敌啊
庄子排面！！！！
真三不朽
彩！
楚虽三户亡秦必楚！
位面之子登场！！
刘秀是真的秀！
大明排面！！！！！！！！
为守仁先生打call！！！！！！！！
哇哇哇朱棣
皇天之行啊
一篇读罢头飞雪
弱宋
见封进
西楚霸王猝
祖师爷在上
八旗泪目，哈哈
渭水之盟！
于少保
火钳刘明
《中国》？
纪录片中国！！！超级赞 大家快去看 ！
看到没有清我就放心了
就知道是你！
隋炀帝不配？你配？
纪录片《中国》！！！超级赞 大家快去看 ！
西蜀霸王
甫 是美男子的意思
兄弟们 向着家乡 出发
满清把中国人的脊梁骨给弄断了
应该是上善治水
热血沸腾，泪流满面
大送真的让人心寒的一朝
大魔导师
这三句真是振聋发聩
能不能举演艺圈之力拍个中国史剧啊！
大明排面！
好期待建国后。。。
和故土百姓重聚了
一代传奇辛弃疾
天日昭昭！！！！
这个不就是发过了吗
秦是统一全国之后只存在的15年 
哈哈离谱
西楚霸王！！
文科生到此
日月山河永在，大明江山永在
“瓦刺留学生”好评！
我靠，太燃了
王侯将相，宁有种乎？
多多益善
王侯将相宁有种乎
土木堡战神出来谢罪！！
王侯将相，宁有种乎
3000人诶，有幸啊各位
上汉银河，下汉汉江，我辈居中，是为汉族
朕的大清亡了，也不能忽略不计吧
BGM-霹雳布袋戏《日出峨眉》
这个同文字太重要了，度量衡统一太牛了
我们有那么多英雄豪杰，
魏晋南北朝虽然拉，至少发生过，是华夏的一部分，咋直接跳过啊
张子！
？？辛弃疾是武将？？
岳武穆千古！
于少保千古！
于少保民族英雄
天下冤之
诸子百家 唯我纵横
我只看到你知道摸鱼的快乐了
一身伏首拜阳明
武则天呢
未见有如秦王之雄主者也
哈哈哈大清连个屁都没有
皇帝有很多，霸王只有一个
太好了 
好想回到古代去看看他们的风采！！
满清： 你礼貌吗
魏晋略过了？
最后一个儒学圣人
燃
看着结尾，三连了
功在当代，利在千秋
大风起兮云飞扬。威加海内兮归故乡。安得猛士兮守四方！
结尾很好，三连鼓励
朱棣，有名的战争狂人
陈汤:明犯我强汉者，虽远必诛！
这个杨广赴死有一种死能奈我何的幽默劲
前面那个赵九妹……落雕！压上去！
这句话我听了无数遍  太有感觉了
撞沉吉野
还没看到起就亡了哈哈哈
王侯将相，宁有种乎？
天下！
风！大风
火钳刘明
国士无双
火钳刘明
兵马俑复活了！
大风
我大三国排面！！！
judy
没啥奇怪的，放大暴击，秒了
李白
富大龙老师双杀!
王 侯 将 相      宁 有 种 乎
王 侯 将 相      宁 有 种 乎
没有荀子？
吸鼠霸王
风！大风！
教科书删个屁，每一版本历史书到这里都有这句话，这种带节奏的不是nt就是耗材
满清没有牌面 哈哈哈哈
商君
义击逆流，武安黎庶
无人会，登临意！
3位都是秦国厉害的先主啊！
大明威武
于谦啊
当年学历史咋没这视频
最近在看绍宋，看到这里很有感觉
就是不要满清
judy
文青气息浓厚
节奏有点快
商虹老师的配音太有感觉了！
8秒不到的清
刺秦!
自强不息，知行合一
王不过项啊
泪目
圣明!
于公千古！！！！！！！！
想回古代的是不是傻了。活不过一级
铁血赵宋
好激动
穿越者大战修仙者
阳明先生
大一统！
四面楚歌
隋炀帝虽荒诞，但其所见运河造福千秋
老二
，
贺知章
六边形战士！
司马懿 晋没牌面？
日出峨眉
《庄子与惠子游于濠梁之上》
白嫖失败
宗泽要是多活几年，河北诸地可以收复
秦才15年 可秦的事迹被铭记了2000多年
这也太高清了吧
汉！！！！！！！
楚虽三户，亡秦必楚
这才是我们的华夏
唐朝建国的施政纲领都是延续隋朝，隋朝可惜了
君轻？现在一个小局长你都见不到别说更高层了
天日昭昭
封狼居胥，饮马瀚海，燕然勒石
从此，突厥少了一位意气风发的可汗，长安则多了一位郁郁而亡的舞王
头皮发麻了太霸气了
大明!
于谦，历史上为数不多的民族英雄。
朱棣
兵仙降世，国士无双
霸王确实太强了
我心光明亦复何言
起鸡皮疙瘩了  老师的表演太强了
李靖：战术哪怕已经打完都分析不出什么所以然
关羽温酒斩华雄是假的，华雄是死在孙策手里的
始皇千古！！！恭送始皇！！！
前面那个猫猫的是陆游
项羽范增，根本不值一提！
好死
中哲最灿烂的500年
完了？朕的大清呢
百家争鸣
这是号还是唢呐？
话说我们体内流淌的是怎样的血脉
文官里骨头最硬的
风！风！风！
大唐！！！
朱老四是真能打
应该有续集的吧！看的热血澎湃
粉身碎骨浑不怕，要留清白在人间
各个学派
王阳明
子婴被杀
他真的演的入木三分
风风风风风
千古盛唐，军神李靖
道家老庄
因为满清中国落后三百年
预判岳飞预警！！
这曲《日出峨眉》，靓仔就是你了
土匪头子朱重八，指掌天下朱元璋！
于谦，可惜啊
哎，魏晋南北朝
六王毕，四海一
但是大宋有苏轼啊，不能不服
王师北定中原日，家祭无忘告乃翁
敬太史公谱写中国史家之绝唱，开华夏史学之先河。
皇帝带路第一人
可是啊   王侯将相还是有种的
收台湾
高学历
诗仙排面！
诗仙排面！
白哥我爱你！
盛唐
辛弃疾！
吸鼠霸王
汉武帝
宋朝跳过笑死
多拍点好看的历史剧吧，够看一辈子的那种
始皇千古！！！恭送始皇！！！
道在吾心
粉身碎骨浑不怕，要留清白在人间
你怎么知道，我不知道摸鱼的快乐呢
大风！大风！大风！
人永远看不见自己的弱点
7000加？
壮阔
瓦剌留学生，明朝不肖子孙
以孔子开始，以王守仁结束，善哉！
大怂登场
耳朵怀孕了
明堡宗就是个屑
是火传鲁吗
靖康之耻
元朝都有，你们满清羞不羞啊
刘秀年轻的时候是当时最高学府—太学的太学生
关二爷！！二爷忠肝义胆，千古难双
大汉双子星   帝国双璧
王侯将相，宁有种乎
岳将军啊！
王阳明必须有排面！
王阳明必须有排面！
王阳明必须有排面！
王阳明必须有排面！
好有感觉哦
若霍去病在，必屠尽天下西洋狗
天可汗！
北斗成精
始皇千古！！！恭送始皇！！！
《菜鸡》
大明
果然没有清
王侯将相宁有种乎!
南无大光明如来
始皇千古！！！恭送始皇！！！
汉武大帝！
就杜甫我表示不服。
意味深长的戛然而止
王侯将相宁有种乎
始皇千古，恭送始皇
王侯将相宁有种乎
诗仙李白！
笔落惊风雨，诗成泣鬼神
啊啊啊韩信
挨千刀的秦桧！
封狼居胥！不世之功！
洪武大帝
我观颜良文丑如插标卖首尔
武则天咋没有
太史公绝了
明堡宗呢？
王侯将相宁有种乎
朱亚文的孔子还是孙武播了吗
东汉末年分三国
大伙儿都挺猛的，咋就你大宋拉了胯呢？
羽之神勇，千古无二
我的曹老板！
天可汗
我爱政哥！！！
大秦帝国
为什么我的眼中常含泪水，因为对这片土地爱的深沉
优雅
汉承秦制
始皇千古！恭送始皇！
没有两晋南北朝
风   风   风
不知道为什么学子非鱼我都生他气了他怪能犟的
大姐头！
位面之子，大魔导师
优雅永不过时
苏轼呢
卧槽！南北朝直接没了，刘寄奴呢
日月山河永在，大明江山永在。
王侯将相，宁有种乎
麻蛋，开外挂的
光武帝-秀儿
守仁先生排面
光武帝-秀儿
bgm都变了
汉献帝是你
空前绝后 最强盛世
民族自信来自于蕴含在骨子里
岳武穆
闻道无先后
待从头 收拾旧山河 朝天阙！
功在当代，利在千秋！
功在当代，利在千秋！
功在当代，利在千秋！
功在当代，利在千秋！
功在当代，利在千秋！
大明战神朱祁镇
千古以降封狼居胥帝王，唯永乐也
粉身碎骨全不怕，要留清白在人间。
粉身碎骨全不怕，要留清白在人间。
至今思项羽
辛柏青老师开头又结尾？
大风大风
富老师二刷
我心自有光明月，千古团圆永无缺。
一人血书，有下一期
始皇千古！！！恭送始皇！！！
始皇千古！！！恭送始皇！！！
王莽，对面是法师，这怎么打
拜占庭：谢谢你啊
项羽真的是太猛了，所有的战绩 全是正面硬钢
至暗时刻
大唐因为有你，是大唐的福气
结束得好
车同轨，书同文字！
大明
恭送始皇
南师北定中原日，家祭无忘告乃翁
荣耀是用鲜血染成的！从来都是！
汉武大帝！
大魔导师
始皇千古！！！恭送始皇！！！
以人身封居神灵者，唯我中华民族！
永乐！！！
安有明君二世而亡乎
天可汗不如唐皇好听啊！太宗啊！为何不把他打下来呢？
强如关羽也不过半个郑翔罢了
辛弃疾和霍去病就差了一个汉武
最强皇帝
永远的诗仙！！！太白！！！
张仪！
王阳明yyds
开局一个碗 兵马全靠打 
凡日月所照，皆为汉土。率土之滨，莫非王臣。​
凡日月所照，皆为汉土。率土之滨，莫非王臣。​
冠军侯霍去病是也
三刷，看完睡觉
恭送始皇
未提及的就太多了
完颜构！
封狼居胥
宋祖就算了，欺负女人和小孩篡的国
八百里分麾下炙，五十弦翻塞外声。沙场秋点兵!
要佩服陈胜吴广，而不是暴君
始皇千古
武圣帝君关二爷
嬴政你怎么不开大啊
须臾不敢忘
辛弃疾！！！
寇可往，吾亦可往！！！
韩信点兵，多多益善
魏晋南北朝呢？？
韩信点兵，多多益善
韩信点兵，多多益善
班超班固呢
冉闵杀胡令应该有
日月永在！
大唐盛世！！！！！
中华文明的历史，不是汉族人的历史
日月昭昭！故国有明！
一个小人和一个莽夫争天下的故事
位面之子 刘秀？？
张子！！！
寇可往，我亦可往！！
王守仁专题纪录片
魏晋南北朝不敢讲？
稼轩公
天可汗
大唐中国成为世界最强之国，我们一定要复兴！
自古古人效忠义，不及云长走马行
关二爷威武
看一点冉冉的东西
大明！
大一统！！！
年轻的李白以大唐为荣，年迈的大唐以李白为荣
好细节啊，是三国志的内容
没有辫子好评
吕布是楚云飞doge
没有鞑清太好了
封！狼居胥
从明朝就断掉好评。
是理学与犬儒毁了儒家，公羊无错
吸鼠八王
燕雀安知。。。
三分之地
子婴没称秦三世啊喂
龙场悟道啊
始皇帝！！！
五花马
我看三遍了，每次都好几千+
好评
朱元璋是真的猛！
王阳明我的偶像！
阳明圣人
欢迎来到大唐
吸鼠霸王
老子无为不争，在哪无谓
孔子：我看见龙了
导演让谁厉害谁就厉害
大明！
大明！
日月之照下，皆为大明之土
大汉！
就冲这个结尾，三连奉上
在这里结束，刚好。
希望没有那个废清割地赔款王朝
这个孔子有点矮，历史中近乎两米多
可惜谭凯堕落到带货去了，唱双簧的那种
霸王
火候刘明
大清：你几个意思
海瑞该有一席之地啊，大佬
冠军侯
岳武穆！
结束的刚刚好，爱了爱了
没有清朝，好评
这是怎样的一个盛世
韩侯千古
因为没故事的都略过了
陈宝国先生：皇帝专业户
日出峨眉
大明结束！
战国七雄为什么只灭了六国
始皇在世没有人感造反
大唐 有那群唐人 才真的了不起
王莽啥时候正名了，我们也就脱离了封建了
天降猛男霍去病！千古荣耀！
现在的历史由胜利者书写，丹书如铁不复以往
王侯将相宁有种乎！
于谦！
大风起兮云飞扬
恭迎天可汗！恭迎天可汗！恭迎天可汗！恭迎天可汗！恭迎天可汗！恭迎天可汗！
啊啊今天刚学完这课
光武皇帝提剑来，再续大汉一百年
朱祁镇：于谦，你为个人利益，强立代宗，谋反于我，谋反于大明！
杨坚都没，却有杨广.....
妈呀，好浪啊，这样的历史我喜欢
俺也一样
冠军侯
位面之子刘秀
尧舜禹了？
百家争鸣
王侯将相宁有种乎
明犯强汉者，虽远必诛
岳爷！！！
汉！
大姐头
这个天下是狼的天下
威震华夏
很好就到这 三联了哈哈哈哈
因为他们，中华民族才能生生不息
秦时明月
带宋还是不争气
鸡皮疙瘩起一身
位面之子，刘秀
始皇千古！！！恭送始皇！！！
7000+
垃圾二宋 垃圾理学
中国的历史
最后的圣人
三连
大宋在文化和经济上也很有贡献的
王侯将相，宁有种乎
王侯将相，宁有种乎
罪在当代，功在千秋
大王也不想学英语
贺知章《太和太和》
得国之正莫过于明！
笑死了，就是没有清
真，大明战神
数风流人物，还看今朝
挽狂澜于既倒，扶大厦于将倾
说吕布比关羽强的都是小学生
出现了，位面之子
我直接爆哭
知行合一
看尔乃插标卖首
苟活小族，无声无圣
圣魔导师
粉身碎骨混不怕，要留清白在人间
于少保！！！！！！！
二爷
大丈夫当如是也
我就知道有宝国老师！！汉武帝！！！
越长大越爱看历史了
太史公千古！
插标卖首尔
大明!!!!
日月山河永在，大明江山永在
位面之子，大魔导师！
华夏那么多思想流派，最后被腐儒坑废了
位面之子刘秀儿
很好，不提宋和清，舒服
庄周！
大唐盛世！
明军威武！
书上的一笔，就是他们的一生啊
注意这不是爽文，是史实
没有带清，太牛逼了
完颜构好评！
瓦剌留学生哈哈哈哈哈哈哈哈哈 
不搞一波五胡乱华？
这个当初震撼我好几天
好想中国也出一个上下五千年的系列电影啊，波澜壮阔！
大唐
王侯将相宁有种乎！
铁台阶（？）
与子同袍，王于兴师，修我戈矛，与子同仇，岂曰无衣岂曰无衣
牛！！！
这次一定！！！
鼎足之势，三国恭候
王侯将相，宁有种乎？!
光武中兴
大魔导师
驷儿
开局一个碗
没有带清点赞
天下一统
刚直不阿，留得正气凌霄汉；幽而发愤，著成信史照尘寰
东出！
大明！
嬉鼠霸王！！！
你爱的不是朱家是天下
李家传统 父慈子孝
庄墨韩
宗泽啊
应该有不少唐国强的画面啊
无满清，好评！
封狼居胥！
楚国人震怒
王侯将相宁有种乎！！！
有驷儿，那我可睡不着了
大明！！！
瓦剌留学生，土木堡战神
秦皇生于赵地，死于赵地
他们 是为了什么？
宫刑
于少保！！！
王明阳，最后一个圣人
来自邢台人的震惊0.o
真龙颜啊
五代十国呢
戍卒叫，函谷举
我超喜欢这版朱棣
幸亏没有清朝
日出峨眉，，，
不要清朝
麻鸭四千人
“至今思项羽，不肯过江东”
一生俯首为阳明
啊马跃演的二凤最传神，这才是天可汗！
这唢呐太炸了！！！！
超位起手
全体起立！
大清
完颜构很灵性
始皇统一，才有华夏
大清已经亡了
牛
阳明！！！
恭迎天可汗
冠军侯
咋跳了这么多
贤君安息
二爷！
燕贼篡位！
凡江河所至、日月所照，皆为吾土
二凤啊！！！！
凡江河所至、日月所照，皆为吾土
凡江河所至、日月所照，皆为吾土
中华民族不可亡
始皇千古！！！恭送始皇！！！
这币是留不住了
盛世长安
两晋呢？
风！
爱了爱了
百家争鸣
开局一个饭碗，终成皇帝
天下一统，大秦帝国，纵横四海。
真大唐盛世
画风突变
三连了
诶 很好就到大明结束。没满清啥事
6000+共同观看
f
会死我就说吧
50人于50000中生擒敌将
没清，必须点赞
商君！
啊，跳过了武周
没有带清好评
朱家对功臣太狠，前有于少保后有张居正
宋朝pass
大唐盛世
"粉身碎骨浑不怕,要留清白在人间"
《大秦帝国之纵横》
没有千古唯一的女帝武则天武曌吗！
刚明！
这不是姜子牙吗
孔明去哪了
于谦的
当是时也，商君佐之
《庄子与惠子游于濠梁之上》
没有带清，完美收官
没清，好，给三连
瓦剌留学生，秀儿
王不过霸，将不过李
中国最后一位古圣贤！
魔导师～秀儿等场
可以没有晋，但是南北朝还是该有的
我大汉天下无敌啊！！！！
大怂完全不配有宗泽岳飞这等武力，生于汉唐功业当直追卫霍李绩
于谦和王守仁牛逼
政治标准错误答案哈哈
常威是你吗（doge）
那你有怎么知道我不知道你不知道鱼的快乐呢
大佬
岳飞呢！！
岳爷爷
霍去病！
天下！
高翰文你飘了
再来亿遍
勤勉之皇帝也
不，你是董区长。
拉跨
历史书上记载的只是一部分
盛唐风貌
陈平安
光武帝！
纵横家不写下苏秦吗
霍去病：我可不睡觉啊
别说文人里最能打，武将里最能文了，同期的文人他就是顶尖的，武将里他也是最悍的那一拨
阳明先生！！！
最后的圣人
于少保！
后世之名，止于阳明呼？
正在看的7000＋的几位小伙伴。
不讲武德你开挂。
像绑了个蝴蝶结（doge）
每时每刻都可以气沉丹田
币
大汉武曲星
富大龙演技顶级
怒发冲冠凭阑处，潇潇雨歇抬望眼，抬眼望，仰天长啸，壮志饥餐胡虏肉 笑谈渴饮匈奴血！待从头，收拾旧河山，朝天阙！
"千古回响的一句话""王侯将相，宁有种乎！"""
天行日月
天不生我特，一招烟来天下慕
二爷！
典籍里的中国！
孔子是一米九武力高超的壮汉
赵匡胤被巧妙的带过了
就是要告诉天下人，自此，攻守易行了
究天人之际 通古今之变成一家之言
究天人之际   通古今之变    成一家之言
诗仙排面
大魔导师
汉武大帝nb
商君
王侯将相宁有种乎？
军神李靖
三掌教
大明毁于腐儒
没有满清，爽了，三连
戛然而止，干得漂亮哈哈哈
文天祥呢…可喜欢他了
看到汉武帝，果断投币
一分没花赵德汉
练峨眉
乃使蒙恬北筑长城而守藩篱，却匈奴七百余里。胡人不敢南下而牧马，士不敢弯弓而报怨。
勇冠三军
失我焉支山，令我妇女无颜色。 失我祁连山，使我六畜不蕃息。
叹此生长恨，耻未雪，身先死，。
位卑未敢忘忧国，事定犹须待阖棺！
诸子百家
我要这币有何用
收的好，三连献上
这个结尾，三连了！
理想主义的光流传了数千年，我们绝不会让这光在我们这代熄灭！！！！！！！！！！！
王侯将相宁有种乎！
理想主义的光流传了数千年，我们绝不会让这光在我们这代熄灭！！！！！！！！！！！
后世解读真是牛
大魔导师·秀
天可汗陛下
大秦排面啊啊啊啊啊！！！！！
语文老师给我们看这个
平民战神
朱棣！朱棣！朱棣！朱棣！朱棣！
大唐不良人参见陛下
最后还给鞑清招魂的太多了!
弱则亡吧
我与狸奴不出门是陆游写的啊，前面的假粉
曹老板
天选之子
王侯将相宁有种乎
我的大秦亡了
生当为人杰，死亦为鬼雄
靖康耻，犹未雪。臣子恨，何时灭！
始皇千古！！！恭送始皇！！！
日月山河永在，大明江山永在
吕布连给霸王提靴都不配
外面之子，秀儿
冻死不拆屋，饿死不打掳
恭迎洪武大帝
于是北匈奴西迁暴揍了罗马帝国
希望下次能有苏学士
呜呜呜我的男神
架长车，踏破贺兰山缺
精忠报国
于谦啊
一生俯首拜阳明
这个视频太燃了
唢呐太带劲了
王守仁先生！！！
开局一个碗啊
邢台驾崩的嘛
楚歌起
庆余年朝堂背诗！！！！
位面之子啊
限时外挂哈哈哈
尽尧舜
牛逼死了！
霹雳布袋戏曲子
这个版本高清啊
穿越者王莽大战位面之子刘秀
秦惠文王，你怎么上吊了
中国还没实现
冠军侯
粉身碎骨全不怕，要留清白在人间
一生伏首拜阳明
龙场悟道，王阳明！
就在我妈老家旁边
天可汗！！
秦相！！！
千古第一帝
什么正蝗旗的可以走了，没有你们的事情
商君
这个霸王是哪部电影啊？
松江乱入、、、
粉身碎骨全不怕，留得清白在人间
爱了
位面之子
明堡宗
你币有了 
怎么可以没有武则天！！！
两晋南北朝呢？
哈哈 限时外挂
墨翟
霹雳布袋戏BGM二杀了
那个是王天霸吗
魏晋南北朝就这样略过乐哈哈
大清国也是历史了
大周神都洛阳呢  
农！
Judy
日月山河永在大明江山永在
大一统对于当下时代特别重要
项羽之刚猛天下无双
封狼居胥
关二爷排面
这些老戏骨都是影帝级别
中国
文忠
宋江，你怎么穿越了？
本家人来支持一下明祖
因为你对这土地爱的深沉 
给云长送去！
邯郸 存在了 3000年的城
与审配何其相似，但前者背水一战，后者尚有生机
好样的，没有带清，哈哈哈哈哈
赵姓人士提出谴责
汉武帝！！霍去病！！卫青！！李广！张骞！牛皮！
从头再来
春秋战国的剧情太少了，最精彩的时代
封狼居胥！！！
为啥没写女帝
李白
牛逼吹大了
封面是王大锤吗。好强的既视感
画面突变
择？
哇哇哇
庄子
彼可取而代之
王侯将相，宁有种乎？
霍去病打到狼居胥 故称封狼居胥
可惜永乐大典被清毁了 四库全书比不上永乐大典
大明！
太史公千古，开千年史官风骨
破釜沉舟秦属楚！
断的很棒
硬币而已，给你又如何
鸡皮疙瘩
BGM布袋戏哎！
诸葛丞相哪里去了？
我二弟天下无敌
