我也看过！感动
1000+
1000+
1000的兄弟们，点个赞，必须让他破万
不可以！！！
b站太用心了
破防了
1000+
1000+
秽土转生可以吗
泪目
泪目
谢谢B站
如果可以继承可能有影响力的号会被买卖
谢谢B站
如果复活了呢呢
@陈睿
1000+
U神
我用的我家长身份证，啧
1000+
我死不起，我的家人还等着我养老
1000+
泪目
老鸽子（眼含泪水）
22:14 1000+
泪目…
这个是男up
复活的那个是秀儿吗
1000+
他是男的
@墨茶
？？？
大爷，我们撑过疫情时代了！
1000＋
试试就逝世
1000+
投胎了还有上辈子记忆咋办
试逝就真的了
龙族：我们最终一次死亡，是在全世界都忘记我们之时
游戏也是这样的
试试就逝世
泪目
b站有心了
衔接流畅
给个花圈头像挂件应该挺好
泪目
neuuuuu TMT
1000+
泪目
看到标题就想到可能是她了，果然……
害我重创了个号
泪目
墨茶
1000+
1000+
泪目
墨茶…还是忘不了他
谢谢B站
1000+
1000+
神仙阿婆主我已经关注加三连了
前面那两个开nm的玩笑
emm m就不会搜索+关注，再说一声再见吗？
你们的首页通知书已到账
遗像
面码……
遗物（？
泪目
红字别闹
有人在吗？吱一声 
城南走在18年，3年了。。。
1000+
1000+
22.48
泪目
大爱面码！
一路走好
全b站只有上面这位up和墨茶有灰色标识
看过
哭了，想家人了。
泪目
泪目
泪目
泪目了
只有900+人了
啊？那我在天堂看不了B站了？
真试试逝世
大爷啊啊啊啊啊
泪目
城南花已开！
b站用心了
墨茶
u神
neuuuuu！！
禁术·秽土转生
大爷！！！！！
不行(▼皿▼#)
800+
大爷！！！！！！！！！！
遗忘或许也是一种解脱，死亡也许是一个新的开始。这个世界不存在结束，除非你认为ta结束了。
1000+
感谢b站
Neuuuuuu
三连了
所以b站要怎么知道我死了
感谢B站
他那个很杰出的音乐区up，可惜我知道他的时候人已经去世了
大爷。。。
淚目
只要还有人记得我，我就没死
他们没死，这是睡着了
死了也是一种归宿，命运会将我们推向各种人生
互联网的记忆
BGM：Adagio for Summer Wind
意义是人赋予的
淚目
大爷呜呜呜
500+
万一被哪个曾孙小屁孩删视频或注销就惨了（不可能吧）
可是，十年大会员呢
他们永远不会真正的死亡，B站和我们将永远记住他们
赞同
城南花已开
城南花已开，一首伤心的歌
不白嫖了5555
那好啊
500+
复活了就是医学奇迹
去看看吃喝不愁
百年大会员呢
泪目
泪目
现在很少，但未来绝对很多~~~
如果我诈尸了呢？
纪念在疫情中牺牲的医护人员
@木易播
墨茶
@N e uu uu u
我真搞不懂为什么这些人要种场合刷观看人数
u神！
真的……真的……永远地成为了记忆里的最亲切的鸽子
1000+
我朋友胃癌晚期，前几天还跟他聊天，他说可能活不过今年……
1000+
大爷！
neuuuuuu
还有一次是世界消失
人固有一死
b站真的很用心，这也是我很喜欢小破站的原因
md，人死后不就那样了，为什么要活着，淦
复活
Edo Tensei了嗎前面那位
那我轮回天生了怎么办
破防了
Clannad
吃喝不愁的live
寻梦环游记里的三次死亡
只要不被人忘记，就不算真正的死亡
会有不断增长的未读消息，也永远不会清零
"有的人把名字刻在石头上，想""不朽"""
城南花已开
三爷！
那么去天堂是不是就登不上号了？
死亡不是最可怕的，遗忘才是
U神！
不行
未闻花名！
我亲眼见证过一个，他的朋友接管了他的账号
继续让这个账号活下去
啊 我来过这个世界
我们不怕死亡，我们只怕失去。
赞同
哇！茸茸！
十年大会员说的好啊
就算我们再渺小，宇宙也会记住，我们曾经存在
大爷呜呜呜呜
谢谢
既然实名认证了就不应该继承使用
只有确认死亡即有死亡证明的小伙伴才有纪念账号哦
这么多人看
注：有的人因为失踪或者假死被看作死亡的
不可以
大爷！！！你回来吧………
十年大会员也一样
加朵白花吧
以下有请nice try观众发言（误）
茶
meu大爷
谢谢小破站
赞成
1000＋
赞同
可以被继承，但是不能被使用。
把字刻到石头上的那个，老三体了
泪目
1000+
“他（她）只是在以另一种方式存在于这个世界”
复活了就会被研究哟
墨茶草莓
首页通知书
复活 ，重生 
死而复生 ，众星之星 
大爷！
为什么喜欢b站，这就是原因
逝世之后那些黑粉在私信里骂街……不敢想啊
诈尸吗？前面的那个
他们永远在我们心里活着
墨茶
200+
我奶奶盼不得我死555(doge)
看过
泪目
泪目
泪目
这个mad神作!
有可能死了之后还保留记忆，然后回来看
花朵吧
泪目
b站很尊重up
1000+
“只要你们一直努力前行，我就一直在”
600+
大爷
泪目
说复活的游戏玩多了？
+1000
感谢
600+
700+
大爷，你能再唱首歌吗，呜呜呜，好想哭
与各B友的私信一条都没删
来，逝世看
大爷
700+
u神！
此生无悔入B站
是啊是啊
秽土转生
800+
800＋
1000+
800+
泪目
大佬就这么离开我们去二次元了吗？
1000+
1000+
CoCo
1000+
1000+
1000+
U神
1000+
无耳老宅……
1000+
1000+
泪目
当你凝视深渊的时候，当你凝视深渊的时候深渊也在凝视你
1000+
感谢b站
我用的香蕉君
 如果被所有人遗忘，那才叫做真正的死亡
bi站好啊～呜呜呜
我想到墨茶！呜呜呜
shiki
泪目
谢谢B站
死了但是没有完全死怎么办
等等刚刚？？死后文？？
月兔
1000+
U神！
1000+的你们好呀 日子要好好过呀
泪目
1000+
我有一个朋友，他头像是灰白的让我一致认为他B站像个死人。
可年轻的up们英年早逝，何来后裔继承啊。。。
1000+
1000+
1000+
1000＋
泪目
死后文，很好的番
泪目
泪目
龙族里面的!泪目
确实
都在
我的头像本来就是灰的怎么办
卧槽，我当年看过...
1000
1000+
1000+
墨茶也是纪念账号啊
1000+
我直接泪目，小破站我爱死你了！
少云
@墨茶
风子:？？？
谢谢你，up主。。。。
康过
1000+
1000+
泪目
腾讯：这是属于本公司的财产
首页通知书
1000+
我看过！！！
墨茶
u神！
LBWNB
1000+
草，看过
赞成
泪目
孙侨潞？
1000+
1000+
感动了
猛男落泪
很大！
1000+
用心了
1000+
一个人死了，但未被遗忘，便还活着。一个人活着，但已被遗忘，便就死了。
1000＋
没想到他已经去世了。。。。
泪目
一路走好
真的封神
然而我号里什么都没有
泪目
BGM:花之舞
那么早吗？
不可以！
泪目
早上1000+。
172早上98点
薇尔莉特！
1000＋
1000+！
泪目
泪目
泪目
前提是小破站还在
Clannad
泪目
一瞬间 感觉生命是如此的孤独
b站真的很用心
人都没了，暖心也只是给活人看
嗯 留下作品给后人是个真的很棒
泪目
把字刻在石头上……
卧龙寺
给我整哭了
可以把头像框换成白色的
1000+
泪目
有的人死了却永远的活着
1000+
赞同
neuuuuu
谢谢B站
大爷
真的泪目了
1000+
1000+
那万一是谣言说我死了结果我没死没死账号被做成纪念账号给冻结了怎么办
1000+
赞同
泪目
真.试试就逝世
太好了
要是B站被封禁了呢
哭了
1000+
右上角，ohhhh
赞同
墨茶
泪目
up主是我来晚了，嘤嘤嘤(┯_┯)
1000+
起码我知道当我走了，还会有其他人记着我
U神！！
1000+
想起墨茶了
1000+
墨茶
泪目
墨茶
我觉得还能用再抢救下
1000+
1000+的人
投胎了就去实验室等着被切片吧
卧槽，太特么细了，爱了爱了
1000+
+++++++++++
1000+
啊...如果是我，我会像B站申请留下
1000+
你白嫖的200个币何去何从
感谢小破站
1000+
账号算是网络虚拟财产吧
1000＋
可以把进度条改成墓碑或蜡烛
赞成！
3连！
城南花已开。
司马瑞有吗
怎么确认阿婆主死了呢
1000＋
已经疼习惯了，已经流不下泪了
1000+
必须三连
大爷
一路走好
赞同
我们英语试卷考过！
有的人死了，他还活着
毛子做误解向老熟练了
1000+
泪目
泪目
@sz47
1000+
谢谢小破站
1000+
每一个你我都记得
哇，好细心好暖啊
这说明了b站工作人员对用户的尊重啊
我不害怕死亡，我只怕遗忘，回忆是你我生存的大
1000＋
城南花已开 又是一个故事
我不害怕死亡，我只怕遗忘，回忆是你我生存的地方－－五月天《自传》
泪目
1000+
前面复活的那个别闹
、
泪目
2000+
已三连
2000+
2000+
感谢B站
第一次三连
认同
1000+
吃喝不愁的Live
cl吗…
1000+
1000+
泪目
1000+
打工魔王
1000+
泪目
走好
2000+
泪目
大爱B站
南城花已开
2000+
可以卖
2000+
2000+
2000+
2000+
三亩地的城南花已开
你币有了
2000＋
2000+
新月… …
2000+
泪目
2000＋了
2000+
突然想到要是自己死了，自己喜欢的动画和小说漫画还没完结，那……
罗小黑更新那个你给我站住
泪目
五五开[doge]
1000+
不行，绝对不行
啊？这个我看过
等等，R.I.P？
泪目
1000+
人走了，但TA留下的还在
1000+
1000+个兄弟们好啊
泪目
一路走好
1000+
你怎么知道他是死是活，万一我只是几年没登却登不进去哈哈哈哈
泪目！
泪目
毫无商业价值。。
用心了
嘶，这岂不是得先清空收藏夹
泪目
第三条生命就这样被保留下来，永久的活着
哒咩
1000＋
突然就很想哭
泪目
感动
阿茶永远不会被忘记的
1000+
泪目
而且他们就该永远鲜活
用心了
墨茶……
泪目
神经元啊
1000+
此处BGM城南花已开
259
1000＋
1000十
泪目，泪点太低了
泪目
1000+
1000+
 小恶魔 路明飞说:人生有三死一是身体死亡了 生物上来说他死 2 他被埋进黄土 的时候 社会没有他的地位 社会他死亡 3 当所有人忘记他的时候 他真的死了 
1000+
 小恶魔 路明飞说:人生有三死一是身体死亡了 生物上来说他死 2 他被埋进黄土 的时候 社会没有他的地位 社会他死亡 3 当所有人忘记他的时候 他真的死了 
有心了B站
泪目
泪目
泪目
B站不倒
泪目
1000+
泪目
1000+
感觉不再害怕死亡了，我爱B站
墨茶
b站不死，我们也是永存
大爷。。
墨茶啊
试试就知道
花之舞啊，最喜欢的一首纯音乐
大爷……
愿天堂也能用B站
真正的死亡，是被人彻底的遗忘
u神视频做的真的好
是遗物而不是遗产
感谢小破站
1000+
1000＋
1000+
小破站y y d s
泪目
1000+
缅怀UMIKA
1000+
10000十
大爷www
孤王呢？
墨茶
1000+
neuuuuu
大爷(T＿T)/~~
泪目
1000+
1000+
1000+
泪目
好温暖啊这个说法
↑试试就逝世↑
1000+
1000+
1000+
泪目
泪目
1000+
你币有了
1000+
想宅姐了
1000+
1000+
陈瑞
1000＋
谢谢小破站呜呜呜
1下的车联盟城区78n独6
赞成
泪目
泪目了
泪目
泪目
1000+
城南花已开
跨越时间海的交谈
啊茶
1000+
去世确认可太难了
泪目
大爷！
哇泪目了
感谢B站！
赞同
找到你了面码
B站真是一个温暖的地方！
热门通知书
泪目
一闪而过的苗爷
泪目
感动泪目
1000+
遇见即是缘分 遇见即是美好
1000+
1000+
1000+
试试就逝世
真正的死亡是遗忘
那个万一有些人是因为一些原因删了b战会怎样
意义非凡
泪目
1000+
大爷
赞同
花之舞！
泪目
1000+
1000+
第一次投币
花之舞
现在已经50万的播放量了。
泪目
他还活着
1000+
神经元——
1000+
哭了哭了
赞同
tx：你们只有使用权
走好先辈们
那就展示最辉煌的时刻吧
破防了！泪目！
破防了！泪目！
血小板!
蕾姆
人的一生有三次死亡
1000+
1000+
第二次：所有人都不记得你曾活在这个世上。
要快乐啊
BGM：Bloom of Youth-清水淳一
破防了草你币有了
BGM:城南花已开-三亩地
泪目
我朋友的号，被姐姐继承了的…
1000+
好耶!
1000+
一路走好
1000+
赞成
泪目
1000+
1000＋
朝花夕誓！！
1000+
感谢up，感谢b站！
u神俄罗斯的amver
1000+
泪目，感谢B站对于生命的尊重。
泪目
泪目
如果up主回复了那就是另一个故事了
大爷
不应该使用了 那就变了
1000+
1000+
B站的大家都是温柔的人啊
2.02时观看
独一无二
1000+
真正的死亡莫过于被别人遗忘，所以只要我们永远记住那些人，他们就会永存于世
1000+
不，墨茶我不要你走，啊啊啊啊啊啊啊啊啊啊啊
想大爷了
大爷qvq愿天堂没有情感欺骗，没有无脑黑子，没有木炭qvq
1000+
我的也快变成纪念账号了吧
喷子杠精们开始了
1000+
刷不刷是别人的事儿，管这么多干啥
1000+
泪目
20000＋
哭了
1000+
泪目
太感动了
1000+
1000+
不可以
1000+
1000+
neuuuuu
赞同
1000+
u神！
大爷！！
大爷！！
1000+
BGM《城南花已开》
时间，能让人淡忘一切
建议屏蔽这些发数字的人
泪目
我的头像就是黑白表情包，要是真这么干，恐怕我走了之后我的头像也不会有变化
1000+
邓布利多曾说：只有当这里的人都不再忠于我时，我才算是真正离开
我决定，再活一段时间吧
泪目了呀
大爷
一看标题就想到了……
泪目
1000+
我姓Long
他们的肉体死了，但精神永存
茶宝呜呜呜
万一是因为懒呢？比如我
有的人死了，他还活着
1000+
nue！！
墨茶...
1000+
赞同
1000+
200+
泪目
好家伙，rip
1000+
1000+
泪目
泪目
泪目
买99年大会员，死了都还是大会员。
1000+
1000＋
1000＋
？？？？？真的
死后文
大爷...
谢谢小破站
泪目
1000+
1000+
赞同
1000+
泪目
泪目
1000+
U神
死亡并非生的对立面，而作为生的一部分永存。
一路走好
赞同
啊啊大爷
1000+1000+
看过！
1000+
泪目
这个我看过的
致不灭的你
泪目
900+
泪目
有爱的小破站，我感受到了满满的尊重。
泪目
泪目
谢谢B站
爱你，小破站
1000+
u神
不可以
那个幻影虽然感伤却也温暖耀眼
破防了（泪目）
但是想想B站的这个功能还是挺暖心的
死亡并不可怕，可怕的是没人知道你死了
血小板！
哎，反手出一个复活甲。
建议B站允许up自行刘言
刷数字服了
把粉丝改成100万 狗头保命
它让我们永存
700002
感谢小破站
谢谢小破站  破防了
一个人会死三次，遗忘是最后一次
炮姐！
赞同
还是小破站好
1000+
小破站用心了
泪目
这就是我们所喜爱的小破站
泪目
3000+
不要忘记我的存在
谢谢b战
泪目了
泪目
人都死了还想着大会员干嘛，就纪念着吧，毕竟就算是亲人，那也是属于ta的东西
泪目
此生无悔入B站！
抹茶一路走好。
泪目
墨茶一路走好。
泪目
大爷！！！！！！
感觉不必要突出已逝的要素
可是我身边没有人
泪突然飞出来
背后的原因令人暖心
腾讯可不怎么认为
真是太好了…
腾讯可不怎么认为（手动滑稽）
泪目
泪目
好暖
900+
好喜欢
希望B站能天长地久吧，哎
墨茶
@neuuuuu
1000+
1000＋
当地家属可以联系b站官方进行继承哦
泪目
泪目
泪目
1000+
1000+
不赞同，账号也是私人财产 啊，直接冻结？
做曲:三亩地《城南花已开》专门为B站某逝去的b友制作  他喜欢吃草莓  可惜到最后也没吃到
那属实太年轻了
1000＋
感谢B站
这就是为什么我愿意在小破站开会员的原因，真正为用户想的官方怎能让人不爱
1000+
既然b站留存了他们的最后的两条命，那我们就要让小破站一直运营下去了！！！
cl啊啊啊啊啊啊啊啊啊啊啊
大爷
怎么回事 澪和折木？
赞同
5年了
大爷！
66000+
花之舞
1000+
泪目
100+0
1000＋
泪目
秽土转生
1000＋
好家伙
好有心
1000＋
泪目
1000+
永生
900+
你或许已经离去，但我们永久记得你
我们要悄悄去世，然后不带走一丝遗憾
900＋
墨茶
墨茶
900+
墨茶
早苗
1000000+
大爷
感谢小破站
永远喜欢b站
900+
墨茶
致不灭的你
泪目
900
900+
墨茶
1000+
BGM:hop
泪目
1000+
cl
有一个用户在纪念这些用户，我关注了
900+
是无耳老宅啊....宅姐..
1000+
1000+
泪目
900＋
泪目
墨茶
900+
御坂美琴，血小板，教主，
QAQ
死后文！！！
我已凉
900＋
不！我不服！后二者绝不会消失！！！
枯了，真的
真好，现在还有人记得墨茶，而不是一时的热度，谢谢你们。
哔哩哔哩千杯
乾杯
好小子直接破防
900+
泪目
1000+
墨茶一路走好
900+
2000+！
泪目
墨茶……
寻梦环游记：人生的终点不是死亡，而是遗忘
哔哩哔哩的用心，是很多软件做不到的。。。
大爷！
1000+
泪目
泪目
259
1000+
1000+
赞同
1000+
墨茶走后我单独建了个 纪念关注表
1000+
被破防了
1000+
墨茶
误解系之王
墨茶！
留给子孙后代继承。
b战
b站怎么知道人已经去世了呢？
这句话和寻梦环游记的设定很像
嗯
900+
走好
一路走好
泪目
泪目
怎么说？英语短文初三的，要是早点刷到我那篇直接满分
泪目了
1000+
还有一次社会性死亡
找赖皮蛇秽土转生不就行了吗
我也怕不背别人记住
1000+
好哭
他们只是去了另一个世界
1000+
1000+
neuuu
救命bgm怎么这首
城南花已开
泪目了，这才是我们的B站
1000+
1000+
一路走好
1000+
1000+
这个我看过！
用心了
昨天2836个弹幕。
名字下加黑线
最后的死亡就是被遗忘，谢谢b站。
呜呜呜呜呜呜
一路走好
R. I. P
U神真的好可惜，我还想看下一部
1000+
1000+
1000+
1000+
1000-
可是我身边没有人...
1000+
1000+
泪目
1000+
有人吗
前面死亡不是终点的，你也玩奥奇？！等等我！
那可是当时的七百多万啊，真的很厉害
1000+
1000+
未闻花名
谢谢
好
泪目
B站牛逼
大爷
真用心了啊
一路走好 
泪目 感谢B站
10000+
死后文!!!!!!!!!
吃喝不愁的live
泪目
视频5分钟，破防2个月
泪目
1000＋
墨茶，呜呜呜呜呜呜呜呜呜呜
泪目，，，
腾讯狗贼，来学学B站
泪目
墨茶，
我突然想到，老琪已经好久没更新了。。
是啊，确实是这样 
零骨在斗鱼直播，好着呢
1000+
1000+
然而在腾讯狗贼的眼里，账号只是一串数字，不存在任何财产价值，用户只是在使用他们，这是多么的讽刺
我复活了怎么办
1000+
达咩
这我看过哎
泪目
龙族啊
一路走好
别人转生前都会交代后事的（狗头）
生活还是照旧
泪目
只要数据还在，他就不会彻底消散。。
还死不起，不能死，还有家人等着自己去养活
美琴！！
墨茶走好
月兔啊
我的头像就是黑白的
悄悄的去世，然后惊艳所有人
墨茶……
1000+
泪目
想到寻梦环游记
clannad
1000+
我十分生气，就因为这个决定，我还得重创一个号
1000+
1000+
1000+
1000+
这是我最喜欢b站的地方，好有人性，好温暖
1000+
1000+
1500+
泪目……
炮姐！
赞成
不，你说错了，如果我死了，他们可能会幸灾乐祸。
泪目
1000+
表示看过且印象深刻，在此悼念。
死亡不是失去生命，而是走出时间——余华
一路走好
木瓜
赞同
赞同
1000+
1000+
泪目了
1000+
那个阿布是谁呀
泪目
泪目
一次是社死（bushi
除了我的父母应该也没谁会悲伤了吧
BGM:花之舞
我太天真了，看到标题我还以为是普通用户的纪念账号。
1000+
我爱小破站
把进度条、设置面板改一下
1000＋
1000+
感谢b站
挺有纪念意义的
没错
up名字加白框
1000+
有心了
赞同
1000+
泪目
1000+
1000+
泪目
致敬
我也看过
墨茶
泪目
赞同
无力。。。
这次一定
1000＋
1000+
墨茶
泪目
这句话好像是我一部外国动漫电影的台词
claand
新月
泪目
泪目
1000+
城南花已开
第一反应 想起来墨茶
小米情报官：？？？
Coco的味道了
寻梦环游记
JOJO唉！
大爷——
墨茶
墨茶
泪目
1000+
1000+
1000+
U
大爷Neuuu
《城南花已开》
泪目
1000＋观看
破防了
1000+人哦
1000+
抽泣，抽泣
1000+
泪目
看过
普通人的账号呢
可是不服不行，毕竟无论是什么东西都不可能永存
泪目
1000+
。 1100十
umika，yyds
泪目
太用心了
1000+
1000+
大爷……
1000+再看
1000＋
1000+
1000+
泪目
厉害
没有比思念更永恒的东西，除了生命
900＋
赞同
吃喝
不行了，眼泪真的下来了
花之舞
泪目
他们并没有去世，他们还活在我们的心里！
不愧是你，小破站
绷不住了
我記得有個做mad的作者去世了
这就是睿总比马化腾优秀的地方
啊我看过这个！！
墨茶………
大爷
不像某鹅厂
U神
出自《寻梦环游记》很打动人的动画电影
我想到了阿茶
@腾讯
居然！！
neuuuuu他呀，还有neu大爷的高仿君
泪目
三笠！！！！
开幕一刀
U神走好
是库特的
墨茶
真的当年神作
有点压抑
赞同
只要我们记得，他们就活着
300+
墨茶？
整破防了你币有了
1000+
墨茶啊，给你寄的草莓收到了吗？
谢谢B站
有些人走了，但没完全走他给我们带来的快乐是不会消失的
希望有人能记得我来过
叔
这就是我爱小破站的原因
泪目了
1000+
三连了
怎么可能意义不大！
U神！
泪目
1000+
百年大会员的话，，只要不申请纪念就ok
战神的终结一路走好
泪目
泪目
默
赞同
蕾姆
1000+
泪目
泪目
我看过
墨茶。。。
600+
混入其中
我可不希望我的收藏夹被我的后代看到
新月
700+
泪目
墨茶...
如果后来被证实是活着的账号会恢复，这是B站说的
三连！！赶紧三连！！！！
背后的原因令全球变暖
700+
第一反应墨茶诶
又想到了阳
700+
泪目
800+
1000+
如果我复活了呢？
泪目
破防了兄弟们
白嫖不了了(*꒦ິ⌓꒦ີ)
他们没有离开我们，而是去了二次元了。
趋势了，但是没有完全趋势
1000+
墨茶同志
800＋
泪目
大爷！！！
u神yyds
炮姐旁边的是咕哒夫吗
赞同
啊啊啊啊啊，是她！她超棒的！
900+
看过
三连！！！！
neuuuuu!
未闻花名看哭了
我喜欢b站这种温情
大爷！！！
不可以！！
好用心
茸茸
泪目
三十张
泪目
泪目
900+
阿米娅和本博士！
Neuuuuu
说大会员的你不申请不就完了
墨茶啊
墨茶呜呜呜呜
破防了
u神
真的泪目啊
neu
900+
这是cl中朋也跟汐重归于好的画面呜呜
破防了
泪目
都给我哭!
爷爷爷爷爷啊！
红字弹幕祝你今天得偿所愿
新月……
如果我自愿，可以把号给别人吗
泪目
茸茸！
900+
我的头像本来就是灰色的…
泪目
逝世就试试
为啥我看见有人发图陈瑞有着玩意？
没有人会在乎我的
把小闪电换成白花
大爷
1000
800+
留下账号，就不会被遗忘
900+
大佬去异世界了
泪目
10000+
泪目
墨茶
1000+
爷的年度大会员能返现吗（doge）
路旁的叶修
泪目
泪目
花之舞
300+
首页通知书
大爷！！！我们一直都记得你啊！
@墨茶
1000+
1000 +
1000＋
1000＋
试试就逝世（滑稽ing）
泪目
1000+
1000+
1000+
感谢小破站，感谢b站
泪目
三连吧，破防了
我也看过555
但tx不一样，账号的所有权归tx，用户只有使用权。
1000亻
1000＋
1000
neu....
900+
真的哭了
1000+
1000+
泪目
赞同
花之舞ohhhh泪目
1000+
1000
1000+
哭了真的
城南的花已经开了，你要去看看吗？
800+
800+
泪目
“永远”改为延长吧……
泪目
B站很用心啊
800＋
并非永久，万一出现什么故障的话账号的某些数据会消失
或是人为把它删除
墨茶
宅姐
U神！
泪目
大爷啊！！！
给墨茶草莓～
我觉得很感动，我一看这种视频就特感动。强哭那种。不管了，我也我先哭了 
1000+
永久算不上，终有一天会在某次系统的迭代中被抹去，但那也足够了！
血小板！
血小板！
前面复活了的你什么鬼
泪目
戳中泪点了
Neuuuuuuuuu大爷！
泪目
这么高质量的原来是他。
1000+
800+
泪目
800+
1000+
1000+
1000+
墨茶
800＋
谢谢小破站
谢谢小破站
不可以哒！！！
泪目
首页通知书
墨茶
1000+
1000+
这就是我爱小破站的原因
泪目
鸡皮疙瘩起来了
泪目
泪目
突然泪目
1000＋
同意
我想起了一个人       吃喝不愁的Live
1000+
继承啥？
1000+
泪目
1000+
有心了
1000+
1000+
《寻梦环游记》
泪目
赞同
1000+
为什么不可以被继承，里面的B币是个人财产，难道不可以继承吗？
1000+
1000+
泪目
现在时间是1.14
900+
900+
已三连
第一次三连献给了这位up主
泪目
1000+
墨茶...
没事，还有幻想乡呢
泪目
1000+
1000+
1000
泪目了
泪目
你……你还在吗？又来悼念你了，你烦我吗……
生活总要继续（别打我）
小魔仙美琪
不忘记的才是历史，不是吗？
1000+
900+
谢谢b站2233和背后的创造者那么负责，泪目了
1000+
900+
泪目
我不害怕自己消失，我害怕的是我消失后有人为我悲伤
泪目
1000+
墨茶
1000＋
账号可以被继承使用，但是必须是对的人
好，懂了，这就去趋势
墨茶
赞同第二个
泪目
大爷。。。
我的头像就是黑色和白色的
妙啊
泪目
乔鲁诺乔巴纳！
后面有一个秧歌
300+
个人认为可以弄个可以重登——如果“诈尸”那会不会令人开心点？虽然知道要尊重逝者，但感觉会梦到他们全回来呐……
陈瑞
泪目
泪目
1000+
太用心了
1000+
大爷！！！！！眼泪下来了！！
泪目
墨茶
赞同
三三的后面有个秧歌star
泪目
800+
我永远爱小破站
一路走好
破防了
1000+
800+
我头像本来就是黑白的...
900+
墨茶
想起neuuuu……我去搜他只有一个纪念号了……
900+
泪目
泪目
woc这张图我截下来了
800＋
一路走好
800+
800+
1000
铭记吃喝不愁！
但价值是无穷的
泪目
手下留号T八
吃喝不愁…
泪目
.
首页通知书
u神！
900+
900+
1000+
啥
u神
泪目
那是美琴吗
此时我害怕那个秀儿说:陆游表示还可以抢救一下
按法律是遗产，继承人可以主张
900+
泪目
800+
泪目
800+
B站辛苦了，感谢
你要是未来有技术复活了呢
城南花已开…墨茶…
up一路走好
他们从未离去
赞同
800+
800+
这个我看过，是他！！！
感谢B站
寻梦环游记
