韩红这个明星是真的没得说，棒
这才是真正的明星和榜样
你三连有了
抗洪战士和韩红老师都值得尊敬！谢谢你们！
好多洗的
部队不是垃圾场
感动，我为我自己是中国人感到骄傲
她已经不是明星了，她是一个榜样
只要起到了传播正能量的作用，作秀又有什么关系？何况人家不是作秀
致敬
捐款只认韩红基金会
最佩服的一个歌星
韩红 值得敬佩的明星
破防了
韩红才是真偶像
你们都是最可爱的人！
致敬
平常娱乐八卦见不着她，一说公益她就会立马出现
吴签一个综艺片酬八千万，还要先花六百万搞定他妈妈
韩红，我的英雄
辛苦了韩老师
致敬！
应该是太忙了，没时间开演唱会
致敬
致敬
致敬
中国的脊梁
你已经不是明星了，你是榜样了呀
强制兵役那个可以有
一天赶场三个县的救灾，真棒
强
韩大姐 你赶紧来开演唱会啊 出新歌啊 
致敬
致敬！
致敬！
吴签什么的 怎么配在这出现？
作秀？韩红基金会都十几二十年了，键盘侠特么作秀能做一辈子？
辛苦了！
別拿人渣跟红姐比
致敬
好人一定会有好报
我不认识你们，但我知道你们叫英雄
英雄
巡演去
巡演全国老累了
致敬！
你们以为中国的兵役是好玩的
这些私家车也够高级
对！开演唱会！
这才是榜样！
身体要紧啊  照顾好自己才能继续做公益
全国巡演是要拉品牌赞助的
什么王一博是什么鬼？他和韩红一起支援了好吗。总比你拿键盘在这放屁强吧
？
姐能不能巡演一次？
这才是真正的明星
说王一博作秀的，你也去河南趟水里做一下秀呗，阿姨给你捐款资助你去
为什么给你点赞？
心疼
真正的明星
高尚的灵魂
。
泪目
多爽！
已加入基金会月捐
很佩服
看到封面直接点赞
韩娱都啥样了。。。
娱乐圈 有佛  有魔
这才是真明星
可是为什么账目那么多自用呢
比某签厉害多了
这才是榜样
真的韩红是我认识的做慈善最敬佩的人
有王一博?哇哦
五月我去过长城，确实有工作人员在捡垃圾
致敬
这次王一博捐款没有公布，直接跟着红姐去了，确实值得点赞
致敬
致敬
他不是一个明星而是一颗明星
韩红才是真正的德艺双馨
致敬
佩服
致敬！
这才是明星该有的样子，以身作则
三连了
致敬
我记得我小时候她就一直在做公益，这么多年了她还是在做公益，真的很佩服
她是真的强
来广州开演唱会，我没时间都买两张票
正义没支援，而那些破流量，钱自己就来了，寒心
谢谢你们
bgm真的不合适，谢谢你
疫情时候，韩红捐的救护车还停在医院门口，非常感动，谢谢姐姐！
唉
演唱会搞起来啊
人民的女儿！
这才是公众人物该有的样子
已经做得够多了，是明星中的表率人物
为啥这样有德行的明星不能多一点呢，全特么看脸
看这个投票说明大家还是白嫖贯彻到底了
我说姐，您还是个歌唱家阿，开演唱会吧。
韩红的情况反应了中国的现状，好人多，但钱少！！
心疼
红姐瘦了
慈善家 韩红。。。
加油
下次关注韩红演唱会
要注意自己身体健康
致敬
前面的你也去灾区水里蹭下热度
开演唱会吧
支持
谢谢你们
我姐就在韩红基金会工作
致敬
这是王一博吧，也不错的孩子
王一博也不错，挺正能量
那个650吃一天不够的，来看看
致敬
易立竟上次采访韩红，把韩红惹毛了。这次还能采访，可见实力。
要注意身体呀姐
谁说人家装的，你来装，看你装的了几年
二十年如一天
这才是公众人物的觉悟，公众人物的力量，这就是年轻的一代又一代学习的榜样
之前想捐款给韩红，可是找不到韩红基金会
一个人做一件好事不难，如果一直都在做好事确实不容易
韩红爱心慈善基金会给我所在的医院捐了20辆急救车
这才是榜样，这才是明星。辛苦了韩红老师。
开演唱会啊！！支持
买票要钱
BGM:Free loop
致敬！
开演唱会吧
她在闪闪发光诶
这才是公众人物应该做的
致敬
致敬！
跟着韩红去长城捡垃圾
致敬致敬
假
不管做不做戏，只要有行动就值得支持。
有什么办法能帮帮韩红吗
韩姐真的瘦了太多
就这也有人黑，这个世界怎么了！
说人装的，能不能看看你的捐款记录，应该是捐了吧？
同款创可贴
不管是明星，作秀还是什么，只要是真的做了对社会有用的事，都应该值得支持，尊敬啊
哇泪奔了又
支持
正能量明星 支持
Up主可以去豆瓣多了解一下，我朋友武漢的時候在韓紅捐了點錢，現在挺後悔的
天路牛逼
我敬佩韩红，但为啥给你up点赞？
这不是明星这是人民艺术家
感谢
致敬韩红
谢谢！
你红姐永远是你红姐
致敬
这种明星长命百岁，流量明星必s
致敬
什么叫明星，吴签？？？
你这句话给长城带来了。好多人丢垃圾呀。
是干不下去了，捐100万，过程总共花费1000万，3万块电脑，一万块硬盘，都是金子做的吗？当有爱心的人都是傻子呢？
韩姐瘦了啊
韩红yyds
freeloop
致敬
致敬
牛逼太帅了
致敬
我称呼您为先生
至不至于，反正怀揣信仰的人和你可不一样，他们觉得至于就行
开演唱会我去
都是人民的子弟兵！
开演唱会！我一定去！
有人推韩红，我就给三连，不管是营销号还是自媒体，只为让更多人知道
这才是做实事的艺人 其他假大空强多了
韩先生
yyds
致敬
韩红干实事的真英雄是吾辈的标杆
真正的德艺双馨
致敬  加油！
真正的德艺双馨
致敬
可以写进教科书的艺术慈善家
致敬
拜托了，请照顾好自己的基础上再捐款啊！！
支持韩红
英特耐迅尔一定会实现！
genming
这才是最闪亮的星啊！
致敬
红姐年轻时，美人一枚
致敬
激素胖很难瘦下来
韩红可是有部队方面的身份的
致敬
喷这个的人咋不去喷吴亦凡、林生斌那样的有害垃圾去，做善事可没这么容易，不是拿了钱就行的，她已经很不错了
人终归只是凡人，神化只会有一种结果
加油
这次河南的事虽然开始没看到红姐的消息 但我知道红姐肯定去了！
感谢正能量的你，致敬
致敬！
致敬
别以明星这样的字眼侮辱韩老师了，这年头明星就是个贬义词
原先那些喷子是人吗？
jrjy
都是值得尊敬的人
什么装的？有几个明星能找出人到现场的照片？
谢谢谢谢
致敬
致敬
姐姐哪有时间巡演啊现在，一直忙着跑公益
致敬
感谢
哪有需要哪就有韩红！你是最美的
红姐最美
韩老师注意身体
永远支持你韩姐
愿仁义之人被仁义对待
致敬
致敬
致敬
你是最棒的
致敬
致敬
致敬
感谢红红
致敬
拿命做公益
可也叫做伟人了吗？现在明星确实不好听
致敬
这才是偶像，业务能力强，三观正。
致敬
奥运会怎么没有韩工
致敬
这要是做戏那基本没明星真慈善了
感动，让人心生敬意
姐，你也注意注意自己的身体
三连，必须三连
致敬
吴签是什么东西也敢露脸
这底下怎么有其他水印
韩红姐，真的很敬佩您！
致敬
致敬
感谢
致敬
姐姐，破站开个账号吧，我币全给你
跟着韩红去的普通人多了去了，凭啥一直强调王一博这个蹭货。
德艺双馨王一博不占他就是个普通人
没必要说他恶心
真偶像
这个记者也厉害的。把不少明星问破防了
谁做戏能做到这
这才是应该追捧的人
致敬
致敬
开演唱会必到场
请问怎么给韩红基金会捐钱
算你们说别人装 别人也是实打实的干了呀 
致敬
英雄
支持红姐
致敬
致敬
致敬
为啥还没评上感动中国人物能
虽然但是，这个歌词。。
韩红先生
她不是一个明星，她是一颗明星
第一站先去的占城 在媒体还在铺天盖地宣传郑州的时候 人家已经来到辉县了
致敬
致敬
为什么有人诋毁、质疑呢
致敬
咋就一个王一博啊
致敬
致敬韩红，不要黑什么热搜，人家真正的做了事，部队救援都还有几等功的表彰呢
致敬
筹备演唱会应该也要花不少钱吧
王一博？就是个锤锤
致敬
她是一颗明星
致敬
红姐yyds
不叫偶像，叫歌唱家
佩服
时代楷模！
做下去，中国人民支持你，加油！
红姐可是有军衔的
致敬
中国的脊梁
曲错币无
才发现是易立竞
致敬
别尼玛刷王一博了，配吗
致敬
致敬
致敬
这才是明星
致敬
致敬
致敬
韩红一直坚持着公益！点赞！
致敬
这才是顶流
致敬
明星。明天的星。这才是明星
致敬
怎么说了，当这人装做慈善，但装了这么久，我就认为这是在做慈善，这不比网络上那帮键盘侠好？
这才是偶像这才是明星
韩红慈善做的那是真的没话说
这还做戏，那完了
致敬
比那些不干事的强太多啦
致敬
free loop
最值得敬重的明星之一
不够爽半天赚的
不够吴签半天的
致敬
就算是做戏，做一辈子那也是难能可贵了。更何况那么的真情实感。
开个b站号收我的硬币！
没热搜？资本只想让你看他让你看的
致敬
韩红是真的值得敬重的人
拜托自己家乡没人想作秀吧
这才是真正的明星
致敬
德艺双馨
德艺双馨
致敬
致敬
韩姐我赞助你
致敬
你值得被人们铭记
谢谢
致敬
范
红姐永远的神
致敬，红姐加油
谢谢
这才是我们应该追的星
红姐你辛苦了
致敬
致敬
伟大的中国人民解放军战士
六小龄童人品不能跟韩红比，他还比不上
来开演唱会吧，不管在哪我都买票，我觉得买你的票就是在做慈善了
点错了
致敬
致敬
这才是明星
致敬
y太酷了
致敬韩红
致敬
这次的确还有人黑韩红
她真的很难
致敬
时代的光
配着这个给bgm鼻子酸了
别拿吴签跟她比，他不够格
韩红  牛666666
国人之光
德艺双馨
加油
致敬
致敬
求bgm
致敬！
要娶老婆就娶韩红这样的
这个必须投个币
致敬
致敬
一直做公益  一直有人黑  如果因为被个别没文化的黑就不干了  就不是韩红了
德艺双馨
开演唱会吧
夜空中最亮的星
致敬
吾宁死乎
致敬
致敬
韩姐yyds!
白嫖失败
致敬
德艺双馨
《650哪够花啊》
致敬
空军培养出来的好兵
永远致敬！
致敬最可爱的人
致敬
致敬
这个人牛逼
加油！
这里看到韩红姐瘦了很多
致敬
致敬
愿仁义之人被仁义以待
我是支持韩红的，俄罗斯发大水了都不远万里去帮忙
正道的光
德艺双馨
好人一生平安
这bgm不合适吧
致敬
捡垃圾纯粹就是开玩笑了，不说开演唱，韩红搞搞慈善演出之类的钱的问题就ok
真正的偶像
致敬
致敬
这才是我们改追的明星
圆脸果然很像韩红
韩红做这些事情多少年了？最开始那首天亮了是08年的吧，能是作秀吗？
好人总比坏人多，办法总比困难多！
天使
好好地明星不做 有钱不捞 偏偏选择了一条最难的路
谢谢
以她的地位能力和资源，本可以舒服舒服的过一生。真心佩服
致敬
开演唱吧
所以为什么投自制啊，消费韩红？​
致敬
致敬
致敬！
好棒好棒
致敬
注意这里有个水印哦
你可以質疑所有明星的慈善，所有的慈善基金会，但你不能质疑韩红做的慈善，因为她是真的亲手把实在的东西送到需要的人手里
等我有币了再来
为韩红点赞！你是中国的脊梁，是最美的天使！
致敬
致敬！
看到这些最可敬的人 心里踏不踏实  大声说出来
吴签怎么能比，他还不是中国人
瑞斯拜
致敬
致敬
致敬
求更多的人看到
英雄
不愧是国家代表队
韩红也是因病只胖的病人，大家多关心下吧
致敬
致敬
致敬
致敬
致敬
韩红年轻时候很漂亮的。
致敬
free loop
致敬
致敬
致敬
这才应该是人们心中的明星
韩红的军衔是校官
致敬
永远支持
作秀只是一时，而做公益是一辈子
韩红已经从空军退役了
韩红老师也要注意身体啊
别把吴XX和韩红比，根本没有可比性，一个人，一个渣
学个锤子韩国 韩国成年男子全要服兵役
致敬
说bgm的，你是来看视频的还是来ky的？就你知道的多？
这才是明星
不用花钱 也在做事 总之就是一直做下去 致敬
王一博
看着好心酸
宝儿你开个演唱会吧
开演唱会吧
致敬
致敬
感恩
致敬
完全被圈粉，致敬，真正的明星，你值得，韩红
这才是偶像
"论迹不论心,论心无完人"
注意身体
致敬
致敬
这才是明星
致敬
吴亦凡出来挨打
致敬
致敬致敬
致敬致敬英雄红姐
致敬
致敬
致敬
这双眼睛真亮啊
众生皆苦
靠点错了应该点2的 我也确实三连了
顶上去，加油！
我红姐瘦了
一定要保持健康，好人要长命百岁
偶像的定义是什么，是榜样啊
韩红终身成就奖
致敬
致敬
永远爱她，唱歌好听还有大爱
这个国家从来不缺以最大恶意揣测别人的人！更不缺给世间带来大美好的人！
这才是我们最该追的明星 慈善家
致敬
致敬致敬
致敬
致敬！
致敬
致敬
伟大唉
注意休息 憨娃娃
致敬！！！！！！
致敬
已加入月捐，支持！
致敬
韩红老师开演唱会吧！我拉着我们一家子去！我们一家子都喜欢您！
致敬
开演唱会啊！我去听！！！
这才是爱豆
荣威牛逼 上汽牛逼
实在没钱了，我们可以众筹的
我擦，郑州，新鲜的
牙签仔仔，你得看清楚什么是明星。
致敬
要捐钱就捐给韩红基金会
致敬
致敬
为韩红点赞
好恐怖这个水军
豪爽！
致敬
开演唱会！
姐，带我一个
致敬！
等我长大
辛苦了
众生皆苦，吴签除外
手里的面突然变得很咸
开演唱会把，一定来捧场。
致敬
致敬
等我有钱了一定一定帮你
好美
致敬
致敬
歌曲是Free Loop
致敬
作秀第一人
开演唱会吧
太帅了
致敬
启明星
致敬
致敬
致敬韩红，这是标杆
致敬
致敬
致敬
燃烧自己呀
大音惜声
致敬
致敬
致敬
致敬
致敬
致敬
致敬
顶流
天呐，她真的太棒了
谢谢
致敬
公众人物的社会责任感
想有天变成像她一样的人
致敬
红姐万岁，真正的星
致敬
只要真正做了好事，就是榜样，前提是真做了
致敬
致敬
111111
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
nb
respect
这才是真正的明星！！！都看清楚了
说人作秀的心理能不能阳光点，总生活在阴暗中很辛苦吧
致敬
致敬
点错了
苏芒吃的什么，韩红吃的什么
致敬
致敬
必须点赞，支持韩红
韩老师确实nb
致敬
真的偶像
这tm才叫漂亮，其他的像个异形一样
致敬
致敬
顶韩红
韩红姐姐，您不需要亲自动手，您发挥长处给战士们唱首歌就行。求您了
搞不懂那种只会看脸的粉丝，你们的那些所谓的idou比得上我们红姐一根手指吗？
吾辈楷模
当代年轻人破防瞬间
太拼了
影后
致敬！
致敬
致敬
致敬
辛苦了！
致敬
真正的德艺双馨!致敬!
这才是公众人物的作用和积极影响
明星都如此，全国都追星
致敬韩红
致敬
为人民服务
致敬
值得铭记于心的，才是明星
什么真什么假，只要行善，行一次支持一次，支持的是善和谁做没关系！
她的军衔没给她带来金钱上的利益
无语言表，好人有好报，韩红，我爱你
韩姐是文职少将
致敬！
感动
谢谢！
谢谢你们！
加油
致敬
致敬
致敬
致敬
演出会逼到
致敬
致敬
致敬
姐姐一定要爱惜自己的身体呀
致敬
致敬
小博!!
注意身体呀
致敬
致敬
韩红老师加油
红姐牛逼
致敬
红红姐牛逼
有没有人知道以前韩姐是通讯兵
一博兄弟，记住了，河南老乡顶你
投币了
致敬
致敬
致敬
致敬！
这才是天上指引方向的明星
致敬
支持你韩红
真的明星
韩红是真的强
真正的偶像…
这才是偶像，这才是榜样
致敬
韩红姐，支持您!佩服您!加油!
红姐牛逼
致敬
致敬
红姐最牛
致敬
感谢你们
感谢有你们
演唱会我拼命也要买
致敬
致敬
致敬
致敬
王一博，我们河南老乡记住你了，好好发展吧
致敬
致敬
韩红老师真的是做实事儿，去年来我们这边一个十八线小县城做公益，县上也没多少人知道，害。
看那嘴唇，心疼 
辛苦了！
有些人心里怎么就这么阴暗
致敬
什么韩红？这是中国红！！！
韩红现在在新乡救灾
韩红老师，我欠你一张演唱会的门票！
致敬！
真正的偶像
致敬
韩红也老了
韩老师yyds
致敬！
真是比流量明星强千倍
她很实在
加入韩红基金会月捐队伍
迟早感动中国十大人物，上帝也拦不住
当过兵的人就是不一样
当过兵都是有信念了
比起那些假惺惺的鲜肉，这才是明星，这才能称为偶像。
致敬
看到了韩红捐给我们五线小城市的救护车
致敬
致敬
致敬
致敬
致敬
wyb这次也挺给力
梁上小丑终究是梁上小丑
她是值得尊敬的
致敬
致敬
致敬
致敬
去年疫情韩红的物资有及时送到我们这边湖北八十线小县城，在当时那么困难的情况下真的直接哭出声
牛掰
致敬
红姐你是我一辈子的偶像，谢谢你的帮助
致敬
王一博去就是去作秀的吧
韩红先生！！！！！
她怎么不瘦
要注意自己的健康啊，您健康才能带领更多的人做事
致敬
每次有事她都这么拼
我本来想笑一下的，但是她说的好认真，我不好意思笑了
致敬
为什么会有这么善良的人
致敬
红姐，好样的，永远爱你
辛苦了
致敬
致敬
致敬
致敬
流量小鲜肉们该学学了……
真正的明星真正的偶像
致敬
嗯
从这里就可以看出来易立竞其实是一个很好的主持人
这才是我们该追的星
帐目公开一下啊
有你们，我们才有国有家
加油红姐
致敬
啊！原来她还在！！好感动，有什么渠道支持她吗？虽然微小
致敬
致敬
致敬！
量力而行，不要太过了，不然如何长久
致敬
致敬
致敬
致敬
致敬！
致敬
求BGM
来场演唱会吧
最开始知道她是因为一首天路，哪时候还是看vcd的年代
吴亦凡赚二三十亿过分了
王一博家洛阳的，这次也算是支援家乡了
侠之大者，为国为民
致敬
致敬可以致敬但实话说我看饿了
致敬
韩红人真的挺好的
致敬！
哭了
致敬
韩红已经变了
神明啊，你为何跌落凡间，是不忍心看见人间悲伤吗
感动
勇者无畏
致敬
致敬
姐 厉害
致敬
开演唱会
致敬
明星灯塔
致敬
致敬
致敬
普通明星只是表面美，而韩红是真正的心灵美
致敬
致敬
红姐永远的神
致敬
很多人认为这是做秀，但是我希望我也有这个能力去作秀，河南加油
你们说作秀的人脑子怎么想的，要真是作秀人家能做一辈子那也是真的
致敬
平时的娱乐八卦看不到她，像是被人遗忘了，可是一到出现灾难，需要帮助的时候，我就知道，她又要出发了
致敬
致敬
致敬
致敬
致敬！
bgm是什么
致敬
致敬
辛苦了韩红老师
他们也都是孩子
身体力行的真偶像
致敬
这么胖 真担心有一点倒下了
致敬
您是我永远的榜样
真是谢谢了
我没币了投不了
这才是我们该追的名星！！！
现在大部分都是流量明星，小鲜肉，吃不了什么苦
致敬
开演唱会吧我们都去
王一博河南人，他没必要作秀
致敬
郑州人民感谢您
红姐快开演唱会，一定去
致敬
韩红在外国是被称为天使的声音
致敬
这才应该是娱乐圈的顶流啊
我靠，肩膀都磨破了
致敬
致敬
必须拉黑
韩红就不说了，明星大腕放下身段，去一线
好人就得被人拿枪指着吗?
飞云之下
bgm free loop
致敬
致敬
韩姐这身材还身体力行，确实不易，心疼
明星
韩红今年来我们县救灾了
致敬
最不像明
演得好
致敬
致敬！
辛苦了
致敬
《650一天真的不够》
一博！是一博么
什么是明星！
一博也是好样的！
tag里有王一博，可以提的，夸人还不行么。。。
比流量明星强千万倍，这才是我们的偶像
王一博是这次跟韩红去支援河南的，23岁洛阳娃
致敬
致敬！
致敬
这才是明星，现在的那些都是什么垃圾吃着大众的钱喊着累
不能对好人要求太多
致敬
注意休息
直径
祝愿韩红身体健康
评论真是看不下去，就算真是作秀，人家钱花出去了，帮助到他人，，就是好的，，跟何况韩红不是这样的假的人
致敬致敬
致敬韩红！明星界的一股清流！
致敬
致敬
致敬
红姐yyds
致敬
致敬
棒呆！
YYDS
白嫖失败
致敬！！
韩红瘦了
明星！这才是明星！
致敬
最喜欢的歌手，支持韩红
致敬
致敬
致敬
开演唱会！
1111111
致敬
致敬
致敬
韩红yyds
易老师
致敬
致敬
致敬红姐！一博，加油！
韩红yyds
致敬
致敬
致敬
红姐没钱可以多多开演唱会
致敬致敬致敬
致敬
致敬
典型乱搭BGM
没啥么说的 致敬  感动
这个赞不如直接给韩
不扔垃圾不行吗？不行吗？
这才配当偶像
致敬
韩老师辛苦了
致敬
致敬
致敬真心为做公益的人
支持韩红，不能凉了真心做公益的人心
致敬
明星
中国牛逼
韩红真的不能黑她！
我会一直相信韩红
致敬
韩红老师真的是一直一直热心公益第一线的
有幸参加过红姐演唱会
致敬
致敬
致敬
致敬
致敬
最美的天使
所谓的明星就应该像韩红一样，多点社会责任感
厉害的人
有时会感觉自己太渺小了，望着生活中的无限苦难自己却没力量去解决
来成都开演唱会吧，我带爸妈一起来
谢谢你们
致敬
致敬
致敬
河南人表示真的很感动
致敬
这不是明星了，这应该是英雄了!
致敬
不管作假啥的，一个年年作假的人我觉得不太可能
就算是作秀我也服她，何况不是在作秀，每次哪里有天灾她就在哪里
众筹！我也尽一份力
致敬！
致敬
致敬
致敬
致敬
致敬英雄
感恩您！
致敬
致敬
致敬
感谢有您
致敬
致敬
这才是我们要点赞的星
致敬
致敬
致敬
XXXL牛逼！！
致敬
支持韩红老师开演唱会，韩红老师开演唱会必去
致敬
致敬
致敬韩红
致敬
红姐好像是少将级别的
我说着点赞 其实给了三连
开演唱会吧，一定去
致敬
致敬
致敬
致敬
这才叫明星！
演唱会说实话不赚钱 赚钱的还得是走穴代言拍广告。
红姐加油
致敬
红姐好样的，比那些做做样子的好了几千万倍。
致敬
韩大侠
致敬，值得我们尊敬最美丽的女神♡＾▽＾♡
致敬
致敬
开演唱会全国巡回，我去
她怎么这么优秀！
点错了
加油啊姐姐
很美
致敬
致敬
救灾结束在郑州办一场演唱会吧！我一定去看韩红姐
开演唱会啊啊啊啊啊
致敬
我是河南人，在郑州住，谢谢韩红姐，非常感谢！一定要注意自己的身体啊！
致敬
说真的，等老一辈的偶像们都退休了，根本看不到新的一代偶像顶起来的人影，青黄不接啊
致敬
吴签进来看看 
致敬
开个巡演吧
愿意跟着韩红干
致敬
xih
红姐注意身体啊
致敬
这才是明星
真正的偶像
敬佩
致敬
感谢
致敬
致敬
丝毫不关心是不是作秀…因为绝大多数人连作秀的资格都没
致敬
致敬
致敬
唉，可笑国人里还是有些人没良心，一味地抹黑攻击韩红，甚至叫嚣着要把韩红送上法庭判刑，啧啧啧，人心呐
泪目
致敬
致敬
真正的偶像
娱乐圈的资本恶人可一点不喜欢红姐
致敬
致敬
着急
不带摄像如锦衣夜行
致敬
韩红是个好人呐，我爱她
致敬
想加入那个组织
致敬
致敬
心疼
是大校
致敬
谢谢你们 辛苦了 中国加油
致敬
致敬
致敬
尊敬
这才是明星
她触动了多少人的利益，被黑是肯定的。。。
你在灾区永远能看的一个冲在前线的身影
易立竞！！
佩服韩红
王一博会偶尔做，但不会一直做
致敬
致敬
致敬
真正的爱豆
不知道为什么怎么那么多人躲在屏幕后面骂韩红作秀，如果想挣钱，她就没必要风里来雨里去的做慈善
求bgm
致敬
致敬
致敬
捐钱只捐韩红慈善
致敬
致敬
致敬
支持
强烈建议韩红老师和法老同台演出(doge)
致敬
我红姐
致敬
致敬
好人一生平安
致敬
致敬
她的基金叫什么
致敬
天使在人间~韩红
致敬
真正的天使 韩红
致敬！
女神
整天质疑她的人，你们配吗
太辛苦了
每次携带的摄像团队是她的保护伞，所以不要质疑她了
致敬
刚准备放弃，我又坚持住了
致敬
红姐永远的神，你可以永远相信红姐
民族的脊梁
致敬
致敬
致敬
就这还有人骂她，真是服了国民的素质了
明星
正能量偶像
苍蝇又来了
心灵得到净化
真的佩服
致敬
致敬
致敬
帅
时代先锋
致敬
致敬真心
韩红和医疗队来过我们陕西西乡县，致敬！！！
致敬
致敬
天花板
当之无愧的明星
人民子弟兵真强
坚定有神的目光
致敬
致敬英雄
真正的明星
致敬
少作秀，明细呢
致敬
真才是偶像
顶流，韩红
致敬
一个歌手硬让你活成了菩萨
你说如果我们国家的明星都是红姐这个标准，那社会风气得多好啊[给心心]​
韩红yyds
永远支持你，韩老师
致敬
致敬
全国巡演是要拉品牌赞助的
所有的明星都要学学她
致敬
尊敬
吴签正爽出来看看
致敬
致敬
为众人拾柴者，不可使其冻毙与风霜
致敬
致敬
致敬
致敬
间接反应游客乱扔垃圾的现象有点严重
正能量
这比那英王菲更值一个天后
加油加油加油
夜空为什么美，因为一片漆黑中总有点点星光！这才是配的上明星这个词的人
这才是真正的
万人血书求你开个演唱会吧
吴签忍一忍
致敬
致敬
很棒很棒
致敬
我一定会向她学习
致敬
没钱做公益了，就开个演唱会，全国人民都会去买票支持你！
致敬
致敬
致敬
王小卤鸡爪
那你倒是别带王一博啊
伟大
Free loop
真正的偶像
这才是真正的明星
明细，明细明细。
韩红 古天乐
致敬
这就是菩萨面相
致敬！
致敬
善恶，有报，
致敬
德艺双馨
可是，一包方便面都可以公示出来的明细还是没有着落
我也想去
致敬
致敬
最美！
致敬
致敬
致敬
这才是明星！
致敬
致敬
帅
韩老师加油 这才是女神！
能不能别提吴签，恶心人啊
老百姓的眼睛是雪亮的
希望你们永远被善待被热爱
致敬
Bgm : Free Loop
红姐退伍了 否则哪会有时间干公益
明细呢
这种感染真的很美好  说感动一点都不过分吧
加油 大专 向自考本科进发 工作了又怎样
致敬
最美丽的女明星
致敬
致敬
韩红在，心里就特别踏实
战士们都辛苦了
致敬
致敬
致敬
姐姐你就是开露天演唱会我们都去
致敬
谢谢你
致敬
背景音乐有点拉胯
致敬
她才是我们真正应该喜爱的明星
开演唱会吧姐姐
致敬
free loop
致敬
致敬
致敬
致敬
顶流
致敬
致敬
为什么做不下去了？是因为人们直接捐款给受灾区，而拿不到分成了吗？
致敬
明星是一种作秀。赈灾还是靠子弟兵和志愿者。
清流
致敬
吴亦凡出来挨打
