我是第一个吗！！
都是操作
来了来了
点 横 折 勾 撇 捺
说中文丑的一般都不懂设计
霓裳羽衣
真的很有深度
天啊，
受教了
牛逼，逼格满满
真的很有深度！
完了，看太久快不认识国字了
酬勤酬勤
好！
爨
没这个错觉说明你出问题啦
这里字面框为什么没贴到国字的左边？
学到了新知识
shut up and take my coin
细啊，真的涨知识
up主同学真的nb！高质量视频！！
香港路牌监狱体
长知识了 这个太棒了
wok，我真的要变成UP主的迷妹了！
                           cuan（四声）
我来了！
原来如此
。。。
BGM终于出现了！
表意文字就是从字面上难以看出语音
6666666
加油呀呀
致敬
嗷嗷
这么专业的吗
买正版是正常的，不是你优越的理由
喔哦
6
font-weight:bold;
居然有BGM了
原来是这个亚子
woc
看到这id总是想起ohmyzsh
哇塞
2510人正在看
omg
唉毕竟英文只要设计52个，中文却要7000
这个字怎么读啊(//∇//)
哈哈我好像也没有
专业
这些是不是都是手写的
原来是这样！！
学习了
秉楠老师的圆宋！！！超喜欢
爨cuan 四声 个人最喜欢的汉字 烧火做饭的意思
把公屏打在专业上
爨
首页通知书！！
出不去了
第三个读cuan，一声
牛b
夿
棒！！！
汉字牛逼
中华文字，博大精深。来源就是这个
专业
干货满满
下次一定
这个之前还真没太注意
嘤
提起平面这个字，我第一想到的是平面设计
太难了
酬勤！
原来如此
各种字体都是全靠手工一个个字肝出来的吗
建议使用biangbiang面的biang字
永和九年
哇 我关注的up上热榜啦
先投再看
cuan爨
好勤我酬
爨
练鹅字吧
好棒好棒
太重了
ohhhhhhhhhhh
日本的汉字字体真的好看，国内字体还是少
我突然注意到字幕字体
迨诸父异爨
泪目
投币了
最后一句话，赞了
哇
国字像个玉玺
怪不得练字先练永
原来这么复杂的吗
三连拿好！
囯
三连了
“永”这个字真的有种其它字没有的美感
微软雅黑就挺好看
鸡皮疙瘩
永字七绝
关注了等下期
酬勤
牛皮
居然有这么多学问
专业
需要传播
中文字体当然是好啊，天然等宽
cuan？
后是干
火钳刘明
喜鹊造字
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
cuan，四声
原来如此
首页！
哦
！！！！！！！！！！！！！！！！！！
好有意思
必须三连
细节无敌
"就像border, padding和content的关系"
泪目
原来如此
看为中国文化泪目
项脊轩
舒服了
不出角有要倒的感觉
现在对于字体设计的应用还是太少了
火钳刘明
首页
男神发视频了
爨
cuan小徐学过
还是兰亭集序的第一个字
永  国   今  我  然  风  意  酬  鹰
国今我然
第三个读cuan四声
中国还在解决温饱，现代文化还没大爆炸
专业
ohhhhhhhhh
𒆎
还要考虑字体整体的效果
唐太宗时期
怪不得看起来歪歪的 原来是这样
ttf
搜得死哪
这年头，要挣得到吃饭钱才有人干啊
繁体牛逼
上海纪念路道口？！
关注了
好酬我勤
文艺复兴
卧槽
牛啊
font-size
中国文化博大精深
油墨陷阱
很好的视频
一般的艺术字都没有这种复杂字
一切势
理想国
很有美感
学到了
怪不得我练书法第一个就是永
妙啊
BGM:霓裳羽衣
国内最好的是造字工房吧
爨
太漂亮了
不是天生重心不稳，是被简化得重心不稳
想问大学的设计课程有讲的这么细吗？
爨
加油
真的专业！
太强了……我学到很多
好有趣
来晚了
我不认识这个字了
爨cuan
三连
开坑！！！！！
BGM起
今我国风，意酬然鹰
汉字的伟大
爨
爨
太良心了
梦 幻 联 动
〇
这都能atme？？
全不认得
國 今 我 然 風 意 酬 鷹
盯久了发现有些不认识“永”这个字了
满收虚放
活字印刷牛逼
玛德小时候描字帖喇叭口就在想这玩意人写的出来？
泪目
子曰：学而时习之，不亦说乎
01.
酬勤酬勤
这次一定这次一定
喜鹊造字也不错
是的呢
weight
爨
高质量视频
收藏了收藏了
哇哦，学到了
永和九年……书法界的abandon（狗头
小米兰亭
柏拉图的理想国
妙啊
汉字看的时间长了感觉就不一样了
你币有了
标识zhi 4（名词）；标志（动词）
、
涂鸦字体
卧槽
我和我的祖国，一刻也不能分割～♬～
哇收藏了
国风，今意，我酬，然鹰
哇！！！！
爨 cuan 4声
不可能的拉
囗
我要这硬币何用
文艺复兴
ohhhhhhhhhhhhhhhhhh
所以要，横轻竖重
二维码
cuan
来了
哦！
爨cuan四声
干爆了！
请你字重
〇
日本刚有个留学生字体设计被抓抄袭
跟画icon似的
永意风国今警我然转随鹰酬
线的错视
@思源黑体
一个文字都这么多学问
视错觉
先重视美学教育吧
看，这就叫做专业
爨
原来如此！！！！
饕餮
妙啊
这才是我熟悉的B站
已三连
我悟了
小学写字
这次一定
小学写字就是这样教的
up一起加油！！
专业
说的我想改行了
.                                                 .
爨希
font-family
有种深奥成语的味道
真的诶
font-weight
这就极大的增加了设计的成本，把解决问题的门槛提高了很多
牛逼‘
國
专业！
视觉平衡
wow
爨
这种视频才值得上热门
仿宋GB2312  
三连了
写字可以参考
笔锋吗
等线体
来了来了
太强了
我说怎么看外国片里的中文这么别扭
哇
发最写不好
字体不是font吗
原因是最初的象形字長得太過隨意，所以後來才有必須寫在方格內的規定
好勤我酬
讲得真好，但是真的觉得很难，太讲究了
guo
爨
padding
恭喜og
专业
日本汉字也没多少吧，比较好设计
yizhi
爨宝子
字脚
奈何本人没文化，一句卧槽行天下
我写的字可不一定
永
永和九年，第一个字
加油
专业
cuan 似乎是能打出来的字中笔画最多的字
说被简化得重心不稳建议还是多读书
猴                                                  玉
仿宋天下第一
奇怪知识又增加了
猴                         玉
我爱汉字
爨 cuan
哇哦
6666
永
iOS
字面意思
苹方yyds
三连
嘿嘿嘿
万国来朝的设计盛世
升华了！！
我已经不会写黑字了
666
目前只有台湾重视中文字体设计
二者间隙就是字间距
报道
三连了
“唯一”
分居异爨cuan
开始困了
书法生出来透透气
专业
卧槽厉害
首页通知书
学习到了
目瞪口呆
ohhhh
关注关注
爨cuan 意思是灶
我等你
哇
6666666
这是什么宝藏up
三连再看
好神奇啊
硬币拿走
Cuan
我的天
s
回到开头：受教了！
好像倒角的意思
微软雅黑
这个我们美术老师讲过
三连支持！
最近看的几本书都说了这些
我喜欢悬针篆
爨宝子的爨，念cuan
思源宋体
加油
方正宝黑
爨
Ooo
biangbiang面
看似不起眼的文字原来有这么多门道
风和女总是写不好
这次一定
好！！
興焚
专业！
视觉平衡
龘靐齉爩
不是一般的专业
我的家乡是 永 川
你币有了
设计这一行感觉太难了
我悟了
哇哦！专业！
这叫中文字体！
太讲究了，强啊
看完，顿感进化
你币有了
事实上这些基本上都是雕版印刷
三连三连
你币有了
转
这一期太棒了！！
你币有了
学习了
我就叫秦爨九哈哈哈
长知识了
原来如此
正是因为无处不在，才被忽略存在
突然升华主题
研究生毕业论文就是字体设计，过程中感慨即使设计师很多人也不懂。感谢up科普！感动！
天道酬勤
牛逼！
长知识了
TQL受教了
鴆吥錣
以汉字自豪，以中国自豪
好久没看到这个字，但是脑子里条件反射出了异爨
怪不得 我每次搞论文 不调一下字间距和行间距眼睛不舒服
懂了
仿宋
这是padding还是margin
之字也是一大特色
额
爨
爨
哇，好巧妙啊
快写论文
wow
太强了
好恐怖
好美
爨
cool
云南曲靖Cuan爨文化
来了
我币没了
太厉害了 学习了好多知识 谢谢
我我我我我我
爨
㸑
标题字
好勤我酬！
wow
爨
酬勤！
hamburger
确实
聚珍仿宋是真滴好看
太厉害了
#ame颜值#
女少口阿！
张东升又来啦
好巧妙！中华文化博大精深！
已三连
字的间架结构
"应该说, 感谢wow让我沉迷于更换字体, 关注字体.."
焦浓重淡轻 异曲同工
设计的基本功
越看越不认识这个字了
一直认为中华文化是最diao的
岁在魁首
这样盯着看我都不知道这个字的意思了。。
这什么字？
三连了
最后一个字高中文言文学过哈哈
我还以为是介绍字的组成意思，原来是字体
三连了
诸父异爨
我不认识“国”了。。。。。
爨乡陆良！！！
冬青黑体
专业
辛苦了，专业
黑你再瞪
哦，我悟了
666
准确地说，汉字是意音文字
〇是汉字……
有一说一，日本街头那个真好看。。。
从事的职业就是设计字体
加油！！！
专业
设计，既专业，也大众
各种edge cases，好有意思
好专业
bgm是玉人舞！
专业
原来如此
阿拉伯字：讲一讲我吧
中文之美
酬乐天扬州初逢席上见赠
韩国的
kc￼
就甲方的吊样，设计个毛
艺术生对粗细的感知会比其他人更敏感
干货！
好有趣
这个得充电才能对得起这个质量了
酬勤酬勤
这次一定！
卧槽原来是这样的吗
长知识了
中文！！
←写字是另外一回事了，写字想好看其实不用都等大小，可以看下有名的字帖
可以叫字胖
酬勤酬勤
ohhhhhh
wow
ohhhh
酬勤
ohhhhhhhh
ohhhhhh
ohhhhh
ohhhhhhh
哦哦哦哦哦哦哦哦哦哦
哇啊啊啊啊
原来如此 醍醐灌顶
times new roman 狗头
大佬，缺倒咖啡吗的女仆吗？
这就是章法
这动画做得厉害了
OHHHHHHHHHHHHHHHH
\
赞
硬核
！！！！！
你币有了
三连了
学到了
三连支持一下
跟着你长知识啦
很棒很棒
爨
强迫症才能胜任的工作！！！
厉害了
再来亿遍
哇哦
学到了学到了
我一个学化学的为什么要点进了
up的视频常常会带来惊喜感
哇，设置一个字体得多少工作量啊
真就哪里都有dotaer呗
专业
我想到了方正
硬币保不住了
康熙字典体值得拥有
宋版书美极了！
中文巨美
看完回到开头 三连三连
222222热门了！！！
原来如此
盒子模型
内外边距
日本用的最多的也是明朝体。
永意风国今警我然转随鹰酬
有点字重心不稳这个问题可能是简化的问题，不过不全是啊(ﾉಥ益ಥ)哈哈哈哈
哇学到了
篆隶楷行草
oh，学到了
把书上的东西读一遍就能上热门?你们都不读书了?
好好看
专业
厉害了
学到了
纪念路道口
字体设计是现代书法家
爨
爨。
666666
什么叫专业（战术后仰）
高黑块
赞
永乐大典
真棒
国玉国玉，人间美誉
哇塞  
微软雅黑非常接近填满了
关注了
cuan
cuan 爨
宋体
宋体永远地神
原来如此
呆
这这样嘛?
是这样吗？
爨
字面意思
手写就不会。。。凭感觉
这里的文字感觉从右边往左边出现会好些
书法大家
兄弟们，把公屏打在专业上
设计感
已经不会写字了，
永字八法
一键三连
真的有  那么丝滑吗
深度好视频
细细细细细细细细
谢谢up
感谢up分享
ohhhhhhhh
虽然是书上都讲过的，UP主能做成视频蛮好的
论语的字好看
酬勤酬勤
我特意去看了下微软雅黑和等线，还真是
这次一定
这个真看不出来
专业
哇擦，我叫王一，原来上辈子是个伯爵
首页通知书
爨cuan
交学费了啊
推荐《做字》这本书，刚好最近有在看
ohhh
书法界野字体警告！2333 不准设计人员随意创造字体破坏专业书法的美感！
真的好漂亮啊
今日酬勤！
文艺复兴+1
妈妈问我问什么跪在电脑面前
原来如此
平面设计师感觉很赞
酬勤酬勤UPUP
tql
666
长见识
原来如此~
但是好看
楷书真漂亮
啊 我的名字
这么多人
雷米
这次一定
typography
Woww
厉害
Woww
奇怪的知识又增加了
汉字极美
cuan
鴘gbiang
贚
专业
端粒？
学习了，多谢
看了好半天不知道这是什么字
爨
1
这段bgm起我以为手机响了
无数个夜晚太真实了
102142
12
我学书法第一个写的字就是永字 老师说的也是这样 永包含大部分常用的笔画
我TM直接3连！！！
三连了
cuan，云南还有这个姓
专业
ohhhhhhh
优秀
早就知道了。。。。
这些看起来是现代设计学的内容，古人已经很好很艺术的处理好了
说字被限制在方框中，但没说汉字都是方的，只是充分条件
看看现在的语文课本 简直丑爆了
到哪都有刀友 除了游戏里
经典客户端之外无处不在
爨
正
把脚去掉我都认不出这是“图”
你币有了，还是2个
otto！
哇
真美啊
你币有了555
专业
突然感觉买字体花的钱不亏
爨
爨
理想国排面
爨蠵
niubility Pro
排版教学
爨
爨
鸡皮一地
专业啊
日本的字体很多啊，能不能买过来改造下
关注了
难怪字体版权这么重要
学到了
中国街头招牌字体很丑啊
视频太棒了
提前结账
感觉真的白学设计
妙啊
风一直都写不好
日本的中文字体设计做的好
太专业了
你币有了
妙啊
爨体，我老家的文字
视频本身也是一个让人极度舒适的艺术品呢
好看！
永字八法是王羲之发明的
萧瑟！
一闪！
首页！！
不热乎，单来了
超喜欢发现好看的字体
哦哦哦
爨
zhuanye
好棒
满满的好货
酬勤酬勤
这里都能恭喜OG？
很难不投币
cuan，28画，好像是新华字典笔画第二多的简体字
精华
酬
看标题先点赞
感谢蔡伦
所以仿宋和楷体字显小是因为这个？
加油
专业
爨
挖偶
嘿嘿嘿
姿势又增加了、
这就厉害了？。。这只是在介绍概念啊
爨
焚膏油以继晷
原来是这样
恭喜OG
㸑
升华~~~
三连了
原来是这样啊
广 廣
Hoefler Text beats Times New Roman!!!（doge
升华
好家伙，我TM直接好家伙
我汉字天下无敌啊！
妙啊
怪不得叫印刷体。
爨
幻想踩花，天道酬勤
妈问跪
爨
汉字nb
国标码
这次给了！
不是吧话音刚落我都要哭了 你还下次一定？
妙啊
爨
学到了
这次一定
力
哇，确实诶
汉字是我们的老祖宗最伟大的发明。它是最容易表意的文字。同一个音，有不同的字就可以代表不同的意思。
/852\
国风今意我酬然
现在一般就是把字打出来后再在电脑上修改并设计。根据自己的需要或是顾客的需要来计设字体。
厉害厉害
原来对汉字简化主要是为了方便阅读和快速认识。是为了减少文盲。
↑biang并不是一种字
繁体的国字框内是一个或字。现代的国字是简体化的。
正楷，方正
原来如此
fgnb
哈哈哈哈
三连三连
哈哈哈哈哈哈哈哈哈
ohhhhhhhhhhhh
汉子无敌噢
好端庄
专业
太棒
妙啊
爨
高级啊
关注了
cjk
o ??!
首页推荐 报到
爨
行楷
三连有了有了有了~
cuan，原来我老师就是这个姓
中国文化博大精深
黑体
可怕
这次一定
视传专业表示刚刚学完字体设计课
天道酬勤
爨
bgm起！
爨
文化输出不行
爨
爨
待诸父异爨--归有光《项脊轩志》
涨姿势了
爨
看着看着，我就不认识这些字了
laba
 爨
牛逼啊
哇哦
火炮、轻坦、TD
哇哦!
盒子模型
四连了
微软拼音cuan爨第3
方正律师函警告！~
没用的专业知识增加了.
专业
monospace
请你字重
哇哦
异爨
柔软好看
太高级了
好高级
妙哇
高深啊
爨
黑蒜
ohhhhhhh
升华总结
蕾姆
laile
奇怪的知识增加了
66666
〇
搞起来兄弟萌
永，永远的神
专业
爨
这都是网上的文章，文字设计，都查得到的
我中华文明 博大精深！
汉字NB
爨
永和九年
文化强大
国风今然，我意酬鹰
绝了
至爱楷体
我悟了
有意思
iconfont
牛的
优秀
"大师,我悟了"
第三个字念cuan
看久了发现国字不认识了。
了解了平常不知道的知识 ~
行楷，永远滴神！
原来是这样的吗
幡然醒悟
这一页多少钱？
蔡伦是造纸的，他造的纸被称为蔡侯纸。
学院派知识，适合国内做
原来如此
永 yyds
MiLan Pro永远滴神
这里提出专业内的另一种看法，喇叭口源自宋体字，宋体字的参考主要参考自颜真卿。观点不作偏废。
爨
逐渐升华
原来是这样
好多繁体字就是一坨，没留白，现在回头看，简化一些字体是必要科学的
爨
soga
宋体在高DPI环境中基本已经要被淘汰了
這次一定
OHHHHHHHHHH
丑
呼叫睿总！呼叫睿总！这个视频你该一键三连了！（滑稽）
汆
爨
啊
搜迪斯内
火星文 我懂
先赞后看
wow
cuan
爨
"写好""飞、灰、家""走遍天下有人夸"
哈哈哈
好，我币没了
思源黑体？
爨
专业
求BGM~~~
专业
太厉害了
原来如此
视觉舒服了
爨
这就是书法了
学到了
国
和”串”同音
你币有了
+++
我说看起来好多字大小不一样，我还以为我的字号弄错了
害怕，专业专业
/
3392人正在观看，我惊了
专业
hh
永远爱微软雅黑
师傅，别念了
爨字可见于项脊轩志
cid16316
國風鷹
有吗？我看着都一样大啊
原来如此，调一下果然更好了
三连
你币有了
宋体字是明朝的，不是秦桧发明的
原来如此
汉字严格来说是音意 合体
首页！
妙啊
汉字既表音也表意
黑体不对应白体吗？
你币有了
有一说一，理想国这个译本不行，选对译本很重要
tql
字面排在一起叫牌面
封面《雅典学院》
我爱汉字！
稳定端庄！！不愧是汉字
BGM
好漂亮！！！！
刚好最近在学字体设计
好勤我酬
爨
好酬我勤
爨
哦~
3.
b站的弹幕
魑魅魍魉
感觉汉字的方正和活字印刷有关，望指正
爨
苏格拉底
这样啊
妙啊
来了
厉害啊
日本的花园字库应该是最大的了吧
最爱明朝体
哇
天呐
妙哉
永世不忘，纹银五两
typedef
齉表示不服
爨
学到了
前面的，永字八法在王羲之之前就有，别瞎科普
这个排版印刷好漂亮
专业啊
然字 位一直以为是夕....
我晕了
顿笔
爨
柏拉图
这次一定！
这里都能恭喜og?
太强了
爨
爨
万国来朝的中华盛世
你确定不是散光？
ohhhhh
书法要领记记（点黑板）
好看
？
民族的才是世界的！
直接赞了
国玉！
迨诸父异爨，应该是这句
你家春联为什么用简体字？
象形文字，看文字就可看出一些意思，跟那杂乱无章的英文不一样
好酬我勤
国
万国来朝
永字八法
这个必须三连
哇
永和九年
万国来朝啊，突然一下子就55555
爨
恭喜 恭喜
汉字NB！
4092人正在看
我的名字里有个永！！！！
BGM我以为手机响了
刚好有字体作业
国家
type-r
茅厕顿开
设计字体的工作量会不会很大
三连支持，UP主加油！
爨
好视频
关注了
字体排印学课程时接触了这一部分知识，当时感觉就很有趣。
永字八法
Biang 
中国红
天道酬勤
永字八法
一直以为是模仿的顿笔…
爨
唯一
爨
字重，苹果和安卓手机都有6个或以上字重，可惜软件的适配不达标
爨
设计师牛逼
ohoh
方块（儿）！！！！！！
关注了
专业
爨爨爨爨爨爨爨爨爨爨爨爨爨爨爨爨
专业
爨
框框里一个冬是啥字啊哈哈哈
爨
下次一定
我是字体
我悟了
牛逼
妙啊
䡜䡭
牛逼
Aa
三连了
靳埭强
66666666
爨
舒适
专业
哇~好神奇
博大精深
zj
字体好看
爨
我记得之前某报纸就成功的做了在缩小字体的同时，使其看起来更大
第三个字是不认识
我感觉我是文盲
太棒了
爱
font-family
好勤我酬
2个圆圆的东西
升华
啊这
三联了、
哇
爨
牛牛牛牛牛牛牛牛
李宁
每期三连
5666
你有币了
哇哦
黑
永字八法是智永和尚发明的
专业
草！
三连一定
专业
赞
完了，我完型崩坏了
我悟了
简体字一样好看
来了
biang
秒
妙
所以一套字库要花钱是很合理的
专业
国今下
好酬我勤
彳亍
楷体永远的神
✟✟✟✟✟✟
关键这些字据说都是人写的，然后录进电脑的？？？
这次一定，有了
看不到
学习啦
天道酬勤ame
大师我悟了
思源宋体
最好的繁體字
666
支持
很 丝滑
你们懂啥玩意 我咋什么都听不懂
这是在讲前端吗
专业
所以，能理解字体为什么要收费了不2333
思源宋体 yyds
握草，到处都有dotaer
666
侧 勒 弩 提 策 掠 啄 折
没有想到日本哦
牛逼
三联了
3
.0.。。。。。。。。。。
上等文明
好看
哇哦 学到
可iiiii j m k
xuexi
爨
中宫
uitu他图挺好
正方形、三角形、圆形
干货满满
哇塞厉害
练字就是从 永字开始的
牛
这个字念啥了？
鹰
爨
四千多人观看，我有点蒙蔽
國
不知道为何生活中觉得，苹果的字体，日本产品的汉字字体，都是比较优美的。
牛逼啊
风真的超难写！
爨
看来很多看似简单的事物后面也蕴藏着大量辛勤和智慧
爨
彻底转变了觉得字体不值钱的观念
对，风这个字真的虽然简单但是很难写的好看
6666
配合傀儡瑶观看好爽
b站可以自己上传字幕了吗?好厉害
ohhhhh
专业
三连了
美
作为一个平面设计师，看到最后鼻子一酸
爨
]
彩
缺爱
哦哦哦哦哦哦哦哦哦哦
啥事儿
哇
lineHeight
十
受教了
乱码
不稳并不是原本创作的问题，是因为简体字的问题
支持
三连
鹰是两个单人旁吗？
想起了汉仪
专业
国玉
爨
妙啊
五道口
妙啊
才三分钟，我已经嗷~了十几下了
太妙了啊
爨普
爨
我一直写不好风！
微软雅黑
大愛繁體字
你币有了
一天写20把字还是有效果的
金体
宋体是明朝为了活字印刷发明的
爨
我写不来走字儿辶
三连了
窜底下
爨底下
爨
手写体怎么设计的？用画板吗？？
我的梦想
国今下
云南曲靖爨宝子碑
有意思有意思
永字八法
北京人在此，爨底下，老地名儿了
挖槽
爨
biang
炸出一堆曲靖人
视频剪辑师表示好的字体真的太重要了
斗鸡：还在酬勤
不是微软默认字体么。
原来怎么复杂的
草，关注了
哇，我的名字
厉害了
这么多AME么
太硬核了!
衬线字体？
感觉自己枯了
烧火做饭的意思
宋体是观看大量文本文献时最适合的字体
永
4087个小伙伴好
asdfsafsdf
年呢
爨
及诸父异爨《项脊轩志》
这次一定
好勤我酬
cuan爨
太牛了，以前都不知道
爨
专业
首行缩进
辛苦了
。0
这么丝滑吗
投币！
爨
头皮发麻
硬核 i了i了
爨
哇
然字我都忘记怎么写了
爨
正经的知识增加了！(恍然大悟)
好专业！！
爨
cuan
迨诸父异爨
永
margin:20px
同伦
FontForge弄过，累死我了
心 受
爨
  margin padding border很好理解
这是常用字库，包括非常用的总共20902个字（含部首）
好 酬 我 勤
任务艰巨
问题是盗用字体的太多了
学毛笔的时候老师也说过
爨
线衬
爨
很棒
专业
后期好强
酬勤
爨
美术老师教了
造字工房是真的好看
学到了
专业
方正的字体真的超级好看
有意思
爨
汉字承载了几千年中华的文化，汉字才是中华文明的最大的传承和成果。
爨柴火
汉字天下第一
爨
妙啊
我真为自己的民族自豪，我们氧气很充足
居然要说完了，感觉还没看够
最喜欢苹果的
嘿嘿我的家乡爨乡
妙啊
牛
em，路牌还是需要有英文标注的
声音太大了
户的繁体是戶，一样不稳
爨宝子碑的爨
爨
我悟了
爨
wow
永乐
爨
学到了
书法
书法灵魂
文化
仿宋GB3213
好看
cuan三声
好了，这三个字俺都忘记咋读啥意思了
売
keynote做的吗
爨
原来是这样
起床了
东风
我关注了一个叫喜鹊字体
永仁
都快不会写字了
网页版首页
Ohhhhhh
然和风我一直写着不顺手，功力不够啊。。。
爨
国风今意 酬我鹰然
好看！
好多人
爨
我们中文太厉害了
投币了
好酬我勤！
font-weight
font-family
仓颉造字
wuhu
学到了
霓裳羽衣！
这字太好看了
我张东升又来了
妙啊
非常好的研究角度
现在海德堡印刷机太精准了
爨
国玉国玉，人间美玉
一怎么说
.3.
请字重
AME
厉害
biangbiang面
爨（只会输入法不会写）
涨姿势了
"卧槽这原来是设计的,我一直以为是雕刻不到位的原因"
专业
厉害啊
爨
我都不认识国字了
？？？妙啊
牛壁
这字念cuan第四声
侯国玉
直接调整体就会让粗细不一，所以是先界定字形大小分布
支持
复兴兄弟们
字幕好棒
爨
你币有了
666
先赞后看
工作量巨大
爨
爨
前面蔡伦的笑死我了
宋体是明朝期间产生的字
风好难写
相当重
真的 专业！
牛逼诶
永！
为什么我认识第一个字
无数个夜晚加班加点
挖槽，狂起鸡皮疙瘩
PPT做的好好啊
爨
up牛逼啊
好勤我酬，恭喜OG
好字
啊这，我还以为是宋体特有
我tm直接三连
方正表示这个视频容易少工资
康熙字典体已经被用烂了，现在觉得聚珍仿宋体真心好看，西窗烛用的就是这个字体
爨
好认真啊
爨
6
爨
中华文化博大精深！
三连了，为了中华文化
我的名字里有“永”字！！！
幻想踩花，天道酬勤！
建议练书法
专业
今天又学了不知道有什么用的知识呢
妙啊
前面那个，汉语确实是表意文字。up主没说错（黄廖本下P138）
我喜欢哥特式字体
？？？？？哇
妙啊
重是重要的意思吧，权重的意思。
涨姿势
爨
专业
爨
吊州人来支持思源字体
学到了
设计不需要成本？让你白嫖？
字框意思
妙啊
原来如此
这么多细节啊，太厉害了
原来如此啊
这次一定
其实我想设计字体！
交
bijiajin'
这个学习了！
纛
这次一定
神奇
font-weight
永久
爨
哇真的
秒啊
哈哈
太专业了
Margin  Padding
爨
哇
这点日本做的都比我们强
美啊
现在总共两百多个国家（doge）
真复杂
爨
好看
biangbiang面的biang
妙啊
涨姿势了
已三连
.
+
soga
受教
爨
收藏了收藏了~
爨
爨cuan
爨
这不就是道么
看一下弹幕什么字体
ohhhhhhhhhh
ohhhhhhhhhhhhh
这么神奇
爨
爨
爨
我最喜欢仿宋，楷体
已三连
还有群可以进吗？
专业
奉
永字八法
迨诸父异爨
膜拜大神
完了我不认识这个字了
《横竖撇点折》
爨
！！！
写个爽，写个爻
中国大街上的字体太丑了，极其需要改良字体
外边距内边距
哦哦哦哦哦
ohhhhhhh
爨
专业！
酬勤酬勤
-a
就
汉字
说起来繁体字才是真的好看
居然这么多学问在里面
国玉
酷
博大精深啊 这个鹰还只是简体
等线体
专业
瘦金体必须有一席之地
《字体大爆炸》也提到了这个永来分析
所以简化的字也要注重结构的比例，显得不那么重心不稳，都是有讲究的
抛砖引玉
margin padding border的赞一个
爨
真的好美啊
万国来朝
nb
难怪我写自己的名字特别丑。。。
？？？
十字架
看就了觉得好奇怪
字表
字面框
厉害了
宋体不是明朝的吗
表意文字
永子八法
爨
首页通知书
厉害了 果然外行人只看了个热闹
果然我不能很齐的写一行字 是因为没有考虑到大小
我天长见识了
这错位修正也太牛了吧
爨
哇
学到了
3
排版
哇
爨
爨
国今下
爨
爨文化，曲靖
三连
我一直是念字重chong……
原来如此
wtf
哦
那么多学问？！
