让我告诉你开着弹幕
这飞机脑溢血
你就会变成石头
这电影w h x k guo
看过
然后人都死了
挺感动的
音乐无罪
BGM : HOP 
扎克伯格？？
哈哈哈
什么鬼bgm
我不止一次看这部片
BGM太难听了
侮辱人可以，别带上家人
希望去掉音乐
看过
BGM？？？
我靠有点像澳大利亚山火诶
风向没问题，只是逆风的人为火慢，但也会向有燃料的地方烧
点赞有了
这不是之前那部消防员的电影吗
黑眼圈
爱护环境那位思路惊奇
这bgm…
丧尸
泪目
弹幕高潮
我就驼背
这样锻炼是不健康的
那些说抖音的，BGM不合适就不合适，非要表示一波自己品味高贵吗
胡子哥谁都不待见另一部美剧番外也是他不待见人好可怜哈哈哈哈
没有bgm侵权
求删bgm
提前致敬！
像扎克伯格
BGM太吵了
戒黄赌毒后的福报，特别是戒色后
没bgm过不了审
营销号老音乐
电影名字：打死不看简介
难是因为范围太大，但相比城市消费员，这个安全的多
至少能坚持下来，没看错他
还算是个人
那种步伐真的很真实
目泪
地铁bgm！
bgm
剧透？？？
大规模山火几乎没法弄隔离带
接盘侠
因为不是你的
前方剧透，建议关闭弹幕
Burn the page for me 忘记我的过去
长得有点像小扎
I cannot erase the time of sleep  沉睡时光我无法抹去
山火蔓延速度很快的 
别放背景音乐啊
祸不及家人
打问号的去了解一下吧
哪来的钱？
这个电影真的不错啊，以后去看
基地
这只是个电影
身体不好剧烈运动很伤的
就像澳大利亚某组织一样，为了保护环境，导致了更大的山火
泪目
泪目
真实事件改编
环境保护组织？
飞机不去灭山火？
女朋友好眼熟
只能在去城市的路径上设置隔离带
bgm合不合适是个人感受的问题，自己不适应就别认为别人也和你一样！
泪目
？？？？
这么多山火吗
前面那个福报的你该不会真信戒色吧了？
没
这么牛逼怎么不去喷山火
山火其实真的超级快
有丶励志
BGM声音太大了
最怕外行指导内行
都给老子哭。
赞
有什么关系
扯着蛋了
致敬
致敬消防员
你有本事去洒没边的火啊
加油
进度条不对劲
我决定接鲁
背景音乐根违和。
练完腿
什么鬼⚆_⚆
这tm是接纳？？？？？
送货上门？？？？
这是男生的快乐？你在讲什么屁话
这么靓的女友，还愿意生下来。这男的好命啊
bgm有点……
什么快手抖音味，我从来不刷这些软件，不觉得BGM尴尬
山火也只有这种方法最好
致敬凉山州牺牲的消防员烈士！
还真是灭霸
BGM太大了
前面那绿帽妄想者这词太好了，真的够烦现在动不动就绿色弹幕要坚强
BGM声音太大了
建议看原片《勇往直前》
营销号？
卡兹
哈哈哈哈哈
可爱。
体训生表示，这样的身体，这样的训练，最多坚持2
最多能坚持2周
天哪
用词不当
分崩离析？？？？？
炎炎消防队
背后是万家灯火
BGM。。。。。。emm。。。。。
还算是有担当
star sky
Bgm好评
还没看完(~_~;)
可以用惨烈
山火根本跑不掉的
尼采说：一个人知道自己为什么而活，就可以忍受任何一种生活。
泪目
这走路真实
在？为什么用这个BGM
BGM真的多余
那个说这么快的。在风的作用下它可以更快。
致敬所有为我们而牺牲的消防英雄！
他就会像096一样追杀你
这个是勇往直前，最后只有一个人活下来，其他消防员都牺牲了
电影名字叫做什么？
澳大利亚
男主身材很好，看出来了
爆裂鼓手真的牛
励志
bgm太大了。
不是氧气的事，是没有没有可燃烧物了
立地成佛？
我放下了我的switch
关系不好开不了这种玩笑的
我没女朋友。。。
求删bgm
电影，勇往直前
不要以为山火很慢！
灭霸
为了女儿
bgm啥意思啊
直接泪目
bgm有点不搭..
这不就是男人的快乐吗
毕竟胡子哥他的鞋子被穿走了
众叛亲离？
唯一幸存
用魔法打败魔法。
爆裂鼓手
分崩离析？？
队友三观很好，不迁怒与他人
你这么玩 冲进去灭火来不及的 火势太大
他都不看
BGM:star sky（星空）
山火是自然现象，说壮观没毛病
BGM声音太大了
bgm醉了 差评
欧美国家很多基督徒不会随便流产，有的国家也不允许，还有国家的育儿津贴也不错，单身生育也大丈夫
泪目
致敬！
建议换bgm，好好的解说，背景音乐听的好尴尬
雷姆泪目
泪目
可以
bgm又关你什么事？
这个故事真的很难受后面
bgm怎么了吗？？（单纯是没明白）
有病吗？
火大到一定程度，就会拥有自己的小气候，将会变得更猛无法人为扑灭
爱讲死了
壮观又关你们什么事
有病吧
学学地理吧。孩子。
不看，滚行吗
哪有那么容易岁月静好
大型的山火一般都是隔防火带
众叛亲离不合适啊，没人背叛他
这是科普电影吗
好汉歌
好汉歌
泪目
弹幕有些人怎么这么无知，他们点的是小火，山火一般都是等它烧完的，没有说飞机装点水就能扑灭的
科普电影
BGM真的吵直接放原片不是更好？
BGM :步履不停
倒点火
BGM:步履不停
老营销号了
泪目
到这里结束就够了
你不看抖音就不觉得有抖音味了
毒舌唉
感人
都死了
觉得吵可以不看
戒断反应
不要悲剧 不要悲剧 求你了
我怎么不觉得
？这bgm
难道不壮观、》
挽尊
vans跑步
海尔兄弟里是不是有？
三连了
这句话确实
小学生弹幕真多
营销号bgm
全部牺牲了
真的，bgm很违和
凉山
Bgm声太大了
我好像看过这片段个
爆裂鼓手！
特效好评！！
进度条警告
一个负责任的男人。
BGM劝退
这个up用词不太恰当的样子
盲猜结局很惨
这BGM去掉好吗？这BGM好难听
泪目
提醒  关闭弹幕食用
关闭弹幕！！！1、
这bgm
不加BGM过不了审
深林防火都是这么干的，用水根本不够用
我看过，很感动
bgm太大声了
步履不停
。
？？？？？？？？？你有看对话吗，这是浇错了
这个我很久以前在抖音看过，而且基本没变化
这种视频都救不了我了
泪目
真事改编
大山火只有隔离吧，怎么灭？
看过
bgm有点。。
壮观？？？
BGM有点吵了
你管这叫防火线
Tony我爱你中国
额 我想说在中国 肯定不可能
拿人命开玩笑？
抖音感降低了整体逼格
我想说的是，你去国内消防队说，你想做消防队员，你看看会得到什么样的答案
讲电影放这bgm，你币没了
好朋友才会这么玩，说不觉得的一看就知道没交过真心朋友
勇往直前，爆裂鼓手男主也是他
啊这
Star sky
泪目
bgm真low
激烈运动后，运动的肌肉属于撕裂阶段，神经会自主的收缩用来保护身体，所以激烈运动后一定要补充蛋白和水分，不要休息，进行堕性运动，可以加快肌肉恢复
激烈运动后，运动的肌肉属于撕裂阶段，神经会自主的收缩用来保护身体，所以激烈运动后一定要补充蛋白和水分，不要休息，进行堕性运动，可以加快肌肉恢复
老哥这是没人吗？
优酷可以看
剧情好有代入感让人不想发弹幕
哈哈哈哈哈
bgm不好听
这手势就很真实
致敬我国消防员
库伯？
感动
跑完就喝不怕肺炸了？
山火砍隔离带往往是最经济又最危险的做法
B站现在怎么这么多天龙人，bgm都要双标？
求bgm
好了，，改走了
是他背叛亲人……
你只要盯着他的脸一两秒，他就会锤爆你
前面的，而你讲的才是屁话
这BGM.....
通过烧逆火来制造隔离带
这特么不是扯淡。练完腿就是这样
这个BGM建议去掉，太大声了
长知识了
泪目
山火能靠森林养料死灰复燃
像极了突然训练都我
毒舌？
BGM挺好的
bgm：   梦之安魂曲  同名电影属于反毒题材，值得一看
喝凉水会死的
你搁这放啥BGM呢？
我想起了那逝去的消防员们
会不会不是他的孩子...
最烦这种干涉专业的，你可以质疑，但不要直接干涉
毒蛇电影解说爱了爱了
抖音搜毒舌电影
正经人谁用这bgm
看到这儿好像看过
致敬所有消防员
一股抖音味?nt趁早滚吧，这tm是告白之夜，别什么都不懂在这嚷嚷，这都能云我是没想到
营销号
逆火
我想举报他
这个bgm比解说声音还大，搞锤子
看过
浓浓的抖音风味
在？能不要BGM吗？
泪目
结构放错了
你的寒王？
bgm出戏啊
队长太秀了
感动
就递给了他
为自己准备
你这咋解说咋跟别人一样的呢
最起码还有个目标，我呢？呵呵
两次事实证明代价很大
澳大利亚？
罗志祥？？？？
bgm好多了，刚刚声音太大了，听不清
bgm不大有要打官司的
本来觉得讲的挺好的，就因为这BGM不太想看了
配乐鬼才
队友正能量！！！可以的
突然想起了英雄少年赖宁
像是扎克伯格
骂谁呢
BGM再见
我也看不懂你放着沙碧bgm干嘛
泪目
我连面试的机会差点都没有
致敬
bgm怎么了，内容不错就行了
前方泪目警告
BGM再见
BGM   你币没了
BGM很不错啊 你们看快手抖音多了 才会觉得难听吧
吐槽nmdBGM
这是结局，别往下看了
嫌BGM吵得 看nm呢
泪目
这个台词为什么和毒舌电影一模一样
自己退出去不好么
woc，勇往直前
嫌BGM吵的 自己退出本视频
bgm？
一人当兵，全家光荣
早不退？
？？？
花岗岩?
灭哥
防火线在以非洲那种地带比较好用
弹幕怎么了？这是隔离的一种
可是这个世界我们碰的到那样的队长吗
泪目
bgm吐了
这是科学的。
看到一半做了四组俯卧撑回来继续看
BGM头疼
光这火的热浪过来就够人受了，真恐怖！
BGM：Time back 拿走不谢（滑稽）
勇往直前
bgm：time back
以火灭火是对抗自然火灾的老办法，听起来离谱但很管用
抖音bgm
这个bgm舒服多了
得（de2）
扎克伯格
泪目
真的感觉乱加笔迹t bjm很坏气氛
我哭了
戒色怎么呢？
泪目
这个视频之前就见过了
哭了
我记得荒野求生夫妻档讲过，没听过也太low了
前排提醒：建议关闭弹幕食用更佳
前排提醒：建议关闭弹幕食用更佳
前排提醒：建议关闭弹幕食用更佳
前排提醒：建议关闭弹幕食用更佳
前排提醒：建议关闭弹幕食用更佳
大制作
这么喝水对身体不好
没背景音乐更好＋1，真的影响观感
有抖音音内味儿
我喜欢这个bgm，不喜欢你可以关掉
进度条告诉我没完
勇往直前
然后儿子不是他的
那不是移动迷宫的那谁嘛，，，
想了解西昌和凉山牺牲消防员的经历，可以去看这电影
big:大
觉得壮观有问题的，请不要上帝视角
我总觉得老虚要绊一脚
当时给我看哭了
真的是英雄
想把这bgm掐掉
要是突然发现那个孩子不是他的就。。。 。。。
吸血鬼日记女主之一吗
我记着死了都
你们能不能不要因为个人感觉来影响他人的观看体验？
这叫野外消防，不是什么山火消防
bgm声音真的太大
崔佛？
三要素:燃点，可燃物，燃烧条件
勇往直前
泪目
我觉得音乐挺吵的
我看过
三过家门不入
盖奇
哈？这不是你们弹幕祖安文化了？
.
vans跑步?
弹幕无知的小学生太多了
勇往直前
小扎？
iPhone5？
@澳大利亚
惨烈
iPhone4s
啥名
不！我想起了不好的事情(我看过。。。
泪目
致敬消防员
泪目
太危险了
致敬
众叛亲离？？？能这样用？
被吸引进来的大多都是自甘堕落的，找借口很合理
成语怪才
队伍
我是垃圾
众叛亲离？你怕是对这词有误解吧
就凭他能跑到吐
说消防是公务员的建议自己去了解下，没你想的那样轻松
啊，沙城暴来了我操
两排火对着烧会耗尽对方的燃料
卧槽这进度条
两遍，……
男主是分歧者里的那个墙头草吗？
哈哈哈
这话在理
扎克伯格出演？？
最后全死了
有些人不知道，我的感受是长时间不运动一旦剧烈运动，第二天你可能站都产不起来
还有社会的毒打
抖音影视剧祖传bgm
责任这种东西，有的人明白的早些，有的人明白的迟些
底部弹幕真的没有素质
电影名打死不看简介
这男的长得像扎克伯格
一个吐槽bgm的弹幕，至于引战那么多？
我可以
我都可以惹！
。
BGM没问题啦
全世界的消防员
声音变了？
完蛋，这个队友
好电影、
剧烈运动完就会这么多凉水是很危险的，会猝死
bgm太吵了
泪目
放什么破BGM
老营销号了
致敬！
LJ
孩子不是你的
跑完马拉松同款233
营销号？
众叛亲离可不合适，一无所有到还好
队长真伟大
走姿真实
这个男的主演的爆裂鼓手也很好看
场面人
首页通知书
我好像看过
bgm劝退？
点倒火吗
You are not responsible for anything
泪目
QQ
BGM声音太高了点
自己爱的人是自己做人类最后的底线
国际通用手势
爆裂鼓手啊
我去看了电影，哭了10分钟
跑完喝凉水不怕心脏受不了吗
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
泪目
泪目
众叛亲离这词不当
这句话确实
爆裂鼓手里的安德鲁???
山火少的真的很快的，亲眼所见
能开启玩笑了
这部电影我看过，是真实的故事
bgm实在是多余
嫌弃音乐不是你自己的问题？能怪音乐？
这飞机应该是搞错了，并非针对吧
bgm：time back
我看过
up你抖音看多了吧
这个很有效啊
真理往往掌握在少数人手中，领导只会要求最低耗最高效的办法
这就是狗领导，只要求业绩，不顾底下人死活
不灭里面的火，浇外围的火，飞机真牛笔
以火攻火要很专业的人才行
我感觉就是外国版的我是余欢水
起飞
泪目
这也太快了
为了自己的娃。地狱都愿意走一遭
起飞飞飞飞飞飞飞飞飞飞飞，呜呼呼呼呼呼呼呼呼
anything
雕像？卡兹
BGM太滥了
好励志啊
自甘堕落的人看了一眼默默退了出去。。。
这bgm什么东西
大家不要学哦，剧烈运动之后不适合在短时间内大量饮水
坚持
极速前行好像是
sir可不是营销号
让我想起了自己在产房外听见女儿的第一声啼哭
分歧者
嫌弃音乐是我们自己的问题？ 行，祝您天天被各种您不想听到的音乐环绕，记住了，你不喜欢的东西都是你自己的问题哦
看内容不行吗，为什么只在乎bgm
bgm脑壳疼
要是真正用心看影评会在乎bgm?
泪目
赞一个
安德鲁
好快
男主长得很像扎克伯格，然而扎克的脸太窄了
rushing or dragging
莫不是灭霸
会不会用成语？
建议关闭弹幕食用
哈哈哈
是b g m的声音太大了，听不清他说什么
有前科还能去消防队吗？？？
进度条不对劲。
泪目
勇往直前
致敬
致敬
说不定是个多人运动员
我看过勇往直前
我真的不明白，为什么外行总是自信满满的对内行指手画脚？？？
泪目的兄弟们把泪目打在公屏上
神似冠希哥
泪目
泪目
四个月？
呸～单身狗呢！！！！
中国这样就好了，骂人别对着家里人骂
这种玩笑都不能开你有朋友吗
阿姆？
这电影最后看哭了 真的真实
！！！！提醒：建议关闭弹幕食用更佳！！！！
朱一旦的bgm
@澳大利亚
BGM：Star sky   两步逃离地狱
肉改社
等等！马里奥？？
这bgm我想吐
营销号味道
英雄不朽，人民永远铭记英雄
肉改部
国际友好手势
营销号专用bgm
BGM有点吵
很棒
看不惯屏蔽，骂人你是真的弟弟
不交流直接干？
盲猜最后死了
你币有了
BGM让我心好方
建议弹幕屏蔽bgm，观感更好
DGM。。。。
火乘着风势会蔓延很快
我看过诶
wuu
这里本来是没这么快的，是后来风向改变
啥都听不见
毒舌
不分国界致敬消防队员！
对对对，就是这么眼熟，爆裂鼓手主角
bgm真的搞心态
太绝忘了
确实，BGM声音太大
不分国界，致敬消防队员！
？
up没好好看 电影中说的是男主妈妈风流 不是前女友 
进度条？！
这个bgm就是被身边外放抖音的人支配的感觉，听到就很难受
bgm是真的....一言难尽吐了
bgm声音大得离谱
勇往直前
换位思考能力强，共情能力强，如果再加上真实体会过，说不定会哭吧。
有一首歌好像就是说的这个电影，歌名叫merry go round
好电影
这什么片子？
勇往直前
为什么要带绑带
为什么要带绑带
抖音看过了
眼看着好起来了，男主最后不会牺牲了吧
打了一个响指，火灭了，回家吃面
泪目
有没有人比我懂灭火那味了
救赎
泪目
致敬凉山灭火英雄！
近距离站在火边上，会非常烫，尤其是大火，根本受不了
这bgm？？？
致敬
这是澳大利亚么
致敬
以火攻火是灭山火的一种重要战术。
泪目
后面我看过！！
好像马克扎克伯格啊
.BGM真心烂.
把BGM去掉行吗
BGM确实声音大了点，如果能改进一下，让弹幕环境更良好不是也是对UP主以后发展更好吗？不要一点批评都见不得
BGM声音有点大  影响
只有男主活了下来
这部电影真的很感人，向消防员致敬
我好像知道结局了
做个亲子鉴定发现不是他的哈哈 
有点像Eminem
2877在看
？
把BGM关了吧 吵死了
致敬
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
BGM就是那种专业的 就是那种 你懂的
挡字幕的有素质？
壮观？
滚到我收藏夹吃灰去！
bgm-10分
换一个BGM会好点
这里有个问题，男主本来是城区消防员，所以才会应聘消防队
泪目
结局很难受
泪目
说白了还要靠自己改变
我觉得BGM没问题很不错
加油
哇
蕾姆
想到了凉山英雄
那么长，有反转
这个片子挺好的
那你用飞机把火灾的活给他熄灭了呀！
好吧，我在抖音上看过这个视频，而且是原创的
壮观?这什么用词？
我爸是大兴安岭根河机降大队的，大兴安岭大火，死了好多人
bgm：hop
大家也别对这BGM戴有色眼镜观看，调整一下自己的心态吧，至于BGM 声音太大可以去评论区说，
瑞贝卡
这句话听着舒服
众叛亲离？？
用词太。。
壮观？
在讲台放把火 热辐射会直接把教室后排的书本引燃
垃圾bgm
点名名字:勇往直前
乘风火快的很
bgm太吵 声音有点听不清
我发现我也看过一点
泪目
这是真事改编
不是领导是评级考核官
泪目
看出了其他平台的感觉
其实解说BGM都多余
不打了，扑下你手
会死吗
扎克伯格？
国外骂家人是不可理喻的
鬼见条
只有你带上厌恶的眼睛你看什么都是厌恶的
关闭弹幕建议不看
关闭弹幕建议不看
这个BGM真的很违和
毒舌哭了
up盗视频？
不加bgm过不了审吧
？？？？？？
以火攻火有点危险啊！
养别人的孩子？
正道的光
正道的光
黄岛山火
嘲笑菜鸟可以，但别带上家人
这叫迷途知返
不加bgm就侵权了。。。能不能别问了好好看不香吗
这是赎罪
？？？？？
这bgm搞得像营销号
顺风下的山火侵袭速度
主要是烟让人窒息
致敬
去抖音一个叫毒舌的看一模一样
横纹肌溶解了解一下
这背景音乐又大声又不应景，难听死了
不是领导
运动完饮水小口多次
不可能，能这样早这样了。但还是有的，那么多人中就那么一两个吧？
细节发现竖拇指
bgm喧宾夺主
这种电影有必要开玩笑吗？
走了 音乐太吵
你放bgm是什么意思
说话声音小，bgm那么大声
花岗岩
弹幕有毒？不想看出去
虽然是自然灾害，但确实壮观。没什么问题
BGM确实有点大声。可是不能这么批判他，最好是私信up主。告诉up主怎么整改内容？
特讨厌bgm这种东西，吵死人，溜了。
泪目
好像死完了？
旦总用过的bgm
bgm是步履不停里的
还是有点钱的
这bgm在抖音适合，在这是确实b站的小伙伴不买账
真实
盲猜男主就前女友
泪目
BGM 还好，主要是声音大了
一定要关闭弹幕!
毒蛇？？？
男人没有责任心真的很可怕
澳火
你的有个这样的女友
bgm吵
关弹幕的不用看了退出吧
讲的还行，就是BGM不好，应该选安静一点的
真的是灭霸
瑶?
进度条
公屏打在泪目上
万恶的营销号毁了多少优质的音乐
这声音没处理好啊
我觉得还行，你们是人上人吗？这俗世间的音乐打扰您修仙的心境？
灭霸
国际手势
泪目
营销号？？？
抖音和b站有个锤子关系？？？
正道的光
ohhhhhhhhh
致敬
bgm声音大了
BGM吐了
泪目
这不是爆裂鼓手 只是同一个男演员主演的
全给我屏蔽bgm
不想看出去
????
致敬！！
男的一定要有这份责任心
致敬致敬
责任重于泰山！！！
BGM
这背景音乐？
背景音乐不能乱用
《勇往直前》
泪目
可以可以
泪目
泪目
泪目
"格拉尼特山高手""消防队"
众叛亲离？
泪目
好人
勇往直前
好了
白嫖失败（泪目）
哈哈哈哈哈
这剧情结尾很舒适
我帮我朋友看看
只是因为bgm很吵，调小了up声音也没了
真实的队友在你不需要帮助的时候他飞来帮你
不喜欢就静音吧
爆裂鼓手 里的男主
泪目
泪目
这不是营销号发的吗
bgm是啥
歌曲没有错
背景音乐太大了，盖住了人声
舒服了
强
阿sir来b站了！
浪子回头 可贵
弹幕nc吗？，一直说男主前女友
进度条...
不，他靠的是一个好队长
time back
BGM:时间回溯
我也哭了
澳大利亚灭火队？
盲猜到结尾
起码不是单身狗
泪目
没解说了直接放原片吧
我是替我朋友看的
？？？？？
bgm：star sky
哇，这个俯卧撑，定得好稳啊
yin君子是什么
泪目i
这对不常锻炼的正常人都是痛苦
好烦这个音乐
致敬
老换BGM
背景音乐很垃圾
毒舌
一。营销号
????
反转？
出来了 营销号的小号
泪目
勇往直前
泪目
会
声太大了
BGM好吵
背景音乐好吵啊
背景音乐好吵
结果告诉他这孩子别人的
BGM声音太大了
真的，山火消防员在执行任务时战死率相当高。
别人的孩子滑稽
真实事件改编
bgm有点点烦
这种活相当危险，因为大兴安岭地区的山火来了的时候，根据采访还说火里会跑出熊和虎，然后风还大，站不稳。火烧得还快。十个里只有8个回来了……
这是什么电影
就知道bb笑了
泪目
男主不是城区消防，前面的，只是上过专业课
看过
