这是什么电影
這位被採訪的人是石林，他的兄弟犧牲了，後來他也犧牲了！現在兄弟的兒子也犧牲了……兩代人，大家都不在了
毒贩有手榴弹？
致敬
不好意思石林的消息沒法求證，是在別的視頻看到的，如果有誤麻煩更正
張從順和張子權這對英雄父子已經在天國團聚……
致敬
佛祖已经不算印度了，那边的没有佛心
@剧毒术士嗑憎冻，想复出下辈子吧
致敬
毒贩有时间装备比警察好
前面的，重机枪一个人拿不动的，冲锋枪很适合缉毒
哪有什么岁月静好只不过是有人负重前行
@柯震东
致敬
回溯现在，只为赞一个
我有个哥们是干过缉毒，中弹了，还好把命保住了
致敬
人类的法律惩罚太仁慈了，因为是人！所以应该让阎王爷来审判！
致敬！
致敬
耶稣？在中国不管用！
那英，王菲，汪峰都吸过！
涉毒都不该原谅
阎王：还想复出？来爷爷这里演啊！来！
玛德都不配为人还复出，做梦去吧
房祖名导演的电影都快要上映了…无语
我国缉毒队需要像美国税务局一样的武装，对毒妃直接单独对待
精神分裂是不熟也应该不能复出
天
点赞
致敬！！
致敬
原谅他们是上帝的事，我们要做的就是送他去见上帝
潜入行动不能配重火力，不然容易暴露
缉毒警太难了
有的缉毒警牺牲了连墓碑名字都不能有，会被毒贩报复烈士家人
Gai
那些说全自动武器不便于隐蔽的有听说过全自动手枪吗
不能原谅
致敬
原谅？原谅是上帝的事情，我的任务就是送他们去见上帝
铁汉柔情
便衣警察带长枪会暴露的，只能手枪了
原谅他们是上帝的事，而我们的任务是送他们见上帝
建议拿Ak
你被人喷你想想你会怎样
绝不原谅，不杀了他们已经是仁慈了
你们发这些弹幕，虽然为了泄气，可能会吓跑一些胆小的中国人
致敬！
北京爱情图鉴怎么了啊
原谅它们是上帝的事，而我的职责是送他们去见上帝——燕双鹰
缉毒是紧急逮捕，带重武器不好抓人，荒山野岭你带个步枪能抓着谁?
致敬
别说什么复出了，直接枪毙可好？
这就是人性好吗？你也试试
原谅他们是上帝的事，我们的任务是送他们去见阎王
致敬
致敬
原谅他们那是上帝的事情我们的任务就是让他去见上帝
这该离远一点让他们双手抱头蹲下再过去，有额外动作就打他们
致敬
坚决不能复出！
致敬
永不原谅！
什么职业人员都不能XD
不管什么行业人员都不能XD
这位漏脸的恐怕也是遗像了
只有耶稣接受忏悔，然而他接不接受和中国人民没半毛钱关系
学学美国irs配的火力
建议像美国缉毒局那样装备
动物性的弱点
侯勇
直接击毙
致敬
除非是黑星54手枪要不防弹衣都可以保你一命
先赞后看传统美德
致敬
绝对不可以
中华之剑！
致敬
致敬！
现实情况比电影更恐怖
@柯震东
他已经不是你爸了，他是个怪物！
严惩，绝不原谅！
致敬
还是仁慈了，直接开枪
打得好，我爸就是被这玩意害了
打的好，我爸也是
三连顶上去
这个电影叫什么
老子是警察 背靠国徽
看着很难受
哭得...好伤心...
致敬
致敬
帅炸
血性男儿
什么电影啊
永远不能复出
致敬英雄
致敬!
请问这是什么剧呀
心疼缉毒警察们
建议毒贩直接射杀
原谅他们是上帝的事，而我们的职责就是送他们去见上帝
阴影
复出？你试试，看你复的成吗
不能原谅
什么什么剧 这是真实
我警的设备有防抖吗？
原谅他们是上帝的事，而我负责送他们去见它
致敬
90年代的禁毒纪录片《中华之剑》
去舔一下他主子试试，马上复出！！！！！
致敬
什么电影？
致敬
致敬
致敬禁毒英雄
男演员拿手挡完了吧
致敬
柯震东出来拍电影了
致敬
致敬
致敬
柯震东你别想翻身
致敬！
因为赚钱 所以要复出！
舒淇吗？
致敬
坚决禁毒
现实往往比影视作品里更加残酷
致敬
泪目
tamad
中华之剑
不能复出
绝对不原谅
绝对不原谅
不原谅
知错犯错绝对绝对不原谅
你能让缉毒战士复活，我们就不介意你复出。
露脸了，这位英雄也牺牲了
致敬
致敬
我们民族在这吃过大苦头的啊，怎么还有人不长记性？！
致敬
刀呢
柯震东
致敬
致敬禁毒警察
泪目
请批准重武器
绝不姑息。不能回到当年的鸦片战争
这种距离重火力远不如小巧便捷的手枪好用
致敬
中华之剑特别经典
致敬
致敬
一键三连了
你不说我还没听过
致敬！
应该配备更先进的装备
于震
建议死刑
致敬
致敬英雄
@宋冬野
国家必须重视自闭症入学就业养老托管医疗保险
永远不能复出
致敬
原谅他们是上帝的事我只负责把他们送到上帝面前
致敬
致敬
建议大炮轰
台湾的谁 柯震东想复出？？？
怒赞
向毒警致敬
致敬
痛改前非 没伤过人可还行
这不是电影这是真实纪录片
致敬
毒贩就应该枪毙
绝不原谅
致敬
柯震东为什么还能上综艺?
天呐
建议买卖同罪
明星本来就是用来坑沙比钱的，他们愿意当s币哈哈哈，外比巴卜
致敬
草
明星能有渠道 买的毒   多查这些渠道才是重点
希望XD的人出事
我想当缉毒警 或者消防员
害怕
房祖名付出怎么搞
致敬
原谅是上帝的事情，在中国没有上帝​
阎王爷也不能原谅它们
有个朋友的同学缉毒的，一次执行任务，整个班都没有回来……
绝不姑息！！！
不能让他们复出
绝不姑息！！！
原谅你是上帝的事情，我只负责送你去见他
致敬演员，简直太危险了
致敬
扫射就行  不用活的
致敬
以前叫歌坛，坛用来祭神现在叫娱乐圈，圈是养猪的​
致敬
致敬！
致敬
致敬
致敬
用低智粉可以的
防潮帽呢？
11
现实比电影还恐怖 电影都这么热血现实还用看吗
致敬
致敬
戒毒所统计的不是戒掉率而是复吸率
致敬
血压上来了
致敬！
没那么简单，需要一网打尽，得留活口
直接判终身监禁吧
持枪不该放到腰侧吗
绝不容忍
致敬
绝不容忍，也不可原谅
六子马上出戏
房祖名
致敬
什么这是什么电影
致敬
绝对禁止，提高娱乐门槛，改变娱乐至死状况，告慰禁毒英烈
致敬
房祖名，柯震东，李代沫，宋冬野
为什么没有自动步枪
致敬
这次一定
致敬
致敬英雄
致敬
致敬
哎
致敬
致敬
赵德汉
有些底线不能触碰
别，这是个剪辑，前面有一部分是真的纪录片，露脸的那位警察已经牺牲了
致敬！
致敬
李代沫为什么能发抖音？
致敬
致敬
致敬
致敬
这部电影真的印象深刻
明星与国家，我更偏爱后者
致敬
纪录片
致敬
这才是明星，才是英雄
不过抓捕行动应该是全副武装
致敬
露脸的这位也...
致敬
缉毒警  电影
这电影就叫缉毒警
宋冬野
致敬
全副武装也会有牺牲
直接枪毙得了
国外得立马开枪在某些情况下我还是很支持得
平均寿命不到50
给他们大火力
没看就已经上币
原谅是你的事，我是不原谅
缉毒警是真的危险，毒贩可是没有人性的，都是死的生意
致敬
但我们可以送他们见上帝
致敬
致敬英雄
致敬英雄
不可原谅
致敬
清空弹夹 赞！！！
致敬！
直接开枪吧，打死就打死了。
燕双鹰你来一下
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
把毒贩溺死在马桶里
支持直接击毙毒贩
致敬
视频里已经牺牲的那位烈士的儿子也做了缉毒警，然后也牺牲了，才三十多岁。
致敬！
致敬
致敬
柯震东
致敬
马頔 该死
致敬
绝不姑息！
永远不许付出
@贾斯汀比伯
致敬
致敬
永不原谅，也不看他们任何视频
应该配p12这类9mm的手枪
那些有背景的大酒店不是有老多嘛
致敬
致敬英雄！
陈羽凡，柯震东
致敬
致敬
致敬
致敬
跨国毒贩的老板小罗伯特唐尼
致敬
致敬
致敬
致敬
原谅他们是上帝得事情，中国只负责送他们去上帝那
建议配发火箭筒。
要求给重火力！
致敬
娱乐场所全关了就行了
某rap还在发专辑
转业吧 别复出了 不可能
致敬
房祖名，宋财神
justin bieber
感觉现实中这种情况应该给他，不值得为这种人牺牲
致敬
致敬
致敬！
原谅他们是上帝的事，我们的任务是送他们见上帝
阿祖，回头太难
这个也牺牲了
致敬
@柯震东
@陈羽凡
致敬
缉毒警察露脸的都牺牲了
致敬
是
越想越气捏爆个毒贩的蛋
致敬英雄！
不要讲那么多，遇到直接击毙。
不要有过多的言语，只要有抵抗，直接击毙。
毒女泪
致敬
致敬
严打！
缉毒警察  比戎边都危险  戎边还能对峙  缉毒基本上就是枪战
致敬
应该给jc配步枪才行，这些人这么毒
房祖名复出了？
致敬
致敬
致敬英雄
不能复出
卧槽
致敬
复出是为了赚钱，赚钱是为了再去吸
致敬
幸好现在有了非杀伤的武器，比如兜网枪；非杀伤武器可以先开火7
建议直接击毙
建议携带蝎式这些便于携带的全自动手枪
绝不姑息
这人他们所长牺牲了然后儿子接着上去年也牺牲了。
致敬
帅
永远不能复出
他们要是能复出，我们的缉毒警能活过来吗
建议配备赛博朋克武器
致敬
致敬
致敬
宋冬野是怎么复出的
宋冬野是怎么复出的
宋冬野是怎么复出的
上帝是什么东西
柯震东滚蛋
电影名称《缉毒警》
致敬
致敬
致敬
房祖名宋冬野李代沫
谁是最可爱的人
防弹衣保不住人命得看命
有些人配称为“艺人”吗
致敬
致敬英雄
致敬
坚决不能！！！！
如果他们能复出 那人民警察的付出又有什么意义
没有直接枪毙就算好的了，还复出？？？
最好开着轮式装甲车带重机枪
致敬
@柯整栋你别想重来
上帝就是老天爷
上帝=老天爷=天意
绝对不原谅
致敬
致敬
尹相杰！！
致敬
小罗伯特唐尼
毒贩都是亡命徒，他们都知道被抓必死无疑
这位同志露脸了……也就是说他也牺牲了……
这小同志后面也牺牲了
前面的，警察没有打码说明已经不在了啊…
致敬
致敬
致敬英雄
致敬
致敬
致敬
张国伟
这兄弟也牺牲了
致敬
我知道这个地方，我知道这里是哪，我很自豪但是你们懂得，这不能说
演技吊打小鲜肉
绝不原谅
致敬
哎，难
致敬
中国没有上帝，没有人会原谅他们。
天哪
致敬
致敬
柯震东这b还想复出
手枪隐蔽性好，便衣缉毒警常备，那有带自动武器的
致敬
致敬
原谅他们是上帝的事情，在中国上帝要爱国
张国伟？
超级加辈
致敬
你以为美国警察啊，坏人拿什么级别武器中华警察就得拿一样级别的
致敬
致敬缉毒警察
前面的，携带步枪很难的，手机灵动高，机动性也高，缉毒警察大多是便衣来行动
致敬
这不是电影这是真的第二个
致敬
致敬
帅
致敬
候处长
致敬
致敬
为什么露脸，因为孩子也死了
把中国最高科技的保护装备都应该给缉毒警察
致敬
宋胖子
致敬！
逮到一个枪毙一个
柯震东 房祖名 满文军 张默 
致敬
致敬
致敬
都是亡命徒
致敬
缉毒警察和消防员的片子多拍点
致敬
缉毒警的工作真的很危险
中国西部刑侦案纪实
坚决不允许复出
王学兵参演《人潮汹涌》
没有买卖就没有杀害
他们本应该和妻子家人幸福度过一生，却因为这些毒贩，变成了再也回不了家的人
致敬
@宋冬野
不能复出
致敬
致敬
太危险了。
致敬
致敬
致敬
致敬
致敬
致敬
绝不能容忍！
致敬！
致敬
支持封杀李代沫房祖名
内戰
内戰
致敬，泪目
致敬
三千世界黄泉黑暗，悲嘆歌謡寂静无声。
zhuang
致敬
致敬！
致敬
看到这种就三连
gai呢？
艺人算个屁
你能让牺牲的缉毒警察复活吗？
致敬
致敬
致敬
致敬
说可以考虑复出的是收了钱么？
致敬
外面全都是成龙
缉毒警！！
致敬
宋冬野
物理超度你
致敬
云南临沧凤庆的缉毒英雄！致敬
南无阿弥陀佛
致敬
毒贩必须死刑
致敬泪目
致敬
致敬
房祖名，柯震东，永远不要出来
重武器的都是傻子吧，手枪比步枪好用不知道多少
应该多学学美国警察，缉毒不同其它
我们中国没有上帝
致敬！
建议给缉毒警配装甲车
现在的明星不用努力
致敬！
致敬
＂原谅他们是上帝的事，我负责送他们去见上帝＂
没有买卖就没有杀害
致敬
还有柯震东！
送他们见阎王
吴忠林
我们的任务是送他去见上帝
没有理由原谅，为了从鸦片战争到时现代牺牲的英烈们
绝对不准复出！
致敬
直接击毙
坚决不能复出
不能复出
不能复出
不能复出
致敬
致敬
致敬
致敬
致敬
宋冬野
抓毒贩能先开枪吗，宁枉勿纵
别碰！
侯勇。。
中国没有上帝，所以没有什么会原谅你们了
x
超级加辈
房祖名！滚！
致敬
致敬
永远封杀
致敬
从晚晴开始毒这件事就是中国人的疤，不管别的国家什么法，在中国就是一个死刑
宋冬野
建议不要再听宋冬野的歌
致敬
致敬
致敬
他们能复出，我们的英雄能复活吗？
致敬
致敬
致敬
希望那些说可以复出的人，在不久的将来也可以享受到缉毒警们所遭受的一切，天道好轮回，苍天饶过谁！！！
我没有胆量当警察，但是我会在别的方面尽全力保护国家
在中國我們負責送他門去見一下閻羅
没吃饭吧
致敬
咬他！
敬 缉毒英雄们
致敬
致敬人民警察
致敬
没有需求就没有贩卖，从使用者入手，吸了就不给回到社会的机会
知道为什么他们不上电视，是真的怕被报复啊。
致敬
致敬
致敬
致敬！
推荐门徒
致敬
中华之剑  这段当初看哭了
致敬
中国人真是深受鸦片的苦久矣！
致敬
致敬
致敬！
致敬！
向警察叔叔致敬！
致敬！
致敬！
中国没有上帝，也不信耶稣
致敬
致敬
致敬
谢谢！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬缉毒英雄
不能原谅
柯震东，房祖名，张默，尹相杰，宋冬野，陈羽凡，请楼下补充
请把英雄的脸打上马赛克，要保护他们
致敬
致敬
致敬
坚决不能复出
致敬
小罗伯特唐尼与跨国毒贩
致敬
致敬
致敬
没打玛的警察就证明已经牺牲了
致敬
致敬
缉毒警察是不能活着是不能上镜头所以这位。。。。
致敬
致敬
致敬
一亿玉碎
卖毒的找没找到?
致敬
致敬
致敬
致敬！
致敬
直接枪毙  不用抓
以凡人之躯肩比神明
GAI
GAI
GAI
致敬
致敬
没打码的都牺牲了
致敬
原谅他是上帝的事，我的目的是送他见上帝
复出？给他送进去还差不多
没有买卖就没有杀害
致敬
致敬
致敬
缉毒警应该有先开枪的豁免权
像柯震东就还在妄想 咋办呀
柯震东要是再想出来必须集体抵制！
没人性了已经
致敬
致敬
致敬
致敬
绝对不能叫他们复出，他们是杀人帮凶
@小罗伯特唐尼与跨国毒贩
@小罗伯特唐尼与跨国毒贩
致敬
旧片了
致敬
小罗伯特唐尼：？？？？？
致敬
致敬
致敬
致敬
致敬
谁敢碰毒，我就弄死谁
致敬
安排
禁
致敬
致敬
致敬!
致敬
致敬
电影名《缉毒警》
露脸的警察都证明已经牺牲了
永远不准复出！！！
不准复出！！！
坚决抵制
坚决抵制！！！
致敬缉毒警
致敬
@宋东野
致敬
致敬
致敬
致敬
致敬
致敬
知道为什么一举枪就开枪的原因了
致敬
致敬
致敬
永远封杀 不留余地
致敬
缉毒警感觉装备还是少了点，虽然说是便装方便捕捉，但还是希望能多点跟好的装备吧
他们的平均寿命41岁
致敬
致敬致敬
Bgm:Special Ops
云南，抗毒最大的战场
这位小哥哥不会是评论区说的李雄吧TAT
致敬
致敬
不要你们哥哥姐姐可怜之类的，那些牺牲的人呢他们怎么办​
绝不让染毒明星付复出
致敬
致敬
跨国毒贩的资金来源小罗伯特唐尼。
跨国毒贩的幕后资助者小罗伯特唐尼
跨国毒贩的老板钢铁侠
致敬！
三门峡
露脸的这些英雄。。都牺牲了。。
致敬
宋冬野
致敬！
致敬
致敬
致敬
致敬英雄
禁毒警察都是在保护我们
正邪不两立
录制软件有过滤的，现实中这一枪搁着我耳朵都聋了……
换我他就废了
致敬
致敬
致敬
致敬
致敬
致敬
致敬
这位英雄的儿子就是前段时间牺牲的缉毒警
致敬英雄！
明星在国家面前什么逼也不是
致敬
致敬
致敬
致敬
房祖名
致敬
复出不复出，老百姓说了算吗？
致敬
致敬
这不电影名叫啥？
干就完了
致敬
致敬！
我觉得缉毒警察先开枪没问题
致敬
致敬
先三联再观看
手枪太肉
致敬
支持，永远不能让他们复出
致敬
致敬
郑爽！！！
还有20年就200年了，你说呢？
勇士们要保护好自己啊，能开枪就别喊话了，直接毙了才能保护好自己。
钢铁侠，小罗伯特唐尼
致敬
致敬
致敬
辛苦了
缉毒警察真的不容易，致敬
致敬
致敬
致敬
致敬
绝不能原谅!
致敬
致敬
畜牲
致敬！
致敬
烈士吴光林
缉毒警需要宣传不易，但不要宣传人，你们永远是英雄
那些说配重火力的，缉毒警的第一任务是抓人啊，而不是杀人啊，
致敬
致敬
致敬
致敬
致敬人民警察节
致敬
致敬
一个也能不原谅，一个也不能复出。
明星就高人一等?
复出个喵
艺渣
前几天宋冬野还开演唱会了
柯震东
致敬
致敬
致敬
致敬
绝对不能复出
永远不能复出
这是逍遥侯
致敬
致敬
不准复出！
大不了同归于尽，就这么定了，剪辑的是影视作品，反应的却是家常便饭。
致敬
致敬
致敬
致敬
致敬
XD还TM想翻身？？？？？滚犊子
致敬
这种请直接打空弹夹。上掷弹筒
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬缉毒警察！
涉毒艺人必须封杀
绝不原谅
致敬
致敬
致敬
致敬
余震
致敬
东东的滚
致敬
致敬！
致敬
原谅他们是上帝的事，我的任务就是送他们去见上帝
致敬
张一白张一白张一白
致敬
致敬
和平年代，最危险的就是他们了
致敬英雄
原谅他们是上帝的事情 ，而我们的责任就是将他们送去见上帝 ！
致敬
看着就疼
永不接受
我们这还在交年费呢
致敬
致敬
致敬
致敬
别哭了
我们中国是毒贩的地狱中的地狱
中国，没有上帝
原谅是上帝的事中国只有地府
致敬！
不能复出
不能复出
致敬
致敬
警察应该配自动步枪之类的
缉毒警应该配自动步枪之类的
致敬
致敬
致敬
致敬
致敬
这是缉毒，刑警个屁
致敬
向英雄致敬
向英雄先烈们致敬
向英雄先烈们敬礼
致敬
致敬
致敬
我去，突击步枪啊，直接突突脸！
致敬
致敬
周立波
致敬
视频里的本人后来也牺牲了(╥_╥)
致敬
致敬
坚决不准复出！
沾毒罪不可赦！！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬！
致敬
致敬
致敬
致敬
看到标题直接三连
致敬
钢铁侠
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
别想复出，不可能
致敬
致敬
致敬
毒販先动武，不講武德！
毒販先进攻，不講武德！
毒販先出击，不講武德！
致敬
致敬
致敬
致敬
想复出先让牺牲的缉毒警察复活
致敬
致敬敬
致敬
某人的儿子最近不是还拍电影了么，我就呵呵了
致敬
致敬
致敬
比 博 燃！
致敬
致敬
致敬
在美国就不存在这种情况(鉤鋀)不管你是不是du贩都给你一枪毙了
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
缉毒警察能复出吗？
致敬
向缉毒民警致敬！
致敬
致敬
致敬
这位同志也牺牲了。
致敬
致敬
致敬
 致敬
敬礼
致敬
万恶的资本在做推手
这就是为什么美国警察紧张的原因，美国普通人用枪的技术可能都很强。
致敬
致敬
致敬英雄
致敬
不可原谅
致敬
英雄不朽
致敬
致敬
致敬
致敬
致敬
致敬
致敬
到头了就好好在家！去什么社会！无家可归的面目全非
宋冬野绝对不能复出！
姜大爷
姜大牙
致敬
致敬
不可原谅，绝不容忍
致敬
致敬！
毒贩直接枪毙
致敬
致敬
致敬
致敬
致敬
手铐巨疼
复出？那么那些缉毒警察能复活吗？他们没有死就是对他们最大的宽恕，还想复出你咋不上天呢
老百姓要是不支持艺人，能有他们复出的机会吗
致敬
致敬
致敬
致敬
致敬！！
致敬
致敬
致敬
看来学武术是真有用
致敬
致敬
复出？不应该直接枪毙？
致敬
腿打断，手打断
致敬
xd无法饶恕
如果没有把握活捉，就先打死吧，护好自己更重要
致敬
致敬！！
猴子牺牲了。
零容忍
致敬
绝对不能忍
致敬!
前面说小罗伯特唐尼的，唐尼是美国人 
建议配冲锋枪吧，手枪火力太弱了
致敬
致敬！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
加特林直接给他突突了
中华之剑第六集 张从顺、王世洲 牺牲！
致敬
致敬
致敬
致敬！
致敬
致敬
致敬英雄
致敬
致敬
致敬
房祖名复出了呀
艾玛 我哭死了
原谅他们是上帝干的，中国只有审判的阎罗
工资跟付出不匹配
缉毒警察应配重武器，见到毒贩直接炮轰
致敬
致敬
这个露脸的没牺牲，退出一线了，在新的纪录片里露脸了
致敬
只要违法犯罪，管他什么罪统统不再复出
房祖名谁？
致敬
致敬
宋冬野
房祖名
致敬
致敬
直接枪毙
致敬
致敬
没打码就是已经牺牲了
致敬
致敬
致敬
致敬
致敬
致敬
六靖
致敬
致敬
致敬
中华之剑
致敬
致敬
致敬
能露脸的，都牺牲了啊
致敬
致敬
致敬
致敬
致敬
禁毒禁毒
致敬
致敬致敬致敬致敬致敬致敬
致敬缉毒英雄！！！！！！
原谅他们? 那是上帝的事情，在中国，没有上帝！
他们能复出，我们的英雄能复活吗？
辛苦了！
致敬
致敬
致敬
致敬
这个桥有点眼熟
会原谅他们的，那是上帝，中国没有上帝，不过有十殿阎罗和十八层地狱
致敬
致敬
致敬
致敬
致敬
致敬
致敬
我只能说声谢谢
致敬
致敬
致敬
致敬
能露脸的不一定是牺牲的，可以是不在保密名单上的，我在别的视频上也看见过这位，名字上没有牺牲的框，而且保密的就算牺牲了也不能露脸
致敬
所有涉毒的都弄死，绝对禁区
致敬
致敬
致敬
致敬！
致敬
致敬
缉毒警察是现在最危险的职业之一
致敬
致敬
致敬
致敬~
致敬
致敬
致敬
中国对于罪恶之人只有18层地狱
致敬
丧尽天良，畜生不如
致敬
缅怀
致敬
致敬
绝不原谅
致敬
致敬
不可原谅
致敬
在大理市云龙县拍摄
致敬
原谅他们是上帝的事，而我不信仰上帝
致敬
不复出，绝对不允许复出，向英雄致敬
致敬
致敬
牺牲的其中一个警察，他儿子去年也牺牲了
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬！
致敬
致敬！
加油
请别提到小罗伯特唐尼 他是个外国人 而且他已经戒了
致敬！
致敬
致敬
致敬
致敬
你想复出？死去的缉毒能警察复活吗？
致敬！
致敬！
致敬
致敬英雄
有钱人吸吸没毛病，，有钱嘛，穷人你吸个der阿
毒贩都是玩命的～
致敬
致敬!辛苦你们了!
致敬
谢谢
致敬
致敬
致敬
露脸的都牺牲了……
别乱说啊，不是露脸的都牺牲了，有的是退前线了
致敬！
致敬
致敬
给
致敬
致敬
致敬
瘾上来了，当场会把自己的孩子杀掉
希望国家更严厉一点
致敬
刚刚那位没牺牲，别瞎说
原谅他们，是上帝干的，咱们这，没有上帝，只有阎王等着他们。
这位同志最后好像也去世了
致敬！！！
天呐
天呐
赵处长不吃面了
致敬
致敬
别造谣好吗，人家活得好好的
致敬
致敬
致敬
牺牲个P 别瞎说行吗
毒贩必死
致敬英雄！
致敬！！！
致敬！！！
致敬
致敬
致敬
防弹衣行的，十米内疼也疼死你
致敬
我家的也是这样  曾经的腰缠万贯到现在的身无分文
原谅他们是上帝的事，而我们的职责就是送他们去见上帝
致敬
致敬
致敬
致敬
致敬
致敬
致敬!!
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
这个后来也牺牲了
致敬
致敬
致敬
致敬
致敬
宋冬野
宋冬野
致敬
致敬
房祖名，我复出你把我怎么滴？
房祖名，我就复出
房祖名表示不屑
国家应该赋予缉毒警察优先开枪的权利
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬！
不可原谅
致敬
致敬，
致敬
致敬
致敬
致敬
致敬
致敬
致敬
敬禁毒
敬礼！
小张同志我知道是你
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
没有牺牲！！
你天天带着重武器试试？站着说话不腰疼！
这位没牺牲！
不能复出！
一个都不能复出
致敬英雄
致敬
致敬
 没牺牲，退出一线了
能不能反抗不听指令的可以当场射杀
上帝是昊天上帝，就是老天爷
致敬
把整个娱乐圈铲除掉​
致敬
