2人正在观看2333
称号空屏
17;15
居然有点想玩了？
窝巢
讲的我都想玩了
3D以撒的结合？
恍恍惚惚
asshole…………
失踪人口回归
怕是G5威廉
这个设定其实挺有趣的 就是太辣眼了
红红火火恍恍惚惚
大家别吵了，这比腾讯做的好把？
设定还蛮好的。。。
视觉污染………
？？？？
惊了
？？？
猜测可以无性繁殖，可以再生很多单独的城
插嘴，我污了
尼……尼禄炮？
666
感觉想法可以，就是做的糊
啊咯咯噜噜咯咯啊咯！
？？？
？？？？
6666666
冲冲冲！！！
nb
手游一样的界面，不愧是手游大厂科乐美
来了
火星大力拳！
哈哈哈哈哈哈
这没有学到尼禄和丁叔的精髓啊……
|
天降正义
怎么感觉有点想玩……
不我想到了虐杀原形
我还是白色
再见了。。在吃饭
深潜者
亚龙卷引擎
老瞎眼
哈哈哈哈哈
不错，这饭掐了
dmc5？
强袭自由熊猫，龙骑兵启动！
只有我一个人？？？
赤酱
19分钟
这些怪物长得也太贱了吧。。
利维坦
？？？
这是痔疮吧
这是精神污染游戏吧
光翼展开
只有我一个人想玩吗
无限列车？
熊猫人也不为奴？？
疯狂山脉
我感觉美术设定挺好的呀
感觉有点想玩
这……虽然知道是克苏鲁风很常见的设定但是还想@神狱塔
你的时间还没到
不行，深深的廉价感
这不就是毁灭公爵的风格吗
恶魔脱肛了？！
Ohhhhhhhhhhhhhhhhhhhhhhhh
hhhhhhhh
刷时间的都是**
烫
哈哈哈哈哈哈
科乐美真是人才
看着挺想玩的
…doom加鬼泣5？
精神污染游戏系列
前面想到鬼泣5的带我一个
2333
哈哈
Bommer？
广播体操？
精神污染
哇
安图恩
条过半！条过半！条过半！
承包空屏
小小
我要笑死了
小小
条过半！条过半！条过半！
虐杀原形
 国庆快乐
这又哪个旧日支配者钻出来了
？？？
我怎么觉得我很想玩
我喜欢这个
来了来了来了
黝黑蜗壳
斯奎拉？
?
？？？
看着还行啊
哈哈哈哈哈哈
设定带感啊
无 畏 战 车
你意思坐地铁的人没手没脚
赤酱？
？？？？
哈哈哈哈哈哈哈
恶魔的痔疮？
RI
突然觉得这游戏怪物很不错啊
？？？？
说恰饭的  看看评论区  zz
emmm猎天使魔女的怪……
不在网上征婚了啊
有生之年系列
来了来了
TM熊的力量！
金色疋杀地藏
？？？？
叫胡凯莉？
fk knm everyday
我觉得挺带感的呀·
呜啦啦啦啦啦
g佬
我想看虫跳舞
逆战？黑暗复活节
战斧
为什么我感觉还挺有意思的
阴齿助手
光翼展开!!!
✌
超大巨人
虐杀原形的别跑，我也是第一反应想到A哥
这不是挺好的吗
Cg非常真魂斗罗了
究极吸血魔兽
还可以啊
brlbrlbrlbrlbrl
@萨姆斯 出来挨打
亚龙卷引擎
鬼泣？
刑天
安久奈黑...
呜啦啦啦啦
以我的标准还能接受。
决定喜加一
听饿了
周卓
奇葩审美啊
刑天?
又是魂斗罗
hhhhhhhhhhhhhhhhhhh
啊啊啊啊冲啊
光翼展开
明明是小杰
下弦壹？！
我靠，这不是涅莹利的金色疋杀地蔵嘛！
魂斗罗每部都是猎奇怪啊
boomer？
吞噬魔？
BGM好评
@莱昂凯
这个游戏重点在于 一直重复的场景
听了解说感觉设定还挺有意思
手游一般的刷刷刷
现在还有中文
哈都根！
我想到了新吧唧的初，，，
?
想玩了
来了
以撒的结合既视感
好有意思，我要玩
手游感真强
好像地藏
刑天
正在吃变态辣干锅……
哎呦深潜者
哈哈哈哈
来了，
很毛·
痔疮？
恶魔的皮炎不就是雷神2的地方么
视频没看完就想去下来玩了
我突然想买了
s生殖?
鱼？!
尼禄
23333感觉这就是魂斗罗本来的风格
我感觉这个不错啊....
真.二大爷
？？？
蜂巢星球
阿三连盟？？？？
还行啊
龟什么？
这个设定还蛮有趣的··
从菊花出来的东西不要拿火锅做比喻好吗
！失踪人口回归
鬼 母
憎恶！
光翼！
人物设计估计是克苏鲁的死忠粉呀！喜欢走不可名状的画风！
fxxk konami
2333
蜈蚣长老
除非包吃住
这想象力十分牛X啊
I'm coming!!!
这挺带感啊
一拳超人！
FFFFFFFFFFFFFFF
光翼展开！
失踪人口
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
挺好的啊感觉
鱼总
这不是认真一拳吗？
切腹大剑
有点像乔碧萝
这个像二代的最终boss
钢铁蠕虫。。。
魔化赤酱
熊猫人之谜
@孙一峰
卍解?
机械毁灭者
青之驱魔者
典韦wei好评
灵魂献祭！
讲道理这个很像生化4最终boss
边走边射
说的都饿了
devil's anus
第10.1万
哈哈哈哈
呵呵哈哈哈哈哈哈哈
鬼泣5加一
还没有PS4的异化好玩
贝蒙斯坦
生化危机4的U3
塞尔达？
安图恩？
痔疮
6666
这怪好可怕
陈，，，陈风暴烈酒？
我也想玩
clut？
爷关更
想起SSD
国庆快乐
穿越火线里的三头龙（少一个头）↓
这制作组真的放飞自我啊
我觉得还行
难道是      ONE  FOR  ALL
分级80➕
我还以为游戏建模bug了
太猎奇了吧
别说这人设还挺性感的
ralf的宇宙幻影
不行了不行了 太想玩了  
又黑我科比
是你吗维恩
看着我想回家下来玩玩了都
我竟然觉得ojbk。
索尼克也是这么跳的（正论）
又黑我科
果然是流氓军团
笑死了哈哈哈哈
我寻思一代也是这么猎奇啊，怎么到了这代猎奇就不行了
歌唱恶魔
习惯了就会发现意外的带感
刑天？
嗷呜uuuu
感觉挺有意思的
失踪人口
草
饿了
Glmrlmlmr！
下饭
给老子整饿了
暴风烈酒
好前
不要学年轻人玩火箭手
是尼禄
几天没洗澡了？
魂2？
设定不错的，完全可以改成别的名字
scp
这歌跳跃就是他们特意做成这样的
怕不是G病毒哦
666
这玩意太掉SAN值了吧
我觉得合格金发美女设定还行 其他的不行
我们一起来开♂开♂眼
我在吃饭
有点好玩
感觉挺有意思的
肉包冲天炮！！！
朗格？
FFFFFFFFFFFFFFFFFF
手游？
这比真魂斗罗那个脚踩驱动直升机还雷人
来了
歌唱恶魔
秧歌star？
龟什么？
失踪人口回归~~
来了！
魂斗罗一直是这个风格啊
我来啦
恶魔的痔疮？？？
这设定很不错啊！
很多吗
之前官方不是发过介绍
深潜者
有点想玩啊woc
nb
来了
来
来了
抢先一步
核弹拳！！！
真的想玩
好想玩 怎么办···
所以说这是个外痔？
下饭？
为了潘达利亚！
煎蛋
卧槽，我怎么有点想玩
san值狂降
lei了lei了
强   袭   自   由
这次真的来了
Terraria？
？
六百万助攻！！！
次元战争红龙？
先投为敬
手撕鬼子
神武？
熊猫人
阿力锅锅！！！
阿力锅锅！
卧槽
来了
精神污染
我觉得很棒啊
说实话   我想玩
啊，我的眼睛
还不如ps3铁血军团
喂喂喂
爷爷快来，你最喜欢的up主又发视频了。
奇行种
怪物设定挺有意思啊
太好玩了吧
草（双语
DQ11？
fgnb的我要笑岔气了
亚龙卷引擎的2333
一小时！
6666
哈哈哈这熊猫
双子魔龟
这也太好玩了吧
毁灭者
奏凯！kan
电子双头龙
海虎爆破拳！
哈哈哈哈哈哈哈哈哈哈哈哈哈
八极崩！
1
不是我怎么觉得挺好玩的呢
太毛了
咖啡豆
ONE FOR ALL
问就三连
来了来了
角动量守恒呢
小小哈哈哈哈哈哈
丑鬼ghost
一拳超人。
沙耶
这游戏居然感觉不错啊！
pin？
生殖系统惊了，右上角那个原来是大雕么
感觉这设定很帅
？？？
来了来了
鸡你太美
killer Queen的猫草（雾）
？？？？
.
哈哈哈哈哈哈
索尼克
这个城需要找恶魔猎人来拯救
这怪物真tm下饭
下饭
猪儿虫哈哈哈哈
浮游炮。。
天王鬼龙神
先投后看
纯狐
eva？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
金克丝CG诚不欺我！
笑死我了
那不是更好吗
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
奈黑奈白是你吗
痔疮
憎恶的血肉
在吃饭
哈哈哈哈哈哈哈哈哈或或或或或或
哈哈哈哈
双子魔眼可太真实了
感觉就像手游
哈哈哈哈哈哈哈哈
娘体
？？？
人设的很不错
基 拉 大 和
笑死我了哈哈哈哈哈
龙卷风摧毁停车场
黝黑蜗壳
m
感觉很不错啊
一代的黄毛主角都有，怎么没有蓝毛了？
克朗
哈哈哈哈
龟head233333
孤胆枪手
切腹自尽
想玩的朋友们去评论区
注意身体啊厂长
卧槽我在吃鱼香肉丝盖饭
明天建国70周年
乌鸦坐飞机
国庆快乐呀
是我的nero崽崽
，
难怪SAN值狂掉
品质另说  确实不是魂斗罗了
科乐美给老子死！！
下一是你吗
下一是你吗？
吼吼
比真魂斗罗还狠
熊猫人
爽就完事了
我觉得这个游戏还好啊挺有意思的
明明是细菌培养 哈哈哈
666
很毛
很毛~
什么鬼
福州
阔跳！
死亡空间
确定这不是魔兽世界变异版？
元素有点杂乱，确实处理的不好
从《暗黑3》片场过来的吧
魂斗罗的敌人酷啊
黑衣人？
这设定又什么不好吗？
以前魂斗罗不就是在肚子里么
托马斯
nero的火箭拳
这熊猫的舞姿像是拉拉肥在跳舞…
鬼泣5？
魂斗罗
堡垒遗风
木辣！奏凯
我觉得挺有创意的
大玉螺旋丸
人头列车
卧槽，太带感了
拖出去！
hao木事
哈哈哈哈哈哈哈哈哈哈或或或或或或或或或或
这样不是更好吗？
弹幕？
歌唱恶魔？
可不是污秽之物嘛
又黑我可
米斯达
杜软蛋
我想玩怎么办
虐杀原形？
????
青之驱魔师
原版魂斗罗也是有这种设定的吧
我的感觉恰恰相反 觉得故事和设定都hen带感
永井豪！
老瞎眼
我先吃饭啊
痔疮？
，
20多万人正在看。。。
warframe玩家表示这个美术设定还挺带感的
口区
？这难道不是救赎之路里面的暴食吗？
草加?
？？
不投不赞 白嫖白干
恶食大王
猎天使魔女！！！
歌唱恶魔？？
额
……
龟什么？
我莫名其妙点了下跳过
San check……
来了
血源诅咒
这怪物造型和过场动画太有猎天使魔女风格了
感觉像手游
？？？
看的我都想买了
鬼泣5啊
你的祖宗都是鱼人
就我觉得怪物设计的不错梅
娘体
猛鬼食人胎啊
祖国生日快乐！
我靠，jojo
你个肥肠
精神污染
原来不是手游吗
我觉得还行
阿三联盟？？？
这个就是这个游戏的特色啊！你不喜欢不代表别人不喜欢
来了来了
你倒是跑啊！
经厂长这么解说，怎么感觉有点想买来玩啊
超模
才6分钟？？
我觉得还好吧
彼岸岛啊
那你给他设计一个啊，现在这么多的游戏基本上，男角色大招都这个样
666
战斧
卍解，金色疋杀地藏
@周星驰
这个好有趣啊
好像换个视角的CF
惊现徐老师
手撕僵尸，熊猫又是中国特产
我傻了
利维坦？？
低配版克朗!?
猎奇地带
热一热
疋杀地藏
又黑我科？？？
想玩
Oh my julia———
这不是DmC里地下那个大母虫子么
又黑我科
突然弹幕游戏
你就是尼禄？
感觉有点想玩怎么办？
昨天看了直播录像，UP说操作还有延迟233333
安图恩
这动作就很疼讯
光翼展开
这设定超神了！
魔胎都市
2代第七关的boss
塞尔达传说？
鼠人，yes.yes
奔波儿灞？
尼禄
生殖系统
在吃饭
就是设定太丑 不过好像玩起来有点意思
龟，。。额。嗨的
抄袭？
猛男是斗鸡眼
有人吗？
老子饿了
歌 唱 恶 魔
贝蒙斯坦
穿模了吗
奇怪这些其实都并没什么不好的，去看一下置顶评论啦
光翼展开！
彼岸花
光 翼 展 开
零零发
东施尿频
亚龙卷引擎别跑 你也玩万智？
钱没赛够
天 降 正 义 ！
感觉跟鸦好像啊
好像很好玩
国庆快乐
这设定我倒是喜欢
???
柯南是你吗
什么恶魔菊花里有生殖系统？？？
猪儿虫不是目前最牛的生物吗
陈
这猎奇设定我喜欢啊
血小板
国庆七天乐
噗
来了来了
开花
K婊真是越来越没下限啦
很帅啊
废墟（xu）
2333
竹蜻蜓
感觉还不错
感觉...按照魂斗罗的设定，这个新的除了画面，设定还可以啊
黝黑蜗壳
看的我好想玩
熊猫人永不为奴！
恶魂(mc绿)
素质三连
有一说一，我觉得这个设定还蛮带感的
地藏？
哈哈很有想象力，我喜欢
失踪人口回归。
瓶中小人?
来了
设定挺有意思啊
螺旋升天
猫草dese
恶魔菊花是借用雷神3对虫洞的爱称吧
3
感觉还不错啊
胳膊不要了？敢学尼禄玩火箭？
星河战队
国庆快乐
儿 童 鞋 垫
失踪人口回归
熊猫人永不为奴
66666
设计部的出来
光翼展开
怪力哈哈哈
来了
真·baby炸弹
还不如做成手游
制作组这是漫威看多了吧，这明显抄的米克……
MM系列的熊猫吗
祝祖国繁荣昌盛
感觉不错
这个应该是致敬魂斗罗前代的阴兽
你吼那么大声干嘛啦hhhhh
想起了永远消失的幻想乡
大力出奇迹
G病毒吧……
手机游戏都比你做的好
猫草
熊猫人输一天！
很毛～～
命运2？
我饿啦！！！
来啦老弟
光翼展开
其实很爽的，斩杀技脑洞大不是缺点
鱼人不跳？
有生之年
……这是0079的铁球吗……
我感觉已经挺好了。。。
驱魔少年
为啥感觉挺好玩的。。
吉良吉影
鬼泣的感觉？
我裂开来
娃子
我居然还觉得有点意思，这游戏
熊猫人，从谜之岛跑出来的?
毁灭公爵？
envi？
orokin?
红烧肥肠可还行
你在骂谁？
你好短
周扒皮上线
我也觉得就是特色嘛
我觉得挺有趣的啊，
孤胆枪手
毛人风
痔疮？
但丁
还是经典的好玩
来了
一个月了》？
真的NB
跳舞不很正常嘛
？忍者神龟？？
各种即视感啊哈哈
看得我很有想法
下饭啊我去
屠夫
我觉得画面还行
魔兽？
哈哈哈哈哈哈哈哈哈哈哈哈
猪儿虫可还行
先切腹
工作细胞 工作细胞 工作细胞
哈哈哈哈
大沙臂
青之驱魔师？
好疼
加恩Q
饕餮？
国庆万岁
究极吸血魔兽
这个设定很帅啊  应该就是那四分的由来吧
兽人永不为奴
哈都可i
@黝黑蜗壳
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
鬼泣
/ 6/55KLIOPP9 \.
leileleile
有人吗
手游
疯狂山脉
原作不就有这种场景吗
问问
其实我觉得这还挺带感的嘛
刑天？
克苏鲁？昌格纳方庚？？
这个设计太NB了！
柯南博格
怪的设定很有彼岸岛还有灵魂献祭的风格
哈哈哈哈哈
威廉，是你?
西游降魔传
雷神电
看着。。。还行。
下凡视频
fgnb
从菊花里出来的，生殖系统？我想歪了
忍者神龟思莱德
你就是乔尼乔斯达?
别说，看这模型还有点想玩！！！
有生之年
丁叔 是你么
尸婴
熊猫人永不为奴
这风格感觉巨棒啊~！想起了剑风传奇！就是这游戏画面不太好哈哈哈哈。
哈哈哈哈哈哈哈哈哈哈哈
还好
儿童邪典
为什么不用fox引擎做
wocao
虽然看上去很诡异但……对不起一代其实也是这种风格……
迷家里的电车
憎恶
这要是不挂魂斗罗的名号，其实游戏还行
哈哈哈哈哈
hahahaha
失踪人口回归
。。。我在吃饭呢
国庆节快乐
饿了
完全变态发育
我玩过
黑奈hhhhhhh
国庆快乐
有手有脚就不能坐地铁了e
竟然想玩
三连支持厂长，
f**k konami
c，我在吃东西
魔兽里面的？
ow里的猩猩？
这不是以前的boss吗
我觉得还行
两天国庆
"我觉得很带感啊,特别是老二和老幺"
虎牙熊猫
核子拳的别跑
baby face
有生之年
吸血魔兽！？
哈哈哈哈哈
你说哪个美女肚子里不是长一张嘴？
哈哈哈哈哈哈哈哈哈
这挺有创意呀
23333
你们说的这个鱼人 它美吗
有生之年系列
看下评论置顶
艺术细菌
看置顶评论
感觉还不错
国庆快乐
哈哈哈哈哈哈哈哈哈
电子终结龙
？？？克苏鲁的设定也搬过来了？
国庆快乐！
来了
首页通知！
你的报应就是我
国庆快乐
来啦！
如果这个游戏不叫魂斗罗，那还算不错
深潜者！
金色ya杀地藏
！
感觉像ps3那个貌似叫丧尸国度的游戏
魂斗罗不就是打异形怪物的吗？其实设定我感觉挺魂斗罗的
@warframe
电刃波动拳
龟派气功
有点克鲁苏的既视感??
这熟悉的舞姿，不是偷蛋白粉的兔子人哪里的吗？
看得我像买了
西撒
有生之年系列
草
龟龟龟...龟什么？
闹太套~
？？？
手撕鬼子？
来了啊啊啊啊啊啊啊啊
我怎么觉得蛮不错的样子
人设还行2333
毛？
我觉得很有意思啊
恐龙妈妈
我在计算机课上看这个
生化危机
白熊啊，魂斗罗手游有不过被腾讯天美做的
牢底坐穿兽
3d弹幕游戏
安徒恩阻截战
爷关更
东京喰种里的一个角色好像
？？？？永远消失的幻想乡？？？
国庆快乐！！！
猜猜拳
哈哈哈哈哈哈哈哈哈
恶魔的痔疮，能不掉san么
潮汐海灵，哈哈
有生之年
哈哈哈哈哈哈哈哈哈哈
饿了
嗯，神奇比喻
律师函警告
等你好久了 
男爵？
挺好玩的样子
终于能过把瘾了
毁天灭地！
很毛～
大   熊   猫
真的插把刀红红火火恍恍惚惚
惊到我了
哈哈哈
明贬实包？看着好像玩啊
有生之年
深潜者
干锅～
好像很不错
尼禄可还行
皇后杀手！！！！
决定加一
街霸5
你的报应就是我
哦～
文明用语
冲冲冲
为什么我觉得这些都还不错诶
哈哈哈
真♂682♂大♂爷♂
国庆快乐
熊 霸 天 下
寂静岭
国庆快乐
我在吃火锅
哟哦呦
来了来了
上勾拳
这是红细胞 哪是血小板啊 大哥 
失踪人口回来了
厂长可以的，把你宝剑开下光吧
怪奇物语逆世界？
光能聚合 天盾导弹
难道只有我一个人 觉得这些设定很有趣吗？
三连就完了
红红火火恍恍惚惚
暴躁厂长
确实觉得还行
很毛。
火拳啊！！！
末日铁拳来了
厂长好
我裂开了
以撒
凯撒？？？
哈哈哈哈哈哈
人面蛆
精神污染
沙耶之歌？
哈哈，真正的致敬
不吃中午饭，人体回旋没毛病
三连！~（破音）
原来魂斗罗的怪物是这样的，开眼了
比TX的魂斗罗归来也好多了
这才叫魂斗罗啊
怪物世界
虐杀原形
尼禄？
求ign评分人员的心理阴影面积
鬼泣5？
祖国母亲寿辰快乐。
口区
persona!
手里的炸鸡突然就不香了111
来啦
我觉得这游戏还行啊
我居然很喜欢这些设定
开心铁拳哈哈哈哈哈哈哈哈xswl
疋杀地藏！！！
卍解！
国庆节快乐呀！
忍者神龟?
啦啦啦啦啦啦啦
还热乎
饕餮？
几个超模？？！！
喂shi的感觉
朗格
国庆快乐！！！
hhhhhhhh
新体操？
菊花♂
哈哈哈哈哈哈哈
这还真是个手游
hi哈哈哈哈哈哈哈哈哈哈哈哈哈hi
疋杀地蔵？？？
csol深度恐惧
看这画面都是一股粗糙感
克隆尼
五彩大炮！
来了老弟
半夜鸡鸣周扒皮。
哈哈哈哈哈哈哈哈哈哈
你明明在跳激光雨！
娜迦
1
我要笑死了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
鬼泣？
乔碧萝
国庆快乐！！！！
我爱厂长
奇妙比喻…蛤？原文还就真是这样的？
泰拉瑞亚毁灭者
国庆快乐
为啥会有生殖系统？
FGNB
以前魂斗罗BOSS不都是这样的吗？
阿飞？
光                                        翼
鱼人领军
展                                        开
这不是忍者神龟里面的那个鱼人吗？
暗黑地牢
无 限 列 车
怪不得18+
哈哈哈哈哈哈哈
wo……
@瓦喵
东方
佛了
尼尔？
尤格萨隆之嘴
下饭
哈哈哈哈哈哈哈
猎奇
哈哈哈哈哈哈哈
哈哈哈哈哈
弹幕呢？
米克??
屠夫
光翼展开
600万报道
忍者神龟克朗
我觉得这样的熊猫我可以|˛˙꒳​˙)♡
噢，这糟糕的形状
这么前，happy
。0.
阿力是你！
烤脑花好吃 饿了
国宝王
红红火火恍恍惚惚
是你，俩    大爷
浓厚的手游气息
死亡空间电影版里面的巨塔
来了来了
国庆快乐！
全能双子WX
光翼展开！
黝黑蜗壳
表示想玩
玛拉顿公主？
rider kick
草
有生之年系列
哈哈
纳垢神选是这个样子的
是你吗铁长直
有没有承包空屏的？嘻嘻
看完想买是怎么回事
在？上勾拳
bgm还行
老干妈
又黑我科
国庆节快乐
看我发现了什么
国庆快乐
国庆快乐
有生之年
这设定很不错
国庆快乐
哈哈哈
FC的魂斗罗不都这样吗，在怪物里打怪
这明显就是为了中国玩家的钱包
哈哈哈哈
脑洞太大
不能直视火锅了
这不是忍者神龟的朗格么
克苏鲁元素
感觉很帅。。
嗯？新体操？
太下饭了
伊藤润二
熊猫？？！！
有点像爱丽丝里的怪物
国庆快乐
黝黑我科
@周扒片
来了来了来了来了
螺旋升天
里就是大内密探零零发？
我很怕一会被和谐
卐解！金色疋杀地藏！
额，我感觉还不错
y伊藤润二的造物
金色匹杀地藏
人造惡魔果實
黑柰奈白？？？
国庆快乐！
乳日了233
糟糕的形状
猪儿虫
这一段是在讽刺周扒片吗？
哇哇哇哇哇哇哇哇哇哇哇！
蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤虾蛤蛤蛤
哈哈哈哈
感觉还行啊
喵喵
服了
这脑洞真的牛批
其实这设定还挺好的呀
无限列车。记得去看电影版啊
乔 奶 奶
横不错啊
蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤虾蛤蛤蛤
真下饭
国庆快乐
？
你要让我来呀～
谁特么不愿意来呀～
卧槽????
切腹大剑
凯撒poi
好想玩
.
会根据顾客
是你，尼禄
又黑我科
我好像看到了18？？？
卧槽
国庆快乐，熬厂长快乐
螺旋升天
国庆快乐
3个小时过去了 居然还有23803人再看
国庆快乐
战争机器4？
彼岸花
张全蛋发射
御箭飞行
来啦，合影
国庆快乐
在线人数恐怖
抽风？
寄生前夜
什么痔疮，明明是脱肛
光翼展开
风魔手里剑
螺旋丸
托马斯小火车
呜哇啦啦啦啦
长颈鹿？
哈哈哈哈哈哈哈哈哈哈好
我觉得还行就是建模真的糊，玩法普通
手游的品质
还是热的
龟head可还行。。。。
国庆节快乐！
国庆快乐
彼岸岛
我们是长城上的卫士
这不是忍者神龟的1朗格么
包包包包
我觉得很有意思啊
我看行
冲向更遥远的彼方！
有点意思
这个有点像钢炼的人造人啊
国庆快乐
真的很有趣阿
深渊巨口2333
TM熊的力量
宝批龙！！！
像极了电子双头龙
我觉得还行啊
彦
so hot
目前为止设定都很带感啊
来了来了
感觉很好玩啊
这个bboy不错
欢度祖国七十华诞
你家墙又高啊，四处搭炮台啊
让我吃掉他们（滑稽）
2333
TM熊的力量
口吐芬芳
哈哈哈
py里蹦出来的hhhhh
我觉得还蛮酷的诶。。。。
托马斯小火车
女 人 唱 歌 男 人 死
挺好玩的
切腹自尽!
啊~我搞大伟
国庆快乐
其实游戏设定挺好的
国庆快乐
好饿hhhhh
来了来了
传统艺能
这设定有问题？？？难道这还没新意吗？
hahah
国庆快乐
缝合怪
看起来不错的啊
我觉得人设和怪物设定都很带感是怎么回事。。
周扒片
挺有意思，我要玩
自由步
还是来了
国庆快乐
FFFFFF
爱果者导弹!
歌唱恶魔!?!
挺可爱的啊
所以这是个恶魔的痔疮？？？？
下饭
强行搞笑
这设定太猎奇
国庆快乐
国庆快乐
哈哈哈哈哈哈哈
我感觉还行
污秽不堪，辣眼菊花。
深潜者!!!!
歌唱恶魔草
天王鬼龙神，劳模BOSS
还不如做成fps
吾辈何以为战
国庆快乐
魂斗罗之工作细胞
托马斯
DMC里的魅魔？
呵呵哈哈哈
我想起了厂长以前那个蛋白粉游戏
前排啊
国庆快乐
我可
疋杀地藏
国庆快乐
我靠精神污染
我想玩了。。看起来很好
爷关更
4399
丁叔，有人抄你踩导弹
刑天？
爷关更
那是韩美娟！!!
末日铁拳
我正吃东西呢。。。
几个超模
东施尿频
东方？
你还知道回来
短短短
开花
你就是强袭自由？？？
？？
国庆节快乐(✪▽✪)
血管不是系统。。。
来了
凯撒加图索
究极吸血魔兽 是你
御剑
臭臭？？？
呜啦啦啦啦啦啦
四连发，我爱了
有生之年系列
哈哈哈哈哈哈哈
反派都实在亲戚
生殖系统不会是那座塔吧？= =
哈哈哈哈哈哈
愿青龙指引你
苍月恶魔！？
