呃我是从来不看仙侠剧
冰雨火演的很好 刚开始和陈宇沉默的长对视那一段就戳到我了
她以前也演过老师的 在虎妈猫爸里
好甜啊呜呜呜
真的是个好演员
太认真了
姐姐太清醒了
哈哈哈哈哈哈或
跟海清有一点点类似的感觉
我也是
制片人
加油
认识演员的最好方式是作品本身
演员真的要适度保持神秘感
偶像剧可以理解，其他就完全没必要
喜欢姐姐
其实是一个喜爱表演的人，那种表演的渴望没有被满足吧，能理解
晓婷，你瘦了
确实
还有叶蓁蓁
冰雨火热搜那么多…
哈哈哈哈好勇
消音失败
这个姐姐演疯美人很带感
哈哈哈哈哈哈
颜值在演艺圈还是很重要的
王晓婷
好瘦啊
只有接受，又不能改变
好累啊姐姐
太喜欢这样的姐了
好演员反而会难过现在的市场变得不在认真了
花楹
页游
夜游
其实不用这么抗拒 就当成为喜欢的剧宣传嘛 目的是一样的 不能说宣传的演员就没认真拍戏啊
冰雨火很好看！姐姐值得
www 玲玲和小宇 多灾多难的小情侣
冰雨火没有土豆收视率会好很多
她真的不错
玲玲
她好可爱啊救命
哈哈哈哈哈哈哈哈哈哈
这就是演员的个性彰显，演员需要解放天性，但解放不是违法乱纪黄赌毒哈
花千骨不是安什么溪的演员演的糖宝吗
摩羯小女生
不会是花千骨吧…
她没演过花千骨吧
她没演过花千骨
"导演;ok,不找你演了"
我能get她的点
冰雨火很好的一部剧啊
我也讨厌短视频
仙剑3
难怪她想哭，好心酸啊
可以说
太真实了，是超级没营养的问题
我也想哭了
粉了粉了
与君初相识很好看
杨志刚这个死男人！
为晓婷投币
因为男主绝了哥太劝退了
观众也想倒退10年
花楹
哈哈哈哈怪不得苍兰诀甩横幅的时候气场那么强
冰雨火好看？你认真的？
每个行业都有真正想做好的人
好可爱
顺德还蛮出圈的吧 第一次认识到可爱晓婷就是顺德
啊，居然是自己做啊
于菲菲有人知道吗
gou才玩抖
冰雨火很火呀
我的宝藏终于被发现了
花千骨吧
好演员
怎么会有人怀疑是仙剑，绝对不可能
这段音乐是怦然心动
说的真犀利
和任敏一样，好可爱
对对对，这个我发现了
唉，观众也有同感
金世佳拉倒吧演技太拉了
趣事……可能听了这个问题想当场去世吧（doge）
不可能是仙三 绝对不可能  估计是顺德仙姬
太瘦了
眼泪都磨没了
这是可以说的吗
又可爱又真诚又有演技的好演员！
仙剑三没有磨皮吧我都看见胡歌的八字纹啥的了笑死
太瘦了
怎么不行呢
冰与火确实看不进去
emmm这部剧问题出在剧情和男主。。
冰与火确实奇怪
花楹
在她对粉丝说不要看黑子装粉挑拨离间她跟热巴的时候，我对她就好感倍增，真的是好坦荡
哈哈哈预算好心酸啊
谁说剧一个没看过，仙剑奇侠传三，步步惊心都没看过
赤地女子，好美！！演的很棒
哈哈哈哈哈哈冰雨火一千六百个热搜，剧组可用心了
就是用心打磨的角色被快餐化了，心血付诸东流
这就是有外行潜在的引导内行的结果
肖战学会骑自行车肖战骑自行车vlog现在学会骑自行车一周年
顺德真的好好看很带感
冰雨火本来就是粉丝自嗨剧
灵剑山很搞笑我一直在等第二部
但是我真的很喜欢她哈哈哈哈
绝了割劝退
哈哈哈哈，真实可爱
一个没听过淦
5555
可是我喜欢看冰雨火
这才是真的把自己当演员没有当明星
太瘦了，脸都脱相了
冰与火真的演的很好的。像我这种不看剧的老人已经看完了～
敏敏格格！！！
这剧就算了吧
我也很讨厌dy
心疼心疼心疼  这是责任感
王一博演的绝对不看
说的很对
这样就不敢有新东西 搞人际关系的话
活的太清醒也很累
很直率
因为我们已经活的很沉重了
这脸至少没整
把偶像剧和其他剧分开是个好建议，流量就去混流量圈，给想好好拍戏的演员一些活路吧
她可是花楹啊！！
好可爱
lj综艺…
哈哈哈哈哈哈哈哈哈哈哈笑死
真的很好看啊冰雨火
我当时想我要是记者也得故意问下拍戏趣事是什么
没有资本捧的演员而已，资本捧的容易火，资本喜欢能掌控拿捏的
哈哈哈哈哈哈好直白
她演技好的出圈了，出圈的定义不在买的热搜在观众
她好勇！我喜欢
哪个女演员不瘦……
应该是制片人或者导演这么说的
三的花楹可棒了
明星们最擅长立人设了，团队给你看想看的东西，别打脸就好
冰雨火实惨
对很多人去那个节目就是为了认识导演，被潜都没啥
5000人＋
她是学霸诶…
挺好的，反卷达人
救命
传家里也有她
我叫郭晓楠...
一个没听说过
真的追剧的时候看采访一套衣服不同的节目一样的问题 无语
真实的演员加油！！
很喜欢她的真实啊！敢说，圈粉了
赚钱嘛，不寒碜
灵剑山真的好看 5566很可爱
太真实了
对！！别人海报都皱皱的 只有战神是展开的！
我很喜欢冰雨火！！
搞得好像香蜜拍的很好的样子。
花楹
太敏感了把这样你能做什么工作？
果然还得家里有钱，苍男女主就方便多了。那宣发铺天盖地
哈哈哈哈哈哈这节目搞笑哈哈哈哈
希望演员里有更多这样真实，踏实演戏的人
没什么敢不敢的，就是最真实的东西
可以可以
我觉得她真的是专业的文艺工作者，而不是把自己当大明星啦这种
真的很希望，大家多关注演技好的演员，关注一个真正的演员，多多支持啊，比如说多点赞他们的视频
哇，声音好好听啊！
姐姐也不算妥协吧，只是接受并且好好走下去，也很好啦
人偶剧
这种标题本身就是一种营销
姐姐加油
那倒不是，只是不想看脖子哥
她说话好温柔啊
真的，那些磨皮过度的剧根本看不到人物脸部细节，不真实，像个假人
因为观众越来越不挑了，底线一再降低，是一种审美的全体下降
呃。。。。。。。。。。
感觉在看自己，不喜欢混圈子，想认真做事，但环境逼你不得不妥协
她好有思想
姐姐说话温温柔柔的好可爱
看成郭碧婷了
敏敏
太瘦了
太年轻
因为你热爱表演，你想进步，但别人不一定的
都没听过
感觉瘦了好多好多
啊？谁去shi了
她好可爱
生活很累了
打工人泪目了
哈哈哈哈哈哈哈哈
冰雨火一直被偷数据 唉
超喜欢冰雨火
所以现在一个个演技那么差
她是不是演过花楹哇
可以说
仙侠我就只看过香蜜
哈哈哈哈哈
古偶我也只看过香蜜
太有共鸣了，这就是理想被现实打败不得不妥协，但内心坚持自己是对的。
难道不是王一博演的太差才少人看冰与火吗
人家说了两部戏都喜欢。。
夏梦长得好像她
姐姐可爱
可惜枪打出头鸟
我看冰雨火了！ 但是另一部偶像演的，夹子音，根本不想点开
这姐演技真的很不错
我太喜欢了
哈哈哈哈哈哈哈哈哈哈哈
科班优等生出身多少还对自己的专业保有尊重，至少比真人秀出身好
我看冰雨火了！ 但是另一部偶像演的，夹子音，根本不想点开
我也不喜欢听
但感觉确实不适合女主的颜
较劲、认真的人和这个时代格格不入
赵梦长得好像她
冰雨火意义确实更大，但是观众有自己的喜好就是喜欢苍兰诀受众度更广
这声音太好听了，好像动漫配音
敢说大实话的好演员
卷出来的嘛
哈哈哈哈
不，超级喜欢冰雨火！！！
我喜欢冰雨火
对某件事热爱的人都希望付出全部精力把这个事情做到最好，而被迫把大量精力转移出去做别的事情是特别悲哀的。
手好好看吖
确实
很有辨识度演技还好
个人角度：电视剧娱乐一点，电影有内涵一点。会这么挑
心疼
冰与火拍的太伟光正了
其实不是演艺现实很多圈子也是…跟她的感受一样…摸摸晓婷
这是可以说的吗？
哈哈哈哈哈好敢
她本身骨架子就小。。瘦下来更显小了
冰雨火没有王，会多很多人看
但迪丽热巴红点的剧的女二都好出彩，赵露思和郭晓婷都是
我被种草了，去看看冰雨火
今年出圈了 不然你哪来的采访
制片？
喜欢她
哇顾意罗居然是她演的，小时候看她觉得好可怕
好瘦啊！
大家都去卖人设博出位时 这样的real反而更招粉 喜欢
还要自己做头发
顺德仙姬？
冰与火主要是绝了哥劝退啊
她要自己修图？！！！！！
冰雨火我看
听她讲话很舒服
因为真的热爱一个东西的时候变成这样是真的很失落
我关注的演员就不爱拍抖音
哈哈哈，头都大了
哈哈，不普通人类！
眼神都变了
王鹤某
不不不你的顺德仙姬真的演的很有层次我就是冲你看的
姐姐很可爱很真实
这也太瘦了吧
哈哈哈哈哈和我一种性格 真的不讨喜..没那么圆滑
冰雨火但凡没有小王，我也会看，为啥有小王，制片人心里门清
潜台词：决定挣钱
瘦的脱相了
很有灵气
哈哈哈太赶了
小演员当然自己修图啦
自己修啊啊啊啊
好瘦啊
因为现实过于沉重 大家都喜欢看图一乐的
555  希望正剧好剧多看到你！！
完了 脑海里出现了敏敏的样子
你是我的神！！
灵剑山还好吧
所有的节目都是剧本。。
被其他主演拖累了
哈哈哈哈哈哈哈
他好可爱，直接率真
这俩剧我真的都喜欢
综艺节目本来就不能当真
你好勇 我好爱！
 郭姐：你礼貌吗？人家还是小姑娘呢！哈哈哈哈哈哈
步步惊心喜欢的她，好有灵气啊
声音好清脆
200块钱的手机壳！
不奇怪不奇怪
被王一博劝退……
说实话，什么时候说真话也能让人胆战心惊了，这本来就很奇怪了
可是，在正常职场也不能这么说吧。。。
可能生活节奏太快 大家都压力大 都喜欢看一些不太费脑的剧吧～偶尔想深刻一下
姐姐好可爱哈哈哈哈，这是可以说的吗
这个我印象很深耶
要砸枕头了
冰雨火好看的！！！！！
妹子值得更好的剧本
她可以去拍文艺片啊
我也觉得
好敢说
冰雨火挺好看的呀！！
太美了
好家伙，一个没听过
还抠图
想哭可能是姐姐是个有追求的人，当下环境和这个追求相悖
太真实了
找到平衡是我们人生的课题，真的
灵剑山就喜欢男二
我喜欢冰雨火！
太敢了
哈哈哈哈哈哈哈
用资本的角度看待艺术
好瘦啊
灵剑山
感觉她好温柔又好通透好聪明
太瘦啦
我也是因为王不看冰与火 脸太僵了
小顾忆罗让我一直记得你
哈哈哈笑死我啦天呐
仙剑三哪有磨皮
其实每个人都这样吧
一个不太适应时代的傻孩子……
仙剑三的花楹
一个都没看过
姐姐挺美的
敏敏格格
啊，可是冰雨火很好看啊
姐姐气质好好哇我天
一部剧重点是在剧本嘛，当然如果导演演员更用心，呈现出来的感觉会更好。
好瘦啊姐姐多吃点
我也跟着想哭了
好演员对角色都理解得很透彻，会有自己的很多想法
冰雨火好看
我们也想回到10年前 唉
好喜欢姐姐啊
顺德仙姬挺出圈的
苍兰诀也不轻松美好哈哈哈哈哈
毕竟小的时候就演过顾忆罗这种层次丰富的人物
花千骨根本没有她好吧
糖宝吗那个虫子
主要是不想看绝了哥
太牛了
好看的，我喜欢
鲁豫啊
好喜欢姐姐 终于被看见了 演的真的很好
好瘦哦，剧里看着就刚好
现在：热搜多=火=成功
仙剑三比仙剑一差太多了好吗
因为主角没看，题材还算感兴趣
真不知道杨超越之流是怎么好意思自称演员的
现在的演艺圈对不起这种认真的演员
我也抗拒抖音
能找到平衡就很厉害了
自行车是吧哈哈哈哈哈哈哈哈哈哈哈哈
理想主义者
网友对女演员总是很苛刻
现在的仙侠让人喜欢不起来
姐姐好温柔
、
‘
就是没看诶
b站也属于娱乐圈的一部分……
配角也可以出彩，时间会把你打磨的很优秀，没必要非要主角，现在的主角都是啥，不当也罢
想到金世佳，一样耿直。
姐姐声音好好听
反正我到现在都没有下载过抖音
哈哈哈哈哈哈哈哈哈哈哈
冰与火很好看啊，主题非常契合现代社会
好真实！
这个甩海报她真的很用心，只有她封了海报可以完全展开
仙剑三时还是小朋友吧
最爱顾忆罗
去世  谁去世了/胡先煦.mp3
冰雨火真的好看 环环相扣
因为你最近播了很多剧啊
哈哈哈中秋会里光问这个问题
演员X  演贝√
因为粉丝要去把评论塞满图，各个都像假号
确实如此！
肯定不是步步惊心啊步步惊心多用心啊
我觉得多一些这样专业的真心的好演员
挺好的 不要难为自己认真做好就行了
这边好像是素颜确实太瘦了
我还以为是打台球的那个小婷
顺德仙姬可以
希望不要再追求快和流量，用用心心拍点好剧
哈哈哈哈甩海报
姐姐长的好像我们院长，很有气质
保护这些用心的演员，来一个用心的导演拍一点良心剧吧
哈哈哈哈哈
冰与火主演有陈晓就足够了，希望流量远离这类型的剧
花楹耶
杨幂粉丝又甩锅了，花千骨里面又没有郭晓婷，说的是仙三
好惨啊
说实话 但凡换个明星这样的回答会冲得很厉害
别人都是在搞关系 她是去演戏 。。。。
我感觉遇龙就是这样的剧组，从剧的呈现效果看这剧的导演就没认真
p50诶！
确实！
真就自己干啊
应该是灵剑山吧
赞了
倒退10年20年就好了。
敏格格
这个姐姐好温柔啊
她还是有自己的追求，只是现在不得不
不是题材的问题，懂得都懂。
笑死，她没演过花千骨那是安悦溪！
自己剪啊
这也是你演才能火 你看看给其他撑不起的人来演会不会火
回一句，健在啊，没有人去世
没办法，给的实在是太多了
挺喜欢她的
我也不喜欢dy
灵剑山还可以啊
自己还修图，还缺修图师不
好瘦
说仙三的是没看过仙三吗…那是仙侠剧巅峰咋可能粗制滥造…
说明观众真的品味变差了
劣币驱逐良币的市场。
好敢啊哈哈哈哈！爱了！
因为她就是好好当个演员
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哎，心疼
资本塑造了快餐文化，愚弄大众审美，市场变味了，演员也是受害者
她演的童年顾忆罗是我的童年阴影
看了看了
与君初相识
冰雨火好看！
这就去看冰与火
好像真的一直在演配角
王一博绝啦
明明是生活所迫啊
磨皮万恶之源
xxx会骑自行车啦
好喜欢她
姐姐好漂亮！！！！
是演员
可赤地也哪轻松美好了  太沉重了呜呜呜
路转粉了，喜欢真实的人
灵剑山
有点太瘦了
看过她的话剧，海鸥，真的非常好
哈哈哈哈哈
我以为是泡芙喵
可是冰雨火很好看啊
冰与火是王一博主演我绝对不看，拒接资本喂始。
哈哈哈哈哈哈哈哈，经纪人确实有点难
他实在给的太多了
罚罪扫黑不也都火了
不是观众都喜欢轻松的剧
太瘦了啊
她什么时候演过花千骨啊一直在刷花千骨
不是演员都喜欢轻松的剧
我是那个男主。。
顶姐姐
的确没人看
因为生活已经很累了 看剧就想开心一点
她好瘦啊看着有些心疼
好演员
哈哈哈哈哈哈哈
跟我同年同月同日生
我怎么没见过这些
冰雨火演的很好的姐姐
哈哈哈哈哈哈，大实话
她的气质挺适合古装
哈哈哈哈哈哈，这是可以说的吗
这不是我砍爷吗
第一次看她的戏是顾忆罗
真的棒，哪节目根本看不下去
我也讨厌抖音我是老人？
婷你
瘦脱相了都
真实呀 集美
我的天，看到演的剧，我以为他已经不是以前那个可爱的花楹了，但是看这个采访，她还是她，一样可爱。
很喜欢她
好瘦啊
想当好演员……（可是市场不允许，观众审美也变了）反正现在就是观众喜欢被割韭菜的那种模式呗，资本可高兴了
出圈了吧，很少看内娱剧的我都知道她
大家要有这时间卷演技就好了，现在都要让别人看见你，卷短视频，唉
不过说真的顺德仙姬演的真的好
是我的关注列表了！
确实很不好玩，观众只想看梗
现在的古偶是真不需要演技 哎
现在社会太敷衍，观众审美俗气
哈哈哈 姐姐太勇了
完全理解，现在流量明星根本不是演员！
她长的好像我素描老师
观众很多都不懂，审美低
赞同
Hhhhhh
跟沈佳妮还挺像
可以
圈粉了
妳很棒喔
真的好敢说
灵剑山她是原音，而且也才过去三年，感觉是她用配音的另一部古早说不得的剧
喜欢姐姐
冰雨火超级好看，故事环环相扣
看过他演的少林问道
共情能力太强了，看不了。。
很喜欢冰雨火
好可爱我亲亲亲
真的超级喜欢冰雨火
从前有座灵剑山里面的小琉璃师姐
经纪人辛苦了哈哈哈哈哈
她们的名字
“我要是生在十年前就好了”，这是多大的感慨啊！
喜欢了！好奇她的星盘
当然可以
都没看过
袁弘
可以，这就是现实哈哈哈
林湘演的太好了
哈哈哈哈
肯定不是仙三
真实
她在的圈子 性格直  没心眼 不是火不了  就是火了被全网黑被其他资本搞  
好几个演员都会有这种矛盾，不红就没有选择
可能是最近几年yq 很多人压力都很大吧
冰雨火除了男主都挺好
拉倒吧…王演的不好我看了，别在别人视频里给他洗行不行…
花楹啊！！
冰雨火大部分演员都有二十几年从演经历，戏骨飙戏才是真的好看。冰雨火里面剧情紧凑
但是我非常喜欢冰与火其他的都没看
不可能顺德仙姬  她很喜欢与君的氛围 
可是作为观众确实要宣传了，我们才能看到呀……
感觉把好多演员不敢讲的话都说出来了 再看一遍
早八5000+
好家伙
太瘦啦！
灵剑山主要靠男女主拉回来的，女主演的真好
前面的你懂了吗 她意思是采访问一些没内容没营养的东西  趣事多了 没必要说罢了
正派人设单一，反派比正派要立体和凸现演技
哈哈哈哈哈哈h h h kan de bu shi na mo duo
因为绝了哥劝退，加上粉丝吹的…更不会看了
还没出圈啊  她可是演的角色大家都认可的
节目组心理面积哈哈哈
可能被流量演员劝退，目前来说我不会去看绝了哥的戏
演技好的很多都只能演配角
还是以前更好看
只有中老年演员没有宣发物料这些
物料只会在等更新的时候看，不用拍那么多啦
把好演员都逼成啥了？！
就俩人啊？我以为有专业团呢
卷啊，以前多好，各司其职，演员就负责拍
问题是现实生活已经很卷了，大家确实只能看轻松美好的...
经纪公司也是推波助澜
哈哈哈哈哈哈哈哈哈
那就是看到的视频都有她的一份喔哈哈
绝了哥算了吧 没有演技的耽美流量
自己修图剪视频绝了绝了
我看了冰雨火剧情蛮好看的
冰雨火皮肤特别真实，剧情也好，但现在的人更喜欢小甜剧，可惜了，但对演员来说，经历这种剧是好事
钱
因为演员也是 甲方的商品   甲方是市场的商品
我表示完全接受不了抖音这个软件
想多了，粉丝不会喷的，事实上很喜欢郭晓婷在冰雨火里的角色
自己修图么？
花千骨
钱那么好赚？
为啥对王一博有偏见？冰雨火演的挺好啊
花千骨质量就是差，让我看不下去，不知道为啥很火
长歌行那个选角完全看流量吧，男女主完全不贴原著就算了，一点CP感没有
为何对王一博有偏见，他演的很好啊
以前的花楹如今好瘦啊
现在想演喜欢的戏只能想
如果能一直保持这个状态   应该是很快乐的 有过国民度又有戏演不妨碍日常生活
跟以前的剧不用配音似的
怪不得有些演员演技差
可是冰雨火你是大家争抢的团宠啊！狠狠慕了
冰雨火因为题材吧，缉毒剧喜欢的受众少，且还在优酷
她不算不出圈吧
顺德真的虽然反派，但是她用演技立住了
这些综艺不就是搞人际吗
看！你不接受就得被淘汰！这就是现实
冰雨火很棒，杨玲很棒
主要是被某流量劝退
对对对对对对
不简单姐姐，一个简单的视频网红一般都要拍几个小时
我对她的印象是花莹
因为难啊，现在干点正常事太难了！！
因为别的演员没看冰雨火
不好意思，不关注所谓的这圈，先活着再说
她已经出圈了好么
会有一丝委屈吧
再怎么样，收入还是高
我也没有抖音
冰雨火，王一博真的差点火候，感觉跟谁都不接戏，自己一个次元似的
我真的不看仙侠剧 
可是我好喜欢冰雨火呀
太喜欢姐姐了！！！
花楹
冰雨火除了王，演技都不错。但是一到王的画面，戏就断了。
明显不是剑三啊。。
冰雨火扑成这样怎么好意思，女主比工具人还工具人。。。
流量世界，一切都会被要求快、多，精工细作越来越少
天呐姐姐好美  太瘦了要好好吃饭啊
有意义，有人看才有意义
哎，生活与现实
冰与火确实很糊
确实，看到王一博这三个字我就退退退了
哈哈哈哈哈哈哈哈哈真实
云之凡好歹是唐人的不至于
那确实冰雨火扑到无人在意
我看了那一段，事实就是我觉得郭晓婷没有任何问题，完全是这个男的太不敬业了，但这种人都有人维护是我没想到的
冰雨火真的被流量毁了
还是少林问道开始关注她的
灵剑山吧。看得出那会演的不太自然
哈哈哈哈哈笑死
看冰雨火认识的她
哈哈哈哈哈，感觉被她圈粉了
这种男女主的配置，这种剧本，能火吗？只能主演粉丝才觉得会火
那跟up主一样
剧情不好很多不多呀
为什么会变，你给我说什么不变
所有职场人都是这样
是琉璃仙
这是因为WYB所以扑了呀哈哈哈
长得不喜欢
最讨厌抖音和pdd！！至今坚持不安装。。
说明她拍戏挺无聊的，没有好玩的事发生吧
我看了冰雨火哼
好 喜欢冰雨火里的她
因为真的好可爱呀！各种语气词就很可爱
她可是参演过像仙三这样巅峰仙侠剧的演员
一个都没看过。。
欧阳娜娜蚂蚁竞走十年那个节目？
十年前的电视剧真的好看比如仙剑奇侠传上错花轿嫁对郎
我已经几十年没有看电视剧了
这个比喻让我笑到了
啊 我想起来了 对面是“戏霸”
因为演员赚得多啊
说的是与君初相识
哇哇哇
生活已经够累了，不要精神累
有人记得她的顾忆罗吗？
好瘦呀
都没看过
得吃饭啊
这样看起来好瘦啊
哈哈哈哈哈哈
上班就是糊口
制片人
选角导演？
提胡先煦的别忘了小镇做题家
因为她是童星，她经历过十年前还算纯粹的氛围
网络讨论度高造成了受众广的错觉，网络数据也不真实
灵剑山
冰雨火她的热度不高是真的
少林问道真的很好，就是我不喜欢那个演技好的男演员
演员自己修图！？！好强
很像说琉璃仙，虽然这样，小琉璃还是很特别
卷的方向完全错了
她本人好瘦啊！！
用流量就会损失路人的观看量，哈哈哈，对粉丝各种平台演路人的评价，麻了，一个眼神都不想给
顺德这个角色确实是她演的配角里面比较立体的了
十年前好剧本多，现在好剧本好角色太少了
他好眼熟呀
明星网红化，必须拍视频
我也特别讨厌 影视宣发被短视频绑架
为赤地投币
看到王一博就看不进去而已
 觉醒年代 人民的名义 很火啊，因为没有流量明星
有思想有性格我喜欢
  因为是王一博演的
这部剧真的扑的悄无声息
hhhhhhhhhhhhh
hhhhhhhhhhhhh懂了
赤地女子，让我记住她了
实话，没事的
背景音乐音量太太太太太太太太大了！！！！！！！！！！
一个都没听说过啊
仙剑三连刘诗诗的痘都能看见，不是仙剑三
蛙趣她普通！？
她说的不是仙三 但仙三包括唐人那时候的剧少年杨家将射雕 白糊磨皮始祖好吗 还说没磨皮
因为资本知道怎么拍能获得某些观众的喜欢
换个男主我可能就追了
男二就劝退一堆了
天，我也想哭，好像很多行业都是这样
性格决定命运啊
冰雨火没有王一博估计就没有啥人看了
仙剑三吧
大实话，现在的市场还是喜欢轻喜剧
这是可以说的嘛
姐姐我很喜欢你！
比起电视剧，更适合戏剧吧
我没下载过
我也不喜欢抖音
不知道什么时候，真诚被称为低情商了
顾艺罗 童年噩梦
灵剑山反响剧情还可以呀
热爱演戏
、、、、、、、、、、】
竟然自己宣发自己修图
好瘦啊
要吃饭
卧槽原来她演故意落！
你家蒸煮演冰雨火这种题材能火过仙侠吗？不能就闭嘴
主要还是接不到啊，仙侠还是自己努力的结果
不要被目前的流量裹挟  冰雨火那样的剧才是演员该拍的剧
冰雨火很好  仙侠古偶现偶真的不要再拍了  消耗自己
现在人一边吐槽古偶现偶但像冰雨火这么好的剧却不喜欢看  现实就是这样
哇
这就是她成不了一线的原因
郭晓婷也有甜甜的扮相，她也有过敏敏花楹这类甜妹角色，请学会正常审美谢谢
难道不是杨志刚这男的茶上了天？
不 主要是不想看王一博
不喜欢王一博所以没看
笑起来好漂亮好灵
shuo服shui服都改过读音的词就别装文化人挑刺了
王一博是最大的败笔
她台词功底好好啊
？
这么激动干嘛 s
要赚钱的呀
蒋小鱼你好
没关系的
所以太真实且不藏着的人红不了，除非自己能忍住不表达出来
期待狐妖小红娘月红篇里的你
我爱看冰雨火这种题材的，不爱看仙侠
确实没什么人看、哈哈哈哈哈哈
娱乐圈感觉是优秀的人都被资本挤走了，没有专业人的那种坚持了
感觉她是摩羯，一查果然是
很早就关注她啦，真的很真实
很早就关注她啦，
她好真
因为生活已经很苦了当然不想再看很累的剧啊
可以去当表演老师
娱乐圈就是这样
环境不好
去演舞台剧吧
去演舞台剧呗
自己的眼光不一定就是对的呀
其实赤地女子不是很轻松美好。。
爱看不看呗
花楹也是配音啊
冰雨火 实惨
你不是年轻人吗
有钱你就雇团队工作呗
个人宣发吧
现在也算营销了
童年滤镜是有的
路转粉了
录哥，你是我的神
自己修啊？！
她性格适合话剧吧
真正想认真做一个好演员的人，都会对现在的影视圈失望吧
想做青衣，却对流量低头
毕竟要吃饭啊
苍兰诀确实挺好看
普通演员？？？
想象得到经纪人当时的崩溃哈哈哈
与君初相识连脸上的毛毛都能看见没磨皮，是她长好看
盲猜姐姐mbti是intj或者p
好多年前从花楹就一直喜欢晓婷
不懂为什么现在都磨皮
太瘦了，看起来没气势，不像女主
哈哈刚看一半就好几个消音了
这个声音和任敏很像
太对了姐，现在的剧磨的鼻子都没了，看一眼我就跑
她这个演的超好，本来都不想看，但是因为她才看了
瘦了好多
从抖音被大家shuizhj
哈哈哈有些观众欣赏水平是真的不行，演员本人都觉得粗制滥造他们反而爱得不行
古偶受众不一样
冰雨火超好看 
在这个行业里想做一个纯粹的好演员太难了
磨皮磨得看不见细节，怎么可能是仙三。明显是现在的古偶剧
制片人吗
爽啊
她自己还是有自己的坚持的 而且真的感觉她内心其实不认同 但真的是被裹挟了 清醒的矛盾着真的不容易
卧槽66666
别给人整送命题了行么？
章子怡那就是笑话？
感觉她太清醒了 她不愿意就这么被流量被资本裹挟 但现在的环境现在的市场让她不得不去接受
冰雨火不看后悔
？
弹幕呢
根本不可能是仙剑三啊，也没打光啊
