老哥的视频总是能深入我心，真的很喜欢。
都是打工人，我也在马路边吃过饭，为什么就让人星巴克滚蛋？？嗯我问你？
泪目
袁文君 你要开心呀
笑着笑着就哭了
白姐 爷永远爱你
南辞，出来玩
这人间疾苦，何时到头
卢！
我干嘛给你钱，你领导关我屁事，我停的不是你家车位
愿人间真善美
也不省饭
这小孩妈妈估计是被拐的
子衿
长安公园门口这是
体型上看得出来，确实不省油
呜呜呜呜
这个女的有点像 生孩子维持兄弟关系那个
你要爱生命
笑了
雀氏
大晚上一瞅，吓死人
有的人真的见一面少一面了
洛阳老君山
什么歌
1000+的朋友们你们好吗？
爷爷，我又想你了
........
最美骑士
呵 陌生人们！ 愿大家都被温柔善良以待！
郭琦  我喜欢你要和你一直在一起
看人真准
后面那男的干嘛？
可是我要怎么好好爱自己，
正宗
为啥要哭？
这里开始2倍速，新世界
前面那个朋友，你其实做的很对。既然令堂外面有人，那么她应该也不会给予你童年应有的关注
屏幕前的各位：焯！
你看他怎么哭着笑来着
下轿钱，肯定还有上较钱
愿各位一生安好
钞能力
沧州的
同一个时空的你们还好吗
我爱屏
活在当下，一定不要也不能留下遗憾
妈妈，我想你
都别哭，要笑着哦
辛苦了
他好开心啊
钱到位了
我也不想啊，但他给的实在是太多了
谢大帅比
好好爱自己
没绷住笑了hhhhh
前面的别刷星巴克了你看看新闻吧
《呓语》
跳的挺好
明显天津方言
李好一定要把身养好点啊
？？？
数钱太现实了，兄弟心疼你
没留电话
祝各位成功
珍惜眼前炉子
以前的快乐太单纯觉
-270
毛不易，呓语
看出来了，妈妈厉害
这话到头了姐姐
BGM：呓语
是真的跑了吗，还是所谓“被跑”了呢
：+？；。了，-
希望罐没事
津南口音
破防
我也曾跟外公这样坐在老房子前啊。。。
呓语bgm
我也曾深夜里坐在车后离开家乡啊。。。
蓝可儿
人生的面吃一碗少一碗，见一面少一面。
天津话嘛这是
我想知道毛在哪里
200都不洗车了
BGM好好听
呓语
这是臊子面吗？我已经一年半没有吃过了
呓语
浮世绘
王心果，赵德鑫他爱你
看他那样胖乖胖乖
老先生你就不能戴帽子或者及时清理吗？
同款锅
挺油的
你可真是个大情种
去星巴克消费都是狗崽子
泪目
我超
好哦
可恶 骗我的眼泪
呜呜呜呜
是是是是
《世界名画》
合适的不得了
20块钱
谢谢
考研干部？
做生意整得跟结婚似的
哈哈哈合适么
手抖
《人类悲喜并不相通》
你也不是一个省饭的孩子
按面值给，讲究！
强烈的视觉冲击对比，证明人类的悲喜并不相同
吃饭的家伙没了，比什么都难受
别人拍过了
BGM好评
南辞也要好好爱自己
用平板
卧槽 呓语 我最喜欢的歌
是刀快跑
好活当赏
确实不省油啊
你奏是我领导
谢谢你
看人真准~
星巴克出来挨打
致敬
你太会了，我把领导轰走，你慢慢停
这是什么歌呀
谢谢各位
谢谢各位的解答
帽子扣上
扒马褂呢
《可他给的实在太多》
求背景音乐
星巴克倒闭
哭了哭了
BGM：毛不易 呓语
别说油了，粮食也省不了啊
咱就是说，一整个破大防了
人类的悲喜并不相通
呓语
bgm好评！！！
我毛的歌 真nice
背景音乐呓语
人生不易，人间值得
黄骅也这口音 不像南郊的
确实
服了这是低配没夸戳，最服的是这是什么视频刷nm的夸戳
没夸错？2333这是8驱啊
哈哈哈哈哈
你的爱如此不值一提
快跑，是刀
谢谢
悲喜是相伴共生的
有钱能使鬼推磨
三国鼎立
BGM:呓语 毛不易
毛老师别唱了
3000+卧槽
谢谢你 陌生人
真好啊
别让我哭啊
哈哈哈哈哈
赵畅我爱你
有哥哥的我真的蚌埠住了
泪目
我参加爸爸和那个阿姨的婚礼的时候也和这小男孩差不多大
你是我领导
啧啧啧
沧州
是灯吧，省油的灯
星巴克倒闭
这是想感什么，感什么，[捂脸]
BGM犯规了啊
BGM犯规，有大刀
年纪大了 沙子里进眼睛了
奶奶年轻时化个妆照样漂亮啊
中尉先生
曲对币有
沧州话？
简介有
你怎么笑着哭啊
不易不舍，有苦有心，陌路同归，互勉互敬吧！
我给您念首诗吧
破防了
BGM-呓语-毛不易
钞能力
致敬
哈哈哈哈笑着笑着就哭了呜呜呜呜呜呜
吴佳霖我爱你
人总需要陪伴
呓语
蛋糕上写的老妈生日快乐
哈哈哈哈哈这个视频我看过，爸妈被螺蛳粉臭走了
加油，你可以的
骑车结婚的
加油！！！！！！！！你可以的！！！！！！！！！！！！
BGM是什么
大数据记着我
洪劲洁我爱你
牛叉
完美的人生难免遗憾～～～～～
bgm呓语
什么意思啊，没有前因后果的就哭
老家的口音！
星巴克涨价啦
想奶奶了
我也要穿漂亮的小裙子
bnn
bgm是啥
这算不算卖Y
泪目
什么歌
这里真的好浪漫
83岁老父亲在家盯着监控看
谁要和你做基友啊！
你币有了
努力活着就是快乐。
没有什么能感动我了
又被刀了
多久都不敢听这首歌了
推荐毛的《消愁》《盛夏》
天津的
星巴克中国
快跑，后面全是刀
拥抱自己的生活
zhejiusw
魔鬼↑
BGM好像是呓语
这个黄衣服的有点像我们学校的的校服
越听越惨。
不省油
神父
泪目
考研失败的兄弟，我也是
这种婚姻会幸福？钱都不会数。
哈哈哈哈哈哈
BGM《呓语》
现哥？
莫名好感动
一开始我还纳闷这是什么呀，噢，原来是人间百态
怎么突然就。。在我身上拉刀子了半小时
肘，跟我进屋
之前看过词都一样……
哭了
快递小哥这里破防了
事业不稳，宁可不要爱情啊，月老下线，现在是财神管姻缘，懂得太迟
毛不易唱这些歌感觉真好 听着看着感觉要泪目
蚌埠住了
《省 油》
看得出来
看的又哭又笑的
从此世界又多了一个伤心的老头头
拒绝迫害兔兔！！
你说你进来挨刀子赣神魔！
哈哈
一
过一天少一天
没有对比，就没有伤害
大爷:我炉呢？
哈哈哈哈哈
哈哈哈哈哈
好
又想到了众生皆苦，生活是远无止境的追求幸福
太真实了，这个手抖
介口音太熟悉了
毛不易《呓语》
里面的人听着，立即放下臭豆腐蛋，释放人质。
我炮呢？
差点翻车
毛不易，呓语
怎么那么像沧州口音
你是我妹妹阿
拍全家福真的破防了，想起来小时候和全家人一起去拍的，现在已经是两家人
跑了，嗨，多正常啊
眼泪
眼泪掉在了屏幕上怎么办
做买卖么，不寒碜
这个视频好就好在，是什么样的内容取决于你是什么样的心态在看
年龄大了不能看这个
黄发垂髫
<2021>
8年 我想我妈了
不省饭的孩子才对
普奇神父 姨妈大，要开始加速了
这种人让他原地回去吧，也不管车，车也不是女方的
天津奶奶
爱自己是高级浪漫
狗：还让你踹一脚
想起《县城》这首歌，我们都是平凡的，可为什么被要求是完美的
那些回忆正在疯狂地闯进我的脑子里
泪目
绷不住了
天津不管多大年纪，就喊解戒
这。。。  破防了啊 家人们  太真实了。
哈哈哈哈
白头到老就是福啊
难自己不要让小孩子感觉到难，最少童年不让他难
上班去，我怎能让她输
我答应你，你也答应我，好吗
爱你，爱你，南辞
确实
是沧州吗哈哈口音感觉有点河北有点天津有点河南
泪目
快跑快跑
谁说站在光里的才算英雄
抵制星巴克
新辅助最近拍的这个是
有钱能使鬼吹笛
这个真蚌埠住了
小起大落
找个找个停车场停一天不好吗
bgm好听
没有想爱的人，孤单一生又如何？
王怡然 我爱你
我也要
一字没提星巴克。字里行间离不脱
我在陪你你们看，其他的2000人
是毛不易的歌
呓语
人生
毛不易的歌，这声音真有辨识度
哈哈哈哈
确实不省啊。
泪目
泪目
泪目
星巴克必凉！！！
多笑笑吧，每个人都在和生活苦战
谢谢
骗进来刀
这个太心酸了
活在当下
这是真的见一面少一面了
我亲爱的祖国啊，对你的老百姓好点儿吧
这合适吗
对比啊，哎差距
泪目
我也不想啊，可是他给我钱啊
朱恒博我喜欢你(但愿你不刷b站
泪目
确实不省油
同款锅
泪目了
我爱你，李柒娟       应该是此后余生
   。
奥楚涅洛夫
我昨晚感觉自己差点猝死
我滴丫也，造不撒嘛
星巴克你坏事做尽
笑着笑着，为什么哭了
升华了
天津郊区话
给得太少了
已经在上面了
人类的人类的悲观并不相通
哭了
焯!
生活确实好累
天津口音
你让我笑hanshi
泪目
这一下给我破防了
你让我笑还是哭（doge
我结婚前一天还在下雪，结婚那天天晴了
星巴克倒闭
前方刀子，注意情绪
大哥，你住这吧
看人真准
上车饺子下车面
抬头看看吧，总有属于我们自己的一颗星
元气？！
哈哈哈
我可看不得这个
骗人的 快跑
他给的实在太多了
呓语
好
毛不易 意欲
什么结婚啊，吃人罢了
毛不易 呓语
好好听
这一幕是真的好难过，他赖以生存的东西没了
我超，真的是长安公园吗！
这个地方我真的蚌埠住
星巴克！
笑着笑着就哭了
毛不易yyds
刀扎我泪腺上了
这种歌要少听，太难受了
这对夫妻是因为疫情干不下去了准备关店，在空无一人的店里相拥痛哭
天津吗
这对夫妻因为疫情干不下去了准备关店，关店前夜两人在空无一人的店里相拥痛哭
我爱你
看视频吃姜辣哭了
h&m都没事了，星巴克不慌
跑啊，小心刀
我如果考不上大学该怎么办
生活不易，都要多点宽容和鼓励
这小伙好像我宿舍哥们，太像了哈哈哈哈
人类的悲喜并不相通
夸戳
关灯吃面
留守儿童才明白。
走了三十多公里
看到警察同志在街头吃饭心疼
金典的抖手
不行，给的实在太多了
真的想勇敢的想你表白
辛苦了
星巴克出来挨打！
菜里猪油没少放
不要在为难自己
BGM毛不易（呓语）
看哭了，人间值得，值得爱与被爱
静海
答应我，一定要忘了我
好好爱自己
梁瑾怡，我爱你！
真有夫妻相
迫害我兔子？奇美拉警告
穹我真的很爱你
这孩子哭的破防了
20
70
270
是挺费油的
为bgm点赞
泪目
孟小燕
优雅现哥
？
哦阿弥陀佛
爸妈：你不省油我们也舍得放油（狗头）
哎呀，领导！
只有你得到了我的关注
这是啥字体呀，想练一个
老了，风还没吹就哭了
别哭了  朋友们
你还没开始。我不想结束。
哈哈，给我6整不会了
傻*星巴克
陈姿含我爱你
对不起，当我没来过吧
他给的实在太多了
剪的好好
哎，那猴子看起来很像罗志祥耶。
可能是实习民警
天津人都是相声演员
静海南边也这个口音
好好生活。
开回家打车过来也花不了这么多钱
好想哭
就像曾经抱我那样抱着你
李蔺 夏敏 雷霞  曾生平 张心平 魏敏  付雪燕  何雪慧  袁艳艳等 你们一定要快乐
成年人的崩溃往往就是一瞬间
这个真的看不下去了，泪目！！！！
祝，幸福
世界名画
致敬
抖抖抖抖完了都快
没了解情况就乱自下定决了。
