好家伙，真就月更
不要这样，现在俄乌冲突也离我们有的远啊
一战禁止乳法
《空袭》
政客们永远不会在乎的
这时候开始玩不起了
2788
《拖住进攻》
失踪人口回归
一战美国是很弱，但是也是当时唯一能影响战争走向的大国了
终于更了！！！
小毛奇没玩明白
海战之神de首秀
瑟曦兰尼斯特
当一个游戏能够出现在历史剪辑中时，足以证明他的成功——战地一
输出全靠引擎的屑齐柏林飞艇
凡尔登绞肉机
鲁登道夫成名站
竟能如此相像？
伊恩，汉密尔顿
中国！中国!
三战都快了
阿拉伯的劳伦斯
慈父正在西伯利亚挖土豆
国策:向欧洲进发
俄罗斯和乌克兰不要演变成欧洲大战啊
永远的战胜国意呆利
竟然没人
国策：我先走了哈
凡尔登绞肉机
伊伯尔的毒云
人类群星闪耀时:凯末尔
奔向大西洋（doge）
一战法国打死了一代人
索姆河地狱
国策：别去他们人多
勇敢的心
似曾相识
恶魔法则:芥子毒气
以野兽的心境，射穿了大公的心胀。
致敬华工
行动:征服地狱
第二阶段：阵地战与绞肉机
国策:利益至上
事件：肉铺店
法兰西荣耀
今日荣法1/1
凡尔登绞肉机
第一次世界大战开始出现了各种各样的战争机器。
一战后瓜分成果，美国佬被集体排斥没拿到什么好处
国策钢铁巨兽
宋教仁都死了四年了
人类始终都是自私和愚蠢
来早了
惹到了美国
一战禁止乳法
人类群星闪耀时:亨利·菲利浦·贝当
终于等到你
法兰西真正的男人已经在一战死去了
小胡子
意大利人信不过啊（
流芳百世
瑟曦
kr
默克尔刚离任
加利波利行动，海丽丝岬
好看得  g
似曾相识
登录鬼才
但塞尔维亚接受了大部分条款，当然仍爆发了战争
梦幻联动
德皇。。
也不算惹恼，本来也想来抢果实
德军痛打了狱卒 但仍然被关在监狱里
贝当这个时候还是挺能打的
最后的三分之一法国男人死在了凡尔登
这个名字是英国人起的，嘲讽德法盲目延长战线
听那战争巨兽的嘶吼 武装起来市民们 他们讲禁止通行！
一场战争 击垮三个帝国 沙俄 奥斯曼 奥匈
好 队 友
萨！尼！铁！塔！
一个月了，你终于更了！
绞肉机…
日德兰海战德国公海舰队没能突破英国皇家海军的封锁，未能取得战略胜利
跟当时的伤亡比，现在的这些都是小儿科啊
意大利和 奥匈 有很大的领土纠纷 doge
可惜了，一战奥匈
也不是空头支票吧，确实两国站在一起了啊
卧槽，当时人命真不值钱。。。哎
你们需要镰刀与锤头
此时此刻
7000+
大公！车准备好了
意呆跟奥匈有领土冲突，所以一战同盟国其实内部矛盾很严重的，意呆一战反水不奇怪
7000+
经典双线程
天空巨兽:齐柏林飞艇
人类群星闪耀时:奥托·冯·俾斯麦
经典好队友
浪漫？
惹恼？不至于，它不过是来摘桃子的
狗咬狗
此时此刻正如彼时彼刻
法国牛逼！
现在美国一样渔翁得利
铭记
绝不乳一战法
反骨仔
这个移轴镜头配上文字，绝了
齐默曼电报：德国向墨西哥提议一个反美同盟 虽然墨西哥最后拒绝，但那时美国已经参战
来捡漏了属实
不是空头支票吧，确实站在一起了
一战前 欧洲也和平繁荣了半个世纪  doge 
俾斯麦气死
记住 双方都用了 他们都是屠夫
大片开始
丘中堂扣了奥斯曼买的两艘军舰，导致奥斯曼加入同盟国
差别大了去了...
贝当将军相信你
里宾特洛甫表示不服
经典两线作战
斐迪南大公是个挺好的人
嘿嘿，来啦。
游 戏 结 束
此时一个落榜美术生中了毒气袭击！
圣康坦的伤痕
除非英美参战，否则不可能
互相刷新下线
当你心情不好的时候，就坐车出去转转吧
阿拉伯的劳伦斯
能屈能伸，多方斡旋，压阵脚的人不在了
直击灵魂
致敬！
只是不接受协同调查一条而已吧
"They push ,  we push"
惹恼谈不上，是给了美国参战的借口
为太平洋战争埋下伏笔
俄乌局势怎么看
行动代号:海中之狼
唯一的反战势力被刺杀
人怎么没进步？但进步的人不是死了就是还没表现出作用
此时一个画家在前线
一战法国精锐部队死伤严重，导致二战时青黄不接实力大损
又是你
战争永远无法掩盖它本身的残忍
二战不就换了种方式实现了
自由法兰西!!!
捡漏王
撒尼铁塔！
恭喜解锁镇站之宝
一战流干了几乎一代法兰西男人的血，也正是二战的时候法国软骨头的原因之一
中国的山东惨遭掠夺
凡尔登，你们不能通过！
绍沙烧火棍
zlwy你看到我了吗
法国深受启蒙运动影响 很反战的
地理位子好 军火两头卖 最后来收头
一战前美国工业能力就超过 英 德 世界第一了
危
是英国想夺取奥斯曼的石油吧
这是什么电影，有人知道嘛
差点走上另一条时间线
2022，2，27丹麦决定派出志愿者去乌克兰
海丽丝岬
法国男人打光了
土耳其国父——邱胖子
年更节目
6000个人都出来吧
【
几乎实现了，但是由于在马恩河德军错误的部署暴露了自己的侧翼，使战略目标没能达到，变成了失败的马恩河
掀起波兰
国策：这是闪击战？
泪目
我们的故事
此时画家进了医院
不继续讲人物志了啊
誓死坚守
终于！！！！！！！！！！！！！！！！！！！
阿拉伯的劳伦斯
毫无波兰
Mark V
三战？欧洲现在何德何能还能发动世界大战？
凡尔登绞肉机
传奇王牌飞行员
此时有位默默无名的美术生
一战法国把血流干了
勇敢的心世界大战
乐
英国获得成就[苏联国父]
爷关更
军火和贷款都卖的笑裂开了还没好处
彼时的意大利呢
一战美国不弱啊
二战里还有铁托可以讲啊
这是法军。
瑟曦来当护士了..
还有三年，俄国即将退出战争，随之到来的，是赤红色的国度
不对劲，不对劲
不是基本接受了么
精罗狂喜
罗马帝国，武德充沛
此时此刻恰如彼时彼刻
我觉得henxjang
Vive la France!
让我来
我觉得很像，但我不敢说
送了几艘军舰，拉拢了一个国家
战地一！
从二战看，施里芬计划的问题是后勤。
爷爷你关注的up更新了
可惜都当了工具人明明是战胜 弱国无外交
，
天降猛男：凯末尔
自由之鹰飞向了欧洲
太爷爷……你…关…up…更…
绞肉机
作为小国，当时的塞和现在的乌都是作死小能手
比利时是一个国家，不是一条道路！
君士坦丁堡
有生之年
传统艺能意带利
一战那叫法国，二战叫小法
两线作战.危
语言指导:甘道夫
shame shame shame
游戏：勇敢的心世界大战
夏季攻势
一战意大利和奥匈打成了世仇
爷关更
电影《 战马》
Vive La France
萨拉热窝
真不至于惹恼
二次战争的发生在欧亚大陆。美国本国没有收打打击。 世界基本上所有的财富都被美国直接或间接掠夺。现在战争很难逃过。美国绝不会对有洲际导弹的国家直接打击
所有大国最终灭于自大
法兰西最后的荣光
致敬华工，但是还是出卖了中国
太子罪大恶极
美好年代消失
他们教会了我们，弱小的国家没有发言权，甚至没有生存权！
这时是叫做法兰西
大公，车已经准备好了
意大利：要确保我国在任何时候都是胜利的一方！
经典曲目
字幕过得太快
加强右翼
步兵闪击比利时
二战前置板
最后的法兰西人
历史可怕的地方就在于，没人相信她有一天会卷土重来
意大利的传统美德
一战比利时不能辱
老美隔岸观火
生气了
shame
转折点意大利
法兰西结束
法兰西最后的荣光
加里波利战神
危
“人类唯一能从历史中吸取的教训，就是人类不会从历史中吸取任何教训”
欧洲的血流干了，美帝上来收割了
凡尔登绞肉机…
历史老师狂喜
kr
天降齐柏林，输出靠引擎
太像了
从两个国家领土纷争，变成欧洲乃至世界性大战。。。
德国绝对一战mvp啊
不是只有两条没答应吗
比利时：我要求英法保护我中立国的地位！  英法：好的
背后开枪，哈哈哈哈哈
嘿！摸你穷！
更新啦！！！
画家被毒气伤到了，此时此刻
意呆利：传统异能，不要激动（doge）
Pour la France
法：来啊小老弟！！老子和你拼了！！！
凡尔登绞肉机……多少的人力……
贝当，一战的英雄
事物是普遍联系的
海战你永远可以相信英国（doge）
提灯女神 现代护理学创始人 南丁格尔
索姆河战役消耗了多少人力物力……
地球OL：一战
美国：你惹到我了
毒气攻防
毒气攻防
弹幕呢？
法国高光时刻
致敬在凡尔登的法军士兵
今 日 不 乳 法
跨越马恩
美术生是战争后期
今日荣法
海丽丝峡
巨人的觉醒
都是血肉啊
最早的毒气是氯气
誓死坚守
不愧是你
这么明显的红帽子这是法国啊
历史调研
一战是乔治五世好吧，什么鬼女王
诺丁山既视感
法国一局梭哈
恭喜解锁镇站之宝
美国，两次世界大战的最终获利者感觉，二战也是前期两头吃
那个艺术落榜生不是还被赌气熏瞎过眼睛
世间再无俾斯麦
噔噔咚
贵妇小径
凡尔登牌绞肉机
如果俾斯麦活着的话，一战谁赢谁输就不好说了
青岛人报道
叶师傅！！！！
按t佩戴防毒面具
大流感…
法国一代人都要打光了啊
游戏，勇敢的心！
致敬
今日不乳法
捡漏王即将上线
纯捡漏王
美国流感
战地1 齐柏林！
今   日   不   乳   法
空白支票是你要多少给多少，自己写，是非常优厚的。空头支票是账户里没有钱，指没有用的意思。
来晚了来晚了，用核弹热着应该还能吃
法兰西最后的荣耀
战争烈度进一步升级
战争带来死亡和灾难，人类群星也闪耀出世
横扫欧洲 做回自己
誓死坚守
前人哀之而不鉴之，亦使后人而复哀后人也
阿拉伯的劳伦斯
法国在一战把英雄打完了
一战不乳法
一战不乳法
南丁格尔是英法俄克里米亚战争时期的人物，跟一战有什么关系
二战意大利也跳水。不可相信
真够疯狂的
其实英国损失更大
阿拉伯的劳伦斯
国策: 法兰西永不投降
致敬老一辈为我们夯实的基础！
国策:法兰西永不妥协
Kr世界分界点
毫无波兰
ils ne passeron pas
丘胖高光时刻（不是
德国：危
勇敢的心
国策《复兴萝马》
人类群星闪耀时:阿里·凯末尔
这些协约就没有几条有用过
法兰西荣耀
维尔纽斯
凡尔登寡妇制造者
说一战没有飞机的笑死
补充一点在这期间1914年初到1915年末还发生了著名的圣诞节停火事件
空白支票你是可以任意填钱数，相当于任意刷的卡
导火索来了
哪里黑俄国了，那是法军
1
齐柏林飞艇就是第一次工业革命的浪漫
三战可以参考一下
一代法国人倒在一战战场上了
西奈赵子龙不请自来
南丁格尔是克里米亚战争的啊，别无知还在这里秀
这是澳大利亚军队
人类历史上第一支摩托化步兵—，巴黎出租车拉过去的
viva France！！！
“当你不开心时，就上车去走走”（肯尼迪的肯定）
“During that's summer”
流感离了
鄂图曼帝国
“Isn't it?”
行动战役：跨越马恩
“We are not afraid everyone.”
行动战役：加利波利
Yes
行动战役：石油帝国
贝当，一战英雄，二战狗熊
刷胡子的弱智?这是一战
行动战役：武普库夫山口
“此时的墨索里尼正在瞄准镜里搜索敌人”
瑟曦吗
行动战役：地狱熔炉
行动战役：黑尔戈兰湾
进军阿尔萨斯洛林！
行动战役：索姆河
基洛夫
如果小胡子记仇的话
果真是绞肉机
《巨 炮 的 对 决》
氯气的出现
毒气很多种，像芥子气和氯气
致敬！
0.75倍速正好
贝当--一战的英雄，二战的罪人
“We are not a boy anymore”
一战禁止乳法！
“It's not a game.”
圣诞停火
好耶
《跳边》
国策:乘机捞一笔
战争从来不是好的，是对一代人的毁灭
小毛奇：我不
致敬
rrnm刚燃起来打两把战地1碰到大哥直接给我打下线回来接着看视频 淦
法国最后的男人
什么基洛夫，那是齐柏林
爷关更
阿拉伯的劳伦斯？
服装一看就是二战时期的
一战美国并没有起到决定性作用，反而大发战争财
意大利反水，最后干碎奥匈，奥匈解体
为了法兰西!
以沙皇之名
这句话的意思是拒绝了部分条款，不是说“全部”，真是中文博大精深
阿拉伯的劳伦斯
仅次于凡尔登的地狱战役--索姆河战役
奥匈帝国打塞尔维亚。结果打着打着收不住了，全打起来了
Pour la France
国家打国家你以为儿戏呢？真打起来收不住的
德国王牌飞行员红男爵
南丁格尔是维多利亚时期的人物
了
乐！
帝国如此强大，19世纪日不落帝都伦敦子民们都这么想。但是他们错了
勇敢的心：世界大战
打了4年  
默克尔离任
北约协定
德国虽然不是世界霸主，但是它是世界战争的源头
传统艺能
失踪人口回归
帝国靠山王----俾斯麦
以沙皇之名
塞尔维亚一个小屁孩，奥匈帝国揍他很简单。可惜打着收不住了
全球第一次进入世界大战的黑暗深渊
趁人之危，传统艺能了
美国出来收割胜利果实了
阿拉伯的劳伦斯
ctmd
建议入选入站必看
战  地   1
流干了法兰西最后一滴血
空中巨兽，地面部队的死亡使者-------德国齐柏林飞艇
青岛震怒
勇敢的心世界大战
王  师  上  岸
你好短
年更？
一战也才过去一百年！
死神的狂欢节
法兰西的黄昏
他们背叛我们
加里波利战役：英国皇家（奇葩）海军打奥匈南部
美国传统技能：过来收割抢人头了
就是世界大战。中国日本也参战了。中国是战胜国，巴黎和会还被卖了
因为这个条约的目的就是为了发起战争，奥匈帝国选择视而不见，选择了战争
南斯拉夫
在拱火、煽动民粹？一战导火索斐迪南大公遇刺事件，当时奥匈帝国报道只有十几个字“我皇储斐迪南
"对塞尔维亚是正义的,别胡扯"
应该是想说拒绝接受全部（的）条款
法意是争夺殖民地，可奥匈可是占着意大利的本土一部分
的消息”，之后是各方不断加码（俄罗斯轮盘赌，越到后面空枪概率越小，可回转运作空间越低），
大流感警告
乌克兰好歹没宣称什么地方吧，塞尔维亚民粹主义者可是到处bb赖赖说什么地方有塞族就是自己国土
开战时大国都谴责毒气战，到一战结束，有能力用上毒气的基本都用上了
最后是一声枪响，世界大战开打！而类似的情况还有卢旺达内战，一开始报纸上只有短短的一条消息
天，终于更了
一战基本打光髪国的一代人
只有五个字“砍掉高树木”
看着头皮发麻
奥匈帝国
奥匈解体
这个味道，越来越不对劲
我还以为坦克是二战启用
德奥同盟120年后的这天我出生了•᷄ࡇ•᷅
法军最后差点军变。。。。
历史老师暗喜
确实不怕
德国发电墨西哥对美宣战许诺好处，被美截获
誓死坚守
隆美尔打意大利得了枚奖章
跨越马恩
我们的船今天有些毛病
前进！法兰西祖国的男儿，光荣的时刻已来临！
令人可笑的是，德国是最后一个进行战争动员的。
食人族酋长看了一战史之后觉得凡尔登是个不错的品牌
1917
这看得我背后冒冷汗 希望乌俄事件和平解决
一战不乳法
不就是塞尔维亚人挑起的一战吗？
一战不乳法
贵妇小径
一战不乳法
凭据但无用？
闪耀的人即便走向终结也是流星。
战地1
真的没有永远的敌人
事在人为
军火商赚够了钱，然后商路被截，参战
They shall not pass!
我。5meehr感觉。dee.rgrain
应该是只有两条没答应
今日不乳法
凯末尔？
《迅速》
我们和乌克兰也很远。
普林西普
德危
Viva France！
画家眼睛残了
有生之年系列
坦能堡双星！！！
心慌了的话，建议大家多学习一下传统文化，对于战争的研究很是精辟了。远比网上泛滥的白左白右思想深刻。
短小了
标题吓我一跳
凡尔登雄狮
终于等到了
简单啥，沙俄确保了塞尔维亚的独立，奥匈要和塞尔维亚开战就相当于要和沙俄开战，这么一来就变成英法俄三国协约和德奥意三国同盟开战了，哪里简单？
不要简单类比，那个时候没有核弹
小胡子因此暂时失明
不是日德吗，下面怎么是英国
维尔纽斯
666
战马
画家意外生还
冷兵器的时代 法国男子 练刺剑比武还是很多的
法兰西最后的荣光
德军完全正确执行史里芬计划，导致战争局势僵持
真的，法国一战把整整一代人打光了。
捡漏王出现了
搞清楚空头支票和空白支票的意思。。。
一战禁止乳法！一战禁止乳法！一战禁止乳法！一战禁止乳法！一战禁止乳法！
红男爵
某国从一战二战学到的事情就是，你们快打起来，你们打的越惨，我越高兴
热乎的
这是新系列预告？？
一战禁止乳法！一战禁止乳法！一战禁止乳法！一战禁止乳法！一战禁止乳法！
接下来要将一战了
阿拉伯的劳伦斯！！！
凡尔登高地
大战序幕
所以就是欧洲人打来打去，关别的洲什么事？
至暗时刻画面
你们都是迷惘的一代。——海明威
我要这币有何用
《一战风云》预告片？
没看错是瑟曦吧？
中国远征军？
绞肉机也没能阻止二战开始
不是欧洲匪徒，而是有钱人，统治者让百姓卖命
谁赢我帮谁
好耶终于更新了
小毛奇立大功
太像了
有生之年.........
从此男人们不再留胡子～
一战俄国不行，一站还得看法国
拒绝接受全部，不是全部拒绝接受
前面没良心炮的那个是军盲吗？
被出卖的法兰西
法兰西最后的荣光 此后开启乳法时代
一场结束所有战争的战争（笑）
火钳刘明
这不是我最爱的瑟曦 卖魁 吗？
kr走起
历史和曾相似
希瑟
瑟曦
电影：1917
弱国无外交
法兰西最后的荣光！
好燃
百年和平孕育了一战 众所周知20世纪一直到1914年才结束
南丁格尔
致敬华工
小胡子如果没发动二战，保住到手的领土，也许可以与俾斯麦相提并论
不愧是你
唉～
马莱联合军队
是英国把奥斯曼逼反才把战火引到中东，就算世界大战了
战争不以人的意志为转移
闪电战始祖
求bgm
有一个美术生通信兵被毒伤眼睛了
参战了，也带去了流感，死亡比打仗人多
哈莱姆地狱军团
这里死了法国几乎所有的男人
凡尔登绞肉机
一战没办法乳法
那是乌克兰自己的事不是吗？
世界大战之前都是相似的
++
德国每次都是一打几啊
要来一战系列喽
国家的立场就是我的立场!
火钳刘明
+.................0
中国还没搓够装备阿，别着急打哇
永远不亏意大利
要干就干老美
战争的恐怖永远是平民所无法想象的
开始站队
一战的时候法兰西是真的硬
5000+正在观看
二战后贝当怕了，或者说整个法国都怕了，一战后法国青壮年劳动力都死光了，总不能把整个国家的未来都葬送了吧
奥地利的画家进了医院
恰如此时此刻
贝当想不到这样的战争有两次，而他只做了一次死亡准备
游戏结束
你这一生，有没有为昂撒民族流过血？
一战的法国与二战的法国
拿机枪的屑斟茶
还不是过来抢利益的，欠缺的不过一个理由而已
先一键三连再观看
直接三联送上
they shall not pass
德国当时确实叼
一战美国没啥作用的
这是瑟曦?
打光了法兰西的猛男
已获得触发剧情道具：FN M1910手枪
法兰西最后的脊梁！
1
3V3
一战阿，还真乳不了法
法国在二战前一直很牛
今日不乳法
一战的闪电战
日本这波趁火打劫
死神降临
南丁格尔是克里米亚战争
都是现在国家的首都
劳伦斯
一战法国打光了一代年轻人
拒绝接受全部好像没说全都不接受
.
如果奥匈能守住布鲁西洛夫攻势，那么同盟国或许就能获得最终胜利
音声应该是来自《他们已不再变老》采用的老兵采访录音
欧洲的黄金时代结束了
成就，今天是英雄，明天是唾弃
他们，别想过去—誓死坚守
这是法兰西的荣光
一战禁止乳法！
所以是拒绝全部
危
他们过不去，再说一遍，他们过不去！！！！！！！！！！！！！！
（右勾拳）
一战的英雄二战的狗熊
勇敢的心
不要削弱我的右翼
法国在一战把英雄打完了
以沙皇之名（in the name of Tsar）
加里波利战神  丘胖
一战美国也就那样，但确实发财发爽了
意呆利的传统艺能
日本是第一个主动宣战的……？
人间地狱索姆河
帕斯尚尔
事在人为
勇敢的心
黑贝丝
红男爵
泪目
要开一个一战人物系列了吗？
勃朗宁1921？开啥玩笑，人家用的是勃朗宁190。
这是什么电影呀
至暗时刻
猛男！
一战的法国确实厉害，不要乳法了
残酷的战争   见证2022俄  乌 战争  愿世界没有战争
好乱啊，原本是欧洲内战，然后亚洲两个国家插手
游戏勇敢的心！！！ 推荐一玩
前面的，殖民地军队参战了
南丁格尔是克里米亚战争
一战禁止乳法
“以沙皇之名”
一战禁止乳法
法国最后的猛将们都死在凡尔高....
随后阿拉伯国家就成了西方的傀儡
秀秋行为
早期巴巴罗萨
致敬!法军!
【催更二战】
凡尔登
波兰呢？
不管怎么说，向华工们敬礼！
viva la france
拖住15天
各位，是英法求着美国參战的好吗？
这只是一个理由，这时候美国不参战，一战也差不多了
会议波兰王国波兰一战没独立 隶属俄国 期中波兰人为俄普奥三个国家都有参战
危
战争，对当前权利体系的洗牌
那时候还没有什么全球化，战争的闸门要好开启的多
德军还是能打
有生之年
肯尼迪
2022俄乌战争
土耳其国父
...........
爷爷爷爷
表白黄字科普君
美国:你断我财路是吧
定了东西又挑刺没要一样
好战必亡，忘战必危。
法兰西最后的荣光
终于明白为什么人们总说第三次世界大战只有在中打响了虽只会复制
美国收 人头了
小毛奇他能打吗？他打不了，先把战争的理念搞懂。再这样下去要输
战地1
在位…
They！Shall not！ Pass！
意大利行为
穆斯法塔.凯末尔
什么叫法国当时不算太弱？当时法国妥妥的强国
一个月了，你知道我怎么过的吗？为你三连呀
捡漏王
历史周期律！
美国:西班牙病毒来咯
随后威廉二世上位，德国与俄国、英国交恶
弱国无外交
催更
德国1v3太难了，哎
你们不说我根本不会想到乳法两个字!
《巨人的陨落》
I  am  the  queen
当一株藤蔓被点燃的时候，人们并没有意识到它已经长到了脚下，而那藤蔓上的一株火苗，也终将顺着藤蔓烧到整个欧洲
意大利为了国家利益可以理解，可德奥就难受了
乌克兰拒绝俄罗斯，执意加入北约
KR启动！
德国:md老子惹你了?
一战美国很菜的
在那个冬天，很多人讨论乌克兰上不断上演的冲突，但我们距离乌克兰很遥远，我们一点也不担心
战争害死了好多年轻男士，我是女的，但是真心觉得战争太残酷
德国文明统治胜利
帝国如此强大，我们不惧怕任何人
那时候完全没有绝望的气氛
牛逼！
太可怜了，都是鲜活的生命
要开战了吗?是的，要开战了
致敬
我们虽然参战了，胜利了，但还是逃脱不了被瓜分的命运
法国死了一代人
早期德国试图闪击
小日子过得不错的日本选手，看上了中国的地盘，并试图介入
平衡性最好的一个版本
人类历史上第一次为了胜利而不择手段放弃人性和人道主义
前面的，二战的视频早有了，翻翻以前的视频
早期狼群计划
德国希望再打一次普法战争，法国希望血洗耻辱，英国希望压制德法，俄国希望转移矛盾，奥匈希望搞定巴尔干，都以为吃定对方
《传统技能》
致敬
瑟曦？
潘多拉魔盒的开启
致敬!
凡尔登绞肉机
vive la France!
鹰酱本来就隔岸观火等机会
古代史不人道多了
通碟:一国通知另一国并要求答复的文书
向华工致敬
致敬！
喂！华为！
一战英雄，二战罪人
烈日要塞抗住了德二气势装备最高昂的攻势
子弹是笨蛋，刺刀是好汉！
4000多个人和我一起看
他们将无法通过！
他们将无法通过！
他们将无法通过！
意大利，罗马帝国的耻辱
凡尔登绞肉机
一战法国好猛
东海战争
达达尼尔绞肉机，英国在博斯普鲁斯最大的失败
拿屑机枪的屑斟茶
Ils ne passeront pas!
Ils ne passeront pas!
Ils ne passeront pas!
硬仗德国打
Ils ne passeront pas!
一战9上历史
致敬
言简意赅
是时候出来捡漏了。
战舰世界的施丽芬吗
狗咬狗的战争罢了
一战法国猛地一，还真玩不了梗
你惊醒了Boss
tm皇储死了，军队动员了一个月？
刺刀噶你腰子
属华工最惨了，当时国家不强大，没有能力保护他们
是不是要做一战的大人物了！
西奈沙漠
大制作
闪击
pour la france
they shall no path
终于
战地一开始
摘桃子行为
脑洞大开！
美国总是在最后收获的时候参战，但英国确实挺不过去了快
一战前最强是英国，后来被德国摩擦了，美国鹬蚌相争成为最强
大元帅，我滴超人
这是怎么舔脸干的事，抢他国被占领的土地，哦日本啊他们没脸
mcc
凡尔登下禁止乳法！
一战时的美国还没有二战那么强
此时此刻恰如此时此刻
怪不得二战后来投降早，一战用力猛了
自由法兰西！致敬
我不是来参战的  我是来结束战斗的
英法：你若倒戈卸甲，以礼来降，仍不失战胜国之位
被欧洲遗忘的英雄
红男爵台词
这大部分都是游戏战地一的画面啊
一战英法战场上的中国华工不应该被忘记！！！
只要亚太和欧洲和平，就不会爆发世界大战
但我们真的距离乌克兰很近，无论距离或颜革
欧洲开战太危险了
