nb不看歌词都能听的懂，消防员做什么都做到最好唉！
爱了爱了爱了
6666
我的未来女婿们
高燃
好可爱
弹幕送给最可爱的人
用心了
哈哈哈哈哈
优秀！
好帅啊！！！！！
帅啊啊啊
电影视觉
致敬
文理学院还行
敬礼
百万填词
优秀
币给，都给！给
四川人来了
666
太棒啦!
666
填词真棒
爱你。。兵哥哥
我看过一篇消防文他们真的很不容易
才要填词
老弟!
帅啊
爱了爱了
果断点赞
太棒了
居然还有教学
致敬
太棒了
达州报道
666
这个帅
打电话
哈哈哈哈哈哈哈哈
达州人来报道
帅
以前是一抹橙色
达川区的来了
好激动
消帮！消帮！消帮！
我的妈呀  有点像林俊杰有没有
帅帅帅
感谢
不三连良心过不去啊！
帅啊！
帅帅的～好可爱～
这个小哥哥好可爱！
你们咋辣么优秀
给消防战士们打call
达州人民前来报到
太帅了
帅！！！
好萌啊
达州牛逼
走起
牛逼
你拿灭火器喷我？？？？！
棒
灯球呢
厉害了
硬核灯球呢
谢谢你们！
好听啊握草
拍的真的挺好
真的好
达州人民前来打call
这样的视频出发点好，内容好，制作好，比娱乐至死的玩意儿亮眼太多了！
哎呦，我们达州的
帅
牛逼，致敬
感动
达州人在此！
妈妈他们喷我
整得好！
尬?有原版尬吗？
为什么我听了总想哭呢
洗脑了
肖邦？？？
彻底洗脑。。
哈哈哈哈
帅
没必要踩一捧一吧，没原作者的曲，拿来的这首
66666
哈哈哈党
达州人报道
心动
帅
消防员吗？我楼下有个小孩子头卡痰盂里了
消防员吗？我楼下有个小孩子头卡痰盂里了
帅气！！！！
最可爱的人
帅帅帅
牛逼了
百万填词
百万填词，有意义
达州渠县人来报道
哈哈哈哈哈哈哈哈哈
鸡皮疙瘩啊
打call
打
你竟然用灭火器喷我
祝你们都平平安安的啊，感谢！
点赞了点赞了
牛皮牛皮
乍一看以为洪世贤
秀秀秀
帅爆了
帅爆了
优秀。
四川文理学院可还行
帅啊
6666666
好可爱呀
好帅
整挺好
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
还要唱二句才继续，我刚拿起我的小本本
震惊一波
四川文理学院报道
谢谢！
想夸几句奈何没文化
路人甲乙丙丁出场
四川文理学院报道
爱了爱了
我讨厌野狼disco，但是这个好帅
想嫁消防员
真正的为人民服务
嫁消防员
达州人报道
整挺好
达州的呀哈哈哈哈 四川人为你三连
帅帅帅帅
莫名感动
ohhhhhhh！我爱了！
记到
歌词改得好啊
这个必须三连
太帅啦
1
牛
听党指挥，纪律严明，赴汤蹈火，竭诚为民。
帅啊
听党指挥，纪律严明，赴汤蹈火，竭诚为民。
666
帅~帅~
牛批啊！帅啊
可爱嘿嘿
太帅了
66666
押韵嗷
好帅阿
转场可以啊
敬礼
帅啊
太帅了吧
整挺好
肖邦：？？？excuse me？
达县的兄弟伙儿叫一声哈！
犹豫，就会败北
犹豫，就会败北
哈哈哈哈好可爱啊
百万填词！！！！
敬礼！
四川人报道。
厉害了
爱了爱了爱了
因为本来就很帅！！
帅啊
百万填词百万填词
本来就有够帅的还耍个屁帅啊
厉害了
帅呆了
帅死了
比某些导演拍的好
达州人士，2分钟，我要这个男人的全部信息
哈哈哈哈后面两个被小哥要是被威胁了你就晃动你滴胯胯轴
渠县人来报道
三联走起
卧槽流弊流逼流逼
达州
哇太帅了
打call
帅
辛苦啦
nb
厉害厉害
好可爱hhhhjh
疯狂打call给跪了○|￣|_
你币有了
太赞了
我能发弹幕了
帅！
达州牛坡
达州牛皮
大长腿们爱了爱了
哎呀哎呀
这个安排不太行，应该是ngan‘pai
厉害了
致敬
敬礼
致敬致敬
致敬
你们要不要这些装备？
666666
厉害
出道吧
三连
达州人来报道
填词一级棒
四川人报到点赞
哈哈哈哈哈哈哈哈
乱打火警电话，已被当地公安机关拘留
牛牛牛
敬礼！
给大赞哈哈哈哈哈哈哈好
我就是达州滴
谢谢你们！真帅！
我就是达州滴
哈哈哈哈哈哈哈哈哈
11111111
哎呀呀
夸夸
马虎，你就死定啦
马虎，你就死定啦
帅了
帅
马虎，你就死定啦
帅气
也太可爱了
原来是武警
好活
哈哈哈
达州人报道
帅炸了！
666
帅！！！！啊啊啊啊啊！
啊啊啊啊啊太帅了！！！！
真用心！！
哈哈哈哈好厉害啊
爱了爱了
 哈哈哈哈哈哈哈可爱
好帅！
哈哈哈哈哈哈
帅得很
强
太帅了
帅
百万填词呀
绝对C位
川防!川防！川防!
哈哈哈哈可以的
6666666
赴汤蹈火，竭诚为民。
哭了哭了。
摄影师，拜拜
奔驰消防车诶
整的好
帅
帅的一批
帅帅帅
好棒
太优秀了
满足你的时候神似我们主任
比黄晓明的电影好看多了
太可爱了叭！
溜得一批！爱了爱了
太可爱了
只有一句6666了
还以为是四川话
我靠 这个太牛了
再来一遍
太棒了叭
6666666
美国加州山火的有钱才抢救的消防员
达州人民前来
晓得了
敬礼!
太厉害了
帅啊
赛亚人
帅
可爱
一会儿帅一会儿皮
6666
你币有了
哈哈哈哈哈哈哈好可爱
6666666
阿消
可可爱爱
哈哈哈哈嗝
6666
我币没了
打call啊！！！
帅
给力
优秀
马虎
鱼台的来报道
哈哈哈哈哈哈这个吐槽
德州人报道
好帅
赞
帅
力挺
敬礼
帅
致敬最可爱的人！！
帅帅帅
辛苦啦
牛逼
敬礼！
这个帅气
帅！！！
帅气！
牛逼
整挺好
帅
敬礼
致敬
敬礼！
消防员也好几套衣服
帅的一批
666666
再来一遍
再来一遍
再来一遍
好飒
山东发四川的？
帅
哇我们达州！
玩归玩，闹归闹别拿高哥开玩笑
达州实红！
哈哈哈哈
致敬_(:_」∠)_
三连
辛苦了，致敬
百万填词师
太帅啦
666666
帅
流批
帅炸了
致敬
达州
蓝朋友！！！！！
帅爆！
牛逼牛逼
比原词好，这个有教育意义
哈哈不错
好帅啊！
厉害
赞
整挺好
帅
老弟
帅啊
好说
帅死了
帅的帅的
给了！
我可以
帅到炸裂！！！！！
66666666
帅
你币有了
好帅啊！
好可爱
太帅了
整挺好
达州人报道
致敬
为啥只能投一个币
整挺好
爱你❤❤❤❤❤
好帅啊
太棒了吧
致敬
为什么只能投一个币
哈哈哈哈达州牛逼
帅
一定要平平安安
哈哈哈
帅气
整滴好
记住了！！！
致敬
666
好帅啊啊啊！！！
感动！！！！辛苦各位消防官兵了！！！！！！
这也太帅了叭
敬礼
哈哈哈哈哈哈哈 太硬核了
辛苦了
帅帅帅
帅帅帅
真的帅
66666666
2333
整挺好
谢谢你们，注意安全
这腰真细
给力
太棒了，你们最棒了。
啊啊啊啊啊啊啊啊啊啊，太帅了！！！！！
辛苦了
辛苦了
帅
敬礼敬礼敬礼
敬礼
6666
中国重汽
棒棒棒
好的
敬礼
给力，帅气
66666666
帅啊
填词NB
整挺好！！
忘记原唱
棒棒棒棒棒棒棒棒棒棒棒棒
百万gouri
帅
帅气
收到!
爱了！
帅
敬礼！
敬礼！
敬礼！
我币没了
前面文理学院的等我一个！！！！！
你就莫得了老弟
达州人民前来支援
大竹也来报个到
可以可以的哈哈哈哈
整挺好！
厉害
i了！
帅！
可可爱爱
爱了爱了
太帅了！
得行
好帅
nice
可可爱爱
达州人报道
好的
可爱又实用
敬礼！
我爱上这个哥哥了！
6666666帅
帅气！！！！！
帅气
我要这币有何用
敬礼
好棒
好帅啊！！！
打call！
老弟！
消防员哥哥太帅了
6666
谢谢！
帅
致敬，伟大
帅
爱了爱了
帅!!!
整挺好
66666
整挺好
最美的逆行者♡
这也太帅了
牛逼，牛逼
好正好喜欢啊！国家能分配吗
帅嗷！
6b 6b
感谢消防战士
帅
百万填词太帅了！
致敬
好可爱哈哈哈哈哈
666
skr
帅啊啊啊啊啊！！！！爱你们！！！
太帅了
帅气
我币没了
莫名同步了
你币有了
牛逼
麻油，镜头感超级棒
有才本才！
好帅啊啊啊啊啊啊啊
太棒了  敬畏
牛批！！！
woc   帅啊！
为守护市民生命财产安全的消防小哥点赞!
感谢！
帅
填词真的好棒
帅帅
可爱
重汽的你不是一个人
转场您好帅爱爱爱啊啊啊啊
啊啊啊啊啊这个转场好帅我的消防哥哥
好可爱啊
鸡皮疙瘩！
罗浮广场
敬礼！
达州的好吧
这么幽默有趣怎么可能是山东的啊
帅爆了
帅啊
牛逼
致敬！
@马虎 
帅啊
辛苦了
欢迎回来
欢迎回来
敬礼
太强了
6666
你币有了
谢谢英雄们！！！致敬！！！
你币原来是
达州报到
好！
镜头剪辑好用心！点赞！
我要这币有何用
666
果然长得帅的都奉献给国家了
做好笔记做好笔记。
啊啊啊爱了
啊啊啊爱了
帅爆了，致敬
湖南文理学院在此，文理学院握个手
精彩
帅哭了
.66666
比心
666
帅
流批
不行了一个个太帅了
赞赞赞
 超帅的啊！
辛苦了
帅！
达州人路过
帅帅帅!我爱了!
达州人表示rap牛皮!!!!啊啊啊啊啊啊啊吧!!!
达州人报道
帅啊
达州达州达州达州达州达州达州达州达州达州达州
我币也没了
吊
敬礼！
我币没了
整
你币有了
0、75倍速十分赞
太赞了，666
敬礼
666
爱了！！
安心睡觉可还行
nb
真的有点
老弟
11
消防员哥哥太帅了！！！！！！
敬礼！！
帅炸了
啊扑进老公怀里
六批
求高清版
帅！！！
nb
66666
打call
消帮 我在雨里拉肖邦
没啥说的，我就打666吧
致敬致敬！！！帅！！！
整挺好
填词秀啊
阿伟死了
帅死了
666666
达州来了！！！
帅气
达州人报道啦
肖邦:？？？
敬礼
66666
帅！！！！
太帅了吧
爱了爱了
帅啊
好帅啊！！
安排
整挺好
给币给币
帅气
好可爱啊哈哈哈
666666
整挺好
6666
B有了
可可爱爱
敬礼
6666666
可以
厉害厉害
肖邦：在？
帅
达州牛逼！！
6666
马虎，你就死定了
这身衣服好帅啊
喝酒
好帅
这是我给的最值得的三连，棒棒哒
66
牛批
爱了爱了
致敬
歌词满分啊
整挺好
啊啊啊 我爱了 太帅了!
百万填词
祝愿你们每天训练的永远都用不上
谢谢你们，辛苦啦
帅帅帅
帅
帅
哈哈哈哈
帅
好帅啊啊啊啊啊！
致敬
火钳刘明
哈哈哈哈哈哈哈哈哈好可爱
这镜头厉害了
敬礼！
赞爆！辛苦了英雄
帅
太牛批了
꧁♥꧂
渠县！！！！
好像不是山东人。。。？
四川人民前来报道
帅
厉害
6666666
致敬！
酷酷酷酷酷酷酷酷酷酷酷酷酷酷酷酷酷酷酷
牛逼
666
帅
达州！！！
帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅
帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅
棒！！！
6666
帅
向消防员同志敬礼
肖邦：？？？
弹幕能不能不要在底下！
赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞
帅
妙啊
越看越像郭德纲老师
山东的有点意思哈哈
啊啊啊啊啊啊啊
帅
哑哈哈哈，太帅了太帅了
666
突突
好帅啊
为俺们山东打call
66
致敬
帅
太6666了
卧槽，果然帅哥都是国家的
四川人报道
帅啊！
帅
超帅鸭
帅帅帅帅帅
哇塞
帅
听的我后背一毛
三连了
厉害了我的哥
致敬！
6666666
感动
帅
好酷啊
帅帅帅！
致敬
帅啊！
爱了爱了
好帅✨
小本本记起来
可爱可爱
百万填词
郓城人来报到
帅
为消防员点赞。
帅
？
宣传知识！
帅 我爱了！！！真的爱你们
我要这币有何用
帅帅帅帅帅帅
有内味了
帅
?
上头了
帅帅帅
致敬
整挺好
达州来了
帅
...
6666
注意安全
大竹前来报道
啊啊啊啊帅帅帅！！
NB
致敬
我要这币有何用
66666666
消防不是武警？
这个转场可以啊！！！
拉托姆
x辛苦了
敬礼
学历低，没那么多词，反正就是帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅
好帅好帅
太帅了太帅了
敬礼
可以啊
帅
太帅了
太帅了
6666
肖邦进入直播间
帅
！！！！！！！！！！！！！！！
np
！！！！
达州人报道
帅
666
666
23333
达州
好可爱哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
达州火起来
？
最美的野狼
帅！
太上头了哈哈哈哈哈哈
赞
牛逼
skr
去我收藏夹吃灰
超级英雄！
帅！
。。
啊啊啊，帅帅帅！
枣庄，枣庄
战友们，跑步手势别打鼓就更帅了
必须赞
太帅了 真英雄
渠县的等我！
给力
罗浮商场!
币给你！！！！！
请收下我的膝盖
致敬！
很棒！
谢谢你们守护我们！！！
得行！！！
达州厉害了
消防文职来报道
火场上的super man
三连走起！
太帅了
帅
歪，119嘛？
帅
帅帅帅
百万填词
温馨提示，不要谎报火警
帅啊
油菜花
666666
整挺好
哇哦
哇哦帅炸了啊啊啊
敬礼！
敬礼
太帅啦
太帅了吧？
致敬！
帅！！！！
敬礼
可以可以可以
哇，我就是达州的
帅
兖州人来啦！
谢谢
厉害
三连！
谢谢
酷酷酷！！！！
太帅了！！！
整得好
牛批大了
烈火英雄！
爱了爱了
还长镜头来，厉害
帅炸！！！
帅！！
打电话！
挺可爱哒
帅
喷要对准火源哟
帅气
强大
jur
帅
致敬
居然是达州，家乡厉害啦
达州大赞！
这种责任感爆棚的人最帅了！！
赞赞赞
帅
太有创意了，这策划我给满分
帅
牛逼
666
帅。！
帅
？？
整挺好
帅！
牛批
好棒
66666666
辛苦辛苦
致敬无名英雄
可以哈哈
帅锅们，你们帅惨啦
太帅了
好帅啊啊啊啊
前面达州别走
致敬
太厉害了吧
6666666
词填的好押韵，啊啊啊啊，喜欢
帅
帅呆了
帅啊
帅！
可这是四川达州的呀（滑稽）
你币有了
壮哉我大达州啊
酷酷酷酷酷酷！！！
帅
帅气
啊啊啊啊
哈哈哈
太帅了
赞赞赞
666
他们才是我们应该崇拜的人
帅
1
不得了不得了
666666
消防届林俊杰啊这是
帅！
23333333
6666
真棒
酷啊！
摄像好好噢
帅
牛
帅，三连了
达州得
肖邦说唱哈哈哈哈哈哈
好帅好帅
帅帅帅帅帅帅帅帅
ohhhhhhhhhhhhhh
棒棒棒棒棒棒棒
帅！辛苦了！
马虎你危险了
达州来了
哇⊙∀⊙！
哈哈哈哈好的
我爱了
  太牛逼了
可以
你币有了
帅
帅气火焰蓝！
帅气火焰蓝
太帅了吧
太帅了啊啊啊
平平安安
为毛是山东发出来的？
百万填词
天长
填词满分
666
帅
蟀
我靠 记住了
这就是90后上岗的时代
nbnb
666
太帅了！！！！！
帅帅
我达州骄傲
不错
nb
都给记住这句，别拿生命开玩笑!
弹幕呐？？
整挺好
帅
帅啊
太可爱了
逐渐忘记原版
帅气
绝世好活
真的6666666
90后上岗了
帅
帅气
太好了！
乐山人
巴适
666666
66666
你三连有了
这个词，比原来的帅多了
帅哥都上交给国家了
666666
有点东西
泸州的来了
帅
技术活，该赏
帅！
帅
666
别墨迹
太可爱了
哇，头皮发麻了。
好听
6666
哈哈老家
好帅
巴中大军即将来临！
帅气
大制作
达州报到~
看片头，这是四川达州的。
百米障碍
开头见
最可爱的人们！！！！
帅死我了
哈哈哈哈哈哈哈
+++++++++++
帅
帅‼️
牛壁啊这个人，有操作的呀！
帅
老家达州宣汉报道
敬礼！
牛逼
肖邦来了
德阳人报道
卧槽达州消防
德阳人报道，果断三连
牛逼
同行前来撑场面(*˘︶˘*).｡.:*♡
帅！！！！
666666
安心睡觉换成安心入眠会好很多
收到
666
帅帅帅！！！
太帅了啊
好帅！！！！
我就怕接电话都忽然来一句:“滚蛋”
帅
爱了
帅
厉害厉害厉害
我都可以
帅哥
又开始了是吗
2333
帅
这个牛逼了，满满的正能量
就是你把我的币骗走的？
666
灭火时要对准火焰的基部 也就是底部
6666666
整挺好
这也太帅了吧！
消防大哥帅到飞起！
牛逼牛逼
加油
我的天看得我头皮发麻
帅哭
记笔记！！
你币有了
鸡皮疙瘩...
真帅啊啊啊啊啊
百万填词
帅帅帅
达州6666
帅
帅
帅呀
敬礼！
厉害
太帅了
@阿消
我真的好悲伤，我在雨里拉肖邦
...
听哭
23333333
哈哈哈哈哈哈
66666666
帅
上天上天上天。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
点个赞·
点个赞再走
太6666666啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦
最帅天团
哈哈哈哈哈哈有！
666
帅呆了
可爱
整挺好
帅气啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
6666
专场很流畅
可以呀
帅到飞起
可爱，可敬的人
哈哈哈哈哈哈哈哈
太帅了
你币有了
记笔记记笔记
干得漂亮！
辛苦了
帅
这个镜头转移帅爆了
帅
帅
致敬
达州的，这个必须收藏
爱了爱了爱了
摄影师好评
skr
6666
666
哈哈哈哈哈啊哈哈哈
帅
帅啊
三连三连了
有你们，很安心
6666
666666
太帅了
优秀
666
感动
帅
帅..666666
好活
四川文理学院来了
肖邦
四川达州
四川达州
致敬
赞赞赞
帅
已投币
三连
达州
好帅！
太棒了！！！！！！
6哇
好帅好帅
666～
唱两句再继续
哭了
达县的来打扣
nb
太帅了妈耶太帅了
帅
66666666
6666
帅
致敬
帅
达州冲冲冲冲
太厉害了
爱了爱了
这才是猛男该看的
帅爆了！
2333333
哈哈哈哈哈哈哈，学校的美术楼
看哭了
妈耶他真的喷
帅
太帅了wwwww
重庆的百万填词
帅死了
溜了
敬礼！
就冲这歌词  都不允许让我白嫖了，这次一定三连
致敬
致敬！
消防员辛苦啦！
帅
棒
帅！！！！！
帅
66666
6666
帅
推推推
哈哈哈哈哈
哈哈
中国消防牛逼
nb啊
6666
6666
我的天，厉害
6666
渠县来了
暂停拿个笔和纸
帅
如果我现在四个月这个是个男的，就往消防员方向培养了
哈哈哈哈哈哈哈哈哈
帅炸天
牛批！！
帅
帅 爱了爱了
可以
帅
达州！！
帅！
棒棒棒哒
这里可可爱爱哈哈哈
帅呆了，酷毙了，简直没法比喻了
向消防员致敬
帅帅帅！
帅
达州那个等等我！！
敬礼！
满足你？？
整得好
66666
帅
雄起
记住了！
达州路过，
太厉害了吧 
233333
脚步声对上了！
帅
超级可爱的
帅
可以
大的事故后面有无数个小事故
致敬
好帅
帅的很
ohhhhhhhhhhhhhhhhhhh！！！！！！！！！！！！！！！！！
酷
哇这种方式科普真的很可以！！！
带制作
我戳着我的炒饭哭了
帅
给四川达州点个赞 来自重庆南岸哩问候
大制作
谢谢哥哥们
帅
踩点牛逼
肖邦说唱
点赞
啊，喷我眼睛
四川的很快乐
内江报道～
太可了！！！整挺好！
帅
啊啊啊啊啊啊我大达州 太骄傲了
哈哈哈哈
整蛮好
好
有内味了
牛逼！！！！！！！！！！！！！！！！！！！！！！！
有内味了
有内味了
2333333
帅！
牛批~
整得好整得好
帅！！！！
666666
我瞎了
帅啊啊啊！！
666
帅
果然帅的都上交国家了
整挺好
达州人报到
三连！
帅
啊啊啊啊啊我们达州的！！！
666
帅！
肖邦说唱
帅
帅啊！！！
致敬
这也太棒了吧
昨天才看完烈火英雄，粉了消防员
肖邦说唱
帅
帅帅帅
帅帅帅
帅帅的
ohhhhhhhh!
666
哈哈哈好可爱啊
致敬！
+
河海娃来报道
??
这还不耍帅？
为什么只能投一个币？！！！
可可爱爱
三连了
都是帅哥喽～
太帅了
太帅了
太帅了
帅！！
666
敬礼
棒棒棒！
奥利给！！！！
达州书记，你好！
666
爱了爱了
帅！
三连你有了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
你币有了
哈哈哈哈哈哈
帅啊
可可爱爱
帅帅帅
帅
听你的，都听你的
太帅啦啦啦啦啦
帅帅帅
帅
.
感谢你们的无私守护！
这个整齐的步伐好听
拍的超级棒啊
大帅逼
安排
666666
他们是最帅的人
我为什么起了一身鸡皮疙瘩
帅
谢谢你们
❤给你
三连 三连！！！
1.25超棒
致敬
666666
哇偶
帅！
我
帅气
哇哦
四川人路过哈哈哈
帅帅帅!
爱了爱了
帅！！！
啊啊啊达州牛逼！！！！！！！！！
帅到起飞
达州牛逼
达州消防牛逼
达州读书的我
肖邦说唱
帅
川S前来报到
全身发麻 好帅
6666
帅
打call，帅！
酷啊
你币有了
帅
在巴中当过武警的雅安人表示巴中消防这么会玩吗？
帅
弹幕呢
帅啊！
帅！！
这里最帅！！！
哇塞！
这个词超厉害
前排支持！！！！
帅
酷啊！辛苦了！
帅气
感恩有你
真的火里弹消帮
牛批
达州！！！
帅！
整得好！！！！！
对不起，长得有点像pgone
哈哈哈哈哈哈
帅气
你币有了
赞赞赞
为什么有点想哭呢
太帅了
帅帅
帅
帅
帅
爱了爱了
致敬
拍得真好
帅
66666
好帅啊！！
疯狂打call
帅！！！！
666
好帅气的哥哥们，向你们致敬！
镜头太棒了
帅帅帅
这是真的牛逼
帅就完事
敬礼
帅的没边了
敬礼
啊啊啊，达州的荣幸
帅的！
OHHHHHHHHHHHHH
我就是达州的
帅
秀
帅~~~~
哈哈哈哈
帅炸了蓝装
厉害了！
爱了爱了
太帅了！！！
靓仔
哇这也太帅了吧
666666
超帅气的!
帅爆了
=
帅啊
直接学知识了好棒
整得好
666666
666666
找笔记本
三连！！！
致敬
大片啊，科普的可以啊
哈哈哈真棒
哈哈哈哈真棒
好棒
啊啊啊啊安排
敬礼
词好棒
好帅
棒！
这词整得!好!!!
这个帅不用耍 本来就很帅
好帅
达州警察报到
帅帅帅
好帅
牛逼啊
帅
帅帅帅
这音乐侵权了
敬礼
辛苦了
帅死了
太帅了
6666666
达州的顶起
四川冲冲冲
超级帅！
666
好帅
赞！！
赞 
帅死了啊啊啊啊！
敬礼，点赞
帅
帅得
达州给力！
帅帅帅
头皮发麻真实
达州！！！
牢记了！
帅
帅啊！！！！
我记住了，超级爱！！！
可可爱爱
帅
燃
好的
帅
整挺好！
退役消防报道！
帅
牛逼牛逼
敬礼！
帅帅帅
帅帅帅每次出任务都要平安回来喔
四川达州前来报到
帅！
太帅啦
出任务平安回来
赞赞赞
帅炸！
好帅啊啊啊啊我的天哪
帅
奶思！
棒棒哒，帅~！
帅
帅_(:D)∠)_
肖邦说唱哈哈哈
6666666
帅
三连了
帅
敬礼
哎哎哎哎呀୧(⁎˃ ◡˂⁎)୨ꔛ♩
帅
酷
棒棒棒
这台词改的真的好！太帅了吧！
荷叶街的
觉得消防现在太尴尬了，不属于军队编制，还要随时待命，仍然会选择留下来的都是好人。
帅就一个字
好可爱啊
帅
帅帅
牛
想起了烈火英雄(泪目)
