璀璨夺目啊
金箔和金不一样算
有种东西叫工业金箔
食用金箔才贵因为是真黄金
救命，金箔不贵。。。
冷知识：金箔不是金的
好看
太强了
这个是桌子吗
生漆
右上角三点可以投币哦~
螺钿嵌
金箔？？？
可以去故宫博物院工作了
建议原版bgm
魔法？！
哇
太好看了。
这以后是不是能去故宫修文物
这种金箔不贵的，像他用量小的话，估计连20块钱都没有
这样所有都是自己一步一步实现按自己的想法一定很有成就感吧
地图？
金箔是金的，前面的不要瞎说，只是因为实在太薄了，所以便宜
哇塞
哇哇哇
毕竟是毕业作品
为什么不用方便面
网上有卖不是金的金箔好吧
刻刀
我超 这工作量
这工作量好大！！！！
这得多有耐心啊
你们都在看金箔，我在馋up身子
有没有可能是铜箔
老板，多加葱
火起来
天啊
真的好棒
也不见得很便宜，上去淘宝看看再说
漆器？
金箔很便宜的
我去
这种一般毕业展会有人买，漆器作品挺好卖的
太牛了…
这是漆器啦
现在金子一克400多
哇
太美了
离大谱
金箔
是铜箔，金箔手拿全粘手上了
太漂亮了
山工艺！
校史馆请
这是把所有技法都用上啊
什么铜箔，就是金箔，只有黄金才有这个延展度
金箔真的不贵，我虽然不懂行情，但是几张金箔都不到一克
真金箔是沾手的
现在金箔不准用作食品添加剂了
重点是金箔贵不贵么？
到这里已经很漂亮了
四五块一张？
贝壳纸
金箔不贵的
金箔又不贵
这是附魔了啊
太牛了吧
天，这个真是细致活
这里是什么材料呀
成本高不高不是重点，观赏性才是最重要的
如果是原唱就好了
铜箔会氧化的啦，怎么可能有铜箔
太牛了！
我的天阳光下超级美
哇
但凡划过头了
吼吼看！
太有耐心了
卧槽
好美啊
原版yyds
金箔便宜得很
是真的热爱了
太美了
泣血之作
工作量爆棚
这就是热爱的力量吧
好好看
好漂亮
(⊙o⊙)哇
认真的男生真帅
卧槽
金箔要用刷子刷啊
哇
66
金箔没你们想的那么夸张，虽然贵不至于离谱
天冷防韩
哇
居然是刻的
对这是工艺
天冷防韩
金箔几十块而已
牛逼阿
卧槽
金箔很便宜
一两块钱一张啦，还好的
猪油开锅（bushi）
哇偶
好漂亮啊
好漂亮
大漆螺钿莳浍
bgm让我看完了视频
看到金箔，好费钱
大漆不可能不过敏，只是接触多了脱敏了
金箔不贵啊
防偷国，防偷国
哇
没别的，两个币算是小小毕业礼物吧
大成本了
这工作量换来绝美！！
可以一代一代传下去了
太美了吧！
一克金子可以出0.5平方米的金箔大概45张
传家宝级别
这个底盘是什么呀
金箔不贵，自己上淘宝看看
我的天
太辛苦了
重要的并不是材料而是这手艺
厉害好有毅力耐心
密集恐惧症的我居然一点也不怕
所以。。。纯手工工艺品即使不说艺术价值也贵
好好看
流光溢彩
宸哥？
流光溢彩
大漆
金子延展性很好，一克能做一大片金箔
太美了漆器
太牛逼了
哇
摊煎饼？
三连祝贺，毕业快乐！
哇靠…
厚礼蟹，每一根都要手雕这个工作量太大了
？金箔？
想起当年木刻版画，太痛苦了
大成本呐
这是毕业设计，学生时代第一次大手笔制作
是贝壳
哇
我的天 好好看啊
wowwwww
艺术家先
很像雾山五行里的孔雀
有没有刻歪的？如何补救
看开头的时候我以为羽毛是贴上去的…..
为什么不用原唱！！！
但是这个染完色贴的那个就看不出来了。
人类进化不带我系列
这首歌好想哭
同款红笔！哈哈哈
啊？！
生漆啊
太棒了吧！！
我直接卧槽？
清明雨上
真的很帅
手术刀片
太美了。。。。
长按屏幕为up助力
woc
看到这个光泽真的是绝
这种整体效果好，容错率还是比较高的
好厉害
贝壳
斯巴达！
禁止在麻瓜面前显示魔法
友情提醒，右上角投币
卧槽
金箔就是金
牛逼！！！！
手好稳
为啥只能投两个币
好好看
小哥加油
看到这只能说太牛逼了
太强了
每一个努力认真的人都值得被好好对待
太美了
老板来个煎饼
好美
我妈：这个弄来摊煎饼果子肯定很好吃
牛逼
好家伙，成本飙升
刚刚那样毛茸茸也好看
卧槽
开刻了！
很高兴见证你人生中的重要时刻
知道为什么有些手艺会失传嘛！因为没市场，这才是真正的奢侈品
一点儿也没浪费，金箔纸剩下的全弄成粉了
真的太太太太棒了！！！
好好看
好好看好好看
一个毕业作品消费我一年的工资
这是螺钿。。，，
在学校每天都在开屏
太有耐心了up
bgm：清明雨上
火钳刘明
哇，这好好看
好厉害啊
66666
为什么要盘饼铛…
太好看了
哇
哇！
金箔纸，大手笔
一片也就五块钱
马赛克？
艺术来源生活
《别人家的孩子》
清明雨上
毕设要交给学校？？我选择不毕业doge
漆器
螺钿
金色传说
金箔
真好看
魔法！
小心翼翼
太漂亮了
金的延展性了解一下，一张一克怎么可能
真的好厉害啊……
一张一克的，你是毫无概念
可是金箔多了也贵啊，
我的天
恭喜你找到宝藏
来抢个位置
再过一百年就是古董了
哇哇哇
刻错了怎么办
要是一步刻错就全盘崩溃
我寻思我也没眨眼哪
开始施法
不是金箔
逐渐离谱
想起自己毕设了，毕业9年了
好家伙，从底板开始做啊
是螺钿漆器啊
天冷防寒
1克做100张都不止
毕设一般都会被要求留校。。。。这要是被留校，感觉是在割肝
好漂亮
金箔其实没有你们想的那么贵的
这一个喷嚏得打掉几十块钱吧
摊煎饼？
盘啊
不知道用的是不是真金，如果不是，那就不贵
我也只会喔哦喔哦
金箔？
投币在右上角
师傅，多加点薄脆
真的很美
真的不错
这也太哇塞了
金箔但凡了解下就知道
请把渣渣给我  谢谢
发生了啥？？？？
这币必须投了
贝壳
这人怎么不穿衣服
哇
好美
同款刻刀
火钳刘明
救命 肝都颤抖了
这个时候真是一失手成千古恨
老师傅啊
发生了甚么
太强了
清明雨上！
太认真了
大漆
很认真的看完，给你点赞
绝了
好好看
学校里说不定到处都是背着各自的大制作奔来波去的呢
水池不要扔砂纸
美轮美奂，巧夺天工
哇哇哇
太好了！
太好看了！
注入灵魂
烙饼吗？
好美啊
我可能做第1步就崩溃了
弃大师，食漆
牛
啊，这
哇 螺钿！
真金的贵，合金的价格各种
师傅你是做什么工作的
金箔面膜
金箔很便宜的
金箔就是金，只是很薄而已
摊煎饼
我超好好看
太美了
有限元的等等我
会画画真好
刻刀厂家打钱
我靠！
好贵
工作量爆炸
绝了！！
牛
是魔法 一定是魔法
魔刀千刃
这里是打蜡还是上漆？
好漂亮
打个喷嚏试试
艺术品啊啊啊！！！没点耐心真的做不出来！！！
卧槽！！
匠心独运，厉害
哇！这羽毛咋印上去的
这才是毕设应该有的认真和付出，看得出他真的竭尽全力想画一个圆满句号
太漂亮了！
太厉害了！！！！
像一只封印的孔雀仙子
仿金箔，10块钱40张
如果刻错了就要裂开了
老板，来份煎饼果子，不要葱不要辣椒
不知道为什么，我看了很感动
好看
好好看
组团剪边角料
金箔淘宝几十块钱几百张，很便宜的。
离谱，这刀刻一步错不得全部重来一遍～～～～
bgm《清明雨上》原唱:许嵩
bgm《清明雨上》原唱:许嵩
开始煎饼果子
我看不懂，但大为震撼
还是建议放原版的
1000年后不在博物馆我会躺在棺材里哭噢
佩服！
金箔
第一，金箔就是金，第二，一张一克太败家了
好的金箔好贵的！
推光
说一下，漆器叫推光
卧槽
还是老许唱的有感觉
这首歌真好听
好大一颗棋
手好红
哇
一克黄金可以制成0.5平米的金箔
卧槽
熠熠生辉
好大的黑锅
牛逼
太牛逼了
曲对我也要白嫖
哦哦哦哦哦哦哦哦哦哦哦哦
不会过敏吗
我以为我有足够耐心了 看来我还是太年轻
有这个耐心的人，做什么都会有成就的
这是漆器专业
刻漆
这得熬几个夜啊
金箔不是金的是什么的
美的东西需要耐心
好美啊
哇
谢谢你让更多的人知道这门古老又冷门的技艺
天冷防韩
金箔淘宝九块八一百张好吧
好好看呜呜
看哭了
有钱，这金箔很贵吧
天哪太美了
太强了
手过敏了
这玩意儿挺贵的
不敢呼吸
金箔还没螺钿贵吧？
这是金箔吗
是时候来一句卧槽了
这小李子，可以的
大火收汁
卧槽，刻啊
好家伙，居然是角刀一刀刀铲的
漆器真滴好好看
我去
不投币就别说出来了，还美名其曰因为BGM，白嫖出正义感属于是
三连
我的妈呀，这也太细了，好肝
哇，好干净清澈，透透亮的
我在人间凑数
好亮
我靠 开始不对劲了 我以为是拿羽毛贴上去的
卧槽超纲了吧
救
螺钿+漆器，天啊好绝
毕业快乐！
你怎么不穿衣服呀(
有亿点费手
好牛啊，这才是毕业设计呀
橙色软件搜一搜不就知道了…
俩个币投了！辛苦了up
好像西游记蜈蚣精的肚子（是他不）
看开头以为是动物园捡来的孔雀羽毛花了5个月
这个歌绝了
我的天现在已经超漂亮的
锡粉？
谢谢，看到刻刀我的肝和手都在痛
工匠精神，太感动了
哇哇哇
他的手为什么会发金光
柏为屿
好漂亮
好强
BGM:《清明雨上》
谁能拒绝在刷b站的时候来一首清明雨上呢
看了下淘宝10g才13块钱
哇哦
这已经超出我的智力范围了！
卧槽
卧槽太美了
吃着带芥末的寿司哭了
好厉害
啊啊啊啊啊啊啊啊啊好美
打碟
逐渐离谱
原来是贴啊，我以为是雕漆
666
太美了
金箔？
这个作品上写满了“肝”
如果一个错手怎么办？
太厉害了！！！！！！！
牛逼
逐渐看不懂了
好漂亮啊！
金箔？
金箔酱紫造
卧槽
←漆器可以补，刻错了补漆重刻，这是漆器的优势，耐维修
金漆
奢华
金箔嘛我的妈
牛逼
为什么不先贴上再划刀
金箔其实很便宜的
肝疼
太厉害了
天冷防韩
好家伙漆画！
A+
雾山五行
金箔不贵的……
很美
哇
这种视频就别发长按助力了吧想哭了
金箔不贵的
好美！
太细了
卧槽！
卧槽卧槽！
啊啊啊啊
感动，眼泪掉下来
太美了！
你还要镶进去！你的肝还好吗？
卧槽
温馨提示：别忘了三连！
UP主牛
这锅漆水不错啊
我超……………
我的天…………
卧槽
这是刻的？光画上都好看
金箔不贵，我临摹永乐宫壁画时候用了三十张
很震撼，两个币拿去玩
逐渐离谱
太有耐心了
12块钱一百张金箔
天帝开眼
开始超纲
三四克黄金就可以压出一足球场大小的金箔
有没有可能金箔淘宝不贵的…
看到金箔我就知道这成本很高
bgm不是视频的一部分吗…为什么不关注……
金箔不贵啊，美甲全是
白嫖失败，太强了
你的每一次全力以赴都值得匆匆过客驻足致敬
感觉螺钿部分有点小了
毕业设计没有甲方催进度，是最认真的作品
哇哦
真的绝
毕业快乐
牛逼
肯定金箔，铜箔生锈了不哭死
好好好
不要香菜
真波光流转
好美！
太用心了吧
已经开始好看了
果然，认真努力的人最帅了
我的天超酷的好吧
他认真的样子好帅啊
煎饼摊好苗子
太有耐心了
啊啊啊
我的天
耐心细致
好绝！
好棒啊！！！
我把手机最后六个点给你了
曾经向学校的艺术专业的学长了解过漆器，工序是非常非常多的。漆器应该成为咱们中国自己的奢侈品。
金箔？
别浪费啊，剩下的给我（）
好好看啊
漆器？
金箔？
师傅是做什么工作的？
认真工作的人真的好帅
淘宝下就知道了
哇
好好看
努力都值得点赞
这亮晶晶的是什么？
看着肝疼，好厉害
这油多的，漂亮国马上就派兵过来了
这张孔雀图也有可能就是up主自己画的然后打印的吖，只不过需要特殊工具转印
已三连
天 好美
贴金
好好看啊
好温柔的男孩纸
绝了！
金箔？
逐渐离谱
这个毅力真的太难得了
哇
我也麦眨眼啊
好好看
都舍不得倍速的看完了
我以为是画的，是我想的简单了Orz
天呐，太惊艳了
一克能压出十几平方米的金箔
金箔
毕业快乐
我丢 
666
哇
毕业快乐！
好美
逐渐离谱
好有耐心
我想起来一门手艺，点翠
我要这币有何用？
美仑美奂
这要摔一下，不比摔手机心疼？
太美了
歌也好好听
好美！
这翻唱唱的一般啊
牛逼
看见这里，我知道币留不住了
真漂亮
人家发毕设你们非得纠结bgm是不是原唱
好看
太好看了
高级
卧槽
好美
太美了
这搁古代得是贡品级别
不能，粉末的色彩和片状的不同
要是眼睛在刻画一下就更完美了
金箔不是金子压出来的的但是含有金子
各位，重点不是bgm啊
这个翻唱听着要把我送走了
便宜的是铜箔
？？？？？
金箔很便宜的！
原唱不要钱都不愿意用是吗
毕业快乐⊙▽⊙
是我眼睛都报废了
肝上长了个人属于是
材料1分，创意2分，工时7分
UP威海的？
谁来告诉我，这是做了个什么
我焯
螺钿  时绘  大漆  半年都够呛
太厉害了
煎饼果子的笑死我了
一不小心投了两个币
毕业快乐
这要手滑一下不得气死
哇哇哇
？
牛蛙！
毕业快乐
哇
卧槽
怎么到这一步的
哇
好哇塞啊啊啊啊啊啊啊啊！
刻刀一生之敌
是螺钿工艺吗？
好有耐心啊
我不知道up怎么样反正我如果做这个眼睛一定会瞎
清华美院：我不信
清华美院：请勿传谣
以为要做煎饼果子
没什么haokuaini
币给你了，肝
好家伙
已经感受到了艰难
特别提醒，漆器的大漆是一级致敏源！
我去 虽然我不懂这个 但是up付出的真的好多 好厉害的up！！
大气
毕业快乐
真的怕肝疼那就不能学好艺术
一块金箔一块钱也没那么贵吧
成本巨大
xhei
好像锅底
太卷了
您
nb
宸哥
卧槽
这也太强了
手红了？？？！！！
我滴天！
哇哦
好美！
枕巾？？？哈哈哈哈
原唱不香吗
我的天，这耐心！换我瞎了
好漂亮
会不会这步漆太厚了   遮住了金箔的色彩     
看着颈椎好疼
太棒啦，三连支持
真有钱用金箔
我槽，肝疼 
有的人会漆过敏
好好看！！！！
这拿去摊煎饼果子不错
这也太棒啦
币给你啦
好美
哇
想起来宝石人了
会闪！
太卷了
太震撼了，币已投
天冷防韩
我在人间凑数的那几年
太牛了
看他刻我都不敢呼吸，怕打扰到他
流光溢彩
毕业快乐
很有好莱坞道具组的匠人的感觉
两币已投，up毕业快乐
相当了离谱
成品很震撼
哇
up太厉害了
这一步是在做什么呀
卧槽
还贴金箔
建议大家听听原唱更有感觉
牛逼
救命呀，这太细了
我的天 这也太细致了
好美
我去
金箔。才几毛钱一张，哪那么贵
太牛了
我是今年的毕业艺术生，看着各种专业的毕设，我除了卧槽，什么都不会……
我去
好好看
牛蛙
这是啥？
金粉，
我去，打印的？
太帅了
爱BGM！
这不三连不行了
不对劲
??????”
才发现是清明雨上
蒜油撒葱花加香菜
好厉害啊
多快进一秒都是我的不尊重。三连！
还有金箔
我天哪！我以前给师姐打磨过毕设，手都要废了，阿婆主厉害了
好好看
卧槽
好厉害
毕业快乐
太美了
我投两币以示尊重
认真的人真好看
扯毛的金箔
我想知道你什么专业，需要这样的毕业设计
切歌呀
这么精细……
对，不是所有人都适合做这，好像要先进行试敏测试
金箔？？？
卧槽
？？？
卧槽
漆器吗
刻！！！！？
我要这币有何用
金箔好像不是很贵吧
牛逼
bgm好像是宸哥唱的
太帅了
毕业做了个锅
金箔？？？
雾山五行！！
胸肌！！！
啊啊啊漆器，想学但我做不了，我过敏
这毅力看的我害怕
这么好的一口锅 不拿来摊煎饼可惜了
干净又卫生啊，兄弟们
还以为刺绣呢
上灶！
太厉害了     真的好棒
金铂在这堆原料里估计是最便宜的部分了
哇哇哇哇哇的那个
超级帅啊啊啊啊呜呜呜
这也太肝了
在发光诶
会画画真的很好
这个气口断句好难受
看美的东西果然一天心情都会变好
这个毕设做完还有肝么
真佩服有些人的想象力
金箔不贵的
希望你一直坚持自己的梦想！
我的妈呀
我已经开始想死了
我觉得男人认真做事的时候真的好帅
就这金箔都得不少成本
螺钿
已经开始心累了！
一张怎么可能一克
金箔
两年来首次一键三连  少年加油
如果可以还是带上口罩，漆闻多了不好
角刀
？逐渐离谱
孔雀大明王
快炫我嘴里
我真的理解，一个设计作品拥有生命而且它会说话
煎饼果子
三角刀我熟，下次我来。
震撼
艺术设计专业吗
优秀
牛哇牛哇
哇，几百块钱变成了边角料
好看
牛逼
太牛了
导师，我要举报这个肝
大漆吗
容错率是不是太太太低了
最怕不觉泪已拆两行
每天掉的头发蚌埠住了
金箔？
太漂亮了吧！
山工艺？白房子？？
谢谢 毕业快乐
肝痛
金箔…！！！
好厉害
太美了
好厉害
好佩服
这个不贵的
这东西我家里买了一堆堆
我的毕业硬币也给你
宸哥？不是许嵩的清明雨上吗
卧槽！
china
奢侈品
金箔
不会是要雕刻吧我丢
耗时5个月是真的有原因的救
好耐心，好稳的手
毕业快乐
好细心啊！！！
浮光跃金
woc
真的太棒了
卧槽漆画拿回寝室做！救命！
这个金箔其实没有大家想的那么贵的 挺便宜的 
活了！活了！
传承工匠精神，真的很敬佩
您
是金箔吗？
靠，币给你了
手已经开始痛了
金泊？
螺钿呀。服了
好漂亮
什么神仙
您
ta活了
！！
华丽，实在太华丽了！
没有一个动作是多余的
每一根细丝都是用手刻的，我的天哪！
曲对币有！！！！
太牛了吧
可以当传家宝了
金箔金箔
太用心了
毕业快乐
足够的热爱与执着 令人敬佩
太肝了，佩服
毕业快乐。
《刷油》
下次一定
哇哦哦
太厉害了
真的好好看！！！
弄错了就废了吧！
太美了！
人爱听哪个听哪个爱用哪个用哪个
棒
这手艺就算做美甲也很不赖
我要这币何用？？？？！！！！！
但凡手一抖
我超，太牛了
卧槽？？？
太漂亮了
哇啊啊啊啊啊啊啊啊
金箔？
天冷防韩
卧槽
没词了，只能卧槽了
升华了
？金箔
每看一个地方就重新震惊一次
我在人间凑数
做一个需要好久，很需要时间
无奈本人没文化，一句卧槽闯天下
这不贵的
金箔也不贵
空屏是我的了
????wok
毕业快乐！
真的会漂亮
翻唱的好难听
好好看！
Woc
这么多羽毛，刻忘了咋办
毕业快乐！
手艺人啊
毕业快乐
这次一定
我要这币何用
太美了，毕业快乐
←为啥一定要放原唱啊！
只能说卧槽了
牛逼
太惊艳了
为什么不是孜然
甜酱多放一点
嘿嘿，必须投币！
这得多肝啊！
螺钿
天呐
这耐心 我看着都难受 牛逼
得了吧 工地工人在搬砖你们也不觉得帅
毕业快乐
毕业快乐！
哇哇哇哇
卧槽
已经很好看了诶，哇~
天冷注意防韩
毕业快乐！
你看手都粗糙了
毕业快乐
这可是黄金啊
先雕刻在填充
毕业快乐
流光溢彩啊
金箔不贵的
我这暴脾气 真干不了
这也太好看了
好锅
他光着膀子唉
火钳刘明
毕业快乐
孔宣点了个赞
毕业快乐！
换个短刀
毕业快乐
好漂亮！
师傅 不要香菜  多加点榨菜 谢谢 
肝帝啊
工程量太大了吧
毕业快乐
一层一层叠加心血
毕业快乐
抛光
同专业。被过敏整的不要不要的。
up啥专业啊？
我靠 好漂亮！！！
66666
好家伙，大工程
一个一个像素点扣？
热知识：因为金的延展性好才能做成金箔，不是金的是什么？
毕业快乐
我还以为是画的！这也太肝了吧！
毕业快乐～
感觉时间静止了
毕业快乐
太肝了
毕业快乐
厉害厉害厉害
毕业快乐
毕业快乐
哇哇哇哇哇哇哇哇哇哇
发生了什么耶
漂亮～
哇
金箔？
毕业快乐
nb
钛汼了
做漆器？
现在的漆画用不到以前的大漆了，都是工业油漆
这手指 肝 眼睛 痛死了....
我在人间凑数
还会卧槽
太肝了吧
大马士革钢
毕业快乐
卧槽
艺术品啊
这翻唱唱的要生不死的，听着难受
毕业快乐！！！
毕业快乐
焯，太美了
加油
爆肝
太强了
而且环保，不伤害动物
抱歉问一下，螺釉是什么啊？
毕业快乐
现在已经很美了
肝上长人
龙头
毕业快乐
做事的时候好有魅力
三连留不住了
好厉害！毕业快乐！
金箔并不贵。。小时候天天刷，祭祀用的纸钱就有盖金箔的，还有银箔
要是我估计做着做的就崩溃了
好好看！
卧槽
好漂亮啊
毕业快乐
有人看
3000+人别藏了
哇塞
好好看！！！
毕业快乐
哇！
我已经瞎了
恭喜你～
已经被惊艳住了
水波潋滟
毕业快乐
已经好看了
太不容易了
 太棒了！！！好看
许嵩！赞有了
疯了
淘宝上找一下也不累，金箔真的不贵
太可怕了
大佬好~
三连送上，器物一点一定被打磨雕琢，看着一点一点的完成，太感动了
开始头疼了
老鼻子值钱了啊
哇哦！！！！
好厉害！！！！
很美
好漂亮
太多细节了
感觉羽毛有光泽还会动
厉害厉害
太棒了
我的天哪，这也太需要耐心了
3000+
火钳刘明
足以自豪终生的大开门
没人？
毕业快乐
毕业快乐
艺术品
耐心看你做完
牛逼
毕业快乐！
哇
我在人间卧槽
哇哇哇哇
天冷防韩
我去！好牛！！
毕业快乐
竖屏也能长按加速麼？
毕业快乐
！好牛批
老板，多刷点辣酱！
太牛了
已经开始震撼了
虽然但是，。。。卧槽了
好有耐心啊哥
！
配乐是我嵩的
啊这
哇噻！这可太肝了！
发生什么了
哇好看耶
太肝了
OMG
毕业快乐
嘶
好有立体感
哇
好家伙
好牛
卧槽 这么多根
毕业快乐
杂粮煎饼来一套
我们都有，自己的花期
？？
我要这币有何用（传下去）！！！！！
边角料不要可以给我
师傅手有点不稳呐
毕业快乐
我竟然看哭了
毕业快乐！
我寻思我也没眨眼啊
毕业快乐
金箔很便宜
有点像美甲
太美了
肝
天哪好绝好好看
我在清明雨上
大马士革？（bushi）
右上角3个点投币
右上角三个点投币
牛逼
bgm和视频太配了
ky达咩
放心吧这些最后也都会归你的老师虽然这是你做的但是吧老师会把他变成她做的
这要一下错的就废的
做废了多少才出这一个
毕业快乐！
金箔是金的 但是重量非常轻 所以并不贵
佩服佩服，干这个得多有耐心啊，我看一会儿都闹心了
毕业快乐！！
中间的孔雀本体略显单薄
好家伙金箔都来了
毕业快乐
毕业快乐！
马赛克?
毕业快乐
哇呜
看得我好感动
金箔？？
，，，
毕业快乐
饿了
逐渐离谱
毕业快乐
艺术品
好好看
我的天
大孔雀！
壁画的嘛
煎饼果子来一套
这才是中国人要学的东西
这也太有耐心了，我连看下去就要
魔法
卧槽
太厉害了
毕业快乐
这不会是金箔吧？
毕业快乐，天冷防韩
好厉害啊
我爱学习
说金箔不贵的，一定用的是假金箔，央美艺术生表示用的都是15一张的。
好喜欢有耐心的人
喔
手术刀片
卧槽 震撼
毕业快乐
奢侈品了
不要辣椒
作为白嫖党，我最多给个赞
工作量巨巨巨巨大
这得多耐心啊。
卧槽
《您》
太用心了
卧槽牛逼
毕业快乐
您?
哇塞
都给我看哭了
卧槽！
毕业快乐
毕业快乐！！
这不比盘珠子更过瘾？
卧槽，居然是刻上去的！
太好看了
？？
毕业快乐！
太美了
卧槽这是个盘子？？
毕业快乐
金子啊
卧槽
金箔不是吧！这么奢！
钢琴漆？
肝上长人
您
毕业快乐！
煎饼果子来一套
毕业快乐
活了
不是很专业搞漆艺或者有相对深入了解的，可不可以不要那么早说话
等等，不懂就问，这是魔法吗(๑˙ー˙๑)
这是什么专业呀
这也太好看了
好漂亮！！！！
毕业快乐！
那叫裁皮刀
烫金纸
居然是许嵩的歌
看看他的手
金不能省
我要这币有何用！！！
哇偶
这居然要一根一根雕刻
毕业快乐
牛的
我去！！！！！！！！
好神奇，绒毛的感觉
毕业快乐
这是个锅吗
请收下我的卧槽
2000多个人每一句说话的吗
毕业快乐
救命太美了吧
振翅欲飞
毕业快乐
毕业快乐！！！！！！！！！！（传下去）
WOC这毅力
金色传说
流光溢彩，太美了！
淬火
毕业快乐
工作量挺大
毕业快乐！！
金箔？！
好美啊
要是有一笔错了咋办啊
必隔壁画鸟的人好多了
哇
毕业快乐
卧槽
毕业快乐！！！！！！！！！！！！！！！！（传下去）
接好运
我要这币有何用！！
毕业快乐~
毕业快乐
啊...要瞎了..啊...
毕业快乐
omg
金箔……这画不能便宜了……
我槽
毕业快乐
逐渐离谱
不要甜酱
这是这是压薄的金纸吗？
毕业快乐！
好美
太肝了我的天
太好看了
波光粼粼的美
反了
我只会卧槽了
毕业快乐
你币有了！（好厉害）
毕业快乐
毕业快乐
人家历时5个月，你来接好运……
卧槽
毕业快乐
毕业快乐，生活加油
太美了吧
毕业快乐
bgm也好好听呐
毕业快乐
毕业快乐！！
您
什么时候摊煎饼阿
毕业快乐
煎饼鏊子
看到这里，弹幕都没了
好硬的肝，好稳的手。
铜能做这么大这么薄，全人类感谢你
毕业快乐
日轮在孔雀的尾羽中闪耀
多加香菜两颗蛋别的不用了谢谢
毕业快乐
流光溢彩
这个金粉是之前的金箔碎了碎打成粉之后的吗
手真的稳
交上去就要不回来了，因为已经被卖了
毕业快乐！
毕业快乐
我靠已经很好看了
细如发丝
天呐
