这个不是阿兹尔的配音..
卧槽！！
牛逼啊，我大安妮
啊啊啊啊啊啊啊厉害了
好厉害啊
电音没了
好看
声优都是怪物吧
蒙多走这边儿
不像阿劫
妲己
德玛西亚！！
1
？？？？
？？？ 
厉害啊
好厉害
德玛西亚！
giao
不是真的不是
我的大刀早已饥渴难耐
卧槽
？？？？？？？？？？？
诺手的那个不怎么好
我裂开来
艾欧尼亚！昂扬不灭！
裂开滚犊子
我裂开了
我裂开了，
我又来了
艾克的那个看上去挺帅的诶
拔剑吧
66666666
我傻了
我裂开了
我想看纳尔的配音！
我裂开了
牛逼
ohhhhhhh
有点不像啊前面几个
我想看雷克塞d
哇！太喜欢蓝衣服老师的声音了
有一点点像万茜
我是话筒，有口臭
刀妹 真的好震撼
艾欧尼亚昂扬不灭
我裂开了
我喜欢玩的都是她配的，安妮，艾希！
人在塔在！！！！
起鸡皮了
巴德在哪
nb
声优都是怪物
23333
裂开
这也太强了
6666666
裂开！
雷克萨：？？？？？？？？？
前方我老婆高能
哈哈哈哈哈哈哈
牛逼
哈哈哈
来看子楚小姐姐
我裂开来
？？??
ｂａｂｕｄａｏ把不到
中国声优就是牛逼
白衣服是我的，爱死御姐音了
我宁愿没看过这个视频
导播确实水
导播会不会切镜头啊
我可以
浑身起鸡皮疙瘩
艾克啊啊啊啊啊啊啊啊啊啊啊
你的皇帝半价了
猎妈人
我哭了
黎明就在眼前！！！！！
这该死的导播！！！！
好厉害
我炸裂了～
NB
天啊，崩了
原来就这几个人
声优都是怪物
切镜头的zz吗
老番茄？？？
你可以你马呢你配吗
在现场
66666666
我裂开了
牛
不像哦劫
蒙多说你是个大娘们！23333
牛批…
白衣服的咋这好看
奥巴马不是他的声音奥
巴德说。都是你们的
德玛西亚万岁！！！
对的陶典小姐姐 我最喜欢的天使
¿¿¿¿¿¿¿¿¿¿¿¿
再来一次！
为啥这个不给特写？
最喜欢金克斯
祖安人莱了
白衣是金克斯超有感觉
这劫怎么出肉啊
弹幕恶臭噢！嘻嘻
哈哈哈哈
我裂了
德玛西亚！
为什么要看，我炸裂了！
导播今天吃素
这个女的，爱了爱了
白衣服的，爱了爱了
导播鸡腿没了
破音了
白衣小姐姐我可以
我裂开来有pdd
哇
挖槽
没看见
我裂开
嘴型对不上啊，算上延迟也对不上呀
啊啊啊啊啊啊！
啊啊啊啊啊啊～
我裂开了
妈呀，配音演员都是怪物
卧槽这个好像
恕瑞玛 你的皇帝驾崩了！！！
只有我才能带领我们走向胜利！
裂开来
艾欧尼亚昂扬不灭！！！！
这俩货怎么这么像无主三里的两个反派的配音啊
白衣服好看的一个镜头不给
再见
我去
裂开了
nb
牛逼
这是原声，游戏里面的经过了优化
老婆老婆
好看的姐姐居然不给镜头？白色衣服的镜头少了
你们都在想桃子吃
牛逼
我，是太阳的抉择
我滴妈呀
日女我哭了
你的皇帝驾崩了
人在塔在！
白衣服我的！
这个好像也不是原配音员
谁tm买小米
我裂开了
卢锡安
太厉害了，怎么做到的
不像是没处理吧
老婆！
ffffffffffffffffffff
导播走人
我比较喜欢，我是个疯子，我有医生开的证明
鸡皮疙瘩！
无 知 者 在 劫 难 逃
啊，我要疯了
我裂开了
我裂开
这个人每个配音都不像
纳尔
艾欧尼亚昂扬不灭
啊啊啊啊啊啊啊阿狸
我裂开了
我要看阿卡丽
谁能想到拉克丝他哥和男朋友是一个人配音的
我要提莫
这个诺克可以
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！
艾欧尼亚，昂扬不灭
我的
哇
劫调了好多
卢本伟牛逼
啊啊啊头皮发麻
这导播是不知道谁在配吧
我裂开了
裂开
我裂开
裂开了
祖安人打招呼的方式
金克丝我的
我踏马裂开来
好看啊
恕瑞玛，你们的皇帝驾崩了
哇哦
帅帅帅
啊啊啊啊啊  wc  金克斯诶  好听
啊啊啊啊，我裂开了
艾欧尼亚昂扬不灭!
这个是最不像的
。。。
黄鸡不像
德玛西亚
我裂开了
裂开
声优都是怪物啊
艾欧尼亚 不留活狗
????????
裂开
请收下我的膝盖
我裂开来
回来了
我死了
鸡皮疙瘩起一地我天
不对啊，黄鸡我记得是个老头啊，他还配过拿破仑
虚空掠夺者——牛爷爷
爱了
机器人谁配的
我裂开了
你是猎人？还是猎物？我卡莎老婆最美！
芽儿呦我踏马裂开
666666
awsl
右边那个男的谁都不像！…
赏金赏金
bzzbbzzbbzzb
德玛西亚
我裂开
我咧开来
就那个蓝衣服的最像了
哇，盖伦真好听
哇
哈撒 哈撒给！
好厉害嗷
啊啊啊啊啊
鸡皮疙瘩
不是原配音
裂开
对口型可还行哈哈哈哈
谢谢小哥哥……
66666
暗夜猎手---张小丽
岩雀原配陶典，崩三kiana
老番茄❓
???
哇
断剑重铸之日，骑士归来之时
.
刀妹配音是最好看的
导播可以开除了
666
bzzb   bzzb   bzzb
李政！
不是后期处理，这人真的不是原配音，差太多了
艾欧尼亚昂扬不灭
我裂开来
挖掘机的声优呢？
nb啊
裂开了
哇哇哇哇，吹爆金克斯
这个戴眼镜的大哥是源氏的声优啊！！
评论长相的有病？打开你手机前置摄像头再说话
6666
没有烬？
裂了裂了
我祖安人不配拥有父母
我要听老鼠的声音
5个人配了LOL的一半多的音。。。。。
在杰♂逃
..........................
艾克
nb
我喜欢卡莎
太阳的缺德？
啊啊啊啊啊
陶典小姐姐我是你粉丝啊啊啊啊
裂开了
飞？？？
我裂开了
裂开来
这个人配的全部都要修啊
鬼鬼
为什么不给白衣服的特写
弹幕这么多人真的丑陋
我去 盖伦 信仰
手机吓掉了
奥巴马不像
白衣妹儿还可以
77777777
woc
缓缓打出一个？果然都是怪物
教练我想学这个
锐雯
断剑重铸之日骑士归来之时
诺克是一个老爷子配的
Fffffffffff
裂开来
我裂开了
键盘侠一定丑的一笔
NBNB
我裂开了
卡沙裂了
太强了吧。。。
疾风健康，暗夜小丽
艾欧尼亚
6666666
厉害
23333333
233333
23333333
德玛西亚之力
23333333
白衣服的好看
这就是你分手的jkoue
ccccccccccccccc
洪海天老师nb
我裂开了
眼镜妹好像深田咏美
果然声优都是怪物，太厉害了
向我开炮
好漂亮
声优
这是哥斯拉吧
我裂开来
ohhhhhhhhhhhhhhhhhhh
怎么还有混响效果 琴女那个
啊啊啊啊啊啊啊啊！zed！！
小姐姐噢❤️❤️❤️❤️❤️
77777
wc
牛逼
牛逼
流弊
流弊
???
音频不同步
怪物
卧槽
声优都是怪物
我裂开来
我想听蒙多的
66666
鸡皮疙瘩都起来了
????
虚空掠夺者——牛爷爷
本命琴女
哇
这么多角色还是一个角色这么多台词
我裂开了
白衣服我的，其他不管
这是我的
劫不是原配音！胡平智先生是！还配过蟑螂恶霸好像
11
66
想听厄加特
裁决之地
德玛西亚万岁
腻害
666666
我裂开来
好听
哇，这个小姐姐
祖安
6666
德玛西亚万岁！！！！
全是对口型
？
？？？？？？？？？？？
前方高能预警
前方高能预警
前方高能预警
我的鸡皮疙瘩呀
锐雯呢
驾崩了
裂开
艾欧尼亚 昂扬不灭
我想看大嘴的配音演员
裂开
666
啊啊
再次裂开
剑魔的呢？
为什么那么胖
这个霞牛逼
我咧开来
裂开
卫庄是你
祖安人民在哪里？
哇，这个很强
卧槽这个真的原版
裂了
死亡如风呢……
白衣好强
崩溃
我咧开了
裂开了
真的裂开
狐狸死亡音
？？？
狐狸死亡音效
牛皮
牛皮
好听
我裂开了
我的青春
我tm裂裂……
紧随疾风前行，身后以需流血
人在塔在
。。。。
不对啊岩雀是陶典啊
人在塔在！
我裂开了
6666厉害
我裂开了
没声卡不行了
魂锁典狱长 胡英俊
艾欧尼亚昂扬不灭！
为出生吃土而战
我裂开了
我在这丄
？？？？？？？？？？？？
男声和外貌真的不会差太多，女声就尼玛。离谱
Rng加油
有没有龙龟的配音啊
这个真的有感觉
裂开
艾欧尼亚昂扬不灭
6666
我有两把枪
我裂开了
哭辽
ohhh
干掉所有人！
裂开
行了，以后玩金克丝
有的估计客串了一下，应该不止五个人
艾希，是她配的啊。厉害。
最好看的么不给特写
艾欧尼亚昂扬不灭！
裂开来
艾欧尼亚昂扬不灭
艾欧尼亚昂扬不灭
裂开了
按f的有病？学不会尊重吗？
白衣小姐姐配过金克斯
白衣小姐姐配过金克斯
。
难顶
看，左边那个是我↙️
这个雷欧娜像
一日为艾欧尼亚人，终身为艾欧尼亚人！
裂开来
亚索呢
厉害
这里应该混了音吧
实力啊
我裂开了
挺可爱的啊配刀妹岩雀的声优
德玛西亚
女枪破灭
666666
白衣御姐范啊，爱了爱了
我失恋了
cccccccc
这就是祖安人？
我觉得他长得很像艾克!
....卧槽
....
艾欧尼亚昂扬不灭
我开始以为每一个英雄都是不同人配音的
我裂开了
霞好看
我想听巴德
我裂开
头皮发麻
？？？
德玛西亚！
Ffffffff
太狂了
我想听雷克塞
一般胖的声音都会比较好听
艾希，我的本命
日女，我的最强英雄
艾欧尼亚昂扬不灭
？？？？？？？
66666666
别拦着我，我要看吧德！！！
全都是这四个人配音的嘛！！
666
你码，我被卡出去三次，你币没了！！！
我在这→
我裂开了
我裂开了
我的妈。。
我裂开了
白衣的是雪晶灵鸭
我裂开了
王者之拉
Zed
业余导播
裂开了
艾欧尼亚！
我裂开来
卧槽，
往导播盒饭里加蛆
纳尔说想听巴德配音
一
怒踹码，你的皇帝嗝屁了
我喜欢金克斯
cccc
我合上了
为了联盟！
Up的拙荆
OHHHHHHHHHHHHHHHHHHHHHHHH
卧槽
裂开了
我带你们吧，镜头切的我眼花
艾欧尼亚，昂扬不灭
这个是我的，都不许抢
我可以!
她还配过安琪拉，你知道么
66666
裂开了
音话没对上好难受啊
纳尔来一个
人在塔在
我裂开了
德玛西亚
放马过来吧
我裂开来
这就是祖安人打招呼的方式
裂开
裂开
这个是大佬
。。。。。
这这这这
裂裂开来
雀是王者的妲己
快乐风男＝健康哥哥
劫不太像啊
在现场
锤石  胡英俊
挖掘机的配音呢？
放妈过来吧
哈哈哈
6666
德玛西亚
裂开
666
深田咏美
裂开
诺克萨斯，即将崛起
上面红字拔刀吧
裂开
把不到
人在塔在我听哭了
只有逆菜能听到额滴话，召唤师～
我裂开
半价了
金克丝
我裂开
艾欧尼亚，昂扬不灭
只要998，我就能让你爽到不能呼吸
cccccccccccc
黎明就在眼前
祖安大军哈哈
艾欧尼亚昂扬不灭
只要我还活着，就不会有人活着
巴德那个，你想笑死我
我傻了
德玛西亚万岁
炸裂
？？？woc裂开
程玉珠
艾欧尼亚，昂扬不灭
你的皇帝驾崩拉
艾希，本命
德玛西亚
我老婆，拔刀吧⬆
998
我裂开了
无限火力
好像啊
我喜欢她
你是太阳的缺德
这个胡子男不像
我可以
666666
艾欧尼亚，昂扬不灭！！
琪亚娜
同款头像
还是男的好看
巴德呢
我又裂开了
我裂开了
猥琐典狱长
啊呀 我的鸡皮疙瘩
哇，只有这个美
今天你切假腿了么？
？？
我可以
↘我
卧槽
这个御姐音真好听
程玉珠
耳朵马杀鸡
买谁不用我多说了吧
我会让你尝到牛雕的滋味
我在这↙
削刀妹
你们明明就是馋别人身子
没内味
对不起，但是乔奶奶既视感统治了我的大脑
艾欧尼亚，昂扬不灭
裂开
卧槽
主要有对比白衣服才漂亮
？？
我裂开
哈哈哈哈哈哈
nb羡慕嗓子，666
卢本伟牛逼
我裂开了
每次听刀妹的语音都有种一打五的冲动
洪海天老师
我裂开
说裂开的，这都是声优怪物，您配吗
卧槽
头皮发麻
人在塔在
我想学e
？？？？
皇帝皇帝！!！
大鹌鹑
我无欲无求了
我裂开了
刀妹刀妹刀妹！！！！！！！！！
我解开了
我炸了
恕瑞玛你们的皇帝回来了
卢本伟牛逼
好看
好6
每次选英雄都会听一遍宝石的
啊啊啊啊啊啊啊啊啊我死了 
我裂开来
沙皇原声配的很好啊，只是没加效果而已
您和您的余额已不足，请及时充值，谢谢
白衣的最好看。。。
ffff
6666
奥利给
b站低龄儿童太多了
陶典？
懦弱之举我绝不姑息？
白衣漂亮
我又裂开了
我裂开了
黎明：我没钱
我裂开了
牛逼
一个人配这么多。6
无可匹敌的力量!
断剑重铸之日骑士归来之时
F！
说实话，蓝衣服巨佬
劫那个应该还调过音的，现场没这个效果
这些人不是原配，原配一人一角色
裂开了
我爱白衣小姐姐
寒毛竖起
阿里
真的强
y这就是祖安人打招呼的方式
？？？
这个是老版盖伦的声音啊！！！好怀念
我咧开来
我这一身鸡皮疙瘩
失去梦想
长毛你整容了？
我裂开
我裂开了
真裂开了
哇～～～
真的，这里是我的青春和信仰
牛
就这个霞的声优好看
比尔吉沃特万岁
艾欧尼亚昂扬不灭！
德玛西亚，永世长存！
？？？？？？？？
我疯了
像艺术家致敬
寒冰最你m像了
我裂开了
裂开
金克斯本命➕老婆
裂开了
艾欧尼亚昂扬不灭！
听雷克塞的不是len啊你
艾欧尼亚！昂扬不灭！
我裂开了
祖安人
还是原配好听。
？？？？？？？？？？？？？？？？
？？
安琪拉
白衣声优
啊啊啊啊啊啊
裂开
现在各位观众，全~体~起立~
现在各位观众，全~体~起立~
伞兵一号卢本伟准备就绪！
老番茄？
我觉得要是说，只有高手才能够活下来！更帅
不知道为什么会想哭
莎拉我的都别抢
我裂开了
人在塔在
这就是你分手的借口
卧槽！别告诉我就是你们五个人给所有英雄配的音……
裂开
为了部落！！！
为了部落！！
屏蔽裂开
？？？？
霞我可以！！！
这个摄像有问题啊，漂亮的不给镜头
我裂开了
LOL
C位的是巨佬
为出生吃土而战
阿婆克列！
全是女版pdd
..
人在塔在泪目了
虚空掠夺者牛爷爷
我裂了
长毛？
白衣小姐姐叫秦紫翼
我要回去重听昂扬不灭了
我裂开了
啊啊啊啊啊啊
狐狸我爱了
洪海天，中国女声优中堪称最强
祖安玩家不请自来
你们那里是喜欢？你们分明是馋别人身子
艾欧尼亚，昂扬不灭
ffffffff
蕾欧娜！！！！！
好厉害！
我裂开
我裂开
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我，是太阳的抉择！
黎明，就在眼前！
兽人永不为奴
卧槽。。头皮发麻！！！
裂开
裂开了
断剑重铸之日骑士归来之时
我开裂了
我裂开了
太美了，我更加爱刀妹了
奈何自己没文化，一句卧槽行天下
卧槽，金克丝，刀妹，等我15分钟回来
ohhhhhhhhhhhhhhhhhh
洪海天妈妈牛批
裂开
人在塔在，为那些不能作战的人而战
艾欧尼亚昂扬不灭！
666
完了
卢本伟牛逼
半肉寒冰哈哈哈哈哈啊哈哈哈
可怕
我裂了
卧槽
卢本伟牛逼
雷克萨：狩猎开始了
我尼玛
zhegenu
奥利给
沙皇＝劫？
原声！！
再来亿遍
头皮发麻
啊啊啊啊啊啊啊啊啊啊寒冰射手！
没看见，告辞
白衣服妹妹 我老婆
突然哭了
没有蒙多吗
逼裂了
awsl
艾欧尼亚
兽人永不为奴，除非包吃包住.
这就是祖安人打招呼的方式
？
第三次了
不管了狂练金克斯
影      流    之     主
艾欧尼亚！昂扬不灭！
导播yasei
白衣服小姐姐好美
小姐姐好美
这个感觉不像啊
感觉就这货的和原版不一样
我的妈呀，这她孩子还怎么敢打游戏。。。
我是废物
裂开
我傻了
1
你裂nm呢？
琴女姐姐
哈哈哈
金克丝大姐
啊啊啊啊啊
！！
人在塔在
？？？？
裂开了
金克丝
虚空掠夺者——牛爷爷
艾欧尼亚，昂扬不灭！
再来亿遍
我咋……哭了
牛逼牛逼
艾希这个神了
不是初生之主，也不是出生之土，是初生之土（first born land）
哭了
6666
我裂成4瓣了
祖安报道
我裂开了
狡诈恶徒！
我裂开来
裂開
金克丝不是谢元真？
诺手牛xxxxxccccxcccc
我看见了
金克丝
卡莎牛皮！！！
女坦！！
艾欧尼亚！昂扬不灭！
艾瑞莉娅:为出生之土而战!
艾瑞莉娅:为出生之土而战!
这就是祖安人打招呼的方式
只有高手才能活下来！
6666
我裂开来
突然哭了……
恕瑞玛，你们的皇帝，驾崩啦！！
？？？？？
怎么就没有近景了
真正的意志是不会被击败的！
果然日女很肉
艾欧尼亚，昂扬不灭！！！！！！！！！！！！！！！！！！！！！！！
裂开
我又好了
爱了！！！
那个杀戮中绽放呢
裂开
快跑！不要回头！
战争学院，永不倒闭
我裂开了
她好优雅
声优果然都是怪物
右1的很多角色都不是原cv
the shy？
肉装安妮
裂开。。。
白衣姐姐美爆！！！
！！！！！！！！！！！！！！！！！！！！！！！
发现你队友不动的你：！！！！！！！！！！！！！！
？？？？
这是我老婆
刀妹好漂亮
听不到听不到听不到
赤练！
艾欧尼亚，昂扬不灭
听不到听不到
有点素质，配音演员很好
雷霆咆哮？
666
裂开了
为了部落
我哭了
从现在开始，这里就是卢本伟广场！
我曹
我裂开了
坐等小鱼
啊啊啊，白衣小改改
我再也不玩艾希了
裂开
不我听不到
耳朵怀孕了
??
帅
本命琴女
魂所典狱长-胡英俊
我裂开了
卢本伟NB
艾欧尼亚 昂扬不灭
建议关闭弹幕食用
这岩雀好肉啊
艾欧尼亚昂扬不灭
劫！！！！！冲
是艾克本人了
生与死，轮回不止，我们生 他们死！
陶典小姐姐
祖安，口吐莲花
wo leikai ;l
裂开
我咧开了
欢迎来到祖安
艾希最旺夫
我不听我不听
太强了
?
白衣小姐姐叫秦紫翼
小。。小熊 在台上说话啊！
我又裂了 兄弟们
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
?
可怕
你们有病吧
我，是月亮的选择
裂开来
本命
弹幕礼仪好吗，有必要这样？
我裂开了
点击左侧录制按钮即可开始录制本局比赛
ccccccc
艾欧尼亚，昂扬不灭
这些事原配吗？？？
原声我醉了
哇我本命
为了弗雷尔卓德而战
本命艾克
白衣小姐姐叫秦紫翼，好像也是王者荣耀虞姬的配音
这就是祖安人打招呼的方式
艾欧尼亚昂扬不灭
牛B
我裂开了
小姐姐我可以
人在塔在
金克丝是谢元真我记得
尊重
艾欧尼亚昂扬不灭
我是太阳的缺德
我裂开来
我裂开了
诺手怎么感觉不像？
cccccccccccc
洪老师的配音功底没的说
好好听啊啊啊啊啊啊啊
裂开了
十八摸
十八摸
艾欧尼亚 昂扬不灭
艾欧尼亚  昂扬不灭
你们这些人素质真的底下
我裂开了
从右往左数第二个女的挺漂亮的
我裂开
艾莎！！
想听巴德的
祖安人
我是裂开！
艾欧尼亚，昂扬不灭！！！
啊啊啊啊啊啊啊啊啊琴女
为了德玛西亚
为了祖安
艾欧尼亚！
杰哥不要
????????????????
666666
奥巴马，德莱文，派克是这个眼睛男也是源氏
盖伦，老鼠，亚索是吴磊
金克斯的配音小姐姐好好看
wc
艾欧尼亚昂扬不灭
我裂开了
裂开
我解开了
无知者在劫难逃
德玛西亚万岁
裂开
我裂开了
无欲无求
王者
我裂开来
琴女！
刀妹牛批
虚空掠夺者——牛爷爷
起码一半不是这几个配的
诺克萨斯
本命洛
牛逼
人在塔在！！！！！
我也裂开了
我又可以了
再来亿遍
我裂开
命数如织，当为磐石。（最喜欢的一句）
不是本人
这个山羊胡大叔是派克
佐伊呐佐伊呐？？(=@__@=)哪里？？
诺克萨斯终将崛起
不是很象
螳螂:大便，就是好吃！
？还有个美女？
艾欧尼亚昂扬不灭
啊啊啊啊啊啊啊啊
害怕
人在塔在
人在塔在
人在塔在
人在塔在
我裂开来
这是现场不是录音棚所以肯定会有不一样的地方
.............
??????????????
hhhhhhhh
阿
我爱黎明
黎明就在眼前
我裂开了
我裂开了啊
难顶
可以可以
ia比赛
？？？？？？？？
秦紫翼！
真的强!
你确定能打到我吗，召唤师
命数如织，当为磐石
为出生之土而战
艾欧尼亚昂扬不灭
我将让恕瑞玛复兴
时间不在于你拥有多少
火焰，是我最喜欢的玩具
我怎能拒绝共舞一曲的邀请呢
只有你可以听到我的话，召唤师
无姓之刃，最为致命
