麦克林！！
理科生听的很开心 不要总刷听不懂了
容易
有
bc
前面的你为啥老觉得你听不懂呢
他试图教会我
单一变量原则
困了
确实听懂了，材料人
我去，后面哪个是旋齿鲨的牙齿化石吗？
有的
湖北的盐
严谨
怎么上外网？
麦克林DNA动了
什么水？
好家伙氨水！
这个我熟
哇
师傅别念了
氨...氨水
我已经听不懂了
买了多少蛋挞这是
瞌睡了
我居然听懂了
A
说旋齿鲨那个可笑死我了
卫生纸（狗头）
好家伙，这么多结晶学，想当海森堡是吧？
上光谱
高二选修化学就有了
进度条暴露了你
原理是因为我有强迫症哈哈哈哈
观众老爷表示：只看看
论文
西蓝花
有钱人啊  康颂用来搞这个
草
卫生巾
听不懂了
这不写个论文可惜了
Hplc
建议打上专业实验，请勿模仿，免得……
走了，但又没完全走
阿拉丁来一瓶
离谱
同款马利
牛人
一点哈哈
基本演绎法中的一集
hcp
氨水颜料盐那个好看，其他的都好像肿瘤。。。
《没有基础》
太棒了吧！
国药或者阿拉丁不错的，科研狗经常给课题组买
«亿点»
？？？？
？
大工程
用纸巾啊
康颂可不便宜
面心立方？
初中同学的我，听得懂，虽然部分名词不是很好理解，但是能理解大概意思
牛
马力牌 DNA动了
？
懂了  用两层
结 构 化 学
我喜欢棱角分明的
玩过
何同学？
-+
+++
绝命毒师成长之路
亚马逊
md刚考完结晶学和矿物学
瞳孔地震
？
卧槽卧槽前两天刚背过的东西
康颂好像有两袋
"康颂,,,,还是更贵的水彩纸，一包得好几十了"
钻石原石有没多贵，在这说炫啥
铁树开花
草
"还有泡水变大的""宠物"""
太用心了吧。。
这不发一篇sci?
无纸不行
被种草了
怎么感觉up说话嘴不咋动
材料人加一，并且表示很简单
扎手得更好看
有，搜爆炸盐
卧槽这不是结矿嘛，可这书里不讲结晶方法啊
嘶
好牛…
欧噶桑
有味道了
好牛！！！！！！！！！！
后面有一只小黑耶
？
您就是白龙希斯
好家伙康颂
我用氯化钾做也会结晶
想起了《湮灭》
太硬核了
康颂！！
有！
？
氨水好臭好臭好臭
大哥，原来这tm是晶习啊
原石并不会太贵，钻石贵除了原石大小还有加工技术
计科生听的很开心
美术生都听懂了  认真听有啥听不懂的
从公司实验室偷o
我1
我盯着后边的罗小黑很久了
卫生纸
四方阵
掺杂
严谨
童年回忆呀！
原石便宜多了
童年回忆
你说话太慢了吧，别拖时间呀
那时候这个树总是被泡软倒了
这就去实验室搞一个
第三个好看
普鲁士蓝我们实验室可以合成
后面是菊石化石
我以前尝过一点点…
康颂。。。。
玩过
严谨
表面活性剂
杂质永远滴神
他似乎真的想教会我们
@章金莱
铋结晶
雪花结晶
我感觉这和学啥科无关，探索知识的过程怎么会有人不喜欢看呢，真的很奇妙
已经听不懂了
麦克林
好了，已经开始困了
好家伙 臭死了
材料人专业对口
卫生纸
有人吗现在
牛哇
知识盲区了属于是
？？？！
？
666
左边的好像花菜哈哈哈
氨水？
感觉像冰挂 挺好看的
666
我居然试图在听
表活
大户人家
麦克林可还行
？？？最左不是食用色素吗？是up傻还是他觉得我傻？？？
文科专业表示听天书
我还尝过味道
yue
《一些》
原石很便宜，宝石级和工业级的才贵
花菜和水晶树
《简单》
罗小黑
有但是听不懂
小苏打和氨水的成功了，碱应该比较重要
？？？
你买瓶衣领净试试
看到了康颂
啊这……花椰菜？
好家伙，我们种花的肥料，被你炒高了
up比我大学老师讲的清晰哈哈哈哈
卧槽，康颂
后面小黑！
那不是化肥吗？
空降08:30
麦氪林？！
BC
纳尼
那个颜色是怎么弄的
上次玩还是在初中的时候
bc
已经不懂了
好家伙，有控制变量内味儿了
一段视频勾起往昔的一段记忆
妙啊
童年回忆
牛的，康颂
八心八箭
他平时的视频也就这种长度…
差点就退出去了
亿点皮毛
隔着屏幕捂鼻子的举爪爪！！！
为什么颜色那么丑？
？？？我看你进度条了！
哇哇哇，小苏打的可以
救命配合热评第一那个探究科学的，被感染到了
太硬核了
铊中毒……让我想起了朱令案
说人话
布什么伟？
钻石不切割 真的便宜
原来这就是晶习啊
扎手的更像松树啊，更好看
上次玩这个还是在初中实验室
检测二价铁的
他刚才说的啥？（刚睡醒
我看成外星人了。。。
仿佛已经看到材料坟墓的大门向我敞开
我居然被骗了
实验第一步：点一个小蛋挞
亿点
兑点白酒，喝起来会感觉人在医院，刚下病床
《皮毛》
他真的在试图教会我
默克还行
听不懂，我要跑路了，再见
树底下放的是蛋挞皮嘛
简单
我困了xdm
真的童年回忆了
我觉得这个磷酸二氢钾的树更好看怎么回事（捂脸
我玩的是扎手的那款，不是花菜
不知道说什么
专业
结构化学。。。。。。
哈哈哈像发霉了
辛苦了
ab面
六方晶系
钻石原石贵个鬼，但凡自己查查价格也不至于
好严谨的大佬
好家伙，为了一棵树，赶过一群学化学的
童年的回忆
好家伙
过于硬核，普通B友复刻起来难度较高
本黄汗人士很需要！！！
很快
有啊
我小学时候也有个同学添了一口舒适酸的
花椰菜病毒
材料人dna动了
这不是结构化学嘛
ab啊
氯化钠晶体在明矾溶液的变形？
康颂。。。。。
六方晶系
化竞人表示非常舒适
不行了，右二让我想起菜花样病变
硬核
还是挺壮观的
这是11月开始研究圣诞节才能有树的节奏
变质处理
告辞
hcp
理科男的浪漫
麦克林
六方群
进度条告诉了我们一切
罗小黑！
我舔过有点像海水
这玩样可刑啊
花菜树
大佬
卧槽
几个月后，把落满灰的圣诞树扔掉
没有公式，可以听懂个7788
玩过
前面一直盯着小黑的等等我
材料人欢迎你
白买了，可以退嘛
雪山
和雪花有点像
非常好
又学到了，谢谢up主
菜花状
天之道，损有余而补不足
？
好家伙怎么就开始配位平衡了
那本晶体学就是我当初学的
亿点吧！
本文科生也听懂
可以考虑卫生纸，我觉得挺吸水的
玩过！
艺术生都听懂了，动动脑子
康颂纸！
高中化学选修是吧
我是迷茫的
等等，你在说什么吧
咸的
地质大学材料专业的报道
？？？？
我好像只是在听，根本听不懂
数学专业的表示不对口
....
可以去找结晶老者了
文科生逐渐犯困
他试图教会我
结矿就离谱
名词解释10分
好像花菜 还是扎手的感觉好看
宝石学基础
他在说啥
卧槽 这套书好贵的
这不是花菜吗？？？？、
都是花菜
玩过 没有用
唐洪明西南石油大学教授哈哈哈
《材料科学基础》
玩过
氨水哈哈哈哈哈你家要臭几天了
后面有罗小黑啊
发育不良
玩过，跟发霉似的，有点恶心
所以为什么不拿去打一个红外光谱呢
结矿老师路过…
nacl
厉害
六氰铁甲检验亚铁的产物
看进度条意识到不对劲
颜色呢？
还买了宣纸
非法持有氨水，举报了
非法持有氨水，举报了
两开花两开花
氨水儿这味儿就冲
有！
宁这搞科研哪
氨水闻过一次就再也不想闻了
有
文科生可以离场了
同想起朱令案
后面的是大蓝闪蝶的标本！！
后边有一只小黑耶
爷青回
双簧
化学选修三，晶体与结构
我一个文科生为什么看到这里
？
睡着了，谢谢
想起了被最密六方堆积支配的恐惧
直接
BC，就像硫酸铜晶体会自动补齐缺口一样
没点基础还做不了了
这个我买过
颜色是纸上的
？
马上就要考结晶学与矿物学了
玩过
地质学专业表示复习资料可以收藏了
开始吟唱了吗？
对对您说的都对
想到了朱令
我每年都买哈哈哈哈哈
这不是好不好买的问题，氨水的味儿咋办
这还听不懂？
很多菜花
生物表示听懂没问题，但跟我有什么关系呢
美术生狂喜
树状。。
我觉得他可能在说为什么厂家的树毛茸茸而他自己的树比较粗犷
说的是高压，如果是常压，800度倾向于长成炭（doge）
放屁，明明是甜的我记得
论文都是英文，九敏我没文化
扎手的更爱
初中生也能听懂吧，一群人在这说啥呢
我都退出去了，突然来一个等等
我也觉得扎手的更好看
《简单》
讲的很清楚啊，看来听懂的都没说话
麦克林dna动了
生宣
晶面指数和越大 表面能更大 结晶趋势大
去学固体物理
没成功过
化学人表示毫无压力
花菜
试图教会我？
好家伙这么恐怖
wc，写论文都没你用心
对照实验
有毒吗
《树 状》
空间点阵
密排方向
这个树稳定吗？有毒性吗？
假装我听懂了
它是谁？
最左边这个感觉比原版好看
阿拉丁可以的
小苏打的笑死我了哈哈哈
我看我姐玩过
+2+
钢铁侠不就是铊中毒吗
困了，掰掰
谢谢你我有点困了
盐酸二氰钾doge
缺陷
累了
听不懂了
我的考研专业课知识
最可操作的是出门买一个
看到麦克林我DNA动了
淦，仿佛在听课，困了
开花？？？
三连了
不愧是我
AB面
还是你的高级好看
这次是真的困了
有机化学最后一大题，综合体之猜主要成分
师爷给我翻译翻译，什么叫晶习！
开始困了
用不上的知识又增加了
我偷偷吃过结晶
师爷，你来翻译翻译，什么叫tm的晶习
小腿？
偷偷吃过的那个笑死我了
卧槽康颂
文科生在试图努力听懂什么
救命！
材料科学基础
全文科表示听得懂
八卦阵
绝命毒师
他好像真的想教会我们
来高中当老师吧
地质学狂喜
该物品出自结晶老者之手
敲下黑板，这里可以去参阅《雪花的奥秘》这个记录片
敲下黑板，这里可以去参阅《雪花的奥秘》这个记录片
熟悉的麦克林
万能小苏打
大佬
哇哦
虚晃一枪
我擦
告辞
每年，你
搞科研呢你搁这儿？
进入瞌睡时间…
保留AB或CD面，面网密度大生长缓慢不会尖灭
我以为是说氨水呢哈哈哈哈哈哈
宝石及材料工艺学在此哈哈哈！好懂！
犯了名讳了
#FE0302昂
熟悉的结矿！
刚考完结矿
自范性
阿婆主说要有光，于是有了光
生物听懂了
《普男试剂》
舔过，齁咸
我要看大树
我刚刚竟然真的退出去了
!!!!!
哈哈哈哈哈哈，
说学生物的没提过蛋白晶体？
还不如买一个
小黑！！！我看到了罗小黑！！！！！
再一看，靠，和up举例的盐一毛一样！
狐臭
精普狂喜（bushi
听到了现在
这不KDP嘛
我就感觉这玩意好熟悉，好像以前玩过
对 
温度会影响结构
质谱啊
辐射人狂喜
祖宗青回
听到犯困
我嘞个去…真认真
这个视频做的很用心！投币了
康颂纸   豪气
看到最后
我嘞个去钻石？？？？离大谱
困了
康颂的水彩纸不是最便宜的吗……
ABCC11基因……up就直说狐臭基因呗……
弹幕sjb吧，这些才多少钱，又不是稀有或者巨大量使用。。
我人傻了
师爷，翻译翻译
盆友。预算超标了
童年啊
我有点困了
小黑！
宝贝，月亮喂你氨水~(
这个东西超级香
惯习面
氨水一挥发，味道好极了
草 卷纸内芯
小学每年圣诞节都玩
结构化学，对于化学生而言挺简单的的…
有
化学专业听的劲劲儿的
马丽颜料
藤本树
酸的+1活到现在属实不易
你说这些名词我都懂，但是混一块就蒙了
麦克林，阿拉丁
听懂了 要是我高中理科是up教的就好了
杂质yyds
猜不出来 直接公布答案吧
蛋——挞——壳——
因为这东西实际上还是要不断尝试，理论知识讲不清楚的
Woc晶矿
光滑平面，长大机制平面长大
？？
啊这才几点我困了
《一点》
童年
？
wangyi
玩过
钻石其实在发现南非矿区时就不稀有了，这么贵是因为资本家的限制
颜料现在都是色粉啊要不然怎么那么便宜！
gan，化学题考过
这个管它叫树状？↓                    
讲得很好，认真听就听懂了
喝过
不行了睡着了已经
控制变量法
好家伙
看不懂哈哈哈哈
自范性
钻石原石不值钱
开始听不懂了
up比我结晶学老师讲得好。。。
我才考完大学化学，并不想看到这个玩意儿，快进呜呜呜
我就去接了杯水 现在是什么情况
这声音像后期配的？
猴面包树
康颂过分了
材科基第一章晶体学了解一下
谢谢，我终于困了，给你点个赞就睡觉
呐，这就叫专业。。。
矿物岩石学  上学期刚学。。。
好家伙
我TM康颂！！！
老板大气
娃哈哈
老白是不是就是结晶高手？
美术人是吧
康颂！太壕了吧！
这么通俗了都听不懂单纯只是跑神了
我就说为什么实验室里更纯的氯化钠反而更容易结块。。。
听着听着就走神了
虽然没有粗盐里那些容易吸附水汽的杂质，但是本身产生的结块却更难消除了。
无聊
北京人吧
童年回忆
这太刑了
之后我在小学放学前把溶液倒在树上，然后第2天早上上学就会得到一棵树。
我困了
不要的康颂送我画画。
身后这是森海 拜亚 歌德？
钻石贵，贵在人工
童年
你就会收到一颗挂满西兰花的花耶菜
立方体，八面体，菱形十二面体 三角薄片双晶
爷青回
抽纸呢
不行我关注你了
啥？
搞了半天还是要看老外的，你直接抄作业不就完事了了吗。
机灵
傻孩子 快跑
童年回忆
我家有磷酸二氢钾诶
何必呢……
圣诞快乐！
酸的
你康颂素描纸不用送我
别装了，真的是皮毛，这些知识根本用不到这些书，骗赞的
爷童回
左边像菜花
麦克林可还行。
太硬核了
普兰是普兰
康颂纸，好家伙
瞌睡了
这是为了做个圣诞树而写了篇论文
冰封王座【
黑钻啦，工业级
前面那个觉得慢不会调倍速吗 。。 无语
懂了
做个液相或者气相吧，检测人员表示也很好奇
一些纸
能吃吗
后面有个紫薯
罗小黑！
？？？
我突然一早上在上晶体学课程
我以为是氨水
剪辑的艺术，其实先找到外国人制作才对吧？然后抄袭
老白大呼内行
点阵?
围棋
圣诞快乐！
康颂我靠
高越快乐水！
爷青回
厉害三连
wulff定律
脑袋要炸
那个水我当赠品饮料尝了一大口，喝了才知道我圣诞树没了
还是花钱买成品便宜(doge
不写论文白瞎了
灭霸打响指了 快跑
成本爆炸
童年回忆
科学小实验
kno3
刚考了《结晶与矿物学》
亿些
看表面能
亿点
大师别念了
M1斯图亚特轻型坦克
巧了我先看过了雪花
首先英语得过8级。
同质多晶……？
配比还没说呢
配比配比配比
我何德何能在首页刷到这么高深的视频
笑死，刚考完材科基已经泪目了
笑死，全懂
up好猛
钻石的价值基本在加工上
康頌～～～
用黄表纸……
还有香味
细化结晶
我居然在试图听懂
发霉
氨水可以氢氧化钠和铵盐自制
他说啥（绕头）
童年回忆
这个UP主好奇怪哦，不是在玩树的么，他在试图教会我们什么（doge）
等径圆球最密堆积
亿些
钻石那里贵了
以前用的好多盐
没有丝毫晶体学基础的你，通过晶体学拿了诺奖
尝试听懂的初一学生
我做过！小学的时候
玩过
所以，你说你没有丝毫晶体学基础？
玩过，我老师差点让我吃了
我有个问题，这玩意能中和染后的黄头发吗
玩过！
？
up好厉害，比我们老师讲的清楚明白的多
童年啊啊啊，你币友了
bc
和雪花一样的原理
你说这个我可就困了（梦回高中）
松针
纸尿布的纸呢
好家伙，比我期末复习都认真
很好已经听不懂了！
发霉的蛋糕
童年的回忆！
爷青回
水彩纸吸水
麦克林，高端
钻石也分品质的呀，不是都一个价
亿点吧
厉害哈
试下水彩画纸
原石很便宜，切好的炒起来才贵
相关！
这岩石树
一 点
皮 毛
播音生表示都没学过，但是听懂了
爷青回
一块钱一个
卫生纸
看到了小黑！！
洁厕灵里面不全是吗
为什么都上我认识的字，和在一起我就理解不了了
论文
爷青回
我还真以为没有了
草，康颂
3000人一起懵逼。
你这个比较自然
康颂水彩纸是最便宜的
颜色
进度条不同意
《一点》
你 被 骗 了
康颂那个肯定不吸水的呀，质量好啊哥
我要有这毅力还怕拿不上国奖
bc
氨水和小苏打差蛮多的
这玩意特咸
发霉
很简单
康颂！！土豪土豪
扎手的才像松树
麦克林
化学，学到能发表论文的地步，才可以做儿童玩具
汗渍为啥是黄的
包装纸就很吸水
爷青回
控制变量法
谢谢失眠治好了
没懂
希望up做个瑜伽球那么大的水宝宝啊
跑个离子色谱不就完了
想按住他的手，看他能不能说话
笑死 差点下完单了
童年回忆！
他在试图教会我
大制作了
我靠这么多纸眼馋
雷 天 使
84消毒液
走了
好奇用卫生纸会怎么样
我要睡着了
进度条不对劲
我在b站学专业课系列
玩过
uo再讲原理有一些人觉得是在炫富，层次和格局一下就区分开了
成本巨大
海蓝宝！！！！
你懵壁不代表别人懵壁，不要把自己的无知带入别人
骸骨诶
小黑好可爱
我的童年
原石又不算贵，，，
嗯，不好吃
心脏骤停
吃过 很苦
南无妙色身如来
康颂算便宜的了
爷青回！！！
衣领净？
我靠2000+人正在看
文科生表示可以大概听懂
汝可识得此阵
我靠康颂
生物体内常见的酸碱缓冲对物质
我去麦克林？？？？
和三价铁检测物质
开始困了，谢谢up主
我都忘了这东西了
学术区up主
bc
复活石
爷青回
忆些
跑个质谱吧
？？？？？
逐渐离谱
普兰！美术生dna动了
马利牌普兰！
我去康颂……
我听不懂555
保存了，睡不着的时候拿出来看
进度条告诉了我一切
收藏了 今晚失眠看（
已经困了
喜欢皮？反手一个踩
康颂常见?
麦克林，哈哈哈哈
…
确实  酸酸的
谢谢你，终于可以午睡了
好家伙
滤纸可以吗
这也太用心了吧，但凡我有你这三分之一的精神也不至于学不明白函数
铊
梦回大学
不买国行么
2000+好家伙
???
！！！
其实卫生纸最好吧
严谨
BC
up真是学霸
理科生听得很开心
我学废了
什么家庭。
师傅，别念了
什么叫他喵的惊喜？
结晶是咸的
（简单）
五子棋是否也可这样下
亿点
爷青回
玩过
原来如此
高三化学生狂喜
后面的圆盘不会是硅锭切片吧
我学金融的，在这看什么化学，撤了，听不懂
整个一个大惊喜给到
先睡了，Zzzzzzzzzzzzzz
前面的，这凭什么不用看论文。。。
有机化学，无机化学，分析化学，物理化学？
真的试图教会我
一排2座这个大颗结晶好看的
草酸？
你以为我没有进度条？
明显我需要
强
钻石从来不是什么贵重宝石，钻戒那样的价格不过是消费主义陷阱罢了
两开花？
翻译翻译什么叫晶习！
爷青回
ph
关注了
救救我
哈哈哈哈
一些
啊？(挠头）
爷青回
不说了，我要去种砖石了
小苏打有点西蓝花的感觉
暴利
这个好贵的
他真的以为我看了就会做
困了
用快递箱子试一下？
老哥你太猛了
PBA，这两天正在做普鲁士蓝的实验
普蓝？！太熟悉了
突然想听up主讲课了hh
麦克林
零4年上小学老师每人发了一个
厨房纸
加盐就行
这是发霉了！
有啊
文科生可以尝试复述了，实操再看看
要证的钻石才贵
麦克林？富啊
BC吧
听课走神的我
这个玩过
这个玩具宁波有工厂做的 出口的
老板大气
原来这就是tmd晶习啊
我真困了啊
爷青回
我感觉你肯定读过研
氨不大好买
，我擦小时候我还觉得很甜很好吃
知识就是力量
大佬啊
………真  大佬
打钱
翻译翻译什么是晶习
草，晶矿学
青竹哈哈哈哈哈哈哈哈哈
吼吼吼，用康颂素描纸我觉得好心痛
bravais格子。。
所以，树的卡纸，在树梢好像剪裁了一个C角咯？
90后的回忆
想知道结晶成分的话，买一包结晶数化验结晶液不就好了吗…
扎手但是好看！
我趣，精普狂喜
切伦科夫蓝
我自己做过
画素描要用斑马的纸
画水粉用青竹的纸
确实听不懂了
康颂
啊啊啊康颂
猜对了
这不是点阵嘛
可以发篇小文章了
能买到六方金刚石就算牛逼
我认输，我买现成
哈哈哈哈棉花树变雪松
牛
专业
ICU见
滤纸啊
高温颜料
《一点》
发篇论文？？
跑题了
磷酸穿山甲
已经开始听不懂了
麦克林
医院有
我还真走了
？
长毛了
绝命毒师
然后用水都可以了
吃过，酸的
普鲁士蓝不是可以解铊中毒嘛
朱令加一
专业
不对劲
麦克林经常买
哇想到水彩颜料
我们家里有
这不会是广告吧
我也玩过
好的88
是臭水吗？
空降8:30
直接一个液质连用
什么是鳎蟆的晶习！
花菜
因为纸表面都刷胶了
普蓝加深红
试图听懂
菜花
？？？？？
晶型调节剂
这么多康颂！！！
??
结矿！地大人一生的痛
期末到B
鼻子好受喽~
 这鬼东西我有吃过
期末到B
好像一个仿品
回归本真--种树
我明白我不明白
固体物理
你的仿品我觉得更好看
哈哈哈哈哈哈哈
嘿嘿我们实验室好多好多的
初中生听的津津有味
万令阵法
荧光增白剂？
地质学表示很淦
好家伙，不会，没听懂
围棋人狂喜
童年回忆
这成本有点大啊
好家伙
开始听不懂并且想砸手机了
不是汗是黄的，是汗里所含蛋白质变质是黄的
刚考完材料科学基础打开B站就看到这个
观众老爷我选择橙色软件
好家伙，矿物岩石学
口条真好
假肥吧？磷酸二氢钾很贵的
玩过
钻石贵在你老婆那里
太强了吧
菜花
看颜色啦不透的哪值钱
麦克林
好了，不说了，可以去制造灭霸手上的那五颗宝石了
为了出视频，他什么都能做
钻石买的是切割和营销
亿点
厨房纸？
铊中毒？我想起了投毒案
所以氨水只是为了调pH
花肥
万能小苏打
亿点
玩过
果断放弃 买现成树
7小本 我输啦
压谁啊？找死啊
普鲁士蓝我印象中还是有点小贵的
原来是这样的 下次明白
帅！
我表示需要
好家伙，康颂
吹面up
淘到的啥？？？
好家伙 康颂
这图可太眼熟了
康诵不就30，又不是买的600的
逐渐听不懂
我初中生
曲线救国
三连
钾肥促花
好了，已经开始困了
扎手的好看
1000人正在看。。。
童年回忆
碱吗？
up，我很欣赏你
氨水，不管什么浓度都会让人窒息的味道
定向凝固？
猜？
哦NoNoNoNo
明显我需要
草小苏打颜料那组好像一颗花菜
爷青回
我在B站学材料学
有
玩过
爷青回
牛蛙
DNA动了
咸的，我吃过
玩过！！！！
高技术力
【有点扎手】
这玩意是咸的，不要问我怎么知道的，谁都有好奇的时候
电离水解平衡求晶胞体积。
救命，我好像听懂了，我这么强吗，不敢相信
？
卫生纸行不行
打瞌睡了
危
铊tuo
密排面
玩过，san值狂掉
牛
试过失败了
现在当up主都要这么卷了吗
专业
我有一瓶磷二
爷青回啊
玩过
直接用那个树用的纸
听不懂，献上硬币退了
磷钾肥
我知道哪里买，吼吼吼
我一学生物得在看化学
北大女生铊中毒的铊
666666
？
《我们爱科学》
《我们爱科学》
吃过上面的结晶咸的
 试图教会我
蛋挞托
马利！！
化学专业的怀疑自己上的假大学，要哭了
大呼，牛逼！
好家伙，小伙子有前途！果断关注了
煤油加蜡烛也行
tmd，刚去看完肾结石
平  顶  山  少  年  觉  得  很  赞
无酸纸效果好
树的尖端也有东西
有，儿童报曝光有毒
康颂
！！！！
这东西我玩过
19路围棋棋盘搭配围棋棋子讲解，厉害了！
蛋挞底？
作为文科生的我不该点进来的，完全懵圈状态
额，立体几何？
围棋.？？！！
晶体的自范性
淦！好贵啊
后面灭霸
美术生看了震惊
不行了，已经开始困了
你买的钻石是在非洲晒黑的吗？
咸死了…
我只想起夏科雷登结晶
化肥
《树》
感觉好有趣啊
尝过咸咸的
是洋葱！我加了洋葱！
麦克林
晚安xdm
康颂？
严谨
一起看的1千个兄弟你们懵吗
经典麦克林哈哈哈
好家伙，欧尚的大拇指商品
00后加一
开始懵逼……
内行
六角密排
学过
珠宝专业狂喜
我的注意点都在后面小黑上
布拉维点阵
我小学的时候买过，当时大概一块钱
我已经想退出了！！！！
康颂还行
身为地质人的我感觉好亲切
他奶奶的个，我没一次成功过
我以前买了好几次的就是up这样的，没买过毛茸茸的，哭了
童年回忆，我当时因为好奇还喝过
困了
所以你想教会我………
哇
好家伙，这就卷起来了……
自然卷
實驗研究法
感觉你快做出蓝色晶体了，加油。
麦克林！
文科生从头就没听懂…
好了，今天的脑容量用完了（doge）
爷青回
材料科学与基础基因动了
玩过！当时圣诞义卖上买的但是是樱花树
圣诞树
钻石都多久前的骗局了，你们还觉得很值钱吗…
我一个文科生居然听懂了？
氨水儿
这玩意儿不就是刮铁锅那个吗？哦不对，那个是柏林蓝
给你给你，我币给你
你来给我翻译翻译什么叫踏马的晶习
钢铁侠后悔没用普蓝
密排面能量低，生长速率慢，因此暴露在外
我还尝过这个东西
童年啊
这长相和声音差太远！
？？？
氨水，这酸爽简直了
一些。。
宁德时代不是要用普鲁士蓝做电池吗
没有
钻石贵的最大因素是切割加工方式的垄断，所以原石如果是普通质量的话不会非常贵
zhege自己做的才像圣诞树
左一好看
？？？
宣纸也不行吗
翻译翻译什么tmd 叫晶习
我需要，所以夏天我不买白色的衣服
听不懂，好像很厉害的样子
其实文科生可以听懂的，up主讲得很清楚，又举了例子。
晶面
打死不想学晶体学了
我tm唱过，苦的
我买过钻石原石，很贵的呀orz
我还舔过，苦的
我文科生听懂了，讲得很清晰易懂
康颂水彩纸
像菜花www
咸的
所以第二层不会自发形成和第一层一样的，会斜着生成面心立方
？
玩过！
靠，老子的PBS有时候会析出结晶就是这玩意呗
童年
我只是想看超大圣诞树我有什么错呢
以前圣诞节必玩，上了初中后就没看到过也就不记得了
误纸不行
师傅你犯名讳了
看到普鲁士蓝就想到朱令
考，看到普鲁士蓝我突然心虚想起了普鲁士蓝反应
突然！发现！up好像阿笠博士啊！
妈耶，康颂
自范性是指边界效应，这里不符哦～
矿物岩石学，我爱了
我都忘了你是要种树这事了
目测小苏打
信我 看到最后
好的 再见
88辛苦啦
8888888
我喝过化肥？！
