这个花絮的梗玩的好哇哈哈哈哈
紫萱演技值得我的两个币
哭了呜呜呜
哈哈哈哈哈哈哈很好很好很好
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
卧槽 入戏了家人们
带制作
为啥我一直想得是，这得多难收拾啊
又想哭又想笑哈哈哈啊哈九敏〕
哈哈哈
好家伙
哈哈哈哈哈哈
泪目
救命啊这大数据，我今天刚看完仙剑三结局
我鼻子一酸，哭了。
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈救命啊
紫萱跟猪婆演技都好好
泪目
哈哈哈哈哈哈哈太有才了
看哭了看哭了
此生不换
哈哈哈哈哈哈救命啊
靠。。。泪目
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
还挺好看
谢谢
由笑变泪目
泪目
耳朵都红了
啊啊啊啊啊紫萱
好媚啊紫萱
哈哈哈哈哈哈
入戏了呀，泪目
绝了绝了
哈哈哈哈哈哈哈哈
配啊
摄影不会是肥嫔吧笑死
两处同淋相思雪，此生也算共白头
先笑了
啊这，真的是好清秀的男孩子
呜呜呜哭了
淦
四川版？？？？
哈哈哈哈哈哈
怎么有点帅
hhhh
紫萱的衣服在后面
就离谱踏马离谱到家，哈哈哈哈哈
哈哈哈哈哈哈哈哈
脸颊疼
哈哈哈哈淦
太牛了
这个男紫萱好漂亮好漂亮
好家伙
魔鬼们
哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
我不行了哈哈哈哈哈哈哈哈哈
今天谁拖地
？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这一段好多人拿来做动画
我原地裂开了，哈哈哈哈哈哈哈
这宿舍几个0
草啊 竟然有点感动 眼泪差点出来
我竟然看哭了
她真的好喜欢杨幂的角色，林萧，雪见
？？？？
垃圾袋笑死我
哈哈哈哈哈哈哈
高能
hhhhhhhh
这就是爱
赶紧快乐
这腿
此生不换
哈哈哈哈哈哈哈哈哈哈笑死我了
好好看
？？？？？
裂开
哈哈哈哈哈哈哈哈哈哈哈台词功底有点不行啊
好活当赏
对不起，我还在笑哈哈哈哈哈哈哈哈哈
好甜呀
是赵无延
啊啊啊啊啊啊啊
我的皇上呢
全程高能
笑着笑着就哭了
泪目
我的嘴角就没放下来
哈哈哈哈哈哈哈
啾咪
哈哈哈哈哈哈哈哈哈
哈哈哈
是不是应该放原片在旁边
草
紫萱好厉害
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈救命但是好牛
大制作
背景同款正在打包行李的宿舍和毕业收到的花
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
绝了
太草了
爽里爽气
完全无法直视紫萱笑惨了hhhhhhh
救命
紫萱应该去演郑爽
其实怒不讨人厌的时候，还是挺惹人嫌的
我哭了啊啊啊啊
抒情了
卧槽，鬼畜抒情
白豆腐
救命我要去看原版
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
大制作
楼下的地板已经被我脚趾头抠穿了！
哈哈哈哈哈哈哈
嗑了嗑了
话说雪见当年演成这样我也不至于不喜欢她
哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈
菜牙呜呜呜
绝了哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
原来我们都长大了
你见过雪吗
哈哈哈哈哈哈哈哈哈
哈哈哈哈好可爱
笑死
紫萱绝绝子
哈哈哈哈哈哈哈哈哈
啊这
哈哈哈哈哈哈哈哈
好像二傻子啊哈哈哈哈哈
不白吃，给你唱蜜雪冰城
救命啊
我的天啊
绝
卧槽卧槽
哈哈哈哈哈哈
啊哭了，这一幕幕原来早已刻进dna了
哈哈哈哈哈哈哈哈
想打人。
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
已经爱上了
好多塑料袋
阿祖
脚趾动了 扣出一个三室一厅
耳朵都红了
致命一击
收手吧，阿祖，外面都是成龙
这是垃圾袋
哈哈哈哈
紫萱nb
吧哈哈哈哈哈
泪目
？？？？
菜牙~
好家伙这叶子能乘几口水
台词绝了
~？？？？哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我的妈啊
牛啊牛啊
啊啊啊啊啊啊啊
哈哈哈
演的真好
比一些演员好
紫萱，可
太草了
哭死我了呜呜呜
阿组 收手吧 外面都是成龙
牛逼
紫萱是扛把子！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
辣眼睛啊哈哈哈
好好看噢紫萱
hhhhhhhhhhhhh哈哈哈哈哈
离大普
好美啊
裂开了
紫色塑料袋太灵魂了
正片开始
猪婆!
龙葵呢啊啊啊
致命打鸡
哈哈哈哈哈哈哈哈
额
又哭又笑
眼睛好好看啊啊啊啊
牛批
我的天啊
23333
又想哭又想笑哈哈哈哈
哈哈哈哈哈哈
是天！
哈哈哈哈，味太冲了
哭了玛德
漫长的四分钟
每次抬头都能看到的是天我哭了
裂了
离谱，太草了
卧槽好专业
夺笋
哭了哭了
我的妈呀，好像啊，必须三连
哇哈哈哈 如此秀氣的臉龐 
哈哈哈哈哈哈
我裂开
阿祖收手吧
原片是怎样的？？？？
我的眼睛不干净了
泪目
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
紫萱绝了哈
大血纷飞
牛逼
不会笑场吗
！！！！！！
鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅
子萱姑娘有点欧儿的感觉了
鸡蛋分离
笑中带泪哈哈哈
好像浣碧啊这个长相
不不不这首诗开头是瑜洲多年没下雪
救命
我真的笑得要死哈哈哈哈哈哈哈哈哈哈哈！还原度100分！
1
哈哈哈哈
谢谢，看哭了
救命我还以为是拖鞋
表情好像
哈哈哈哈哈哈
酒吧
竟然眼睛有点酸
我以为是茂茂
我的天呐哈哈哈哈哈哈
垃圾袋
哭了T﹏T
哈哈哈哈哈哈哈
我不行了
，，，
哈哈哈哈哈
绝活！
。。。。。。。。哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
在一起
这个常卿真的好帅
牛掰牛掰
泪目了呜呜
用这个喝忘情水根本不用吐全漏了
还有点好看
泪目
up主好美！
哈哈哈哈哈哈
笑裂了
救命啊快要笑死了
这干啥呢？？？
哈哈哈，猪头
哈哈哈哈哈哈我直接裂开
真的像马天宇
你们是不打算在学校呆了吗，哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈啊哈哈哈
笑着笑着突然想哭
记号笔画的？
up真的有欧儿内味儿
哈哈哈哈要死了！！！
哈哈哈哈哈哈
泪目了
真有那味
泪目
哈哈哈哈哈哈哈哈哈哈！！！
救命
有一吗
我裂开了
救命哈哈哈哈
哈哈哈
救命 有点好看
？？
笑yue了
？
裂开
小熊打蛋器
握草！！！！！！！
把我的饭都笑喷出来了
笑的抽筋了
卧槽，我居然看完了
好上头
紫萱也太投入了吧，神情很到位
泪目
我也才发现这个是垃圾袋
哈哈哈哈哈哈哈哈
牛啊
哈哈哈哈哈哈
这要是有人放个屁绝了
他朝若是同淋雪
哇哦
泪目了
很难蚌得住
救命
救命救命又尬又甜我有病
啊啊啊啊啊绝绝子这两人这幕
阿祖，收手吧
妈耶 紫萱笑场原版
草
裂开
好想抠图啊哈哈哈
哈哈哈哈
哈哈哈哈哈
哈哈哈哈
我的鸡皮疙瘩
每一幕都历历在目
开吸地才蓝
哈哈哈哈
哈哈哈哈
一本正经地搞笑
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈啊哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好尴尬
淦竟然觉得好甜
杀了我吧
竟然这么好看
泪目
好看
卧槽嘞绝
妈呀这也太好看了
我笑着笑着泪目了
对不起，这是天花板
哈哈哈哈哈哈哈哈哈笑死了
紫萱眼神里都是戏
寝室好乱哦
救命
真心又想哭又想笑
蚌埠住了
你脸红啦
哈哈哈哈
好看
姐妹
外套是不是个垃圾袋？
他们流口水了
泪目
哈哈哈哈哈哈哈
紫萱看了得在线抠房
龙葵呢
我的天哈哈哈哈哈哈哈哈哈
裂开jio趾抠地
紫萱演技可以啊
有点像长卿
雷姆
泡泡
泪目，币有了
台词真的可以的！！！
哭了
裂开
在一起在一起
哈哈哈哈哈
特效不错
啊啊啊啊啊啊啊啊啊啊
牛！
救命印象很深刻的一段又感动又生草
哈哈哈哈哈哈哈哈
卧槽
是屋檐，赵无延
我的眼睛！！
哈哈哈哈哈哈哈玩
爷青回
穿件衣服吧你
妖娆
啊什么进入了我的眼睛
哈哈哈哈
没有龙葵啊
我们这里是酒吧
哈哈哈哈哈哈哈哈哈哈
看不下去了 告辞
檐 ！是我赵无延 
哈哈哈哈哈哈哈哈哈哈哈哈好
哈哈哈哈
宿舍真大
我不行了哈哈哈哈
太六了
此生不换
要了老命了
啊，为什么我还没退出去！！！啊，奇怪的吸引力
啊，口水！
爱了爱了
哈哈哈哈哈哈笑吐
生草
赵无延
袜子好评
当我没看过
哈哈哈哈哈哈
能不能后面接个原版洗一下
淦
我裂开了
哈哈哈哈
神仙宿舍
紫萱演的好好
救命
龙葵呢
泪目
猪婆呜呜呜
哈哈哈绝
啊哈哈哈叶子
仙剑三yyds
哈哈哈哈哈哈
鸡皮疙瘩掉一地
我裂开了
扎死我吧
泪目
哈哈哈
绝了
所以我的龙葵呢
剑之所指 心之所向
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
我好喜欢紫萱的咬字啊！
我鸡皮疙瘩起来了对不起
满地飘0
哭了哭了
这也太草了
卧槽
我刀呢？
谢谢up为我的青春，画上了问号。
泪目
魔角侦探的等等我
辣眼睛
哈哈哈哈哈
我在吃饭，就挺突然的
太草了哈哈哈哈哈哈
高能高能
我的眼睛
紫萱演技最好！
？？？？？？？？
泪目
好活
哈哈哈哈哈哈哈嗝
有格局
"Woc,大小姐有点儿好看哇"
鸡皮疙瘩起来了！！！有味！
卧槽
哈哈哈哈哈哈哈哈
这个紫萱有点像pp哎
入戏了
妖孽
绝了
我的孩子~
裂开！
紫萱绝绝子
酒吧哈哈哈哈哈哈哈
泪目
看我头
没有吻戏差评
噗
其实挺帅哈哈哈哈哈哈哈哈哈哈
裂开了
居然看哭了。。。
前方高能
哈哈哈
你要干嘛！！！！！
求一双没看过的眼睛
好棒
好像傻子 哈哈哈哈
不会
我鸡皮疙瘩起来了啊啊啊啊啊啊啊啊
好久没有看到这么快乐的视频了哈哈哈哈哈
卧槽
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我弹幕呢
恐怖如斯啊
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
垃圾袋
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
我裂开了
我去大成本啊
哭了。。。
哈哈哈哈哈哈
我喘不上气了
精准撞鸡
我裂开了
绝了
救命啊救命啊
这些男孩子都好棒
裂开了裂开了裂开
泪目
看到了一双驭帅
想起剧情了
yue了yue了
鸡皮疙瘩呀~
哈哈哈哈草
泪目
哈哈哈哈哈哈
受不了了hhhhhhhh
致命打鸡
哈哈哈哈哈哈哈哈哈哈笑死
哈哈哈哈哈
逆天逆天
我裂开了哈哈哈哈
前面的姐妹，我也觉得有点欧儿内味
哈哈哈哈哈哈哈
一下子咖啡喷了出来
很棒，
我尴尬的扣出三室一厅了
离谱
好棒啊
裂开了
哈哈哈哈哈哈哈哈h
台词对了
泪目
姐妹 地球呆的还习惯吗
救命啊哈哈哈哈哈哈哈哈
笑死了
白豆腐太像了
穿个衣服吧哥哥
真.神仙宿舍。
好妖娆的腿
长了一双如此妖娆的眼睛！
这个白豆腐也好帅
我裂开了，不行，救命
又想哭又想笑
大葵呢
哈哈哈哈哈
哈哈哈哈哈哈
泪目
我居然哭了
草
哈哈哈哈嗝
怎么做到不笑场的2333
卧槽卧槽卧槽卧槽卧槽
救救我吧
绝了
救命
哈哈哈哈哈哈
太上头了救命
明明是看哭的剧情 咋就笑起来了
卧槽哈哈哈
张宇是你吗哈哈哈哈
可恶我要顶上去首页
妈呀 演技很好
再来亿遍
蒙太奇好评
妈耶上头啊
我麻了
泪目了家人们
再来一遍
爱了爱了，又好哭又好笑
哈哈哈哈哈哈
紫萱绝了
牛逼
龙葵呐
没人觉得有点像欧儿吗，那个紫萱
我靠好好看
哈哈哈哈哈哈哈哈哈哈
这漫长的四分钟，冲鸭
妈耶，我的鸡皮疙瘩掉了一地
最佳女演员：雪见紫萱扮演者
操
绝了绝了
泪目了家人们
裂了
大家去看他们的甄嬛 回家的诱惑系列！！！超精彩的！！！
开屏暴击
名场面打卡
哈哈哈哈哈哈哈
脸都红了哈哈哈哈哈
？
哈哈哈哈哈哈哈哈哈哈哈哈
卧槽哈哈哈哈哈哈
弔人
你币有了
救命啊啊啊啊啊啊
笑死我了
我的妈呀哈哈哈哈哈
bgm不对
好 
演的真的好
我好喜欢紫萱
不要啊 杰哥 
花板
好可爱的男孩子！！
泪目啊
职业选手 
哈哈哈哈哈哈哈哈哈哈哈哈哈
是仙剑，但又不完全是仙剑
哈哈哈哈停不下来了
大制作
烧0
哈哈哈哈哈
天啊，笑死了
？？？？？？？？
猪婆
我居然还是泪目了
我居然看完了
尬的想去死哈哈哈哈
死亡睫毛
哈哈哈
紫色垃圾袋！！！我有同款，好想试一试
你们怎么还没毕业
太烧啦
要笑死了哈哈哈哈
绝了绝了
币给了给了
鸡皮旮瘩
离谱中又带着点合理，哈哈哈哈哈
救命
紫萱最佳
裂开来
演的好
啊啊啊，我的龙葵呢？
灵儿：为什么要乐我的逍遥哥哥
我要娶紫萱姑娘为妻！！
差评！为什么另一个不是白色垃圾袋
我可以啊啊啊啊
哈哈哈哈哈哈哈笑死
一模一样
龙葵呢？
笑得我在床上打滚
忘不了
救命还挺好看的
他朝若能同淋雪，此生也算共白头
笑的我颧骨疼哈哈哈
看这个都看哭了
hhhhhhhhh
塑料袋，哈哈哈哈哈哈哈哈哈哈
这是个垃圾袋啊哈哈哈。
0溢事件
愿称为最强
这台词可以的啊！
omg
赵无延的笑死我了
特么的还带拉丝的
白嫖失败
眼里都是戏
哈哈哈哈哈哈哈救命
哈哈哈哈哈哈哈哈。
哈哈哈哈哈哈哈哈
全片最精彩
你币有了
哈哈哈哈哈哈哈哈哈哈
救命
紫萱台词也好
4.47好漫长哈哈哈哈哈哈哈哈
本来很感动，后来。。。
紫萱太绝了啊啊啊啊啊啊啊啊啊
有点好看呼呼
麻了麻了
给你币就一个
鸡皮疙瘩
就不怕以后发到婚礼上嘛
你币有了
哈哈哈
完了 忘了原版
我真的要笑死了
救命！尬住了
哈哈哈哈
上头了
哈哈哈哈哈哈哈哈哈哈或
想哭了
啊啊啊啊，我麻了
好 好得很
泪目
看哭了草
好活
离谱
绝了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈救命我脚趾扣出一个大别墅
漫长的四分钟
这是垃圾袋啊救命！！！
我居然有点想哭
再来一遍
好家伙这塑料袋
哈哈哈哈哈
泪目了家人们
草
这个宿舍除了床板是直的 其余都是~
雪见女鹅
受不了了
泪目
哈哈哈哈哈哈哈雪见的衣服太好笑了
竟然泪目了有点
哈哈哈哈哈哈哈紫萱姐姐一笑y
致命打击
同款壁纸哈哈哈
我完了
我裂开了
大型社死现场
好娇
NB
表白紫萱扮演者啊啊啊啊啊啊!
好有感觉啊
裂开
cao
上头
泪目了
xswl
紫萱好绝阿
泪目
笑死老子
为什么没有龙葵阿
扫地累死
哈哈哈哈哈哈这里我记得
我忍不住了
裂了裂了
好羞耻
我裂开了
泪目
哈哈哈哈
无语了怎么有点泪目
裂开
竟有点好看。
我的妈hhhh
哈哈哈哈哈
缺几个1
天花板的笑死我了
卧槽
哈哈哈哈哈好绝
膈应人
居然看哭了
泪目
我居然开嗑了
这是真爱了，每个人都拍的很认真
草
众所周知，屋里不会下雪
哈哈哈哈哈哈
两处相思同淋雪，此生也算共白头
麻了麻了
紫萱太有那味儿了
真撞上了
卧槽
这声音真像女的
哈哈哈哈哈哈哈
是怎么做到一会儿好看一会儿不好看的
逆天
哈哈哈哈哈哈哈 太草了
磕到了磕到了
救命啊
卧槽，我特么金坷垃要从玄关蹦出了
这塑料袋真好看
演得好好，厉害
已三连
康比特打钱
救命
hhhhhhhh笑死我了
血
哈哈哈哈哈哈哈
我裂开了
哈哈哈哈哈紫萱绝了
你比有了
我在教室最中间看这个
原来正片里脸红的效果是这么来的啊
鸡皮疙瘩起来了
真哭了
赵无延的别跑，笑拉了哈哈哈！
哈哈哈哈哈哈哈哈哈哈哈哈
紫萱呜呜 
我好害怕啊哈哈哈哈哈哈哈
哈哈哈哈哈哈
致命打鸡
擦，竟然挺感人的，经典真牛
家人们 我哭了 真是绝绝子
笑得停不下来
哈哈
这段扎心了
仙剑三里就有酒吧 笑死
哈哈哈哈哈哈哈哈嗝屁
救命好羞耻啊
才发现这是个紫塑料袋儿
该死的甜美
哈哈哈哈哈哈哈绝了
快去拖地，晚上还要睡呢
太生草了
泪目
哈哈哈哈还挺可爱
泪目
泪目
虐死我了
徐琦
泪目
绝了
全是gay爷青回！
太可爱了
讨厌，骗人眼泪
哈哈哈哈哈哈哈哈哈哈哈哈
耳朵好红哈哈哈哈哈哈哈哈哈哈
太绝了吧
泪目
屋檐啊哈
我踏马裂开
hhhhhhhhhhhhh
猪婆
牛逼
我裂了啊
啊哈哈哈哈 我敢
我裂开了
收手吧 阿祖
啊啊啊，我没了
裂开
卧槽
哈哈哈哈
我裂开
啊啊啊啊啊救命
采蛋[doge]
哈哈哈哈
鸡皮疙瘩鸡皮疙瘩
我特么心态崩了
上头
云霆 笑死了
好逗啊哈哈哈
我的天啊
我们这里是酒吧
哈哈哈哈
绝绝子
泪目
0
哈哈哈哈哈哈哈哈笑死我了
妈呀宿舍有gie
磕到了
救救我
好羞耻
抠出来三室一厅
有一个0？
卧槽
脚麻了。但是要三连
这是从厕所里出来的吧哈哈哈哈
我裂开了
DNA动了，忘不了的情节
青儿没了的笑死我了
太恐怖了
紫萱MVP
哈哈哈哈真的裂开了
诶 我们这里是酒吧
家人们泪目了
草
有点害怕
四阿哥好帅哦
裂开了
救命啊
救命啊这个声音
太草了
gay里gay气
爱了爱了
哈哈哈哈哈
这眼神不比小花小鲜肉强？
哈哈哈哈哈哈哈哈
完了，我弯了
这不比流量小鲜肉演技好？
啊啊啊啊啊啊
哈哈哈哈哈哈哈
笑死了
铁牛撞鸡
哈哈哈哈哈哈
哈哈哈哈哈
nb
紫萱太绝了
呜呜呜呜呜俺看哭了
抬头看到的是屋檐，所以你的意中人是赵无延
磕  裂  了
咸贱
不行，我是直男
笑着就哭了
带制作
哭了T﹏T
好家伙
哈哈哈
紫萱这个小哥哥好媚啊我的天啊啊啊啊啊啊清冷媚感好绝！！！
阿阿阿阿阿好棒啊
脚趾抓地
泪目
呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
啊好甜
看的我想重温
破防了
想哭又想笑
哈哈哈哈哈
这么久了。。。。
你币有了
演技还是有的
我裂开了
哈哈
哈哈哈哈哈哈哈好
啊这里神似徐长卿
我受不了了
这几个哥怎么都这么好看啊哈哈哈哈哈哈哈哈哈
我裂开了
草
我靠 我吐了哈哈哈哈哈
太草了
两处相思同淋雪，此生也算共白头
泪目了家人们
妈耶
怎么忍得住的
哈哈哈
漫长的五分钟
卧槽!!!
混凝土
不如相忘于江湖
