头一次这么前
来了老弟
30分钟8万播放？？？
。
这不是沙罗曼蛇？
1
嘤嘤嘤
都是哥们啊
关上七万四的大门
你自己都打不过，还有脸发行出来给大家玩？
36分钟前
！！！
宫崎英高：自己打不过有什么问题吗
这本书看过，还是我们小学的图书馆…
厂长nb！！！！
37分钟前
37分钟前
27分钟前
嗯
妈耶上古秘籍
66666
我怀疑这些书都是你哥们找到的吧
弹幕呢
作者通道
我不知道
@cp3
忘记删除还行
卧槽
关上10w大门
我一直以为是拳皇的梗
沙罗曼蛇啊
那会可能要靠发现还是有点难度哦
无敌破坏王
这杂志都能弄来
前面的，我也是在填志愿
cp3
厉害了
666666
啊啊
厉害，厂子辛苦了
子乔？？
我玩过
39
40分钟前
男枪发现的
41分钟前
一万多人正在看’
我快出生了！
还是科普好！
40分钟8万
法外狂徒
承包厂长
6666666
我的屏
666666
所以这老兄是你哥们？
你的哥们在路上
承包弹幕评。
比我还大
来了来了
？？？ 沙罗曼蛇？
算了，我承认了，真不是我发现的
42min
这本书我至今保存着！！！
42分钟前
玩我爸网上查的（我是小学生收藏了fc）
肯定是官方发出来的
42分钟前
过不去无能狂怒按出来的
来了
神奇海螺告诉的
我30命都打不通关
瞎按按出来的，当时贼开心
对呀，我打不过又怎样？？又有什么问题？？
43分钟前
aoaoaoaoao
前面的，宫崎英高的作品他每次自己都会先玩通关
哎，我们小时候咋遇不到这些书呢
厂长nb
手残程序员最后的尊严
  666
44分钟前
小时候关于这方面的书籍很少的，一共就这几本，上了年纪的基本都有这几本书。
厉害
在这
厂长nb
没人接
哥们
45分钟
我的出生时间！
是哥们最先知道的（万能的哥们）
多少页？
打扰了，我不住在这个世界
这个3D设计 绝了
哈哈暂停看那个插图笑死我
曼德拉效应
哥们的强大
吹爆我西雅图区号！
47分钟前
当然是哥们发现的秘籍
磕到门秘籍
nb
66666
要我说这个就是官方彩蛋。。。开发商人员传出来的
还是热的
太强了
鲁迅
直接从网上搜
我记得，这个“事件“在别的 视频里看过
你们都住在B站吗？
乘游戏机不注意发现的
刚刚
沙罗曼蛇?
这回要研究什么东西
邦邦动画也玩了这个梗
来了
塞尔达2的地图？
我自己乱按出来的。
开放的90年代
NB
53分钟前
同款古董书
6666
阿诺德•施瓦辛敖
游研社作过……
猩猩来的
666666
这书我有
这本书我有
 53分钟前
国内也曾经有过这种书啊
我居然有日版的。。。
瞎吉尔搓的
1991 年8月我出生啊
填志愿的等等我
看位小兄弟骨骼惊奇来我这有本秘籍
看到小岛秀夫了
zhao朝ri日
当时我爸告诉我的
弹幕呢
测试人员过不了关才整的
我八岁生日?！
于谦的父亲？
？
不读脚色了耶
厂长是真的厉害
图书馆加博物馆
作者自己打不过233333
苏联还没有解体
厂长nb
三连再看，以成习惯
2205BGM
一年前！
57min前
zhao日
厂长nb！
1分钟前
debug模式2333
电玩小子
nbnb
←毛，是到了只狼，FS社的强烈要求下宫崎老贼才打通了只狼，一心他打了13个小时
空屏
偷偷组成弹幕
纳尼！！！！
太蓝
霸屏
有点像东方风神录中的弑神炮
迫真空手部 性の裹技
还是喜欢正经科普向的视频
我现在才知道的
出来吧，岛学家！
这本我有！
乱按出来的
1小时前
官方啊
我哥们告诉我的
我咋感觉看过
58？
我去这本书我看过！
没看到这句话后面的来源请求么
qwq
当年作弊码就是用来测试游戏的
nb
哈哈哈
万能的哥们
欢迎收看硬币比赞多系列
我玩的是自带30命的
哥们
这套书我有3本
沙罗曼蛇也是这个秘籍
我生日！
10年前
哥们发现的
？？？？
任天堂力量乃是老任官方杂志
哥们要来了吗
一小时前
这是任天堂的官方杂志吧
刚刚
为什么
就是用来测BUG的233
为什么
苏联12月解体，这本书8月印刷
"woca,沙罗曼蛇"
一小时前
来了来了
ns可以玩这个游戏
岛哥哥？
来了，哥们
你们好
66666
两年前
小桥就爆炸了。。
卧槽，我出生的那个月
小天才，跟我家的一样
然而*7
good
直接问可乐妹的总部的人不就知道了
父母打我中悟出来的
乱按出来的
一个多小时前，热热还能吃
此处BGM出自纪元2205
因为菜笔测试···
神奇的海螺告诉我的
卧槽，这本书我还有。。小时候把各攻略当小说看的。。。
网上看的
玩过
看完也不投已成习惯
一个小时前
高产似母猪(ˉ(∞)ˉ)
痛失哥们儿
zhao日
这不是男枪发现的吗？
bgm好大，快听不到厂长的声音了
不，有
科乐美？
突然抒情
我打通了
官方发布的啊
宇宙巡航机和沙罗曼蛇是2个游戏，前者入门难度太高，后者入门相对简单，流传度也最广
在哥们的帮助下，我把桥本请来了
我小时候都不知道。。就靠三条命打到第四关。。
忘记删除可还行
666
！
我不知道啊
拋瓦
一小时前！
自己打不过
乱按
1小时
乱按出来啊。
正片开始
不，是鲁班告诉我的
我哥教我的
沙罗曼蛇
1213我的生日……
估计是当初测试游戏用的
对，之前的实况足球也能用这个秘籍调出明星队
是吕子乔
我是第一次玩的时候我爸告诉我的。。。。
别问 问就是哥们
1小时前
哥们呢
一小时前
表哥教我的w
看代码看出来的
小伙伴告诉的，他说是他哥告诉他的
招日
一小时前
1小时前
我姐告诉我的
游研社说过
一小时前
666
1小时前
66666666
你们这些人是b站常驻人员吗
朝着本   日
科学技术可还行
14分钟前
真是吕子乔告诉我的
NB啊
科乐美很多游戏都有这个秘籍，算是传统了
为毛我这黑屏幕
官方给的
法外狂徒格雷福斯
那时候还有苏联
6666666
这两本我都有
那时候还有苏联
，这本书我有诶。
法外狂徒
直接打过去
一小时钱
打机店老板告诉我的
不我没有
在哥们的帮助下打通了这个电话
前一小时大门
简单地说，手残程序员打不过游戏，就自己加了这个内置指令，每次死亡都能立刻获得满装备来继续打
我怎么感觉看过这个视频？
龟龟，你们是魔鬼吗
不是两年是两个月吧？
拥有！！！
1小时！！！
如今？，，
沙罗曼蛇厉害了
摸你战争游戏
哥们啊
我竟然小学看过这书
这些书都算历史文献了
我化学老师说的
可是我用了秘籍玩还是很难
zhao日吧？
来了来了
这就是沙罗曼蛇的起源吧
爱情公寓!
卧槽，刚才那本我有
厂长可以写篇魂斗罗论文了
哥们儿警告
输入的时间很短的像刚才那样肯定是来不及的
一小时前
法外狂徒告诉我的
我有
这两本我之前都有。。。被老妈扔了
20W大门
桥本油菜的那个，留个车牌号！
66666
这才是熬厂长
远古文献
格雷福斯告诉我的
啦啦啦啦啦啦啦
美国的果然兄贵
厂长nb
1小时前
时间没错，北京时间0点，东京是1点a
看前先发个言，应该是官方或者开发者透露出来的吧
男枪告诉我的
一小时去8前
一小时前！！！
一小时前!
是院子里大哥先发现的
考古长
我居然不知道这个！！！！
高调承包敖敖
秀
你们是住在B站嘛？
顺藤摸瓜
沙罗曼蛇？
磕脑门
是游戏制作者
和我一样大
小天才
杂质。
杂质。。
牛批啊
一个小时20万
秘籍预热 游戏后售 不行啊23333
怎么感觉像是找死亡笔记那样。。。
摸你战争游戏
摸你♂战争
吃了啊
我还没出生
第一次投币观看
方便测试游戏哈哈哈
来看敖厂长
这个事好像从哪听说过，魂斗罗最开始秘籍的来源
NB
对呀  哥们告诉我的
你刚刚告诉我的
男枪告诉我的哈哈哈哈
仗助是不是玩过这个？
来了
哥们呢？
跪了
23分钟
居然不是哥们儿拥有
嗑了没？不是阔那米吗
不明觉厉
磕了没
沙罗曼蛇也可以用这个秘籍
肯定是官方漏出去的测试秘籍彩蛋！
新闻频道全部念作zhao日
敖厂长天下第一！
@哥们
随便按的
法外狂徒告诉我的
游研社说过
？？？我才知道
来了来了
男抢说的哈哈哈哈哈哈
这是少儿书啊...我都没看过
我也有小时候我妈给我买过
研究生就是厉害
[来源请求]
游戏开发者
怎么看着跟沙罗曼蛇这么像
83年玩家在此
斯内克
我也感觉看过
哥们
哥们
暂停看书
瞎按出来的
以前有卖秘籍本
vv
两小时前
我是乱搓出来的
两小时前
居然有这种书！
这个我知道ucg里有讲过
太厉害了
我去 这还能打的通么
来了来了
沙罗曼蛇！是沙罗曼蛇
看到了小岛秀夫
趁热……
同学告诉我的
哇
厂长帅气！
吕子乔告诉我的23333
我爸告诉我了
哥们
哈哈哈哈哈哈哈
是科乐美
魂斗罗
2小时前
我天，几十年了还真的第一次知道
金宏宇我知道你会看
zhao日啦
字幕错了诶
66666
6666
开发者啊
玩过
怎么没有弹幕了
来了来了
别争了，读阿萨日
这款游戏叫沙罗曼蛇
吕子乔告诉我的
我好像看过
你刚刚告诉我的啊
你们都好牛批，都有这本书
2小时前
开心
两小时前
我自己试出来的，不过是乱按，失败了再来
这个问题好像游研社说过
！
来了来了
来了，素质四联
这不是星球大战里的战斗机吗
设计师
我感觉哥们要出场了
这个游戏我通关了，！！
你怎么知道是zhao
研究生研究生
两小时前
摸你战争
卧槽
问哥们
我看过这本书！
FK KONAMI
敖厂长nb
啊！12月13日是我生日！
zhao日！
这是个通用秘籍，当时技术员测试用的
在哥们的帮助下，我拥有了这本杂志
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhh
我有这书封面战斧魂斗罗忍者龙剑传沙罗曼蛇兽王记孔雀王
鲁迅说的
同本书!
2小时前
通用秘籍
不是zhao日吗
字幕错了
杂志上的
就是国内的沙罗曼蛇1
nb
上上下下左左右右BABA
zhao日电视台
厂长nb
主机撤退僚机掩护
我一个人？
两小时前
PS实况足球3，这个秘籍是全明星队
这是对游戏真的热爱，我跪了
UCG
男枪
两年前
对对对，我玩的时候就是30条命
上上下下左左右右baba
我看过这本
朋友
鲁迅
好哥们告诉我的hhh
nb
哥们热线
是科乐美他哥们儿
这书能卖不少钱吧
两个小时前
我爸跟我说的
妈耶
第一个发现的是添加该秘籍的游戏开发者，破案了
人呢
当时买的日文版，
哥们nb
“秘籍旋风”翻译作“秘籍热”更恰当
纳尼
以前前不知道秘籍只能靠乱按手柄....
俩小时前
沙罗曼蛇的秘籍是：上上下下左左右右BAAB
这书我家还有！
我爸买了本讲游戏的书，还有好多游戏的秘籍
两小时前
真有你的啊，科乐美
男枪告诉我的
@克里斯保罗
乱按
厉害
66666
不是有秘籍书出版吗
2小时前
以前游戏室的老板都懂得调秘籍啊
敖厂长厉害了
先有鸡，还是先有蛋???
2小时前
66666
6666666
1762年的在此
这本书我有，找不见了
我也有这本书！！
我委托我的哥们从海外带来了这本书
我们不是这样调的
这本也有。。。
磕了美
91年6月出生
完全没有当时乱戳戳出来的，然后以后每次玩都乱戳几下。
哇，还有这种设定！
怪不得家长要叫小孩子多读书
敖厂长居然还会日文！
后来他发现移植后的游戏太蓝
这个以前的视频说过
konami员工先说出来的呗
传世宝典
FUXK KONAMI
66666666
这片空屏又没人要了嘛？
硬核
厂长成了考古学家
德井大帥比也在啊
两小时前
头号玩家
我生日？！
为什么是第58？
因为忘记删除了
棒哎
这本杂志是官方的……
我哥们告诉我的
但是stn认不出来啊
2小时前
吕子乔僚机诚不欺我
我tm没人告诉我啊
厂长还是侦探
？？？有点牛皮
花了一坨雪糕找表哥买的
厉害了
突然高产？
哥们已被吸收
现在你告诉我的，刚刚懂
两小时前
什么都有
万能的哥们终于上线了
哈哈，这个我想起了，也打穿了
教科书
我表叔告诉我的
哈哈哈
乱按出的
乱按
666666
小霸王直接有30条命
嘿嘿，福建人举爪.
来了来了
道听途说
"我爸给我说的,,,"
打！！
霸屏
！！！
摸仙
字幕打错了！
我用过这个!!
因为开发组管事的过不去
三小时30w播放。。
哇 有这本！
上上下下左右左右baba
打了，空号
3个小时前
我生日
男枪发现的
nitendo power
是我
三小时前！！！！
因为制作人菜吧
厂长
3小时前的厂长
法外狂徒告诉我的
暗示stn
科乐美员工说出去的
3小时前
来啦老弟
男枪说了这个秘笈
@游研社
我弟告诉我的
256
终于有正片
100年前
自己按出來的
厉害了
三小时前。突然刷出
卧槽这个时候我还没出生
考据我真的爱了
三个小时前
我爸告诉我的
一小时前
三个小时前~
三小时前
一年前
真科学技术
鲁迅告诉我的
666
我曹，新的？？？哥们
三小时前
BGM纪元2250
好久
月月
小时候也买不起啊
还有这种书？牛批
三小
居然有这本书
一直不知道，就是每次乱按刷出30命
三小时前
我只想知道是谁告诉我爸的
哥们可以上场了
快速三联?
好
我有！
万能的哥们
打电话！！！
这不是沙罗曼蛇吗 当年玩的无敌版 只要不撞墙就不会死
3小时前
三小时
这本我读过！
哥们
三小时前
我找到了我的哥们
宇宙巡航机啊
三小时前
直接是拥有了哈哈哈
这个社长不是说过吗。
沙罗曼蛇？
自己瞎按的，一直按一直上下左右滑动，就出来了
随便挫出来的
正好是我生日好巧
沙罗曼蛇是外传
炮拳警告
瞎按
三小时前
三小时
家里有本任天堂秘籍大全
考古研究
来了！
有生之年
这本书比我大两个月。。。
三小时前。
前50万！！
炮拳警告
我就是福州的啊啊啊啊啊啊啊啊啊啊
三小时前
3小时前
那么黑魂会不会也有这类的测试秘籍？
三小时前
翻译不就完了。
直接拥有好评
弄过30命+1
66666
男枪告诉我的
3小时前，来考古
我爸有本各游戏秘籍集合的书
404百科
沙罗曼蛇也有
三小时前
。。
404百科
来了
电脑报
我是自己弄出来的
不是因为男枪我还不知道
这个秘笈起源自《宇宙巡航机》，沙罗曼蛇的，uz
任天堂膩酿
南京公祭日。。。
来了来了
失踪人口回归
你告诉我吧
←风神录弑神炮是zun手抖打错了的bug，不是测试挂
我是从宇宙巡航机上知道的
三小时前
3小时
三小时前
果然吕子乔开飞机是有依据的，爱情公寓导演也不简单啊
三小时前
我也是福建人
1991年海湾战争
三小时前
朝日（zhaori）
12 13南京...
3小时前
这手绘233333
我去居然有这种书
三小时前
我90
上古秘籍啊
网上的那时候那有网
就是作者通道喽
自己太菜
哥们！
你还能让哥们把人带过来？
6666
太强了
敖厂长也学会钓鱼了
宇宙巡航机是第一个用这个code的，要找也得从宇宙巡航机开始找啊。
前面问怎么知道的，因为日语是あさひ懂吗？あさ是早晨懂吗？杠之前做好功课
来了
三小时前
3小时
BT-4399
三个小时前
烧脑神剧
哥们哪去了
上下左右baba那个？
该号码不存在
我现在才知道
三小时前
回到开头了
为了方便测试
来了老弟
我出生了
666
乱按出来的
三小时前
zhao日
我爸 我叔
一年前
三小时前
当然是konami自己放出来的！
预热
tv asahi
竟然被你发现了是我发现的。。。
哥们
三小时
人民币nb
我们是乱搓出来的
为什么不是哥们
摸你战争
卢本伟
三小时前
科乐美
是我
沙罗曼蛇
福建？？？？
这本家里有
电影铁血战士剧照?
关上前50万的大门
瞎按
怎么找到的，这得看多少书啊
三小时前
三小时
三小时前
两小时
可我最早玩的是日版，开始界面是汉字，风雪关树会动
爱情公寓
三小时前
前面的  那是虽然没啥问题  到那个叫朝日（zhao ri）
男枪说的
三小时前
dva说的
过半提醒
吕子乔？！！
小霸王合集里面直接30命 还默认散弹
三小时前。
哥們上線
这书我有
three hours
对就是这本书
这书我有
，
三小时前
第一期任天堂力量？！？！
3个小时前
图书馆真是什么书都有
先投币
不是哥们儿发现的吗
k社
zhao日（asahi）
哥们把人带过来了
还没出生
这个玩过
。
跪了
三小时前
磕了没？
 三小时前
忘删了可还行
三小时前
桥本环奈2333
干的漂亮！
爱情公寓
吕子乔
zhao日吧
我生日哦
一命通关
NP可以说是官方透露了吧
我小叔叔告诉我的，他是游戏高手
棒棒的敖敖
没弹幕
注意来源请求啊
小布说的是对的
沙罗曼蛇也有？？抱歉，我刚知道。。
桥本环奈
乱搓的
三小时前
爱情公寓
关上3小时的大门
巨大战舰（
来了
想起来只狼发布会...
404百科太真实了
哥们NB
nbnb
看来哥们在憋大招
卧槽
卧槽，我生日
然而我调了还是打不过。。。
3小时前哈哈从来没这么早过！
三小时前
哥们儿
Anno 2205
官方公布的吗？
游戏王海马社长
Anno 2205
三小时前
konami通秘籍
更早的有《家用电器》杂志
玩过
我去，这都是古董啊！
瞎按的
敖厂长咋啥都会
高产似那啥
我最先发现
小人书
敖敖出品，必属佳品
这本我小学时候看过
没有哥们出场的余地了，直接拥有
三小时前
我去，我就是这本书上看到的！！！
卧槽这游戏。。。当年没打过去，下个玩玩
来了，老弟
三小时前
敖厂长可以去FBI工作了
两排弹幕？
男枪告诉我的
你是从哪里得知的呢
3小时前
三小时前
那么你是怎么拥有的呢？
三小时前
你们变性手术啥时候做的？
我小舅告诉我的
反河蟹的别跑! 虫群大军生生不息
三小时前
耶！探秘
游戏王公司
瞎按的
电玩小子皮肤告诉我的QwQ
 头一次这么前
我叔叔告诉我的
我擦，居然有这种书
三小时前
瞎按
喂，波士，我是托比欧
3小时前
科乐美确实可以
小时候么得游戏玩 这本书看了无数遍
霸屏
三小时
三小时前
哦
我小时候玩过这个！
6666666
空降成功
不知道当年我哥是从那里知道的
三小时前
3小时
抽风讲过
厂长（破音）
3
不止这个时间，88之前应该就有了
沙罗曼蛇是宇宙巡航机外传
三小时前
史泰龙跟州长
这两本书我都有
三小时前 
玩过这个
三小时前
哥们儿告诉我的
官方放出来的
噜噜噜噜
东欧还没有剧变
哥们说的
当时我不知道啊
厂长家里绝对可以开个游戏博物馆，还是收费的那种
这
あさひ zhao ri
电玩小子告诉我的
三小时前
来了
zhao招日电视台
6666666
3小时前
带真探
封面是星球大战的B翼战机！
男枪
我有！
6666666
爱情公寓
3小时前
三小时前
3小时
朝日电视台zhao阴平
这本书我也有！！！
三小时前
我真还不知道…那时候
3个小时前
这本书我也有！
海淀区好评
三小时前
28年前
“在哥们的帮助下，我们把这个杂志编辑运回了中国”（不是
。
据说是自己测试过不去加的代码，最后流出去了
四小时前！
666666阿，那个美好的时光
作者通道？
玩过！！！没通关
妈耶，我小时候都不知道，一直在3条命打
我来了
9527
三小时
考古学家敖厂长
直接玩的30命版本
名侦探柯南上线
哥们
抱歉我不知30条命
鲁班说的
沙罗曼蛇，还有那个名字忘了国内叫空中魂斗罗的游戏，都有这个秘籍
10086
小天才手柄
bGM?
沙罗曼蛇啊…
四小时前
敖厂长你怎么什么都能找出来
东方仗助玩过这个游戏吧，很像
4小时前
朝（zhao）日
头号玩家
失踪人口
冲鸭
摸仙堡的敖敖
四小时前
投币干什么 愣着啊！
应该是盗版发现的
4小时前
45万了
66666
那时候的居然中国有这种书，现在的我都不知道
66666
厂长！
额
六花
生化危机2也是这秘籍
4小时前
还有这种书。。。
管理员模式？
四小时钱
天，你们才11岁，啧啧啧
46w
卧槽 我居然也见过这本书
榨干
这本我有
霉生日
四小时前
感谢秘籍
这个游戏以前超喜欢
因为美国人多啊
这么说这个秘籍应该是科乐美人员打不过自己加进去的2333
我不知道 所以我不用秘籍通关
第一个是设计师吗
来晚了来晚了
可乐妹
4小时前
难道我玩的是破解版？直接30命
应该是国外杂志吧
四小时前
游戏公司泄露的
我就是第一个发现的人
下面记考点
BGM好像是街机恐龙危机
不知道ns会员送的这游戏有没有秘籍
上面jojo天秀
就是沙罗曼蛇，小时候用过秘籍
官方杂志
四小时前
四个小时前
哥们
求一个bgm
四小时前
四小时前！
开发人员不算发现者吗（
十年前
啊啊啊
沙曼蛇
哥们警告
所以在哥们的帮助下我们把那个人抓过来了
桥本有菜
zhaori
这不是沙罗曼蛇么
这个我觉得追溯不到源头了。。因为文献记载的不一定就是最老的
替身名：魂斗之星
永远都有人系列
应该是为了测试
四小时前
wow97年前
沙罗曼蛇 我小时候也知道秘技 多年了
四小时前
男枪告诉我的
字幕错了
卧槽 不知道啊
哥们就是厂长的人民币
我爱你厂长
不！这是哥们告诉我的！
真.乱按出来的
走进科学
哥们登场？
沙罗曼蛇啊
不，当时根本不知道，都是疯狂肝才打通关的
48万
上上下下左左右右
四小时前
这你都有
4
开会开会
格雷福斯说的
玩过！
厉害
不读zhao日么
4个月后，苏联就没了。
我擦玩过
男枪
四小时前
这都能找到就很厉害了
两小时前
四个小时前
最终BOSS打爆他的蛋
这个当初乱按暗处来的
4小时前
同学
法外狂徒告诉我的
机你太美？
西雅图？？！
沙罗曼蛇只是宇宙巡航机的一个支线剧情。
这才是真正的“上古卷轴”
我爸同事告诉我的
4小时前
玩过啊
1008611小时前
男枪？
4小时前
直说吧，我发现的，我摊牌了
男枪告诉我的！
