这个时长！！
abs胶板吧，这要是ps胶板得多少钱
！！！！！！！
倒狗：可以涨价了
终于想起账号密码了这是？！
温馨提示：屏幕前的各位可以不用吹
←机体仓库啊
这契合度
没谱了
操起老本行了哈哈哈
马夫帝激情演讲！
这个我会！！！
这就是伟大的原因
竟然不吃炸鸡，爷青结。没有灵魂了
我靠！
爷爷你关注的UP主更新了
这不是ray的专业吗
！！！！！厉害
这个我会
我也不知道
RAY：其实是3D打印机坏了。。。。
行，行，行呀
格纳库啊
匠工
同款尺子哈哈哈
受害者生前画面
我会的部分结束了
三连再看好习惯
淦这个画风有那味了靠！
硬币收割机
致死量
漫画师
有生之年
看前2连
正片开始
这个我会
强迫症患者狂喜
想起ray一片片捡起来的样子哈哈哈
年更视频
起来的时候是不是眼前发黑
我说这个BGM这么耳熟  想了半天才想起来是重力战线最后一集的
终于更了
徒手分件
这个我会！！！！！！！！！
cad我也会
?
这个我也会
原来去学画画了
重力战线的片尾？
好耶，还是热乎的
量产吧
3000+
致死量
有什么是RAY不会的？
 庆贺吧！！！up更新了！！！！！
这个我会
不是rhino我不是很认识捏
失踪人口回归
不就是跪着看视频嘛，有什么难的（doge）
格纳库么
失踪人口回归
这眼睛…转性夏亚？
有生之年
年更up！！
cad?
CAD！
这种平行四边形的槽真的能刻出来吗
？？？？
摆这样感觉一天没了
没有强迫症表示很舒服
你是不不打算教学了
老师，真的不至于
来早了哟，b友们
这个我比谁都会
兄弟们止步于此
谁有我快！
要来力
居然？
提前过年了
啊是603的BGM
建筑师 不会画就有鬼了
这么多
bgm: Mr.lonely heart
老师好
爷爷你喜欢的模型up主更新了
爷青回
都在认真看
失踪人口回归
《UV展开》
笑死 我猜ray神不舍得拆书
hi-v！
闪光的哈萨维永远的神
同款数位板！惊
我都快忘了关注你啦
哇
“这个我会”的环节到了，狗头.jpg
终于！！！
全能up开始展示绝活
ray佬太强了
wtf
强烈建议B.站把投币改成能自定义数量！
手做有些精度会差一点吧 还太费时间 我其实看画图是以为全打印的
这个我会！！（骄傲）
？？？？？
？？？
无 法 从 这 莫 比 乌 斯 环 中 脱 出
一如既往地奉上一句：大佬！！！！！膝盖给你了！！！！！！！！！
年更up是吧
失踪人口回归了
草图大师？
地狱绘图
军火展示
老师厉害
爷爷，你关注的UP更新了！！！！！！
爷青回
致死量
？
我的强迫症好了！！！！！！！！！！！！！！
？？？？？
这质感太帅了
三连后看
？
这点胶板也不便宜
狗造的易撸胶
爷爷你关注的up主更新啦
马沙表示很淦
这该死的细节
有生之年
卧槽
麦当劳有疯狂星期五吗？！
以为是打印，没想到纯手搓
cad
终于
强迫症舒爽中
我已经不知道这是在干嘛了
白嫖失败
连这个都开始卷起来了不会点软件都不好意思发视频了
wtf?
我是楼下卖胶版的，已经开上奔驰了
离谱…
有生之年
太强了
爷爷你关注的up更新了
隔这摆UV呢？？
强迫症患者表示十发舒服
卧槽
离谱
？？？
要来力
居然…更了？
这种视频我一般都是先投币再看的
发生什么事了？
爷爷你关注的up解除隔离了
四个月四个月你知道我是怎么过的
这就是建筑师嘛…
我连这第一步都做不到
三连再来，养成习惯
BGM是什么？
？？？？介都是啥啊？？
未知的技能树
你到底有什么不会的
过年了！！！！！！！
BGM:闪光
？
居然是重力战线
海牛
建筑师唉
太棒了！！
拿3000个人出来吧
家具制作教程
SU，这个我会
第一次见到这么少的弹幕，看来来得很早啊！
好像同款数位板
先三连，明天看
您还有什么不会的？
3000+的人出来
木匠来了
这UV摆得好整齐！
你谁啊（doge
大型组合体
这是回归ray哥的专业本行了吧
还好还好终于到我会的了
大工程
nb！
万能手
先三连  以示尊重
今夕是何年
我去这怎搞
这活好强
终于更了
这工作量。。。
火钳刘明
我也会
这工作量。。
只会到这一步，其它都学废了~
厉害了
技术层面超纲严重了
厚礼蟹
祖综，你关注的up主更新了！！！
好多呀
好大的工作量
神人啊
爷青回
40分钟，凉了
我就想问到这里是不是真的像视频里一样简单
开始了
请不要在密闭环境使用显能促进剂
居然是纯手工，以为是3d打印，老师牛的
终于更了
眼晴不敢眨
歌曲：NO LIMITS ∞ 歌手：Taja
來了
好帅
正片开始
如此丝滑
再看一次
离谱离谱
终于来了
自动弹出装置（doge）
？？？
绝活
新片
prprpr
支持正义画本
我啥也不会(悲)
？
狗造社的细节件
比模型主体零件还多
榫……卯结构？
快出来看神仙
？？？
要来力！（喜）
自制库纳格就过分了
过年了过年了
建筑师哪有不会画画的
啊♂？
刚好
学机制的表示这很可以
匠！太匠了！
大工程
卧槽
十九分钟热乎
RAY 不用对自己这么狠吧
很好，RAY要出漫画了
"犀牛su,痛起来了"
都不用尺子标着的，不愧是强者
一来就是不会的部分
wdf？！！！！！！！！！
爷关更！！！！！
你还会什么……妈耶
？？？？
好耶
你在干什么
失踪人口回归
4个月啊！4个月！你知道这4个月我这么过的吗！
这个我会.jpg
立体相框？
弹幕都被吓没了
终于还是不做人了
所以是要做啥
终于还是
超纲了老师
致死量的打磨
bgm好评
nb
这不纯纯浪费胶板吗（dog）
uv图（不是）
bgm好评
重力战线里的歌还是一年战争秘史里的呀 记不清了
绝了
有生之年
这个我会系列
我等得快噶了
老师好~
您还有什么惊喜是我不知道的
？？？？
不要给麻瓜看魔法
我去
厚礼谢
致死量
全才啊，不知您文科怎么样
火钳刘明
ray老师的视频，习惯性先三连再看
好一个严丝合缝
这！就是“年更”的原因。。。
重力战线
吓我一跳、以为要建模打印高达了
我的妈，这么多看得我头都大了
我靠
真就是漫画书
3000+耶
IGLOO的歌真的太优秀
来的有点晚了，用岩浆热热还能吃
3000
是分镜，加了分镜
年更up主（
3000+
再次见到FAG轰雷联名神之手
这腰臀比，好
bgm：NO LIMITS ∞
老师好
胶价涨的ray老师都不买模型了，大家像ray老师学习~
这么久不更的原因（
本来就是职业建筑师啊 这俩是基础的基础了 但ray佬能用在高达这种模上还是没想到...
摆UV的我
所以beacon什么时候有
我也没眨眼啊
正片结束，开启被害人视角
又到我不会了
实在卖不掉了，找你来带销量吗？
太离谱了
弹仓打开准备发射火箭弹
好家伙
怪不得年更
今天的视频就到这里，喜欢的点点关注或者一键三连多多支持
失踪人口回归
卧槽尼玛四个月没更新了！你知道这四个月我怎么过的吗！？
这工作量惊人
火钳刘明
直接上cad是吧我超
你吹牛！
落魄了 胶佬们
拉丝
唯一我会的环节没有了（悲）
更…更新了
把你那头套给我摘了
终于
逐渐开始离谱
全片结束，咱们明年再见
"坏了,这个我不会"
《地狱绘图》
RAY老师还用减肥？
只能说，这手工过分了
止步于此
看来工作室招到了不少有能力的人啊
不至于不至于
正片开始
阿木罗，阿木罗
爷爷你关注的up更新了
卧槽
同款数位板！！！！芜湖！
这就是不更新的理由吗，爱了
恐怖如斯
这个我会！
SU建模，CAD上版哈哈哈哈哈
逐渐离谱
这个我……算了不是炸鸡我收敛一一下
要对书下手了？
胖墩墩扎古在哪里买的！好可爱！
s0fa！
？？？
胶板厂老板:把这个人给我列入VIP客户
正片开始
这个我会
做建筑模型的我be like：
清瘦了
我就眨了个眼，发生了啥
这个我会
你终于想起要更新了
逆鸭
金属片
有生之年
不会画插画的吃货不是好胶佬
握草
这令人窒息的零件量
此时一阵狂风吹过
可能是太久没更了
强迫症狂喜
这个视频暂时没有进入莫比乌斯环[doge]
那1000+的人都出来
平静の小曲
保留节目
哥，你上哪去了？
生前遗照
强迫症标识硬币
哦哦哦哦哦
RAY老师本身就是建筑师，搞这个算是专业对口了
80~80~80~80~
《漫画书》
爷爷的up更新了（doge）
这是自己做了个封面啊
省流：吃的炸串
赶上了
这时凡人能干出来的活？
？？？？
纯木活
好耶好耶好耶好耶好耶好耶好耶好耶好耶
怎么连cad 和su都会啊……有什么是ray不懂的……
爷青结（doge
直接三连
落魄了
猫猫的新家(doge)
？？？？？？？？？
这个我会
8分凉了
RAY老师不至于
马夫蒂激情演说ing
全片唯一会的步骤
屁股有点大
巨大工程
时间就是金钱，一般人根本玩不来
？？？
回归
猛男
这个我会！！！（超大声！）
这活好细
是要拆书了吗
我先来：这步我会！（doge）
又想到那个南瓜人了，草
嗨害
致死量
真·钢普拉
开吃
逐渐离谱
家具
这个会。
终于到了这个我会的环节！
我先来，这个我会！
我不要吃青菜！我要吃麦当劳！！！
落魄了
南瓜头！
好大的工作量
这个我会
？？？
不給活路了 這麼會畫
改变风格了
这个我也会
不用修水口真爽！！！
空屏是我的啦
终于，有生之年！！！！！！
离谱妈妈给离谱开门
致死量
？？？
这一波是一秒也不想让我会是吧
????
来哩
马夫蒂的激情演讲
哇
开始离谱
我去
久违的我会环节
因为之前b站清过一次机器粉，加上ray老师的年更up特性，所以……
终于知道这几个月干嘛去了
人家激光切割，ray手撸
佳能打钱！
这个我会！！！
《军  火  展  示》
画画也那么厉害啊 
这个我会环节
是模法
致死量……
传统艺能
这是把自制养成基本操作了
漂亮
c
这工程量
刚才算我没说，发生了什么？
不是炸鸡可乐没有灵魂
帅哥
期待ray其他没展示的技能
同款数位板
居然变成减肥餐了
正片结束，完结撒花，感谢陪伴！大家都散了吧
老师好
重力战线里的角色？
火了踢我一脚（迫不及待
正片开始
正片开始
这我也会
没有弹幕？
格纳库！！！
三连入场，神清气爽
前排，看有没有刻刀消息
果然不是正常人
新片开始了
NB
逆鸭！！！
这个蚀刻片元祖不会真的像视频里一样简单吧？
片头过去了
芜湖~~~
希望能在软件上看到这本书
这是失去灵魂的视频了
四分钟！
被害者生前遗相（确信
上来就放大
你的作品
一排r魂
帅气
这个我会
先三连
wc这个工作量
ray粉丝少了好多啊
老师好
等太久了
看到我你就不是第一了。
ん?
看到我你就不是第一了 
我先来！卧槽
失踪人口回归
哈撒韦：骡子你没有自己的bjm吗
热热热
第一条弹幕留念
看到我你就不是第一了
第一第一
有生之年
看我发现了什么
first
好强
抢占空屏
失踪人口回归
这个我会
强迫症狂喜
能不能别刷烂梗，多好的歌
跪着看的
这个我会
同款wacom672
？？？woc 恐怖的工作量
ray是建筑师？
为何我自己的肝在隐隐作痛
恐怖如斯
每次看ray神的视频都是跪着的
爷爷你关注的uo主更新啦
这个我会！
速干胶促进剂
 马夫蒂的激情演说
RAY老师牛逼！（破声）
减肥蔬菜可还行
Mr lonely heart
为何如此丝滑
工作量感人
正片开始
这是一个人能完成的吗
个人风格浓郁！
地狱!!!!
这个我会
wc
草设计师真的什么都会啊！
离谱的工作量
爷爷快来！你关注的UP更新啦~~！
弹幕呢
你到底在干嘛？
。。。
致死量
没人？打个郊县
这波是关爷更
生前遗照
woc这工作量
还以为是倩呢
跪着看完
牛哇
记住生前的样子
同款打印机
直接打印有手搓精彩？
哦呦，Ray老板最近发福了哈
空屏是我的
我甚至不敢发弹幕
惊人的肝量
凌晨1000+ 
？？？？？
这个也是自己画吗？
终于更新了
这个肝它保熟吗？
致死工作量
时长感人
这UV分的完美啊
我寻思我也妹眨眼啊
盖亚~~
突如其来的的跟新
全片完 谢谢观看
wacom472。同款
开始模法
太强了
铁件？
手搓
鸡腿可乐呢？你要是被迫的 你就眨眨眼
卧槽
神曲
这是打印的红腊吗？
？？？？
卧槽卧槽，不止是格纳库，是整个基地
上一个见到造库的还是隔壁的stark
卧槽
su
说错了是Shark
活久见
牛逼，已三连。
要来力
懂了 wacom的饭)
叹为观止
正片开始
这个我会
太厉害了啊啊啊啊
太强了！！！
离谱
居然不是炸鸡
格纳库？
这工程量……
BGM是高达3D动画作品《一年战争密录：重力战线》的片尾曲，非常好看强烈建议大家
看了也不会啊 ray老师的手是几号链接？
“听得到吗？RTX440，驾驶员难道是？”
“这个声音，我不会忘记，你在吧！叛徒！”
要来力
无法脱出の小曲
很难想象up肝的现状
艺术创想现实感
失踪人口回归
同款摆法
欢迎收看币比赞多系列
草图大师哎
刚才说没有3打印的出来哈哈哈
超纲了啊！
失踪人口回归
完了，这个我也不会
贝托蒂嘉！
果然要年更
请大家玩儿了命的买（doge
不像78 像兔子
现在有工作室，不用自己全做了吧
失踪人口回归
？？？？？？？？？？？？？？？？？？？？
亚克力板？？？？？？，还是木板？，，？，。？
男人大可不必如此完美
嘎嘎嘎嘎嘎嘎嘎
离谱
这可不是钢普拉，钢普拉是GUNPLA的音译，指Gundam Plastic Model，它都不是塑料的了，还普拉呢
@我的扎古选拔赛
好耶
能看好几天了
莫比乌斯环（恼
上链接
《机甲之城》
来了
遗照
牛B
哇
工程量牛
离谱
太强了！
卧槽卧槽
经典币比赞多
爷关更了
爷爷，你关注的up主更新了！
从0手搓
卧槽！从3D到CAD 这特么就离谱
果然，RAY叔是万能的
ray老师终于意识到自己胖了（滑稽）
致死量
终于来了我的RAY老师！
纯手搓能做到这么精密咬合就离谱。。。
RAY更新了，真是有生之年系列！
跪着交出三连了
这个我可太会了
堆叠就过分了啊
这样吧，当我死了吧
唉？
好多switch卡带（doge）
牛逼
要 来 力
怎么不吃肉了！这个我不会！
我的暑假都快过了，你知道我是怎么过的吗？
4个月
甚至卡音效
正片开始
牛逼
这个我会！！
买不到，全是黄牛倒卖，根本不值200+
这不三连可真对不起RAY老师啊（doge
亿点点细节
逝个月
爷爷！你爷爷的爷爷关注的up主更新啦！
更了！！！！！！！！
？？？
更了！！！
cad!
我披星戴月，奋不顾身！终于！我看到了ray的更新
我会
@大班
我也没眨眼啊
失踪人口回归
发生什么事了
？魔法
其实可以用伞骨，我拆了两把旧伞有很多金属棒
推销自家笔刀
？？？
可怕的技能树
你们知道为什么是年更了吗
正片
币比赞多
先投币再看
正片开始
这个我会
这是外科医生的手！
终于更新了 ！
太强啦！
贝托蒂嘉
SENKOU！
？？？？？？？？？
终于更了
这精度简直堪比机器
这也太酷了
su cad
RAY老师真的厉害
会车跟车转弯近光，通过远近交替
去世人口诈尸
呀呀呀呀呀呀呀呀呀哎呀
这个我会
久违的我回我会
这个更新速度已经超快了
终于等到你
卧槽
科技树之迷
离离原上谱
知道啦孙咋
爷爷，你关注的UP主更新了！！！
2D升3D？
同品牌数位板
祖综，你关注的up主更新了！！！
你们知道为什么是年更了吗
逐渐离谱
垂死病中惊坐起
这么大尺寸 老师nb
欢迎来到投币比赞多系列
可算跟新了
质感无敌
失踪人口回归
先赞后看
UP主，你谁啊？(
停一下，我先投个币再继续看
老师，去手搓高达吧…
重力战线bgm
是强迫症
taja
都是打印的
同款wacom板
死神降落地球，重力战线好评
？？？？？
玩了命地买，它也得有货啊
失踪人口回归！！
这是本片最不值钱的作品。。。。。。
强行开桂
同款诶
说没3s的出来挨打
第一眼还以为是0083
这样做出来可动吗？
不怕，RAY老师有彩虹肺（doge）
500块的金属高达
千年等一回，等一回啊啊
垂死病中惊坐起
生前留影
资料收集中……
这个我会
这个我不会
先三连，在观看。
正片开始
做广告了
什么炫技
有生之年
这这这不要对叭
这才是真真的胶佬啊
这在我们这就个蟑螂窝
甚至还有伦布朗光
bgm好评
这种拼装 我不敢碰
感觉应该是Ray老师看不起3D打印机的精确度
呀，RAY爷减肥了
好好珍惜前面这平和的两分钟，后面开始你是要跪着看的
！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
等等，这次是大招吗？
这玩意难做的一批
突然有个想法，ray老师和手工耿合作的话会如何
你是谁啊？？
卧槽！
不吃炸鸡了嘛
有3D打印机不用 绝对是情怀（doge）
同款数位板
什么cad
能做到严丝合缝就你妈离谱
手工做到这样好强
出图盖章
sketch up
解 锁 新 工 具：榔 头
不懂就问这个胶是什么胶啊？喷的是水吗？
这个条纹胶板是自制还是…关键词是什么？
手工Ray
重力战线的bgm！
我滴神
书名：机动战士钢弹
在看一遍！
在看一遍！
在看一遍！
在看一遍！
在看一遍！
在看一遍！
在看一遍！
在看一遍！
在看一遍！
在看一遍！
年更up更新了
终于更新了〒▽〒
感觉又出大家伙
刚刚那一盒是啥玩意儿？
老师都吃草了
这是要干啥？？？？？
更新了
为什么人与人之间的手差距可以这么大？
有没有一种可能，RAY老师没有3D打印机【doge】
有没有一种可能，RAY老师没有3D打印机【doge】
致死量……
致死量……
水贴
卧槽！
好潮啊
肝的飞起
全片结束
逐渐不对劲
太牛逼了
6哦6
老师自己就是3d打印机
同款手写板
好像看到了r魂08ms小队系列
啊，我死了
不用怀疑，不用质疑，不要给麻瓜看魔法
不用怀疑，不用质疑，不要给麻瓜看魔法
？
投币再看
拼酷的模型！！我在抖音上面买了好多
拼酷的高达太吊了
蜂窝网是什么，老师视频后面能把材料目录一下就完美了
主体都是胶板，只有一些打印
有没有种可能是老师没有3D打印机（doge）
艺术创想
亲娘诶
妈妈问我为什么跪着看视频
你爷爷关注的up主终于更新了！
真是个大工程
起初我以为全用3D打印
比有的地方还是得用3d打印毕竟方便
先赞再看！
咋跟着展UV呢
老本行
找个机会我们去干万代把
史诗级巨作
woc，热乎的！！！！
这东西贼难拼
终于
4个月终于更新了
？？？？？？？？？？？？？？？？？？？？？？
爷爷，你关注的up主更新了
左右摇摆南瓜头.jpg
RAY
RAY老师:那些白嫖的，小心我下一锤子就在你头上绽放
来了来了
这制服是橡胶的吗，这么紧致
终于更新了
下次更新应该是11月，12月了
机动壮士闪亮登场
失踪人口回归
《上班摸鱼》
诶，会了，su
CAD出尺寸
硫酸纸
雪弗板，从su开始这些都太熟悉了
上补土和上色吧，这里是胶佬的领域了
太潮蜡
揍嘛呀介似揍嘛呀？
画画和建模我倒是都会…………
失踪人口回归
«做模型最重要的是炫技»
？？？我在学什么了？？这不是高达吗？，还是说我学的是建筑学？
厚礼谢
不会画画的up主不是好的模型玩家
你还知道更新
不可能就这么简单
太汤姆牛逼了
标配的可乐炸鸡没了 爷青结
我生日！！！！
刚才说没有三D打印的出来
有3d打印机我不用，哎，就是玩儿
超纲越来越严重了。
老师你匠牛和匠沙买了吗
终于更新了
高达都没出现就赢了
失踪区UP主
爷爷你关注的up更新了
感觉有些强迫症
极致偷胶版
这个我有！
三连了
厉害，自己搭场景
开这么多软件
逐渐脱纲
有没有可能ray老师根本不屑于3d打印
？？？？？
再看亿遍
来晚了一整天(ಥ_ಥ)
失踪人员回归
Mr. Lonely Heart
失踪人口回归
换新的工作室了？
这致死量
师哥
年更up终于更新了
我也妹眨眼啊!?
再来亿遍
要来力（喜）
？？？？？？？
这句歌词听成“牛比”
肝被吓疯
老师：模型，我不当人了（bushi）
现在已经到手搓格纳库了
666
人手打印
终于有我会的了
终于更新了
基建狂魔？
3D打印耗时长，而且每个面要打磨的工作量也巨大
有没有一种可能，老师就是人形打印机
？？？？
我已经跪了
我想送个一键八连
致死量
好耶
繁体字对味
课设做模型既视感
大佬炫技
这步好，我就会这步
胸口歪了
终于！！！！！
什么我还关注过这个up主
！孤独
这期吃的差评
爷爷的up更了（bushi）
辣个全能的男人又回来了
当你以为他要画漫画时，他做了一本“漫画”
来了！beacon
RAY老师用五分钟使你放弃模型这条路
爷爷，你关注的up主更新了
？！！？
太爷爷，你的up主更新了
我选择激光切胶板
wacom打钱
还好·学画画的表示到这里都还会
我竟然忘了三连！
论RAY老师做一次模型就要哭死上百人这件事
原谅你四个月更了
可以再大点
开始不会
擦
爷爷，您关注的up主更新了
有生之年！！
爷爷你关注的神仙更新啦
几个月没露头了
哈哈哈哈光速打脸(⊙ꇴ⊙)
不会做模型的喷漆工不是一个好木匠
这这…这不对吧这
可以看出他不是很喜欢吃这个
这种3D金金属拼图超难，一不小心掰断了修都修不了
胸部可以再扩张一点
恐怖土木人
哈哈
币比赞多系列
什么uv
这个我会
哦 我想起来了 这是上次把高达一切二那个男人
不是 玩模型就好好玩模型 怎么突然就开始打印施工图纸了
友情提示：观看此视频可以呼吸
爷爷你关注的up主更新啦！！！！！！
我靠更新了哥
啊啊啊啊
哈哈ray佬改吃减肥餐了
这个我真会
我看完了，我鸡皮疙瘩都起来了
刀是哪个牌子的啊，我的刀老是切不好
有生之年能看到
这个我会！(//∇//)
看门狗2的衣服诶
无法逃出的莫比乌斯环
610人正在观看
地狱
学设计的表示目前为止会 但会的有点吃力
吃完饭过来跪一会，运动运动
UV分的不错
爷爷你关注的up更新了
有生之年
又是投币比点赞多
我连拼都拼不好
UP主手腕力量极其稳定
救命啊这up肝上长了个人
爷爷快来！你关注的UP更新啦~~！
止步于此
好家伙su，是我妹见过的su了
180天啊，6个月
失踪人口回归
祖先啊，我终于等到了你阿婆主的视频了
大工程， 完工之前只能吃草力（悲）
逃不出的莫比乌斯环
UP主终于更新啦！
你们要的3D打印来了
太恐怖了
F1（即答）
想象一下，如果有风吹来，场面是怎么样（dog）
超纲
模型uv
三连被夺走了可恶
说没有3D打印的出来
乃翁，尔up告更！
爆肝卖货
本视频最简单环节已经结束
？？？！！！
爷爷，你关注的up主更新了
预备
胶板才是主角。高达不是
up主，您关注的爷爷更新了（doge
我磕一个
成熟的胶佬已经不需要万代
说吧，吃了多少台3D打印机？
打印机使用来吃的。
火钳刘明
我们在期待什么
wocao
？
？
顶上去~~~~
我能和大佬相同的也就空气了吧（叹气
同时在看的七百人你们好
先投再看
请问背后的不锈钢货架哪里买的，很好看
为什么我感觉封面和名字都改了好几次呢
再看一遍
同款胶水，，，
爷关更
温馨提示：看视频可以闭着嘴
老师不用买啊，有人送
打印机成精啦
 错别字还刷屏……
这个我会
。。。。。。。
？？？？？？
展UV
样样精通
恭喜宝藏发现了你[doge]
？？？我错过了啥？
这个我会（减肥版
才发现更新了
真的有手就行
¿
ray的模型宗旨：怎么麻烦怎么来（doge）
个别人类已经出现了相较其他个体更快一步进化的趋势
《万能•ray》
你收拾的样子很狼狈
爷爷，这是不是你以前关注的UP主？
？
？？？？？？
R-78-2元租高达
好的视频没人看可惜了
爷爷你关注的up主更新啦
啊  UV
？
这工作量
求BGM
求BGM
求BGM
伦勃朗光打上
额，怎么好像不是一台高达
从买变自制，万代你干的好
书    架
蚀刻板直接装的？这tm不是叫塑胶模型吗？
牛逼
全是商品
？连复合板都炫？
尽量画大一点
su我会
原来他有3D打印机啊
3D金属模型
完结撒花
看着真不错
台式机散热防尘网，
那是扭蛋扎古
哥你终于出关了
mdf
头皮发麻啊
这一定是个大工程
同人本？
长按，表示尊重
火钳刘明
空瓶是我的啦！！！
桂夏！！！！
最伟大的的作品doge
BGM：闪光
BGM把我带回十几年前
离谱
我擦 手戳啊
细节到位
这高密度板太次了，不达标啊
马夫蒂的激情演说！
我也没眨眼啊
然后开始自动拼装对不对
爷爷，您关注的up主更新了
房子真大
老师辛苦了
不是有3d打印不用，这么大体积用fdm打印表面很粗糙，打磨到你怀疑人生
‘、
狠
再来一遍
好帅啊
牛壁
哎，CAD 我会dli
爷爷你关注的up终于更新了！！！！！！！！
我比较好奇这个放地上到时候拿不起来怎么办
标题可以再惊艳亿些
画画用的是什么软件啊？
人肉3d打印机
强迫症很舒服
总之就是一个小锤80大锤一百的概念
感觉就可以的那种感觉
抚摸模魂，模魂大悦
卷，都可以卷
我寻思，我没眨眼呀
啊？！
？？？？？？？？？？？？？？
《专业对口》
有没有可能，这是最新款的“只能人形3D打印机”
啊RAY，你还在工作哦，休息一下吧
一个世纪才更一集
一脚下去会散架吗
牛 b
我拼MGEX，他造mgex
终于更了
好了，我只能做到这里
碇司令（幻视）
有没有种可能，老师除了造人其他都会doge
啊啊啊啊啊啊，终于更新了
居然是海牛吗
致死量
这是什么软件啊
爷爷你关注的up更新了
你怎么用马夫蒂的bgm
正片开始
我强迫症看着好舒服！
这一套漫画我也有
这是什么材料
强袭
摆完还收吗？
技能树越来越偏
