牛逼！后面真的帅爆了！
绝望中疯狂，激情后寂寞
瑞克和莫蒂牛逼
我们都想成为rick
白嫖失败
我失忆了
真的神作 懂的都懂 里面有很多道理
你有无线的可能
对当时是很超前的动画了
无法白嫖
啊这里老扎心了
无法白嫖
佳作！！
火钳刘明
你币有了
姥爷N--B--破音
loser
wubba lubba dub dub
哇不哇不，达布拉布
bgm：Vicetone-Tremble
见姥爷进
死去的朋友，瑞克对于存在愈加迷茫
火钳刘明
我觉得回ａ站再刷一遍
Rick 老子爱你
我手上有姥爷的纹身，一个是致敬瑞克一个是思念我的姥爷
真的好看
我认为对现在也是
泪目
泪目
泪目
泪目
泪目
泪目
泪目
泪目
rick为了unity寻短见是真的第一次有同感
牛啊
jd感觉bxy
全宇宙最孤独的瑞克
火钳刘明
死亡也是孤独的
姥爷牛逼
rick！
这里好像无主之地3
drop a 币
考古视频可以，我有发弹幕的欲望了
看起来好像有好多没看过的场景
 蹭吃蹭喝
现在，轮到比较戏剧性的部分登场了
wubba lubba dub dub
这个心理医生是瑞克的克星
上首页了
已投币
"""I'm a terrible father."""
给我冲
Schwifty！
泪目
我币没了
准备四刷
我永远喜欢瑞克桑切斯！
牛壁啊
燃了
unity
这一段小提琴是全电音转折点 好家伙 我直接好家伙
rick
我喜欢这首歌
三联
第四季早出了
呜呜呜
瑞克牛逼
默默问下，第五季啥时候
这女的是谁阿
很会，真会刀
！！！刀！大口刀！！！！
莫蒂很牛逼的，只是被负面的心理限制住了
第四季出很久了啊
事实相反，天才才是普通人（正常者），庸碌者只是在浪费时间
wow
ohhhhhhhhhhhh
卡点舒服！！！！
姥爷牛壁
火前留名
nb
火钳刘明
PC，首！页！通！知！
天才生来孤独
这是哪集怎么没有印象
你三连有了
绝了
火钳刘明
第二季最后一集
我 f**k 了一个星球
仙女nb！
rick
三连了!
都是我歌单里的歌
太好了
好多场景怎么都没看过
天才注定孤独...
wubba lubba dub dub
莫蒂超可爱
Don’t look back 
你币有了
着火了
帅真帅 爱了爱了！！！、
哇哦 酷！
Nb
什么时候B站买下来
卧槽
我直接白嫖
做的很好，所以我二连了
算了，直接三连吧
bird man
1472人正在观看
这个动漫真的好看。。天才的孤独
牛逼了牛逼了
投币了已投
蕾姆
牛！
喜欢
发条弹幕见证下
来了
火钳刘明
总之就是把BGM静音之后就看不懂了
爱
片尾曲来了
全看过，捡的不错
这部动漫  讲述了很多哲理
姥爷牛皮
三连了
瑞克!!!!!!!!!!!!!!!!!!!!!
不用，你把电脑屏幕的灰尘舔掉就行
二次元中最有智慧的老头子，
老鼠那一段简直起飞
科学家对战魔法师？
白嫖失败
】、‘’
这一集真的巨牛逼
下次一定
这次是真的首页通知书了，加油
还好还好‘’
I
我要这币有何用
瑞城故事，永远的神
泪目
6
火钳刘明
必须三连
unity
画风可以
我币没了
瑞克姥爷超帅！
姥爷牛逼
送他上热门
怎么回事
看美漫还是很多的
又来了bgm
天才生来孤独吗
这个哭有一种说法是当时莫蒂出生的时候瑞克还没有在啊。。。所以根本不可能看到出生的情景
然后就有可能是邪恶莫蒂。。。
bgm好评！
作为资深瑞克粉  泪目了
nb
瑞克与莫迪
Don't look back
loser
姥爷牛逼
黄瓜那段真的吊
那个黄瓜杀老鼠片段比较刺激
OHHHHHHHHHHHH
你三联有了
燃燃燃燃
OHHHHHHHHHHHHHHHHHHHH 
OHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHH
我是死亡之神！
我是死亡之神！
我是死亡之神！
我是死亡之神！
考古没那么简单，但，我们都希望如此
+
现在开始这段混剪精彩之处
bgm:don't look back
大家看完后记得再看一遍发弹幕
看标题投币
泪目
再来一遍
老安娜了吧
真不错
硪
首页通知
留名（准备考古）
每个人都有无限可能
被迫三连
laifasanmul
支持
唉最后还是用刀来结尾吗
神作
火钳刘明
这不三连
孤独的天才
火前留名
火钳刘明
？？？？？？？
叼脸猫
我要白嫖我要白嫖 好的我要三连
白嫖失败
弹演早
洋葱。
OHHHHHHHHHHHHHHHHHHHH 
don't look back
火钳刘明
卧槽牛逼
姥爷NB
先三连再看
.
我是死亡之神！
我是死亡之神！
我是死亡之神！
我是死亡之神！
牛牛
啊啊啊啊
白嫖失败
帅
厕所这一集有点戳我泪点了
，太可以了！！！！
火钳刘明
呵呵呵呵
电波诚yyds
恭喜
身体乐园那集的女的
ohhhhhhhhhhhhhhhhhh
666
姥爷孤独的神
泪目
我是死亡之神
姥爷永远孤独
泪目
淦
泪目
泪目
泪目了
nb
前方高能
前方高能
前方高能
前方持续高燃
前方高能
前方高能
前方高能
前方高能
前方高能
他好不开心
正片开始
正片开始
正片开始
正片开始
正片开始
正片开始
正片开始
正片开始
正片开始
正片开始
正片开始
6666
弹幕支援啊啊啊啊啊冲冲冲
买定离手  错爱不究
前方高能
第四季最后一集
帅
厉害了
硬币有了
以为自己是rick，其实都是Jerry
首页
dongt
你币有了
为了我的老瑞克，这次不白嫖
这个bgm真的好听
小片片解说的也不错
火钳刘明
看来要重温了
失败了
牛逼
nb
这music
火钳刘明
告诉前面的他不用吃了！！
BGM:Don't look back
一定要看到后面
BGM: don't look back
我是死亡之神！！！
你币有了
更新啊啊
泪目
ohhhhhhhhhhhhh
okk
LIFE
瑞克!
刷到瑞克和莫蒂了！
太感动
心交的龙
corpse
致敬
看不懂
瑞克和莫蒂居然上热门了
姥爷牛逼
每个瑞克都曾是莫蒂，而每个莫蒂也终将成为瑞克
永远的神
你币有了
V神我爱了
V神V神
loooooser
来了来了
你币有了
燃起来吧
为以后的考古留下记号
剪辑看看就行了，别当成真正的剧情哦
R&M   nb！
Wubba lubba dub dub
姥爷牛逼
鸟人也离开他了
必赞
疯狂回忆！！！！！！！！
求bgm
燃！
顶起顶起
永无止境
爱了
前方高能
Wubba lubba dub dub
这是？？？？？？？？？？
有那种科福的感觉
握草!!!
推你去首页
瑞克
很难不支持
因为天才生来孤独
nb
最喜欢瑞克和联合体这对cp
BGM是什么
不错
外国疫情，现在第五集应该暂时出不了
KYKY
这段真的哭死
从那颗炸弹开始就已经疯了
凤凰（鸟）人!
nbnb
卧槽卧槽卧槽
wubba lubba dub dub
鸟人也离开他了
Loser~
c-137
神秘博士皮卡叔
人体乐园那一集
上热门了
已经三连
这首歌在最后一集中相当感人
爱啦爱啦
我是死亡之神
必须交了
后面那女的是三体叭？
牛壁真火了
敬那个全宇宙最孤独的天才
敬那个全宇宙最孤独的天才——Rick
天才注定孤独
To the loneliest genius in the universe.!!!
全宇宙最孤独的天才
最爱的一集
首页通知书！！！
好会玩啊
瑞克和莫迪超级好看
泪目
嗯
白嫖失败
我币没了
在哪看的到呢？
马桶国王
泪目
hurt
火钳刘明
那个疯狂的科学家，宇宙里最聪明的天才……都是他
外国人脑洞真大
瑞克牛逼
收下吧！这是我最后的硬币了！
为那个疯狂的科学家，狂欢吧！
这集真的很感人
耳机党裂开
3天6万！
姥爷nb
这次一定
我有一件黄瓜瑞克的衣服嘻嘻嘻嘻嘻
壁纸是这个啊啊啊啊
孤独之王
牛逼！
Everything
这次一定
这是哪个动漫呀
00
攒了三天的币少了两个
姥爷！
哈哈
无敌的人
瑞克审判
Jerry sucks 滑稽
激动！难以言表的激动！
第一千条弹幕。
I am god.
前面的我陪你吃哈哈
1
首页！！！！
wh
热门了
这次一定
热搜来的
热搜来的
你币有了！
太强了
胡博士到此一游
V神！
神秘博士般孤独
神秘博士般孤独
爷青回
莫蒂外公的孤独要多看几遍才能感受到
火钳刘明
火钳刘明
天才是孤独的。
上热门了
姥爷想死，剧本不允许
不火我把我苹果12吃掉
屮!有生之年。
don't look back
泪目
神秘博士的扎心了。
会回来的，
全体起立！！！
瑞克和莫蒂上B站热门了？？？？
火后留名
想去追
这里真的泪目
我永远爱瑞克和莫蒂
rm 上热门了！！！！
哪儿能看
火钳刘明
艸
天才总是孤独的，
loser～
太强了吧
开始抖腿了
白嫖失败
战歌想起
我来过
don t look back had nothing left to see
鸟人……
刚才那段是他幻想的
最喜欢的一集
这个动漫很好，但是和混剪 看起来是不一样的
离群索居者，不是野兽，就是神明
绝了
燃，赞！
这不是女的兄弟们
泪目
姥爷牛逼
永远的神作
滴，滴滴
你币有了
瑞莫上首页啦
这辈子第一次三连
BGM好评
好燃
神作
泪目
可以可以
他的朋友们都牺牲了，哎
nb!!!!!!!!!!!!!!!!!!
姥爷——————（破音）
泪目
啊啊啊啊啊啊啊啊
热门！！！！！！！！？
有生之年
\
DOCTOR WHO？！
DOCTOR的孤独
简单的配乐，简单的回顾，谢谢
这里
唉
神秘博士的双重扎心了
你为了什么？为了一切
ohhhhhhhhh
姥爷
nd
c137
永远的神
为神作献上弹幕
永远的神
DW的双厨扎心了QAQ
币有了
好久没3连了
热门！
那是鸟人呢
我很痛苦，请帮帮我
热搜警告
没想到R&M上了热门
最喜欢的动漫
nb
他最聪明因为他最有人性，邪恶莫蒂是他的第一个莫蒂
这次一定
太像benzammer了，bgm都很像
本片最强的就是那个心理医生，老瑞唯一怕她（dog）
想追番的可以去隔壁
爽渴嗨
姥爷牛逼
啊啊啊啊啊
姥爷流批
这个泪目真的
for everything
泪目
第四遍
rick!
黄瓜人无敌
乖乖，这转场太爱了
还有哦
这个世界的杰瑞最强
for everthing
这集我都哭了 
i了i了
永远的神
首页通知书
刚刚那集真的绝了做的
冲！！！
这次一定
有
Wubba lubba dub dubs
Wubba Lubba dub dub
真期能有续集
草！！！！
我想二刷了 一遍真的看不懂
rick
Rick and  Morty神奇的动画片
nbnbnbnbnbnbnb
瑞莫还是相当有名的，只是大多知道了也不会去看
上排行榜了！！！！！！！！！！！啊啊啊啊
莫蒂可能不需要瑞克，但瑞克需要莫蒂。。。
来了，老弟
就凭这一段，你三连有了
正片
热搜！
泪目
不会吧，rickmorty突然火了？
正片开始
必须支持！
我知道你尽力了
我知道你已尽你所能
是时候给一切划上休止符。
该死的网易云音乐，这首歌昨天开始不能听了，之前都是可以听的
分秒流逝   过往遥不可及
远方传来
黄医生，yyds
我曾熟悉的声音
Rick and Morty!!
姥爷我爱你！
evething
ricks killing morties
首页通知书
np
再来一遍
这一片段好像裂隙之外
bgm:Jerry's Rick
这专场爱了
神仙转场
神作
no
no
最强的杰瑞是傻瑞克的杰瑞，吊打瑞城
感觉这是最孤独的一幕了
天呐，这个bgm泪目！！！
姥爷牛逼
瑞姥爷冲啊！！！！
啊啊啊啊，don’t look back
还有其他孤独的人啊，他们灵魂与你同在
叼尼ma姥爷帅死我了
我最喜欢的bgm
此曲＝飘荡
我于杀戮之中绽放
wubba lubba dub dub
三连了为神
我们都想像瑞克一样聪明，其实我们是杰瑞。
白日失败
poo
泪目
这是神作
everything
这个转场绝了
太帅了
羁绊
所谓二维生物的相互安慰
此去一别，第四季再见
终究逃不过宇宙的束缚
世上从不存在完美
你成功抢走了我的币
向神对决！
真，超级BGM
I am the god of death!
I am the god of death!
I am the god of death!
热门！！
终是茫茫宇宙中四处游荡的碳基生物
——上帝的折磨
c这照片完全泪目
——是真是假，从无辩证
买下来剪的不像样子
我是死亡之神！
漫画里傻子瑞克斯，思幕后黑手
我是死亡之神
我是死亡之神
这里瑞克哭是为了屁屁洞先生
我是死亡之神
留名
二刷啊啊啊啊
染燃然
这个bgm
死亡之神也掌管神的死亡
三连了
为何不是飘荡？
白 嫖 失 败
nb
会火的
我币没了
everything
+
。。。。。。。。
我是死亡之神
莫见进
见姥爷进
天才永远是孤独的
这真是小母牛开摩托，牛逼哄哄阿
孤独是永恒的
繁华落尽
天才注定孤独
姥爷nb！
留名
下次不一定。
封神的一集
原来是这里的啊
震撼人心的画面
太劲爆了
可以，你有币了。
NB
不就是币吗，投了投了
冲冲冲冲冲冲冲冲冲冲冲
前目的地！
牛批
有神秘博士内味儿了
火钳刘明
姥爷牛逼
哈哈哈哈，老飘荡了
为姥爷发弹幕！！
loser~~~~~~~~~~~~~~~~~~~~~
你币有了
芜湖  起飞！！！
everything
everything
everything
每日一遍
有生之年
白嫖失败
我用了好久的壁纸就是这个
我是死亡之神！！！！
冲冲冲
Everything
首页通知
天才的悲伤与骄傲
芜湖!起飞
ohhhhhhhhhhhhhhhh！
他们自己的世界所有人都变成了柯南博格
rush b
我是死亡之神！
我是死亡之神！
热门了
高兴又难过
最爱姥爷
突然3d
姥爷赛高
我觉得超级燃的片段都是需要打马赛克的
我是死亡之神
类目
泪目
ohhhhhhhhhh
泪目
刀刀刀
你有币了
傻了 怎么冲上热门了
天才和疯子就差一步而他都有了
好看真的好看
one night
天才注定孤独
OHHHHHHHHHHH
@AC
坚持到三分后你不会后悔的
Loseeeeeer
i
这段绝了
我是死亡之神
真正的天才往往承受着常人难以想象的孤独
唯一的朋友
女朋友送我的第一件卫衣就是瑞克和莫蒂！！！！！
冲冲冲
这段太难过了
Everything
Everything
黄瓜那集哈哈哈
你币有了
他的那个朋友死了那集，孤独的姥爷
提前泪目
这个bgm让我哭了好多次，真的心疼姥爷
白嫖失败
高能预警
神作
RMNB
我是死亡之神
姥爷在呢
同是天涯沦落人，相逢何必曾相识
can u feel it？
当时这段hurt响起时爆哭
leimu
好爽
第三季结尾爆哭
龙妈联动？
secret
正片开始
太牛了
太酷了
截屏成功
前面的我看着你俩吃
泪目
他们说我们是疯子，而我们只是超越了这个时代
太燃了
6666
我是死亡之神
再来亿遍
certainly
同样，最喜欢的一集
爱了爱了
rick!
这就牛逼了
姥爷N——B——破音
首页通知书
姥爷
舒服
啊啊啊啊啊，第一
我是死亡之神
火钳刘明
这是我心目中的神漫
神作神作！
神秘博士的太扎心了。。。
火候刘明
厉害啊
这段好难过
你倒是快更啊啊啊啊
三连了
姥爷NB
姥爷NB
姥爷nb
Ricknb
这才是真正的MAD，现在MAD区很少有这样的了
很喜欢这首
好压抑的这首
老徐nb！
............................................................................................
值得我留下弹幕
啊，这一段好像是瑞克想要寻死来着
姥爷牛逼
Wubba lubba dub dub
这是哪一集，不记得了
终于
飘荡的是人吗
泪目
牛逼
终于上了！！！！！！！！！！！！！！！
终于。。。。。
终于啊。。。。。。。。。。。。。。。
哎╯﹏╰
rm永远滴神！
爷爷永远爱你
热搜通知书！！
三连了，必须的
啥歌？
正片开始
我是死亡之神 
三连走起
loser
鸟人
我记得编剧说过，不要过度解读，那都是你的想法。
一体
一键三连
泪目
woc？！
致敬那个最孤独的宇宙天才
第二季最后一集啊，泪目
瑞克和莫蒂，神作上首页了！
姥爷
wubba lubba dub dub
喜欢姥爷的人 是因为像他一样孤独吧
你币有了
卧槽！这里太帅了
无法白嫖
为瑞克和莫蒂贡献弹幕！！！爱他！！！
来了来了
100W合影
全体起立!
没必要，但我可以
100W
天才注定孤独，但他也是有感情的啊
第三季第七集永远滴神
loser～
Gubba nub nub doo rahkah
Gubba nub nub doo rahkah
Wubba lubba dub dub
百万！
可以
搜索栏来的
100W！！！！！
victone
老王是老瑞克星
What are you in for?
高能预警
帅炸了
神秘博士的那个，给我一种我圈终于火了的错觉
老瑞nb
Wubba lubba dub dub
你三连有了
dont look back
NB
我好痛苦 请救救我
Wubba lubba dub dubs!
……
火了 不用了
tremble
哪一部有rick年轻时候
刚才那是，永恒之塔吗
天才生来孤独
What are you in for?Everything
r&m，进来还没看就三连，一起看的
正片开始
姥爷纽币
听到这首歌 我仿佛和瑞克一起失恋了
这什么歌
已三连
天才总是孤独的
三连支持
心中的神作啊
留名
豆瓣9点8分神座
梁相伟
梁相伟
前面那个假粉，第四季都播完了
Morty，let's go
woc
xxynb
百万合影
百万合影
终于火了
WubbaLubbadubdub
草，这集爆哭啊啊啊啊啊
啊啊一体那集真的是刀
Wubba lubba dub dub
帅
这次一定
回来留名
是我心有爱 渴求慈悲
gjffnhghnhf
njjfgbvbngfvcc
you are the god of death!
倒果为因？
姥爷牛逼
应该说第四季完结很久了
牛
鸟人也走了
热搜来的，已三连
为了川味酱要拍到第九季啊啊啊
为了一切！！！！
派大星直呼内行
正片开始
为以后考古留下记号
可以可以
火前留名
everything
最喜欢的动画 没有之一
第四季结尾啊
我也知道它是一个很好的动漫，但我实在没有看懂啊，唉
泪目
你币有了你币有了
老二
I found mine.I found mine.
姥爷nb
火钳刘明
看标题直接一键三连
神作
转场太帅了
正片开始
你不需要信念，你需要克服恐惧！
热门了！！
神作啊
作者大大万岁
loser
我们在一个巨大的太空模拟仓里
泪目
推荐看的
三连警告
我哭了
三连有了
我是死亡之神
孤独
因为天才生来孤独
白嫖失败
这个转场nb
瑞克，be accepted by me
hqlm
火钳刘明
for every
这个part
这个part真的泪目
心里永远第一
居然上了热门！
好燃!
感触最深的动画
Don't look back
N你币有了
鸟人好冤
前方高能
正片开始
我是死亡之神！！！！
《前方核能》
这是哪一集
瑞克和莫蒂
wubba lubba dub dub
我也没看懂但是觉得很好看
泪目
第四季最后一集片尾曲
泪目
泪目了，
loser
最孤独的天才与最天才的孤独！
姥爷！！
这个心理医生是瑞克的克星
瑞克的智慧是神力 更是诅咒
火钳刘明
for     everything
dont look back
你币有了
热搜通知书
以三连【第一次投币】
要着硬币何用
真狠啊
这么燃
罗不萝卜大大
正片开始
泪目
BGM是什么啊
everything
看不懂可以去看片片解说（小声bb）
ohhhhhhhhhhhhhhhhhhhhhh
白嫖失败，这次一定
"bbbbbbbbb,懂的都懂"
底弹幕真nm烦
天才音乐人莫蒂
前方前方高能预警前方高能预警前方高能预警前方高能预警预警前方高能预警前方高能预警前方高能预警
泪目
有生之年
留名  准备考古
留名马翔
第四季最后一集bgm
nb
loser
这个兄弟真的可惜了
热门
ohhhhh
这段我哭了
已三连
莫蒂你要过得比我好
正片开始
永远喜欢
瑞城故事，永远的神！
瑞城故事，永远的神！
everything！
为了什么？为了一切
这集真哭了
I am the god of death
loooooser
双Bath篇的bgm
前方核能
不对劲，wc！
火了已经
awesome
nb
这个人生观真的很大
天才孤独 但是要有度 就不孤独了呗
牛逼
白嫖失败
请问哪里有资源
生存的目的来自被需要
这个坟墓是个知识点
泪目
终于，优秀的作品才有优秀的同人
给我上！@！！！！！！！！！！！
鸟人真的！唉！！！
初次看这个视频的小伙伴，像你们推荐安迪
黑化那集最酷
扬州中学排面！！！
这只是混剪，想考全部去找找资源吧，瑞克和莫蒂值得！！绝对！
 引 流 之 瑞 克
nb啊
我还喜欢屁屁云唱的歌！
xxyyyds
最爱姥爷了
牛逼
水晶
觥筹交错
1628人再看
正片开始！
1643个人再看
此时应来首《mask off》
瑞克和莫提
酷
太强了
Mask off fvk mask
影子分身
开始了
真的好看，
BGM起！
扬州中学排面！
一群蓄谋已久的龙，粉碎了巫师的传说！
泪目
BGM永远的生
克林顿
这是打算自杀的一幕
？？？
暂停看底下翻译
三连了
666
在想这里是不是致敬mtt
3
泪目
已三连
火钳刘明
show me what you got~
i want to see what you got
OH BOY time to go morty
热门
SHOW ME WHAT YOU GOT
啊啊啊啊
火起来
占戈 哥尔 起
巴尔色魔！！
这是一体那集
天才生来孤独
知心的朋友也终将逝去
封神之作
黑心姥爷
机器再强，也怕没电
超越神的瑞克
哭了
智慧，既是他的能力，也是他的诅咒
合影
为了一切
一身鸡皮疙瘩
说我们都是杰瑞的感觉在骂人。。。
太帅了
don't look back
第四季结尾曲，我爆哭
哭了
第三季最后一集
他其实是个好父亲
白嫖失败
666
哈喽MF
s3e07，封神的一集
ice T
火钳刘明
就是他，最勇的杰瑞
everything
1：14 这里的背景音乐是什么
我永远记得第三季第七集
？？？？？？
刚刚想到一个很重要的事结果看到这个就忘了
ilil
火钳刘明
!
1116
我靠我币没了
different
首页通知书
哭了
啊啊啊啊啊啊啊
bgm真的戳泪点
everything
我很痛苦，请帮帮我
泪目
全世界最聪明，也是最孤独的人
真是小母牛上热炕，牛逼烘烘啊
抱歉，我没币了
活在虚伪，成为现实
我是死亡之神
当时炸死的
最傻的瑞克
我甘愿平凡的活着
牛壁
首页通知
泪目
好燃
熟悉的感觉
nb!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
姥爷nb!!!!!!!!!!!!
泪目
想哭了555
泪目
前方高能
说实话我几乎都是白嫖，这个我投了
镇站之宝
goodbye，moonmen
up主你火了！！！！
姥爷来b站了！！！！
孤独的所长
一次肝完4季，姥爷泪目
会火的，别让饭圈进来！！
帅炸
这里笑死了
在哪找到这么高清的资源呢
？
他知道自己是主角，不会死
泪目了
嘤嘤嘤
666
for everything
干过上帝，斗过法师，屠过星球，推翻过政治
100w贺电
扬中排面！！！
100w贺电
我将其称为快速一键三连
球球了再出一季吧
神父。该换碟了
 I am the god of death 
希望出下一期
被知识所诅咒的人
我是死亡之神我是死亡之神我是死亡之神我是死亡之神
我是死亡之神我是死亡之神我是死亡之神我是死亡之神
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊瑞克和莫蒂给我冲啊
姥爷N————B————破音
姥爷N————B————破音
姥爷N————B————破音
姥爷N————B————破音
姥爷N————B————破音
大爱
大脑及时别人无法阻挡的武器，有时候又是无法逃离的诅咒。。。绝了
听BGM前奏已经泪目了 必须三连
god of death
黄瓜？
jerry高光时刻
泪目了
呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
“因为天才生来孤独”
姥爷牛逼
太棒了
"I wear this crown of shxt, up on the lier's chair."
这个好像是第三季的最后一集吧。
你币有了
everything
这才是yu
这才是主宇宙
全体上车！！！
前方高燃
你币有了
\
for everything
白嫖失败
鞋垫
苟富贵勿相忘
好赞啊
最强Jerry
帅啊
losrer
这首歌把我炸出来
你币有了
OHHHHHHHHHHHHHHHH
我....我是耳机党......
一个朋友死于爱情 一个死于友情
心中的NO.1
入坑的一集！！
爷青结
一上来就这么高能？？
火钳刘明
泪目
这才是科学侧大佬
周扒皮必须有牌面
感谢扒片  让我知道如此神作
我是死亡之神！
我去好燃!
火钳刘明
坐等下一季
孤独的姥爷
泪目
最喜欢的ost
这里BGM是什么
友情
爱情
亲情
你币有了
姥爷牛逼
高能战歌！！！！！
白嫖失败
全员二五仔
火钳刘明
正义执行！
呜呜呜呜呜
莫提才是最了解瑞克的人吧
差点离开这个世界
瑞克
外公！！！！！！
loser~
这首bgm！！！
I konw you try
loser
寂寞成就天才
666
赛巴斯老婆来贺
三刷
loser
0
mody并不了解rick
狙击
排面
想去二刷
为什么只能投两个币？
do you feel it！
我的币！
为什么只能投两个
泪目
二刷
准备二刷
再来一遍
爱姥爷
白嫖失败
-
神秘博士
表示我来过
博士也是史密斯!
jerry's rick!
神秘博士顶
挡字幕的素质在哪？
所以什么时候更新
姥爷N----B----破音
蕾姆
好了 我去四刷了
看我刷到了什么
BGM:Don't look back瑞克和莫蒂第四季最后一集片尾主题曲
谁敢说这不热血
无缝剪辑，要不是看过原片真就以为这是连一块的了
看完4季，回来再看真的。太强了整部动画
Yyds
冲压
绝
三连了
前方高能
"二刷的等等,我等第四季的这三年二十刷没有但是十刷肯定有的"
瑞克很努力的！
白嫖失败
你不对劲了
姥sp
求这里的BGM 
everything
好一个飘荡
全体起立
bgm泪目，你币子有了
I am a terrible father
真的超喜欢这首
你币有了
ohhhhhhh
Yyds 
情敌拔刀吧，RICK是我的
nb
生而为人，我很抱歉
正片开始
哈哈哈哈哈哈
姥爷牛壁
 正准备睡，不要那么嗨好不好
做的真好
哭了
再刷一遍
他可以为了自己创造一个属于自己的世界，但他没有
150.8万的时候我仔细的看懂了
来了
66666
高能高能！
没看过动漫，真的有点看不懂
BGM很熟悉，就是jerry Rick 那一集末尾，傻Rick站在雨里
白嫖失败
火钳刘明
1
留名！！！！！
博士的你不是一个大爱博士
你币有了
