这一版字幕慢了吗？还是我的错觉
藩镇割据，宦官专权，朋党之争
我的曹孟德啊啊啊啊啊啊
再来亿次
此时还没有赵魏韩呢哈哈哈哈
卢本伟牛逼
绣口一吐，便是半个盛唐
落花流水春去也，天上人间！
up主很牛批，音乐踩点棒棒哒
始   皇   陛   下
司马懿！
出师未捷身先死，长使英雄泪满襟。
我大汉族天下无敌
五刷
秉笔直书 史家的信念不可动摇
盛唐气象
大唐盛世
三国！
我每次都是看到杜甫就泪崩
大唐盛世
大唐！啊啊啊啊啊啊啊
bgm叫什么好棒！
枣阳人报道！！！
up主是神仙吗？
再来亿遍
哇啊
王莽那只哆啦A梦
女皇陛下
为司马字长打call！！
我看哭了
大宋
卧龙先生！
三国杀的配色哈哈哈
哭了
0.5倍再来一遍
恭送孟夫子
大唐！！！！！！！！！爱了！！！
至今思项羽，不肯过江东
王不见王233
乱世英雄辈出，能人异士也多
太壮观盛大了
震撼
众星陨落
商鞅变法，却落得车裂
周公吐辅，天下归心
啊啊啊啊
曹老板厉害咯
文化空前繁荣
华夏巅峰，我大唐盛世!!!
每日一刷
大唐！
太绝了呜呜呜呜呜呜
大风起兮云飞扬
历史老师叫来看的
历史课代表前来报到
唐宪宗!元和中兴!
请孟子开讲!
竹林七贤魏晋风骨
寇可往吾亦可往
神仙关大洲
给我李氏排面！！！
前方核能 前方核能 前方核能
有一说一，秦始皇的贡献真的大
昭明太子！幼年曾在襄阳昭明台观书
焚书坑儒只是误会
千古一帝
仰天大笑出门去，我辈岂是蓬蒿人
说实话 东汉之后一直没怎么分清楚朝代
象王行
焚书坑儒只是后人的荒唐罢了
秦王扫六合，虎视何雄哉
文科生在此！！！
工科生来n刷了
千古一帝秦始皇
晋…
万古法圣
慕容冲啊，王不见王
刘备送
韩柳必须排面！！！！！
出师一表真名世，千载谁堪伯仲间
战国牛逼！
大宋 大宋 大宋
七擒七纵
十六国啊
老庄列是中国哲学的开端，空前绝后的哲学思想启蒙。
鬼知道我看了多少遍
感谢有这些素材的提供啊，现在已经拍不出来古代历史感了
出师表
昭明太子文选
邯郸人在此！！
基建狂魔嬴政上线
前面那个  那个历史人物叫冉闵 不是闵冉
勒 石  燕  然
大  争  之  世，鹿  鼎  春  秋
北方乱套了
我的李从嘉，我的宋仁宗_(:з」∠)_
帝国双璧
太刺激了！！！给秦始皇打call！！！！
入世的儒家
第四遍
真正的乱世开始
丞相千古！
承包孔明先生！！！
为我大汉增加排面！！！
生死无悔，永固江东！
三千越甲可吞吴！
大宋！
炎汉
前方高能
震撼
又是乱世无语凝噎
这是最黑暗的时代。白骨露于野，千里无鸡鸣
给女皇陛下排面
子非鱼，安知鱼之乐。
生当作人杰，死亦为鬼雄。至今思项羽，不肯过江东。
生当作人杰，死亦为鬼雄。至今思项羽，不肯过江东。
公瑾排面！！！
卫青  霍去病！民族英雄！
陈老师有排面啊！！！
历史的流逝太快了，我们也会成为纪元里的符号之一。
头皮发麻
《说文解字》！！！！！！！！大赞
我大唐排面
讲堂文字课放的视频！！！
天命子vs穿越客
日月之行，若出其中，星汉灿烂，若出其里！
唉，商君何苦
颜真卿！！！！
超喜欢逍遥游的气势
建议0.75倍速
太史公千古
丞相！！
苏东坡先生必须拥有姓名！！！
前方高能
刘秀
是夜宴
激动
历史选考生来康康
给大唐牌面！！！！！！！！！！！1
此日六军同驻马，当时七夕笑牵牛。
吴国 生子当如孙仲谋 三国周瑜
大唐的排面呢
君不见黄河之水天上来 奔流到海不复回
我李煜啊啊啊，意难平
我大秦天下无双
五胡乱华，灾祸不断
那才那个面具画面是不是《夜宴》？
难受
仰天大笑出门去，我辈岂是蓬蒿人
刘秀刘秀你真特喵秀
我
哎
天宝年间，大梦一场
千古一帝
陆逊陆伯言在线为您打call
电视剧《大军师司马懿之军师联盟》
至今思项羽，不肯过江东
东晋五胡十六国BGM：破阵乐
水龙吟配乐太妙了
哎哎哎好快啊
见过穿越人士王莽
陆伯言 烧连营 火光上冲天
隋唐时期的历史看着超爽
想当年 麦城边 截兵缚关羽 终其寿
宋朝是真富足
都是国家宝藏BGM啊
嵇康
出师一表真名世，千载谁堪伯仲间
up主好强！！爱了爱了
前方无缝连接
大唐排面
作为一个文科生 我真的好激动
臣等正欲死战，陛下何故先降？
我华夏民族代代不息！！！
老喜欢水龙吟了
鞅！
其实唐朝的国力很强，安史之乱这么大的叛乱都能被唐军消灭，而且唐朝在安史之乱后还活了150多年
bgm  千年风雅
至今思项羽 不肯过江东
至今思项羽 不肯过江东
封狼居胥，骠骑将军霍去病
汉人的黑暗时代
广陵绝响
明犯强汉者，虽远必诛。
千古一帝
我为武则天打call！！
元和中兴，会昌灭佛
周郎妙计安天下
极乐之宴！！！
漫长的3分钟过去了，您已看过2800多年历史
武安君
bgm真配
排场
冲天香阵透长安，满城尽带黄金甲。——黄巢
物华天宝，龙光射牛斗之墟，人杰地灵，徐孺下陈蕃之塌。
先天下之忧而忧，后天下之乐而乐。——范仲淹《岳阳楼记》
永嘉之乱，衣冠南渡。
秦始皇进入直播间
好好看
大唐！！！！
南阳报道
千古一帝
鸡皮疙瘩起来了
大唐
UP主很强
我哭了，这就是历史的魅力吧
千古一帝
历史研究专家前来报到
bgm是啥？
呜呜呜丕儿下线，魏晋更达开始了
王莽，，，，这个男人果然是穿越的
扫六合！扫六合！扫六合
渔阳鼙鼓动地来，惊破霓裳羽衣曲。
位面之子刘秀大战时空穿越者王莽
神州陆沉
千古一帝
我吹爆秦
开头见
秦王扫六合，诸侯尽西来！
历史伤害了我，我要好好学历史
大汉
唉接下来是 汉族文明的黑暗时期
想看这样的电视剧
万盛
我的大唐啊！！！！！！
大唐！！！
乱世开始
嬴渠梁
又一场乱世
水龙吟
来了！两个开挂的打起来了！
曹操最大的错误就是没有诛杀司马氏，司马一家把我华夏带入至暗时期
我们才是战斗民族，纵观五千年历史，感觉战争才是常态
其罪也彰，其功也卓，弊在当代，利在千秋
既生瑜何生亮
黑暗时期，汉人成两脚羊时代
霸气登场
成也萧何，败也萧何
国家宝藏bgm 
啊啊啊啊啊凤皇啊啊啊
盛世大唐！！！
历史科代看了以后考到了全班第二·
读史使人明智
前方高能
前方高能
好赞的搭配
走起
合久必分，分久必合
大唐排面！！！！！
开元 盛世
我的床前明月光啊！11
关羽失荆州，骄兵必败
此时历史已进入公元
漫长的两分钟过去了，此时您已看过了2500年的历史
您的好友蜀汉已下线
您的大秦将要下线
老骥伏枥，志在千里。烈士暮年，壮心不已
千古一帝，再造中华
商君走好！有垂不朽
我大唐亡国了
我也是历史课代表
宋齐梁陈
尽道隋亡为此河……
宇宙大将军冉闵！
山川异域风月同天
再来亿遍
给吴国牌面！！！
爱我大唐
我是理科生
赵高是心头恨呀
高能高能高能
前方核能！！
咳咳我一直不喜诸葛亮
啊啊啊啊啊啊，三国！我要看丞相，丞相，亮亮！
仲达大人!!
表白王莽！
范睢我可以！！
水龙吟!!!
穿越者王莽
契丹
千古一帝
蜀汉（指正）
曹操因为头痛因而去世
丞相
武汉人报道
给老子滚进收藏夹
败走麦城
天佑大唐，国祚绵长。
看了一遍哭了，眼泪掉的很懵
五胡十六国少了北齐，高洋篡东魏建立的
晋憨帝？？？
前方高能
孝文帝牛逼
BGM 水龙吟
aaaa
五代十国也有个后梁
范老爷子！
表白蓝字
这里的BGM声音有些小啊
960，北宋立
东汉末年，群雄逐鹿
期末历史没及格，滚过来学习的，诶淦
我爱历史我爱历史
精唐落泪
文科生报到！
人屠白起
苏东坡先生必须拥有姓名！
三国BGM:the adcisers alliance main theme三分十九秒后
啊啊啊啊啊啊啊大唐
同问，黄帝纪元元年在涿鹿之前啊
历史年轮滚滚，它不停
诗仙大人！
谢灵运呀
前面既生瑜何生亮的！你再说！瞎扯什么呢！
吹爆曹老板！！！
恭喜你发现镇站之宝
网课再来回顾一遍
三国来了！！！！
玉树后庭花
春秋这段音乐好带感
是他就是那条祖龙
坐等前221年
前方再次高能
曹操虽生性多疑，不过治理北方是真的很好。
大秦万年
历史课代表前来报道
太原人在此
刚才的BGM是风入松啊
彩！
汉武大帝
我大好河山，灿烂历史
宋齐梁陈
热舞沸腾
算了，去我的收藏夹吃灰吧。。。
理科表示我也刷
大宋上线
盛极必衰
五胡乱华
秦nb
这里配图用的不对，血溅雪地这一幕出现在《楚国八百年》里灭门伍家
大隋！
都说周朝存在八百年，却不想有五百年没停止战争
杜甫啊
BGM是风入松
好走。
壮哉我大代国
平生慷慨班都护！
啊啊啊啊啊啊啊唐！
东晋
强汉
中央之国，到统一的中国
更始呢？
千寻铁锁沈江底，一片降旗出石头
历史期末满分回来了！！
这个转场绝了
东汉末年分三国
光武中兴
表白吕后！！！
灭佛
安禄山你个猪
武则天可真秀啊，国号随便改
牛逼!
中华诗词巅峰
既生瑜何生亮
画圣 吴道子
1
加油，王莽，共和必胜
激动澎湃
0.5倍速看正好
象王行
刘丶位面之子丶超禁位大魔法师丶光武帝丶秀
政哥哥！！！！！！
人生得意须尽欢，莫使金樽空对月
为我始皇帝陛下疯狂打call
同历史课代表！！
好感慨
给我冲
高祖NB
曹衣出水，吴带当风
白起nb
重文轻武
冲啊，冲啊
被送
昆阳之战，天降陨石
拜见唐王
故国不堪回首月明中
欲亡我大秦，痴人说梦！
马谡啊~哎
大魔导师
先三连为敬
谢灵运～
安得猛士兮守四方！！！
庄子好！
最记不清
孔方兄
乞活军
啊啊啊啊鸡皮疙瘩起来了
哭死我了，最爱的太白和子美先生啊
太热血沸腾了
盛世大唐啊啊啊啊最爱
三杀！
李斯啊！！！！
大秦万年!
精   唐   落   泪
王莽：刘秀他开挂，我能有啥办法？
却匈奴700余里
水龙吟太可了
宋辽时期外邦以辽为正统
赤壁一战乾坤转，东风送我第一船
历史中，我总是分不清谁是谁。好开心终于可以恶补一下，希望我的脑袋可以开窍
可怜生在帝王家！！
寂寂江山摇落处，怜君何事到天涯
武侯祠屋常邻近，一体君臣祭祀同
爱了爱了
日月当空为武曌
阿保机！
孰知不向边庭苦，纵死犹闻侠骨香
梁
宇文泰和高欢人才也
唐朝289年
五等分的商鞅
政哥牛逼政哥牛逼
地理课代表路过
周亚夫军细柳
BGM风入松
后唐简直心揪着痛啊
大唐！！！
大宋
五胡乱华。
暂停下来抄
莫名想哭是怎么回事
语文课代表前来报到
甚至卡点
中華歷史最黑暗的一章沒有之一
中国历史上最黑暗的朝代…
嵇康男神
将星陨落，天命难违！
墨家众人恭送巨子！
灭佛！
世间再无吴带当风
大宋
铁血强宋
再来亿遍
荀彧！
我不知道為什麼我好想哭...？？？？
绣口一吐，就半个盛唐！
前方核能！！！！！！！！！
前方核能！！！！！！！！
淦
前方核能！！！！！！！
前方核能！！！
大宋科技经济无朝能及
鞠躬尽瘁，死而后已
二 圣 临 朝
大庇天下寒士俱欢颜
666666
盛世大唐！！！
我班昭呢。。
寇可往，我亦可往。
七下历史
司马懿：看我给你憋个大后期
.
司马懿准备！
nb！！！
临淄之大巨于长安
待到秋来九月八，我花开后百花杀
nb
再来亿遍
乐毅灭燕
终于能缓口气了
位面之子！
仲达牛逼，宣帝万岁
商女不知亡国恨，隔江犹唱后庭花
位面之战
子之之乱
BGM:The Advisers Alliance Main Theme 
BGM:The Advisers Alliance Main Theme
BGM：水龙吟（此处为歌曲后半段）
历史专业路过
表白孙策！！！表白周瑜！！！
北周牛壁
还有秦韩魏彭城相王，秦国第一个王嬴驷
再来亿遍
盛世大唐！！！！！！！
王莽NB
千古一帝
表白江东，大魏吴王的刷的爽吗
硬生生打了五千年
宋只是相比中国古代其他朝代弱，和同时代国家比，还是挺强的
大辽
李白李白李白
诸葛
运城关公那个，老乡好
我爱历史！
正是江南好风景 落花时节又逢君
隋朝其实少了北击突厥，毕竟突厥是被隋朝打分裂的
历史挺有意思的。。
大风！大风！！！
不怪王莽，谁遇到刘秀这挂壁都得懵
齐楚秦燕赵魏韩
商君没了
商君没了
帝国双璧
我宋！！
很虚车和家
年级差点第一
大汉
徐州相王，亦称齐魏相王
大魔导师刘秀
王莽疑似穿越者
背景妖猫传
上承开皇，下启大唐
bgm:水龙吟
吾皇政哥万岁
历史不及格前来报到
司马家千古罪人
正片开始
位面之子VS穿越者
五胡乱华
安碌山你个叛徒
不是五国攻齐吗，还是我搞混了...
人面不知何处去，桃花依旧笑春风
天地英雄气，千秋尚凛然
得相能开国，生儿不象贤
出师一表真名世，千载谁堪伯仲间
出师未捷身先死，长使英雄泪满襟
中国真正意义上的盛世
千古一帝
我大宋得有排面
历史老师给我们放过！！超喜欢！！！
曹老板！！！！！
第四遍
看哭
没有开元盛世？
东晋五胡十六国
北孝文帝汉化组
水龙吟，会不会来个九州同
全是曹粉
今人不见古时月，今月曾经照古人
，
五胡乱华
始皇帝牛逼
霸王义气尽
开 元 盛 世
蜀
风萧萧兮易水寒，壮士一去兮不复还
能不能慢点
荣耀大唐！！！
始皇帝！！
式微，式微，胡不归？
许愿春考上大
水击三千里，抟扶摇而上者九万里。
一蓑烟雨任平生
牛逼
杜甫有大义
宇宙大将军
风大风
？
唉，宋朝太弱了啊
你慢点
大宋！
三国给的戏份太多了
王莽牛啊
陛下在时何人敢反！！！
日月之行，若出其中
2020快乐
好
祝我期末历史及格
这么多都是老师放的过来的啊
BGM:明月引
我大唐盛世
金刀杨业
曹公
大魏皇帝 武悼天王 冉闵！
最乱的时代-五代十国
商君万古
天命之子
历史老师放的
吃人
丞相一眼万年
这就是我爱的历史啊！！！
七上历史完
吴国229年
可怜了，被那该死的人骗了
千古文壇，從此減衰。唉…
沙币石敬瑭
吴国成立是229年
历史系学生许愿期末全过
等一个我挚爱的大明
杀胡令牛逼
赵武灵王
赵武灵王
赵武灵王
唉
中原最乱时期，大隋牛批
汉人最悲惨的时代开始了
为嵇侍中血
为中华之崛起而读书！
挫
我鞅！！！大秦帝国！！！
前面考研成功的等我！
啊啊啊啊啊啊啊那个男人要来了！
大唐盛世。
后面动画是“咸阳”
一诊冲啊啊啊
相濡以沫，不如相忘于江湖
正片开始
大明天皇帝？？？
水龙吟！
无数丰功伟绩，到青史也不过三言两语
等朱棣啊啊啊啊
伟人啊！
三分自是多英俊，又显江南陆逊高
北魏孝文帝
泪目
表白秀哥哥！给文叔排面！！！
燃爆啊啊啊啊！
唐玄宗李隆基
少了一个”qwq
求bgm！好听！
八王之乱，我华夏的黑暗时期
大秦！！！！！！！！
9科里我就独爱历史
233
我
热爱历史专业
今年成功上岸
如果王莽是正儿八经当上皇帝的，肯定不会是这样
巨魔之战
大唐
语文课代表进入直播间
待到秋来九月八，我花开后百花杀。
冲天香阵透长安，满城尽带黄金甲！
八王之乱，随后五胡乱华，华夏大地实是多事之秋
位面之子
卫鞅
。
大秦风起
霸王兵仙
大送
生子当如孙仲谋
天王nb
再来一遍
六年历史课代表参上！
历史最黑暗的时刻到了。。。。
石敬瑭可以说是最大的罪人，把燕云十六州送给人家
！！
五胡乱华
大送
圣人逝
咋
感谢灭佛，让我们能不被宗教束缚
正儿
再来亿次
牛逼
先天下之忧而忧，后天下之乐而乐
武则天牛批
汉昭烈帝
首先让中国人认识自己的历史 才能谈论其他
bgm:水龙吟
职高高中生阵亡。
16国！！！nb
我爱历史啊
风起!
五代十国
三顾频烦天下计，两朝开济老臣心。出师未捷身先死，长使英雄泪满襟。
孝文帝
三顾频烦天下计，两朝开济老臣心。出师未捷身先死，长使英雄泪满襟。
三顾频烦天下计，两朝开济老臣心。出师未捷身先死，长使英雄泪满襟。
曹老板牛逼
穿越之人-王莽   VS  位面之子--刘秀
圣唐长安！！！！！！！！
王与马，共天下
司马家误我
满城皆白发
观摩诘之诗，诗中有画。观摩诘之画，画中有诗
匡扶汉室！
随着大火，往生去吧
一个热爱历史的软件专业的学生前来报到
五胡乱华
魏晋南北朝真的乱，但也真的燃
慕容凤凰，慕容冲与其姐清河公主共侍前秦苻坚大帝
五胡乱华，衣冠南渡
天下大势，合久必分分久必合
宋重文轻武，但是文人墨客达到了巅峰，雅宋不是吹出来的，北宋也是一个繁华时代
军师联盟的插曲
心疼死我扶苏公子了
这段想跳掉。。
我也去世
看到这里好伤心，留下了一滴眼泪
三顾频频天下计，两朝开济老臣心
三顾频频天下计，两朝开济老臣心
吹爆北周
班超无敌
呜呼哀哉，颜卿
这个是演汉武帝的演员
妈诶，这个人居然是演汉武帝的。
语文老师放的
七杀的那个，小学生？
去病
铁血挫宋
安史之乱完全就是大唐自己做出来的。要不是郭子仪力挽狂澜，这中唐就成晚唐了。
222年那是大魏吴王
曹老板牛壁
军功田亩制！！！
光武
做官当做执金吾，娶妻当娶阴丽华
武悼天王nb!
乱
秦国六杀！
丞相！
我们历史老师上课放这个
文化丰富的东汉
华夏第一
西汉未央宫
我们老师上课时给我们看过
感谢祖先
刘秀拿了一手好牌，借力东汉
秦朝过把瘾就把权利让给了汉朝
封狼居胥
伟大诗人
罪在当代，功在千秋
天下大势分久必合
丞相！！
封建时代的顶峰
给大魔导师排面
就啊安史之乱后还是走下坡路我真的是个鬼鬼安史
千古一帝
一杀！
位面之子大战穿越者
厉害！
河西走廊镜头
大唐盛世
大隋Nb!
大隋Nb!
月考历史过80  哈哈哈哈哈
三分魏蜀吴，不对吗？
顺其自然！
公瑾！
大唐盛世啊我哭了
分久必合，合久必分
位面之子NB
壮哉我大汉！
我们上课看的
宋不正统???
BGM水龙吟
哭了哭了，受不了
吕后杀戚夫人
卧槽不要
白起将军
我在想历史长河中芸芸众生为何一眼喜欢上他
果真一见丞相误终身
刘裕
信哥牛逼！！！
我的最爱！
汉武帝
大唐盛世啊
出师一表真名世，千载谁堪伯仲间！
这个时候中原大地分为两部分
弱晋篡位再传给弱智，导致五胡之乱它图什么？
刘备：刘公雄才盖世，据有荆土，莫不归德！——曹操：治世之能臣，乱世之枭雄！——孙权：生子当如……？？？
水龙吟!!
我最喜欢的历史
上课老师放的
我真的好喜欢丞相，不管多少次看到五丈原都还是泪目
水龙吟啊
我计不成  乃天命也！！！
我计不成  乃天命也！
再一次表白水龙吟
武曌
无边落木萧萧下，不尽长江滚滚来
星佑蜀汉
蜀汉的国号是汉，不是蜀！
前面渣丕等等我哈哈哈哈哈
整个中学时代一直担任课代表 毕业了又推荐老师给学生放
圣人可汗！
BGM好评
隋文帝!!!
0.75看着还可以1.0太快了。
九章算术
安禄山和史思明
竹林七贤
大汉天下，以半入我手
神龟虽寿，犹有竟时
历史老师放了！
战国时也包括秦朝所以没有错
我强宋！宋就是强谁说弱跟谁没完！
历史课代表留名
秦汉唐明弹幕最多！
同志你最爱的大隋字打错了真的很尴尬
大唐盛世
想当年我盛唐如此强盛！！
白起廉颇
阖闾
如果法正跟庞统还活着
曹操用鲍国安老师演的那个比较好
青龙偃月刀永不别羽！
乔锋
宋
"西晋,"
太燃了
宋宋来乐
千古一帝
参见陛下
我先吹一波柴荣
二凤
杜甫怎么没的
曌
水龙吟！
大秦帝国
政哥牛逼！！
高中历史课睡觉的来补历史
隋朝牛壁
为女帝刷一发！
.
出师一表真名世，千载谁堪伯仲间
商君千古
大唐大唐！！
五代十国三个镜头两个是契丹的……是不是不太给我柴荣面子……
老骥伏枥志在千里
天地 与我共生
致敬商鞅，中国历史上最伟大的政治家之一
大秦万年
太史公千古！！！！！！！
待到秋来九月八，我花开后百花杀。冲天香阵透长安，满城尽带黄金甲
盲僧
我襄阳刘秀牛逼！
襄阳唐城！！
武则天牛逼
这个皇帝谁演的？
有些人有没有常识啊，灭北宋的是金好吗，大辽个锤子的大辽
刘宋王朝被直接略掉了
水龙吟！
秀儿nb！
点检做天子
刘宋牛掰啊！
啊啊啊啊啊啊啊丞相
为中华之崛起而读书
laji朝代晋朝
嵇康不要啊！
初一的我历史刚学到这
李存勖
中国史的路过～
曹公！！！！
历史系报道！
我曹威武
二司马相继逝世阿
大唐主要是藩镇的问题，那些节度使权力太大了
大辽帝国上线
除却君身三重雪天下谁人配白衣
第一首歌.象王行.网易云.关大洲作.第2首叫水龙吟.也首关大洲作
历史老师放的，太燃了又回来看一遍
我的大爱
我大新朝
蜀攻吴
庄子永不亡！！
贞观长歌 盛世大唐
水龙吟！！！！！
铁血大送
位面之子要来了
中华民族的罪人
大唐盛世
不知道看了多少遍了
大唐
臣等正欲死战，陛下何故早降？
周郎！
陆逊
hh
无边落木萧萧下，不尽长江滚滚来
壮哉我大中华
叫 蜀汉 比较合理
这个眼神帅炸啊
晋憨帝？什么憨憨？
周公瑾nb!
绿(lw)林军呢?
bgm超赞啊啊啊啊
爱了
晖哥nb
魏朝晖魏朝
始皇帝陛下万岁
前方高能！！！
关二爷！
高祖，霸王
参见吕后
两脚羊
才活十几年。
每天一遍
我为啥看哭了
前方大秦高能
拜见谢家先祖！
我大隋朝马上到来
感动
姜维！！
。
梦回大唐
理科班的语文课代表报到
水龙吟！！
唐和虞呢
WOW
宣帝
千古一帝，始皇祖龙
学长巨啊！
千古一帝
宋宋宋！开封人的骄傲啊
今天历史刚学到三国这一课！
再来亿遍！
水龙吟
n刷
守不了业
后裔篡夏是在前1916呀，是在浇灭相之战之后了
群星陨落
大辽岂容尔等来犯
花里胡哨的化学课代表平凡的路过
我李忱一秒的镜头都不配拥有
恭喜你发现了镇站之宝
我们路还且走且走呢
语文课代表报道！
出师未捷身先死，长使英雄泪满襟。承包丞相！！！
将星陨落 天命难违
这BGM超赞！！！
子美，心疼
南北朝五代十国是真的乱，乱到课本都懒得讲那种，基本几年一个朝代……直到隋和宋建立才重新统一
南唐
西晋开国的20年挺繁荣的 司马炎死后就乱了
历史课代表前来报到
我刘寄奴啊
初三选考历史
一提到秦国就想起哑舍！想起老板和医生！
ddddddd
BGM水龙吟
我历史要赋分90以上！！！爱我大历史！
这是南齐大哥不是北齐
王勃送出《滕王阁序》
天下三分终归晋
妖猫传！！！
啊啊啊啊啊左思
颜氏一族，满门忠烈
军师联盟
阿瞒啊
吴道子
千古一帝
两朝开济老臣心
哑舍看多了吧↓
俯瞰日月 俯瞰日月 俯瞰日月
大魔导师
隋朝警告
是新中。
三国杀
广陵散绝矣
三国！！
丞相走好 悠悠苍天 
壮哉我大中华！
啊啊啊啊
魏晋风骨!嵇康阮籍
说好十分钟呢
吹爆关大洲老师
我大美男嵇康!
再来一遍
大唐
中国牛批
恭送项王
王景治理黄河的比一个朝代还长
丞相
国破山河在，城春草木深
参见始皇帝
千古一帝
大唐盛世三百载
杜甫！
一朝看尽长安花
荆轲刺秦呢
中国
高三文科艺术生报道
二十等恒沙男爵
七出岐山
先帝创业未半 而中道崩殂
大秦帝国之崛起
秦氏后人见过陛下
千古一帝！
我大秦
千古一帝
选曲真的太好了
大宋
大唐无双！
文科生在此
爱了1!!
大唐盛世
千古一帝
山河永固世代繁昌
太康之治呢？
凡日月所照，皆为汉土
这才是真中国的历史
历史课代表女朋友路过
天下终归司马家
蹲十分钟厕所哈哈哈哈哈哈哈哈哈哈哈哈
大宋准备
《汉书》
王莽篡汉
周游列国
沙丘之谋
秦齐互帝
冲天想阵透长安 满城尽带黄金甲
陶渊明
千古一帝
智永禅师
孝文帝啊啊啊啊
生日快乐！
王侯将相，宁有种乎！
亮亮！
成败只是一瞬间啊
树犹如此，人何以堪
历史课代表报道
大秦强无敌
找了好久
内库烧成锦绣灰，天街踏尽公卿骨
兵戈未息，但我华夏无恙
五千年中华
曹操牛逼！
镇站之宝
祖国生日快乐！！
是复兴啊不是崛起
赤壁啊啊啊啊啊啊
看得我全身发麻
大唐盛世！
学物理的来康康
 我 大 秦 排 面
国家宝藏BGM象王行
司马恶贼，得之无道，天下共诛，汉华之辱
司马恶贼
啊啊啊啊啊啊啊啊啊啊啊
祖国成立70周年生日快乐！
漯河nb！！！！
为我大宋刷一发！！！
前方高能！！！
70周年快乐
大唐盛世
两个字牛逼！
生子当如孙仲谋
字幕有点快
襄阳昭明台
丞相！！
君王掩面救不得，回看血泪相和流
吾来自东土大唐！
