真棒！
社会性死亡
冈妈，永远滴神（冈钉除外）
完全不记得了
好家伙
草
"以医学的角度来分,人有7种性别"
普通爱好者（大嘘
懂了，性转柯南
放浪男孩竟然是11的
普通爱好者泛式
什么教父来着
书架啊
？？？？什么要来了？？？
《普通爱好者》
yooooooo
老刀剑了
BGM说明一切w
ntr题材爱好者
np
大爱这部
《普通》
怒涛男魂息子炸裂？？
《普 通 爱 好 者》
热乎
简称ntr爱好者
u1s1这个色调真不错
超级好看，强推！！！！
没人！？
NTR之神         牛头人之父
？？？男同竟在我身边
gosick真的太好看了
原来这首歌竟然是这部作品的
七分钟
这个真的好看
普通爱好者＝ntr教父
is
7分钟
《自认》
叠字字，恶心心
.
经典展开
冈妈
再给我两分钟，让我把记忆结成冰
草
yooooooo~wtf
唯克多离嘎
当时年仅16岁的我看了这个当场自闭。。。
这部男主很惨（肉体上）
？？？
波户觉得很赞
草
《普通爱好者》
四大名著
Fate 魔园 命运石 未闻花名
反正可以消除记忆不慌
秀吉好评
不愧是冈妈
不不不，谦虚了。您何止是“普通爱好者”
画风好治愈啊！
好巧啊最近正在补这个番
这就去补！
gosick！
不愧是你，冈妈
亚洲舞王相川步
gosick赛高
好羞耻
哈哈哈哈哈
哇寶藏
离谱
不亏是你，那么小就已经是个变态了（doge
名作之壁
gocisk！！！
等会
看过很多
这个op真的绝了
等等 逻辑有点复杂让我捋一捋
真光头
变成了光
丹特丽安的书架真的可惜了，
老柯南了
完了我
维多利加！！
确实实现了
没听过。
？谁
不愧是冈妈
这叠buff呢
不愧是你
《普通》
你好
什么烧0
ta好评
小天？
普通爱好者
哈哈哈哈哈哈哈哈哈
居然是2011年的动画
这个超好看
已经看过七八遍了再看还是脚扣地板
秀吉是女孩子啊
冈妈还是你冈妈
电 锯 人
热乎的
???
我直接裂开
《普通爱好者》
维多利加！！
哈哈哈哈
冈妈还是你冈妈
？
可惜么第三部了
好家伙
啊啊啊啊啊啊啊啊啊啊啊啊啊
普通
这个小说超级好看
草
但这个所谓的自我认知不过是迎合世间的刻板印象
草
bgm一出来我鸡皮疙瘩起了一身，好好听
诶嘿酱！
这个番的女主是上杉小怪兽的原型
全体起立！
外语
没办法当时傲娇就是王者人设
等等让我暂停一下捋一捋
++
草
普通爱好者----指在ntr上 登峰造极之人
刚开始看番时印象最深的番
当年还是孩子的我看的口吐白沫
awsl
没错，你卡了
教父谦虚了
小圆！
教父
没错，你卡了
烫手
蚌埠住啦
cao
yoooooo已经是时代的眼泪了，我已经好多年没在弹幕看到过这条了
名作之壁
全体起立
普 通
《普    通》
哀汐酱
锁门的重要性+1
亚洲舞王
《普      通》
哇这个十年了居然
指尖奶茶可还行
超爱op
这个nb
《普      通》
yoooooooo梦
等等 我缓一缓 有点绕
《》
导游专业表示全班45个人2个男生
看了7年番了这部番依然是我最喜欢的番，没有之一
普通
TA好细啊，爱了爱了（doge）
前面红字，是维多利加！
确实
gosick音乐绝绝绝绝了！走过路过千万不要错过！（大声安利）
好诶！
《爱  好  者》
哈哈哈
好家伙，我才发现我看过。
和尚班集合
这个番的画师是柚子社的画师哦
亚洲舞王
机战做得一股清流
早
秀吉！
泛式:感同身受
维包！
服装设计
给丹特丽安排面！
星合之空觉得很赞
yeah！！！！！
GOSICK牛逼
yooooooo
维多利加！！
感觉yooooo这个梗现在的新观众都不怎么知道了
當年的后宮番質量可是高很多
6666
11年1月，我记得有石头门和小圆吧
不用谦虚，您是教父
你终于更新了
社会性死亡
太好了！这个一定要发一下弹幕！！维多利加！！
所以作为欸嘿酱的泛式也是可以驾驶的（确信）
蔷薇少女！！！！！
这个看到14集弃番了
入坑作(原作小说)
3
yoooooo！！！
确实很可爱
会计班，全班四十几个人，四个男的
维多利加！！！！！
buff叠满
这个片ed乱杀
确实
。小母牛。塞爆仗。
那句话怎么说来着？男人至死都是少年doge
全齐了
？？？？？？？？？？？
约定的梦幻岛：？
冈妈，除钢钉外永远的神
这个我可is喜欢多了
大名鼎鼎的名作之壁……
danao
再给我两分钟？
这个剧情超好看带点诡异元素
机械工程！！
这个op好熟悉啊
全班没几个男生的情况谁经历过谁知道ಥ_ಥ
可惜观众质量大不如十年以前
冰岛语表示是真的
阿哲。。。
石头门！
原作者志村贵子主要作品都还不错建议看看
对不起，我是物理专业
BUFF叠满了啊
全是男的，没有女的
这个特搞笑好看
赞(/≧▽≦/)
？？？？？？？？？？？？？？？？？
哈哈哈哈哈
见封进！！！
樱桃女孩
会计系表示也是真的
热乎
16分还热着
星合之空直呼内行
推荐一部漫画《不可解我的一切》就是讲的关于性别认知障碍的，汉化组为瑞树，懂得都懂
这部当年挺火的（狗头）
看不过来，指和竹鱼一起看的时候睡觉
确实好可爱...
但是毁人设也毁的快啊。。。
17分钟热乎
太可怕了
维多利加！
哈哈哈哈哈
《高 级 资 深 爱 好 者》
对不起，看成了放浪崽子
???
苏半夏
来个刺客序列魔药，到序列7就行了
精灵使的剑舞不是四大名著啊
来了来了
喵内
爷青回
书架好评
确实
圆的bgm
亚洲舞王
壁下无名作
神仙打架
↑哈哈哈哈哈哈哈
电锯人？
是你 夜莺-挽歌！
好，你币有了
惊
悠木碧早期没疯的珍贵录像
这歌好有感觉
18分钟热乎
这个巨好看
草，北二外的麻了
什么头?
？？？？？？
这个动画的机战是真不错
《普通爱好者》
草
精神上的享受我来了！
护理专业，男护doge
教育学
喵内噶
呜呜呜呜呜
草哈哈哈哈哈哈哈哈哈
看不完太真实了，今年一月番质量真的很高
不愧是冈田麿里，真会玩多角恋
计算机系
这个好看，力推
好沉重啊
那我呢？
小学五年级的时候追的番...
电科专业，一个班五十多人，总共三个女生
20分钟热乎
普通（指教父）
非常好看
10年了啊。。。
富坚老贼
没看过B站能补吗？
社死
优酱！
亚洲舞王！
20
这番也太正确了
四 大 名 著
真可耐
机械系6个班4个女生，反向符合(doge)
毕竟是看牛头人都能深刻思考的泛式啊。。不奇怪
哇
op，ed都超好听
画女硬说男（doge
好家伙全看过，我还有救吗（狗头）
感同身受
想补了
喵内！
？？？
你好诶嘿酱
护理
好看啊
考虑补番
确实
风花雪月
这个牛的！
低情商：NTR。高情商：多角恋
冈妈yyds
社死现场
哇
师傅住口
巧了我也在笑
外国语师范觉得很淦
《xxx教父》
这个LGBT的buff叠的太高了
草
22分钟！
都凑一起了就离谱
维多利加！！！！！！！！！！
别流下了眼泪你妆都花了
我看的第一眼还以为是巴耶力
？？？？
？、？？
来了哈哈哈
无限滑板啊啊啊啊啊啊啊啊啊
yoooooooo
要我～怎么记得
这个腼腆样子有点像真嗣啊
yoooo也是时代的眼泪了啊
楼上离谱
入宅作
泪目了
一个联合国
确实
可是现在你自己都变成女生了
这个十年了啊真快
？？？
放浪男孩
练习读文科doge
牛头人之福
棍之勇者~~~~~~~
举手
电气自动化
好家伙，突然想起来这个还没看完
@诶嘿
啊哈哈哈哈，看到亚洲舞王就想笑
记得结局还有什么失忆来着
等下等下我捋一下
听起来真不错啊这个番
感觉这腼腆的样子有点像真嗣
男主喜欢女性
我的专业只能实现碧蓝之海的剧情
az
yyds每个女主都是我老婆！！！！！
精灵使的剑舞
家 长 党
哈哈哈哈哈哈哈
看得真的心酸
丹特丽安的书架也是吹爆
啊 青之花作者
25分
好耶
名作之壁
26分钟，热乎
秀吉的性别就是秀吉
竟然还有人记得指尖奶茶5555
推理情节不要太认真就能看
¿¿¿¿¿¿¿¿¿¿¿¿¿
虽然我可爱又美丽，但我会带来死亡
这个看过唉
不比以前
普通 爱好者
汉语言了解一下
！！！！这个巨好看！！！老贼牛逼！！！
哈哈哈哈哈哈哈哈哈哈哈哈
！突然发现我看过耶
27分钟
日语专业笑了
所以……孙尚香抄的这个吗
？？？
我在美少女家的地板上游泳
好家伙，駄作（bushi
都是买插画的，谁要看厕纸文，呸
上面哈哈哈的真不要脸
这个好看
英语专业
？？？
桂正和？
等等我屡屡
我老婆
是麿不是磨啦
当年我真看过
达克尼斯
神作，包括歌曲
wc
buff一大堆
最喜欢的男主之一
文科班，男生个位数是常态
只要你愿意，基友在你眼里也能变成女生
全体起立！
热乎
草
当年真的笑死
英语专业直呼内行
以前的后宫番，现在的异世界番
好好听
到时是从什么时候开始由变态变成大佬的
有多少了？还需要画吗？？？
文博专业
草
超棒的！！！
yooooooo
西班牙语班 27个女生 3个男生 2个gay
gosick！！！！
？？？？？？？
哈哈哈哈哈哈哈
真不错
草
瓶皇做过这个视频。
这个真的不错
但是B站下架了
普通爱好者
我好像看过
丹特丽安的书架op是真的好听！
泛式yyds
？？？？？？
这个人……贝尔托特，是你么？
凹酱！！
感同身受可还行
我师范类英语专业班里就俩男的
bgm可还行
棍之勇者
蔷薇少女赛高！！！我永远爱苍殿！
我看过！！！
设计系
真这样很遭罪的
额滴滑板啊
啊这
虽然我可爱又迷人，但是我带来死亡
啊这
名作之壁
2011年？
？？？？？？
最长的电影大草
是很可爱呀
真名作之壁
英国，金毛，傲娇....马萨卡........迪奥撒马(bushi）
《普通》
yoooo是真的怀念啊
四 大 名 著
入坑作！！！！
魔法少女俺中配真的很出色
怪起来了
全体起立
精灵使的剑舞还行的，原作小说人气挺高
维多利加！！
醒来后的第一件事也是这个老师的
徐福记
啊这
幼师专业，尼姑系
精灵使的剑舞太经典了
确实
这个画风滤镜有点月色真美那个味道
而且，又是日笠阳子的黑长直。。。
哈哈哈
亚洲舞王
点赞十五万下一期
看封面进
《普通爱好者》
草
卧槽，我当时看这个片的时候就梦想以后找个金发吕眼的女孩
我淦，倍杀石头门？？？？？？
秀吉！
好想急死你
我还真不知道指尖奶茶是啥
确实
哔哩哔哩无限矿业公司已买入此番，但第二话开始只有大会员老爷们能看
牛头人教父！
超好看这个笑的停不下来
法国香菜永远的神
这个还真的有点意思
我裂開了
开口跪
《多 角 恋》
+1
名作之壁！！！！
《普 通 爱 好 者》
？？？？？？？？
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
op吹爆
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
？岗妈
yoooooo
我的哥特少女启蒙是五更琉璃
普通爱好者
重新定义《普通爱好者》
超好看！！！
都是眼泪（我装的）
关于不可解的我的一切
巨好看
所以这就是你的原点吗？
种草了
我已经乱了，好拗口
超级好看
国家队？？
真的跨性别者看到会很难受，比如我
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈亚洲舞王
好像孙尚香啊
这个好看
好家伙
画女硬说男
WTF
GOSICK！
虽然我可爱又美丽，但我会带来死亡
秀吉好评
啊啊啊啊封面GOSICK
？？离谱
我记得！！时代的眼泪了
我永远喜欢户冢彩加！
德国夏侯惇
2011？
师范
徐福记
利兹与青鸟？
画女硬说男
蔷薇少女不是必追的吗
哈哈哈哈哈
美国人民肯定喜欢
爷青回
好看啊
小语种
四 大 名 著
全体起立
起立！
普通
幼师男生前来报道
丹特丽安的书架!!!
这个感觉还不错的，就是不火
唔
崛与宫村好像有一段和这个差不多（bushi
后宫之壁
心理学直呼内行
《普通爱好者》
完了转不过来了
全是buff
普通爱好者----指在ntr上 登峰造极之人
芜湖！
倒回来再理一遍关系
草
？这不就是正常人吗
等等等等我得捋捋
这是最早的明面上的后宫漫，中文译名：后宫战机娘。
?
好的，明白了
这buff也太多了
萌王真的一般，说优秀过了
当年头都给笑掉
太草了
全体起立
ohhhhh
ass
只有女人和男主。
学前，全校男生不超过三十
当时正是后宫漫发展迅速的时候
你tm敢信。。。，这是我第一部完整从第一集追追完的番。。。
这个很超前哎 现在肯定没人敢做
花木兰
所以男主=女性（doge
公共事业管理
超元气三姐妹！！！！！！
再给我两根葱，让我把回忆煎成饼
真的吗
他是这种套路的开端吧
知道！！！
维多利加
指尖奶茶这个哈哈哈太经典了
NTR教父
ntr教父
死亡笔记！
操指尖奶茶
确实可爱
心脏骤停
金色的妖精
hso
爷穿越了？
不，你是憧憬上女校
那时候后宫是很火的
is2还是is6（doge
OMG
小优
孙尚香哈哈哈哈哈哈
超喜欢
我滴妈齐活儿了
好耶
还有一部类似的作品
好耶
牛头人教父
buff拉满
蜘蛛子因为题材限制，看的人不多但是真的好好看呜呜呜
目前为止提到的都看过
 确实好可爱。
电锯人
完了大脑烧熟了
十年后的今天还看这部片
好好听
狼辛一生推
我永远喜欢维多利加！
我当初怎么就光看机甲了呢。。。
我永远单推诶嘿酱
再...再给我两根葱
？？？
数控，只有男人
冈妈yyds
k-on
艾比？？？？？
晕了
《名作之壁》
EXILE
说实话当时还觉得贼好看
好家伙
见封进
尬死我了
学医
亚洲舞王
舞王僵尸
神作
美国现在正需要这部番
神ED
星合之空腰斩了啊，心疼
好家伙这么刺激
这个好
《牛  好  者》
汉语言文学师范，全班40个人就4个男的（捂脸）
ntr教父
柯南：有被冒犯到……啊是女的，那没事了
见封进
樱花大战即视
芜湖
入宅作
草
离谱
指尖奶茶啥意思啊？
会计
好看
霍去病真实小母牛放鞭炮——nb炸了
嘤嘤嘤(ಥ_ಥ)
竹鱼：？？？？
社死现场
社会工作
？？？
监 狱 学 园
想到星合之空了
建议把原台词打出来
同感
确实啊
你妆都花了让我怎么记得
离谱
师范专业过来人告诉你，这并不是什么好事
不好意思，我DNA动了
哦哦噢噢噢哦哦书架无敌
亡死来带会我但，丽美又爱可我然虽
亚洲舞王相川步
竟然已经过去十年了？？？？
所以青之花真的很好看
热乎的
维包！
哈哈哈莫名羞耻怎么回事
2011和2012应该是神作年
？
但是会被举报下架
旅游
gosick！！！！
新机子哇一次摸，hi托次！
再给我两根葱漫画，让我把记忆煎成饼～
老柯南了
这个好耶
《放浪b崽子》
公管
马赛克？
名 作 之 壁
？？？
这很悲剧吧……不能过自己想过的人生
教师专业确实
啊啊啊啊啊啊啊啊啊
？？？？？？
太超前了
这个是真的好康！！
GOSICK！！！！
citrus
这尬笑的好魔性
学前教育ia三个班两百号人一个男生
彩加小天使！
蔷薇少女我也就看了一季
骨头社啊
《普通爱好者》
点赞各位
哈哈哈哈哈
woc我居然看过
理论物理
ohhh
普通
泪目
大名鼎鼎
我是盲人，请问这是在播什么？
我专门看了小说里男主性转成美少女那章
臭名远扬
护理学专业！！！！
《欧芹》
好家伙
NTR教父
师傅别念了别念了
哈哈哈哈哈哈哈哈哈哈哈
ED神曲
哈哈哈哈哈哈哈哈哈
诶嘿
放到今天的欧美不得上天了
名作之壁
草hhhhhhhhhhh
我去看了
名作之壁我的名作之壁！
《普通爱好者》
这番真的啥都挺好，就是摊上了个厕纸剧情
哈
护理专业表示很生草
全体起立！！！！！！
维多利加
不需要大学，我高中班上就只有4个男生
《普 通 爱 好 者》
全体起立
入宅作
蔷薇少女！
无线斯托拉托斯
桥豆麻袋
僵尸步
理不清了
她们只会拿你当工具人
我的快乐源泉
看过！！！！
《指导过》
护理专业
哇喔
维多利加
hhhhhhhhhhhhhhhhh
冈马bis
我印象最深的是男主一直在说维克多利亚
入宅作吹爆
能源与动力工程
牛头人教父
草？？？？
真他妈人类最罪恶的基因
哈哈哈哈哈
名作之壁
只看了丹特丽安……
参见舞王殿下 
好家伙
大型大型年更节目
我到现在骑自行车都怕突然被钢琴线斩首
护理系表示很淦
太正确了吧
全体起立
？？？？？？
会死的兄弟 悠着点
导演利贺田点赞
星合之空
没错没错 当年就是这两部
哈哈哈
电 锯 人
巨人nb
"要强调那个时代,那个时代,那个傲娇还是主流的时代。"
啊这
卧槽
后面剧情真的好！！我看了3遍
诶嘿酱！
学前教育
gosick
叠buff呢
洁白！闪耀！奇迹之花！White ～lily！
上海师范大学幼教专业
不不不，一点都不爽，真的
起立
秀吉！！
凹酱
ohhhhhhhhhhh！
来了来了
真正的电锯人
好笑！真的好笑！
啊啊！会长是女仆大人！
好家伙
哇好棒
普通  那明明是ntr
草草草
？？？？？好乱
护理系
然后他就全裸了，当着全校的人
十分沙雕好看
指尖奶茶你够了
@瓶子
孙尚香？
等我捋一捋
2011年1月，是辣个成神的女人
双马尾傲娇
维多利加!
那年凹酱还正常的时候
好家伙，我他妈直接好家伙
但这是后面，人家是超前的
确实
但是毁的也快
大小姐傲娇
中学教材对跨性别的相对合理解释:其他大部分基因是女性，而性别决定基因是男性，相当于一个人长出了异性器官，很悲伤
全体起立
GOSICK万岁
oHHHH
圣堂刺客
北语
你推荐的多角恋一定差不了
女生也是这么憧憬的
普通？？？
这个厉害
等下..我有点乱
哈哈哈哈
文科班只有两个男生
电  锯  甜  心
瓦，入坑番
就是就是，本命番！！！
GOSICK真的好看
维包！
这个声音
爱了爱了
再给我两根葱
1小时，凉了
牛头人教父
ED爆炸好听
]\//'''.
一小时
精灵使的剑舞还不错的
全体起立
海边的异邦人
放浪男孩好评！
吓一跳，还以为是天使龙
yoooooo梦！
哈哈哈
？
法律文秘
亚洲舞王！
热乎的
指尖奶茶？？？
？？
女(男？)一女二由情敌变闺蜜甚至有点向恋人方向发展
四大名著
一万多人你们好吗，回一下我
魔法少女厄加特
翻译英语
蔷薇少女
见封进
男子高校地球防卫队
以前都是yooooo现在都是什么CP什么CP
是的，这是当初人的社死番
？？？？？？？？？？？？？？？？？？
废萌开始了
岗妈制药
学前教育专业，男生一共只有11人
歌巨好听！
息♂子
Gosick天下第一
当然接受不了这类发型的女生所以没看
圆神
DNA动了
普通爱好者
NTR教父
Yooooo这个梗好久不见了
亚洲舞王
爷青回
顺便一提，男主也是美少女
熟悉的bgm，好耶
亚洲舞王僵尸步
GOSIC的ed真的超好听！强推！
鹤望兰
可
这个好耶
哈哈哈哈
这部是真的挺好看的，至今印象深刻
哈哈哈哈哈哈哈哈
ohhhhh
ls苏糸
男的那不是更好
群 魔 乱 舞
再念一遍我没捋顺
生儿育女
这个我好像看过！！！！
这个好看！！
我懵了
《来自教父的肯定》
想补番
《新番导视》
我竟然看过！
教父的肯定
普 通 爱 好 者
慈父坦克（
阿哲
yooooooo，时泪
gosick真的是青春记忆了
真假的↑
gosick永远滴神！！！！
书架啊，没有续集555555
巨人牛逼巨人牛逼
电锯人
这我也看过！！！
教父言论
优！！！！！！！
看了三四遍
永远滴神
秀吉！！
僵尸娘我第一个想到的是散华礼弥
全体起立
护理专业
封面交出来阿，阁楼压鹿
LGBT作为标签政治化是不合理的，但身处其中的人是正常人，还是多一些友善吧
讲真，师范就这样，但是根本不是你想想中的那样
牛逼↑
名作之壁yyds（大嘘）
笑死居然是这个
啊看过
日语系哭了
我都看过。。。
死宅最喜欢吧
名作之壁
啊这
放浪崽子，哈哈哈
电。。。电锯人？!
外语专业可破
精灵史
TA好评！！！
霍去病yes
这个也挺好看的
哈哈哈哈
僵尸步666
草
传世经典
奇蛋好看
23333333
哇謝謝安利我去看了
老贼出来
mi
全体起立!
护理
全体起立
gosick！
亚洲舞王
初代电锯人
确实
好！！
用TA好評
！！！！！！！！！！！！！！！！！！
gosick啊啊啊啊啊啊
棍勇
美术美术亲们
说什么呢，秀吉的性别就是秀吉，你被开除二次元了（狗头）
buff叠满
这就是你用女皮直播的理由吗
全体起立
wwwwwwwwwwwww
妙啊
这个是真的好看，强烈安利
柯南
神作
嗷！！！！！！！！！
？？？？？？？？？？？
剧情很让人心疼他
亚洲舞王
世界只有他一个男人吗
蔷薇少女！！
超级好看 强推
名作之壁..
冈妈，偶尔的神
我将守护动画区的一切
爷青回
法国香菜啊
只有女人和男主 老后宫番了
..
志村贵子最近出了个新的ova也是
这番真的很好看
我看过居然
Gosick!!
ohhhhh
普通
buff拉满
冈妈担任编剧，注定不是简单的番
全体起立！
内山昂辉!
突然安静
那时候...后宫向动画和轻小说确实很有市场的.
计算机
???????????
维多利噶？
yoooooo
这是优叔的歌？
真让人头园
凹酱
全体起立
《很多角恋》
前不久我还感叹都没人刷yoooooo了……
再给我两分钟
你要谈僵尸步我可就不困了
啊这
？？？
所以很多角是几个角[狗头]
考古
现在社会更包容了
不可解我的一切
芜湖!!!
哈哈哈哈哈哈哈哈哈哈
Yoooooo
苗内
《普通爱好者》
11年没几个能打得过的吧。。。
汉语言文学的笑了
看到yoooooo我哭了出来，时代的眼泪
舞王！
冥场面
诞生名梗，销量没有超过名作之壁，你还好意思拿出来说。
女主超级看可爱
这个！我小时候看了几集吓得三天没睡好觉
丹特丽安的书架很好看！
冈妈！
woc封面不是维多利加吗！
大数据
护理
窩聽不懂啦qq
毕竟冈妈
？？？？？？？？？
yooo已经是时代的眼泪了
哈哈哈哈哈哈哈哈草
名作之壁
喜欢！
感觉11年就有这种题材的好超前啊
土木工程反向实现
见封进
《牛头人教父》
指尖奶茶可还行
男女生理性别没变，只是身份。？。。。
见封进
这个超喜欢！
这个好好看
fj，我的超人
见封爆哭
这片子挺不错的
我觉得挺好听的
这一切都是命运石之门的选择！
这个喜欢
全体起立！
那个时候各种僵尸各种妹妹
GOSICK永远的神！
真的好看啊这个
要 来 了
一开口，还以为是泛式唱的
这个是真好看
英语系，就两个男的，干活都费劲，不好意思让女生干哈哈哈
啊这。。。
公开处刑，而且是社死
???
当时很喜欢op
GOSICK
可恶
懂了，男主是女性(
叠buff
好家伙
不愧是冈妈
buff++++
咚咚咚
确实
为此我还交往了一位哥特风的女友
？？？？？你说这个现在也看不懂啊
好活
yooooooo已经不复存在了
蔷薇少女！
学前
!!!!!!!!!
当年看是觉得很伤感
前方叠bUff
不，秀吉的性别时秀吉
别说，这个题材挺好
hhhhhhhhhhh
灰狼
维多利加！
嘶
我觉得没有去年7月强
牛头的角
hhhhh爸妈在身边xswl
熟悉（肝疼）的bgm
堀与宫村！
这就去补
哈哈哈
电锯人
社死现场
《女校卫衣男老师》狗头
yooooo已经…时代的眼泪了
救命
超级好看
舞王步
冈妈本职
罪恶王冠永远的神！！
妄想学生会，一股清流
好家伙
？？？？？
C就离谱
都凑一起了
go sick!!!
干翻蕾丝
计算机必须有牌面
？？？？？？？？？
就是这个反光的脑袋有点出戏
yoooo真的太有年代感了
没看过，不是一个圈子
哈哈啊哈哈哈哈 亚洲舞王
哈哈哈出手play
那时候大家一起刷yoooo真开心啊
经典画女硬说男
233333
？？？你有问题
哈哈哈哈哈
强推
好久不见yooo这个梗了，感慨啊
看了十多周目
草，冈妈
和电学有的拼
这样真的可以 音乐也好听
一样
汉语言文学，男生个位数
柯南：？
？？？
“de~~~di bu la”
然后自己也变成了美少女
笑死
全体起立
？？？
我滴妈累
精灵使的剑舞强推，挺好看的
最后变性和女朋友玩百合
233333
草
但其实这个话题挺严肃的，起哄并不是什么礼貌的行为
这个好耶
？
声优最多的女主
傲娇妹是有小虎牙的
十年！人生有几个十年！
我就是。。
好看
哟哦哦哦、
NTR交付不愧是你
把冈妈永远的胃药之神打在公屏上。
第四爱？
不是看不过来，是看不够
步！
yyds
你等会儿我晕了
心脏骤停
汉教
确实有点看不过来了！
维多利亚！
？？？？？？咋真乱
全体起立
美术风格好舒服
这bgm？？？？
啊这
舞王
维多利加啊啊啊啊啊啊啊啊啊啊啊啊啊
泪目
不，现在我就笑了。
哟哟哟这不是亚洲舞王吗
日剧，“好”的生活
有一说一确实
入坑作。。。
梦幻岛2原创最棒一生推
是的没错
hhhh
指尖奶茶，，，，，，，，，，，，，，
歌好听，但是真的无聊。。。
为什么他们的头发都那么光？
???????????
甚至要暂停才能理解
ED 的for you也蛮好听的
NANA
草
哈哈 这个剧当年追过
最致命的是小时候胆子小，熬夜想看结果整夜睡不过去
志村贵子yyds!!!!!!!
BGM直接吓停了
讲慢点我跟不上
这个是柚子社的画师的作品
社死现场
我的妈啊。。。叠buff片
表情包出处
反  向  奶  番【doge】
兰加！
护理学请求一败（）
这个真的社死冥场面
这个好诶
这个也不错
老社死了
？
蔷薇少女！！！
這個硬核 XDD
等等。。。我暂停缓缓你说的啥
精灵使剑舞其实挺好的，可惜没后续了
？
草
开幕雷击
居然看过
来了来了
这种题材可不就冈妈拿手好戏
是你，名侦探    ，，，
堀与宫村
我的法克
哈哈哈哈哈哈哈哈哈哈
所以我一个同学大学专业选的护理
？？？这不是最长的电影吗
ohhhhh好想告诉你！
这种题材只要认真做一般都很强
看封进
哈哈哈哈哈哈哈
这个b站上有！
啊这
维包！！！！！！啊啊啊啊啊
woc 叠buff
指尖奶茶wc
指尖奶茶是啥
舞王!
我直接起立
毕竟冈妈，习，习惯就好……
会长是女仆
别看boko   yoooooo
K-on！
中文系哈哈哈
谢谢，已经有三室一厅了
gosick万岁
书架贼好看 特别是ED
在美国很吃香
+1
这美帝不拿去吹？
名场面
这个看过，感觉还不错
？？？？？
亚洲舞王应该更牛逼一点
哈哈哈哈哈
啊 这
秀吉我爱你！！
哈哈哈哈哈哈
？？？？？
哈哈哈哈哈哈哈哈
这个还是算了吧
亚洲舞王
？？？？？？？？
这个真的好看
指尖奶茶是啥
我在上厕所突然从马桶上站起来了
ohhhhhhj
鸣鸟不飞
有一个跟她类似的书架
永远喜欢维多利加
老子可是魔法少女
我的最爱，小说也好看
亚洲舞王
？？？？？
入宅番
好治愈的画风
那时候还没入二次元
超元气三姐妹
开局王炸
维多利加！！
哈哈哈哈哈哈画画
现在b站看不到了
yoooooo已经是时代的眼泪了
四大名著
爷青回
这很美利坚
gosick!!
新泛式光姬
TA好评！
